"Step","bright-planet-137 - test/rmse_scat","bright-planet-137 - test/rmse_scat__MIN","bright-planet-137 - test/rmse_scat__MAX"
"136","0.006454373709857464","0.006454373709857464","0.006454373709857464"
"137","0.005858907010406256","0.005858907010406256","0.005858907010406256"
"138","0.004628404974937439","0.004628404974937439","0.004628404974937439"
"139","0.026903536170721054","0.026903536170721054","0.026903536170721054"
"140","0.008730488829314709","0.008730488829314709","0.008730488829314709"
"141","0.009696739725768566","0.009696739725768566","0.009696739725768566"
"142","0.01603187434375286","0.01603187434375286","0.01603187434375286"
"143","0.014805024489760399","0.014805024489760399","0.014805024489760399"
"144","0.008000670000910759","0.008000670000910759","0.008000670000910759"
"145","0.004803171847015619","0.004803171847015619","0.004803171847015619"
"146","0.004134114366024733","0.004134114366024733","0.004134114366024733"
"147","0.013799292966723442","0.013799292966723442","0.013799292966723442"
"148","0.0065526762045919895","0.0065526762045919895","0.0065526762045919895"
"149","0.017899470403790474","0.017899470403790474","0.017899470403790474"
"150","0.03373220935463905","0.03373220935463905","0.03373220935463905"
"151","0.007342103868722916","0.007342103868722916","0.007342103868722916"
"152","0.01867285557091236","0.01867285557091236","0.01867285557091236"
"153","0.020219340920448303","0.020219340920448303","0.020219340920448303"
"154","0.018437586724758148","0.018437586724758148","0.018437586724758148"
"155","0.00734614348039031","0.00734614348039031","0.00734614348039031"
"156","0.009213700890541077","0.009213700890541077","0.009213700890541077"
"157","0.008154482580721378","0.008154482580721378","0.008154482580721378"
"158","0.00538824824616313","0.00538824824616313","0.00538824824616313"
"159","0.039925236254930496","0.039925236254930496","0.039925236254930496"
"160","0.008903859183192253","0.008903859183192253","0.008903859183192253"
"161","0.012854469008743763","0.012854469008743763","0.012854469008743763"
"162","0.005581270437687635","0.005581270437687635","0.005581270437687635"
"163","0.010484520345926285","0.010484520345926285","0.010484520345926285"
"164","0.019778255373239517","0.019778255373239517","0.019778255373239517"
"165","0.006002805661410093","0.006002805661410093","0.006002805661410093"
"166","0.01599094457924366","0.01599094457924366","0.01599094457924366"
"167","0.007397044450044632","0.007397044450044632","0.007397044450044632"
"168","0.021525558084249496","0.021525558084249496","0.021525558084249496"
"169","0.011791951023042202","0.011791951023042202","0.011791951023042202"
"170","0.0042578354477882385","0.0042578354477882385","0.0042578354477882385"
"171","0.007235406897962093","0.007235406897962093","0.007235406897962093"
"172","0.007257840130478144","0.007257840130478144","0.007257840130478144"
"173","0.02284049801528454","0.02284049801528454","0.02284049801528454"
"174","0.014972135424613953","0.014972135424613953","0.014972135424613953"
"175","0.007569386623799801","0.007569386623799801","0.007569386623799801"
"176","0.028702611103653908","0.028702611103653908","0.028702611103653908"
"177","0.011407303623855114","0.011407303623855114","0.011407303623855114"
"178","0.02892278879880905","0.02892278879880905","0.02892278879880905"
"181","0.010190421715378761","0.010190421715378761","0.010190421715378761"
"182","0.024828344583511353","0.024828344583511353","0.024828344583511353"
"183","0.01889565959572792","0.01889565959572792","0.01889565959572792"
"184","0.008828319609165192","0.008828319609165192","0.008828319609165192"
"185","0.012102534994482994","0.012102534994482994","0.012102534994482994"
"186","0.010251015424728394","0.010251015424728394","0.010251015424728394"
"187","0.006745755672454834","0.006745755672454834","0.006745755672454834"
"188","0.007450003642588854","0.007450003642588854","0.007450003642588854"
"189","0.020671961829066277","0.020671961829066277","0.020671961829066277"
"190","0.0094395000487566","0.0094395000487566","0.0094395000487566"
"191","0.008131267502903938","0.008131267502903938","0.008131267502903938"
"192","0.02327924594283104","0.02327924594283104","0.02327924594283104"
"193","0.00579975126311183","0.00579975126311183","0.00579975126311183"
"194","0.022099247202277184","0.022099247202277184","0.022099247202277184"
"195","0.006993378046900034","0.006993378046900034","0.006993378046900034"
"196","0.013474163599312305","0.013474163599312305","0.013474163599312305"
"197","0.006213744170963764","0.006213744170963764","0.006213744170963764"
"198","0.010755568742752075","0.010755568742752075","0.010755568742752075"
"199","0.008128678426146507","0.008128678426146507","0.008128678426146507"
"200","0.018344637006521225","0.018344637006521225","0.018344637006521225"
"201","0.015374685637652874","0.015374685637652874","0.015374685637652874"
"202","0.019439565017819405","0.019439565017819405","0.019439565017819405"
"203","0.014863057062029839","0.014863057062029839","0.014863057062029839"
"204","0.015833023935556412","0.015833023935556412","0.015833023935556412"
"205","0.010965505614876747","0.010965505614876747","0.010965505614876747"
"206","0.02959134802222252","0.02959134802222252","0.02959134802222252"
"207","0.013734595850110054","0.013734595850110054","0.013734595850110054"
"208","0.0067076184786856174","0.0067076184786856174","0.0067076184786856174"
"209","0.00608374597504735","0.00608374597504735","0.00608374597504735"
"210","0.01650151237845421","0.01650151237845421","0.01650151237845421"
"211","0.014531528577208519","0.014531528577208519","0.014531528577208519"
"212","0.0049634212628006935","0.0049634212628006935","0.0049634212628006935"
"213","0.0045038433745503426","0.0045038433745503426","0.0045038433745503426"
"214","0.013419458642601967","0.013419458642601967","0.013419458642601967"
"215","0.009297478944063187","0.009297478944063187","0.009297478944063187"
"216","0.018775353208184242","0.018775353208184242","0.018775353208184242"
"217","0.011218289844691753","0.011218289844691753","0.011218289844691753"
"218","0.01071371790021658","0.01071371790021658","0.01071371790021658"
"219","0.025654608383774757","0.025654608383774757","0.025654608383774757"
"220","0.009836305864155293","0.009836305864155293","0.009836305864155293"
"221","0.005881478078663349","0.005881478078663349","0.005881478078663349"
"222","0.011953621171414852","0.011953621171414852","0.011953621171414852"
"223","0.006300421431660652","0.006300421431660652","0.006300421431660652"
"224","0.010088377632200718","0.010088377632200718","0.010088377632200718"
"225","0.006251109763979912","0.006251109763979912","0.006251109763979912"
"226","0.028584474697709084","0.028584474697709084","0.028584474697709084"
"227","0.02004278264939785","0.02004278264939785","0.02004278264939785"
"228","0.02175111323595047","0.02175111323595047","0.02175111323595047"
"229","0.02039400301873684","0.02039400301873684","0.02039400301873684"
"230","0.006276079453527927","0.006276079453527927","0.006276079453527927"
"231","0.007683632429689169","0.007683632429689169","0.007683632429689169"
"232","0.008045489899814129","0.008045489899814129","0.008045489899814129"
"233","0.008142737671732903","0.008142737671732903","0.008142737671732903"
"234","0.005543226841837168","0.005543226841837168","0.005543226841837168"
"235","0.008007381111383438","0.008007381111383438","0.008007381111383438"
"236","0.014941727742552757","0.014941727742552757","0.014941727742552757"
"237","0.010066257789731026","0.010066257789731026","0.010066257789731026"
"238","0.006928670685738325","0.006928670685738325","0.006928670685738325"
"239","0.009208710864186287","0.009208710864186287","0.009208710864186287"
"240","0.01301681436598301","0.01301681436598301","0.01301681436598301"
"241","0.0067156539298594","0.0067156539298594","0.0067156539298594"
"242","0.007629511412233114","0.007629511412233114","0.007629511412233114"
"243","0.004073234274983406","0.004073234274983406","0.004073234274983406"
"244","0.00855022668838501","0.00855022668838501","0.00855022668838501"
"245","0.027607044205069542","0.027607044205069542","0.027607044205069542"
"246","0.004420619923621416","0.004420619923621416","0.004420619923621416"
"247","0.03412904217839241","0.03412904217839241","0.03412904217839241"
"248","0.014241569675505161","0.014241569675505161","0.014241569675505161"
"249","0.016056794673204422","0.016056794673204422","0.016056794673204422"
"250","0.010806163772940636","0.010806163772940636","0.010806163772940636"
"251","0.01256611105054617","0.01256611105054617","0.01256611105054617"
"252","0.007451687008142471","0.007451687008142471","0.007451687008142471"
"253","0.007818218320608139","0.007818218320608139","0.007818218320608139"
"254","0.0054433951154351234","0.0054433951154351234","0.0054433951154351234"
"255","0.011934395879507065","0.011934395879507065","0.011934395879507065"
"256","0.004623113665729761","0.004623113665729761","0.004623113665729761"
"257","0.015175965614616871","0.015175965614616871","0.015175965614616871"
"258","0.008287099190056324","0.008287099190056324","0.008287099190056324"
"259","0.030584728345274925","0.030584728345274925","0.030584728345274925"
"260","0.005507257767021656","0.005507257767021656","0.005507257767021656"
"261","0.022225920110940933","0.022225920110940933","0.022225920110940933"
"262","0.007284234277904034","0.007284234277904034","0.007284234277904034"
"263","0.004907704424113035","0.004907704424113035","0.004907704424113035"
"264","0.011949634179472923","0.011949634179472923","0.011949634179472923"
"265","0.006025155074894428","0.006025155074894428","0.006025155074894428"
"266","0.01986791379749775","0.01986791379749775","0.01986791379749775"
"267","0.01568416878581047","0.01568416878581047","0.01568416878581047"
"268","0.006447803229093552","0.006447803229093552","0.006447803229093552"
"269","0.004315976984798908","0.004315976984798908","0.004315976984798908"
"270","0.006538707762956619","0.006538707762956619","0.006538707762956619"
"271","0.010834859684109688","0.010834859684109688","0.010834859684109688"
"272","0.015190417878329754","0.015190417878329754","0.015190417878329754"
"273","0.005345807410776615","0.005345807410776615","0.005345807410776615"
"274","0.00484613049775362","0.00484613049775362","0.00484613049775362"
"275","0.0195391234010458","0.0195391234010458","0.0195391234010458"
"276","0.017660880461335182","0.017660880461335182","0.017660880461335182"
"277","0.014364414848387241","0.014364414848387241","0.014364414848387241"
"278","0.0052065192721784115","0.0052065192721784115","0.0052065192721784115"
"279","0.005821069236844778","0.005821069236844778","0.005821069236844778"
"280","0.01328960619866848","0.01328960619866848","0.01328960619866848"
"281","0.01678244210779667","0.01678244210779667","0.01678244210779667"
"282","0.015830455347895622","0.015830455347895622","0.015830455347895622"
"283","0.01444421149790287","0.01444421149790287","0.01444421149790287"
"284","0.010314255021512508","0.010314255021512508","0.010314255021512508"
"285","0.01563902385532856","0.01563902385532856","0.01563902385532856"
"286","0.006306023802608252","0.006306023802608252","0.006306023802608252"
"287","0.006794868968427181","0.006794868968427181","0.006794868968427181"
"288","0.004285870585590601","0.004285870585590601","0.004285870585590601"
"289","0.01972186379134655","0.01972186379134655","0.01972186379134655"
"290","0.006953130476176739","0.006953130476176739","0.006953130476176739"
"291","0.004251169040799141","0.004251169040799141","0.004251169040799141"
"292","0.007578622549772263","0.007578622549772263","0.007578622549772263"
"293","0.020492196083068848","0.020492196083068848","0.020492196083068848"
"294","0.018885154277086258","0.018885154277086258","0.018885154277086258"
"295","0.009531568735837936","0.009531568735837936","0.009531568735837936"
"296","0.01954648271203041","0.01954648271203041","0.01954648271203041"
"297","0.0051840441301465034","0.0051840441301465034","0.0051840441301465034"
"298","0.021524444222450256","0.021524444222450256","0.021524444222450256"
"299","0.008121474646031857","0.008121474646031857","0.008121474646031857"
"300","0.007096747402101755","0.007096747402101755","0.007096747402101755"
"301","0.0077821421436965466","0.0077821421436965466","0.0077821421436965466"
"302","0.01304322574287653","0.01304322574287653","0.01304322574287653"
"303","0.02449246123433113","0.02449246123433113","0.02449246123433113"
"304","0.011847741901874542","0.011847741901874542","0.011847741901874542"
"305","0.0057913027703762054","0.0057913027703762054","0.0057913027703762054"
"306","0.005264825653284788","0.005264825653284788","0.005264825653284788"
"307","0.009245999157428741","0.009245999157428741","0.009245999157428741"
"308","0.011001654900610447","0.011001654900610447","0.011001654900610447"
"309","0.006331012584269047","0.006331012584269047","0.006331012584269047"
"310","0.010239509865641594","0.010239509865641594","0.010239509865641594"
"311","0.005207246635109186","0.005207246635109186","0.005207246635109186"
"312","0.007334019988775253","0.007334019988775253","0.007334019988775253"
"313","0.03330032154917717","0.03330032154917717","0.03330032154917717"
"314","0.011343574151396751","0.011343574151396751","0.011343574151396751"
"315","0.015758343040943146","0.015758343040943146","0.015758343040943146"
"316","0.01552866492420435","0.01552866492420435","0.01552866492420435"
"317","0.011072072200477123","0.011072072200477123","0.011072072200477123"
"318","0.00815365370362997","0.00815365370362997","0.00815365370362997"
"319","0.015537459403276443","0.015537459403276443","0.015537459403276443"
"320","0.006474741734564304","0.006474741734564304","0.006474741734564304"
"321","0.026101231575012207","0.026101231575012207","0.026101231575012207"
"322","0.03108161874115467","0.03108161874115467","0.03108161874115467"
"323","0.007726875599473715","0.007726875599473715","0.007726875599473715"
"324","0.012493042275309563","0.012493042275309563","0.012493042275309563"
"325","0.012419642880558968","0.012419642880558968","0.012419642880558968"
"326","0.0067502823658287525","0.0067502823658287525","0.0067502823658287525"
"327","0.005953136365860701","0.005953136365860701","0.005953136365860701"
"328","0.0064077479764819145","0.0064077479764819145","0.0064077479764819145"
"329","0.007154580671340227","0.007154580671340227","0.007154580671340227"
"330","0.013146395795047283","0.013146395795047283","0.013146395795047283"
"331","0.007065685000270605","0.007065685000270605","0.007065685000270605"
"332","0.005095527973026037","0.005095527973026037","0.005095527973026037"
"333","0.004112941678613424","0.004112941678613424","0.004112941678613424"
"334","0.007057236507534981","0.007057236507534981","0.007057236507534981"
"335","0.020119694992899895","0.020119694992899895","0.020119694992899895"
"336","0.00958134513348341","0.00958134513348341","0.00958134513348341"
"337","0.007550534792244434","0.007550534792244434","0.007550534792244434"
"338","0.014247634448111057","0.014247634448111057","0.014247634448111057"
"339","0.007941252551972866","0.007941252551972866","0.007941252551972866"
"340","0.0130234956741333","0.0130234956741333","0.0130234956741333"
"342","0.017645003274083138","0.017645003274083138","0.017645003274083138"
"343","0.005064892116934061","0.005064892116934061","0.005064892116934061"
"344","0.02714737318456173","0.02714737318456173","0.02714737318456173"
"345","0.015204924158751965","0.015204924158751965","0.015204924158751965"
"346","0.013507083058357239","0.013507083058357239","0.013507083058357239"
"347","0.01466555055230856","0.01466555055230856","0.01466555055230856"
"348","0.004575771279633045","0.004575771279633045","0.004575771279633045"
"349","0.02569364570081234","0.02569364570081234","0.02569364570081234"
"350","0.014274138025939465","0.014274138025939465","0.014274138025939465"
"351","0.004966266453266144","0.004966266453266144","0.004966266453266144"
"352","0.012614291161298752","0.012614291161298752","0.012614291161298752"
"353","0.0082297557964921","0.0082297557964921","0.0082297557964921"
"354","0.026764921844005585","0.026764921844005585","0.026764921844005585"
"355","0.00675621721893549","0.00675621721893549","0.00675621721893549"
"356","0.011637388728559017","0.011637388728559017","0.011637388728559017"
"357","0.004008155316114426","0.004008155316114426","0.004008155316114426"
"358","0.005456512328237295","0.005456512328237295","0.005456512328237295"
"359","0.008354959078133106","0.008354959078133106","0.008354959078133106"
"360","0.0072476621717214584","0.0072476621717214584","0.0072476621717214584"
"361","0.022433636710047722","0.022433636710047722","0.022433636710047722"
"362","0.012735920026898384","0.012735920026898384","0.012735920026898384"
"363","0.015214036218822002","0.015214036218822002","0.015214036218822002"
"364","0.016455987468361855","0.016455987468361855","0.016455987468361855"
"365","0.00887276791036129","0.00887276791036129","0.00887276791036129"
"366","0.006456838920712471","0.006456838920712471","0.006456838920712471"
"367","0.00570611422881484","0.00570611422881484","0.00570611422881484"
"368","0.005443073809146881","0.005443073809146881","0.005443073809146881"
"369","0.009909561835229397","0.009909561835229397","0.009909561835229397"
"370","0.007590075489133596","0.007590075489133596","0.007590075489133596"
"371","0.024227982386946678","0.024227982386946678","0.024227982386946678"
"372","0.0063917129300534725","0.0063917129300534725","0.0063917129300534725"
"373","0.005711962468922138","0.005711962468922138","0.005711962468922138"
"374","0.02112935297191143","0.02112935297191143","0.02112935297191143"
"375","0.004507760982960463","0.004507760982960463","0.004507760982960463"
"376","0.015052316710352898","0.015052316710352898","0.015052316710352898"
"377","0.011776309460401535","0.011776309460401535","0.011776309460401535"
"378","0.006561744958162308","0.006561744958162308","0.006561744958162308"
"379","0.010145947337150574","0.010145947337150574","0.010145947337150574"
"380","0.010584192350506783","0.010584192350506783","0.010584192350506783"
"381","0.012210216373205185","0.012210216373205185","0.012210216373205185"
"382","0.0067801279947161674","0.0067801279947161674","0.0067801279947161674"
"383","0.006383723113685846","0.006383723113685846","0.006383723113685846"
"384","0.016059502959251404","0.016059502959251404","0.016059502959251404"
"385","0.014264147728681564","0.014264147728681564","0.014264147728681564"
"386","0.005463394336402416","0.005463394336402416","0.005463394336402416"
"387","0.02230965346097946","0.02230965346097946","0.02230965346097946"
"388","0.004492481239140034","0.004492481239140034","0.004492481239140034"
"389","0.006412339862436056","0.006412339862436056","0.006412339862436056"
"391","0.011582132428884506","0.011582132428884506","0.011582132428884506"
"392","0.012164225801825523","0.012164225801825523","0.012164225801825523"
"393","0.0062484582886099815","0.0062484582886099815","0.0062484582886099815"
"394","0.005227283108979464","0.005227283108979464","0.005227283108979464"
"395","0.008980452083051205","0.008980452083051205","0.008980452083051205"
"396","0.006183708552271128","0.006183708552271128","0.006183708552271128"
"397","0.012550858780741692","0.012550858780741692","0.012550858780741692"
"398","0.011516062542796135","0.011516062542796135","0.011516062542796135"
"399","0.006227585021406412","0.006227585021406412","0.006227585021406412"
"400","0.005197614431381226","0.005197614431381226","0.005197614431381226"
"401","0.015111410059034824","0.015111410059034824","0.015111410059034824"
"402","0.017732055857777596","0.017732055857777596","0.017732055857777596"
"403","0.006811776664108038","0.006811776664108038","0.006811776664108038"
"404","0.03328327834606171","0.03328327834606171","0.03328327834606171"
"405","0.024199556559324265","0.024199556559324265","0.024199556559324265"
"406","0.008639786392450333","0.008639786392450333","0.008639786392450333"
"407","0.006712989415973425","0.006712989415973425","0.006712989415973425"
"408","0.007830181159079075","0.007830181159079075","0.007830181159079075"
"409","0.008471339009702206","0.008471339009702206","0.008471339009702206"
"410","0.01725197769701481","0.01725197769701481","0.01725197769701481"
"411","0.01100488007068634","0.01100488007068634","0.01100488007068634"
"412","0.020597688853740692","0.020597688853740692","0.020597688853740692"
"413","0.022596480324864388","0.022596480324864388","0.022596480324864388"
"414","0.01068020612001419","0.01068020612001419","0.01068020612001419"
"415","0.02146385796368122","0.02146385796368122","0.02146385796368122"
"416","0.006442818325012922","0.006442818325012922","0.006442818325012922"
"417","0.025422003120183945","0.025422003120183945","0.025422003120183945"
"418","0.01157770212739706","0.01157770212739706","0.01157770212739706"
"419","0.005928582511842251","0.005928582511842251","0.005928582511842251"
"420","0.00705987773835659","0.00705987773835659","0.00705987773835659"
"421","0.013477662578225136","0.013477662578225136","0.013477662578225136"
"422","0.010207835584878922","0.010207835584878922","0.010207835584878922"
"423","0.006718982011079788","0.006718982011079788","0.006718982011079788"
"424","0.0061936695128679276","0.0061936695128679276","0.0061936695128679276"
"425","0.005385794676840305","0.005385794676840305","0.005385794676840305"
"426","0.011636218056082726","0.011636218056082726","0.011636218056082726"
"427","0.014835967682301998","0.014835967682301998","0.014835967682301998"
"428","0.0044544353149831295","0.0044544353149831295","0.0044544353149831295"
"429","0.012610905803740025","0.012610905803740025","0.012610905803740025"
"430","0.005319180432707071","0.005319180432707071","0.005319180432707071"
"431","0.015746181830763817","0.015746181830763817","0.015746181830763817"
"432","0.013400590978562832","0.013400590978562832","0.013400590978562832"
"433","0.012029589153826237","0.012029589153826237","0.012029589153826237"
"434","0.0052837710827589035","0.0052837710827589035","0.0052837710827589035"
"435","0.004622435197234154","0.004622435197234154","0.004622435197234154"
"436","0.0050645084120333195","0.0050645084120333195","0.0050645084120333195"
"437","0.019933834671974182","0.019933834671974182","0.019933834671974182"
"438","0.00879867933690548","0.00879867933690548","0.00879867933690548"
"439","0.014342333190143108","0.014342333190143108","0.014342333190143108"
"440","0.014116779901087284","0.014116779901087284","0.014116779901087284"
"441","0.005257099401205778","0.005257099401205778","0.005257099401205778"
"442","0.01267736591398716","0.01267736591398716","0.01267736591398716"
"443","0.005474283825606108","0.005474283825606108","0.005474283825606108"
"444","0.033844955265522","0.033844955265522","0.033844955265522"
"445","0.011725984513759613","0.011725984513759613","0.011725984513759613"
"446","0.004806011915206909","0.004806011915206909","0.004806011915206909"
"447","0.007384174969047308","0.007384174969047308","0.007384174969047308"
"448","0.007925566285848618","0.007925566285848618","0.007925566285848618"
"449","0.014083524234592915","0.014083524234592915","0.014083524234592915"
"450","0.008332673460245132","0.008332673460245132","0.008332673460245132"
