"Step","feasible-paper-136 - test/psnr_scat","feasible-paper-136 - test/psnr_scat__MIN","feasible-paper-136 - test/psnr_scat__MAX"
"113","36.940460205078125","36.940460205078125","36.940460205078125"
"114","43.232242584228516","43.232242584228516","43.232242584228516"
"115","41.044193267822266","41.044193267822266","41.044193267822266"
"116","38.38571548461914","38.38571548461914","38.38571548461914"
"117","30.64667320251465","30.64667320251465","30.64667320251465"
"118","44.141632080078125","44.141632080078125","44.141632080078125"
"119","37.32352828979492","37.32352828979492","37.32352828979492"
"120","42.23265838623047","42.23265838623047","42.23265838623047"
"121","39.46757507324219","39.46757507324219","39.46757507324219"
"122","43.05747985839844","43.05747985839844","43.05747985839844"
"123","31.194202423095703","31.194202423095703","31.194202423095703"
"124","46.842506408691406","46.842506408691406","46.842506408691406"
"125","37.975074768066406","37.975074768066406","37.975074768066406"
"126","46.46504211425781","46.46504211425781","46.46504211425781"
"127","37.39891815185547","37.39891815185547","37.39891815185547"
"128","45.02490234375","45.02490234375","45.02490234375"
"129","41.91779327392578","41.91779327392578","41.91779327392578"
"130","32.89654541015625","32.89654541015625","32.89654541015625"
"131","45.678531646728516","45.678531646728516","45.678531646728516"
"132","41.5098762512207","41.5098762512207","41.5098762512207"
"133","41.89744186401367","41.89744186401367","41.89744186401367"
"134","42.78859329223633","42.78859329223633","42.78859329223633"
"135","45.87139129638672","45.87139129638672","45.87139129638672"
"136","46.71205139160156","46.71205139160156","46.71205139160156"
"137","31.864171981811523","31.864171981811523","31.864171981811523"
"138","42.84885025024414","42.84885025024414","42.84885025024414"
"139","41.182552337646484","41.182552337646484","41.182552337646484"
"140","36.23263931274414","36.23263931274414","36.23263931274414"
"141","37.189208984375","37.189208984375","37.189208984375"
"142","42.164215087890625","42.164215087890625","42.164215087890625"
"143","46.115623474121094","46.115623474121094","46.115623474121094"
"144","45.95466232299805","45.95466232299805","45.95466232299805"
"145","36.42477798461914","36.42477798461914","36.42477798461914"
"146","44.68072509765625","44.68072509765625","44.68072509765625"
"147","35.115962982177734","35.115962982177734","35.115962982177734"
"148","29.314329147338867","29.314329147338867","29.314329147338867"
"149","43.74892044067383","43.74892044067383","43.74892044067383"
"150","34.39781951904297","34.39781951904297","34.39781951904297"
"151","33.097373962402344","33.097373962402344","33.097373962402344"
"152","34.52363967895508","34.52363967895508","34.52363967895508"
"153","43.48794174194336","43.48794174194336","43.48794174194336"
"154","40.08515167236328","40.08515167236328","40.08515167236328"
"155","41.52260971069336","41.52260971069336","41.52260971069336"
"156","46.51340866088867","46.51340866088867","46.51340866088867"
"157","27.08541488647461","27.08541488647461","27.08541488647461"
"158","43.965476989746094","43.965476989746094","43.965476989746094"
"159","37.83185958862305","37.83185958862305","37.83185958862305"
"160","44.52305221557617","44.52305221557617","44.52305221557617"
"161","40.268699645996094","40.268699645996094","40.268699645996094"
"162","33.705265045166016","33.705265045166016","33.705265045166016"
"163","45.035762786865234","45.035762786865234","45.035762786865234"
"164","35.31879425048828","35.31879425048828","35.31879425048828"
"165","42.890777587890625","42.890777587890625","42.890777587890625"
"166","33.51675033569336","33.51675033569336","33.51675033569336"
"167","39.046974182128906","39.046974182128906","39.046974182128906"
"168","46.01009750366211","46.01009750366211","46.01009750366211"
"169","41.15235137939453","41.15235137939453","41.15235137939453"
"170","42.50992202758789","42.50992202758789","42.50992202758789"
"171","33.179595947265625","33.179595947265625","33.179595947265625"
"172","37.57897186279297","37.57897186279297","37.57897186279297"
"173","42.54032516479492","42.54032516479492","42.54032516479492"
"174","31.75430679321289","31.75430679321289","31.75430679321289"
"175","39.2475471496582","39.2475471496582","39.2475471496582"
"176","30.479726791381836","30.479726791381836","30.479726791381836"
"178","39.21487045288086","39.21487045288086","39.21487045288086"
"179","32.34771728515625","32.34771728515625","32.34771728515625"
"180","33.73262023925781","33.73262023925781","33.73262023925781"
"181","40.2137565612793","40.2137565612793","40.2137565612793"
"182","38.9888916015625","38.9888916015625","38.9888916015625"
"183","39.46564483642578","39.46564483642578","39.46564483642578"
"184","44.606544494628906","44.606544494628906","44.606544494628906"
"185","43.850860595703125","43.850860595703125","43.850860595703125"
"186","33.30765914916992","33.30765914916992","33.30765914916992"
"187","40.95335388183594","40.95335388183594","40.95335388183594"
"188","42.519264221191406","42.519264221191406","42.519264221191406"
"189","33.215972900390625","33.215972900390625","33.215972900390625"
"190","45.317901611328125","45.317901611328125","45.317901611328125"
"191","32.5823860168457","32.5823860168457","32.5823860168457"
"192","44.365509033203125","44.365509033203125","44.365509033203125"
"193","38.144500732421875","38.144500732421875","38.144500732421875"
"194","44.54347610473633","44.54347610473633","44.54347610473633"
"195","41.143917083740234","41.143917083740234","41.143917083740234"
"196","41.15660858154297","41.15660858154297","41.15660858154297"
"197","34.85124588012695","34.85124588012695","34.85124588012695"
"198","36.55070114135742","36.55070114135742","36.55070114135742"
"199","34.61455154418945","34.61455154418945","34.61455154418945"
"200","36.620609283447266","36.620609283447266","36.620609283447266"
"201","35.20109939575195","35.20109939575195","35.20109939575195"
"202","39.022125244140625","39.022125244140625","39.022125244140625"
"203","31.222614288330078","31.222614288330078","31.222614288330078"
"204","37.54429626464844","37.54429626464844","37.54429626464844"
"205","43.42024230957031","43.42024230957031","43.42024230957031"
"206","42.203887939453125","42.203887939453125","42.203887939453125"
"207","36.356266021728516","36.356266021728516","36.356266021728516"
"208","38.13203048706055","38.13203048706055","38.13203048706055"
"209","46.42198944091797","46.42198944091797","46.42198944091797"
"210","47.873233795166016","47.873233795166016","47.873233795166016"
"211","37.401710510253906","37.401710510253906","37.401710510253906"
"212","42.477108001708984","42.477108001708984","42.477108001708984"
"213","34.44641876220703","34.44641876220703","34.44641876220703"
"214","38.470863342285156","38.470863342285156","38.470863342285156"
"215","41.363609313964844","41.363609313964844","41.363609313964844"
"216","31.6857967376709","31.6857967376709","31.6857967376709"
"217","39.93079376220703","39.93079376220703","39.93079376220703"
"218","45.2044792175293","45.2044792175293","45.2044792175293"
"219","38.709800720214844","38.709800720214844","38.709800720214844"
"220","44.220882415771484","44.220882415771484","44.220882415771484"
"221","40.77294921875","40.77294921875","40.77294921875"
"222","43.417762756347656","43.417762756347656","43.417762756347656"
"223","30.441335678100586","30.441335678100586","30.441335678100586"
"224","34.2298583984375","34.2298583984375","34.2298583984375"
"225","33.16242218017578","33.16242218017578","33.16242218017578"
"226","33.6890983581543","33.6890983581543","33.6890983581543"
"227","45.055355072021484","45.055355072021484","45.055355072021484"
"228","44.468055725097656","44.468055725097656","44.468055725097656"
"229","42.87173080444336","42.87173080444336","42.87173080444336"
"230","43.93187713623047","43.93187713623047","43.93187713623047"
"231","45.09415817260742","45.09415817260742","45.09415817260742"
"232","42.82479476928711","42.82479476928711","42.82479476928711"
"233","36.04021072387695","36.04021072387695","36.04021072387695"
"234","40.10641860961914","40.10641860961914","40.10641860961914"
"235","44.11325454711914","44.11325454711914","44.11325454711914"
"236","41.29124450683594","41.29124450683594","41.29124450683594"
"237","38.118072509765625","38.118072509765625","38.118072509765625"
"238","46.25214385986328","46.25214385986328","46.25214385986328"
"239","42.386016845703125","42.386016845703125","42.386016845703125"
"240","47.42948913574219","47.42948913574219","47.42948913574219"
"241","41.86760330200195","41.86760330200195","41.86760330200195"
"242","31.38456916809082","31.38456916809082","31.38456916809082"
"243","46.693660736083984","46.693660736083984","46.693660736083984"
"244","29.57765769958496","29.57765769958496","29.57765769958496"
"245","37.00081253051758","37.00081253051758","37.00081253051758"
"246","36.489566802978516","36.489566802978516","36.489566802978516"
"247","39.60646438598633","39.60646438598633","39.60646438598633"
"248","38.030670166015625","38.030670166015625","38.030670166015625"
"249","43.7867317199707","43.7867317199707","43.7867317199707"
"250","42.97269058227539","42.97269058227539","42.97269058227539"
"251","45.168087005615234","45.168087005615234","45.168087005615234"
"252","38.501407623291016","38.501407623291016","38.501407623291016"
"253","45.9199333190918","45.9199333190918","45.9199333190918"
"254","36.880496978759766","36.880496978759766","36.880496978759766"
"255","42.848854064941406","42.848854064941406","42.848854064941406"
"256","30.995424270629883","30.995424270629883","30.995424270629883"
"257","45.134613037109375","45.134613037109375","45.134613037109375"
"258","33.23414993286133","33.23414993286133","33.23414993286133"
"259","43.97502136230469","43.97502136230469","43.97502136230469"
"260","47.43684005737305","47.43684005737305","47.43684005737305"
"261","38.450801849365234","38.450801849365234","38.450801849365234"
"262","43.72114562988281","43.72114562988281","43.72114562988281"
"263","34.281986236572266","34.281986236572266","34.281986236572266"
"264","36.55387496948242","36.55387496948242","36.55387496948242"
"265","44.35283660888672","44.35283660888672","44.35283660888672"
"266","47.36098098754883","47.36098098754883","47.36098098754883"
"267","45.04475784301758","45.04475784301758","45.04475784301758"
"268","40.52315902709961","40.52315902709961","40.52315902709961"
"269","37.16501998901367","37.16501998901367","37.16501998901367"
"270","42.66215133666992","42.66215133666992","42.66215133666992"
"271","46.98772430419922","46.98772430419922","46.98772430419922"
"272","35.091854095458984","35.091854095458984","35.091854095458984"
"273","35.19773483276367","35.19773483276367","35.19773483276367"
"274","38.04237365722656","38.04237365722656","38.04237365722656"
"275","45.25970458984375","45.25970458984375","45.25970458984375"
"276","43.308292388916016","43.308292388916016","43.308292388916016"
"277","36.995765686035156","36.995765686035156","36.995765686035156"
"278","36.35298538208008","36.35298538208008","36.35298538208008"
"279","38.545467376708984","38.545467376708984","38.545467376708984"
"280","36.29311752319336","36.29311752319336","36.29311752319336"
"281","40.52222442626953","40.52222442626953","40.52222442626953"
"282","36.405635833740234","36.405635833740234","36.405635833740234"
"283","46.8458137512207","46.8458137512207","46.8458137512207"
"284","42.63496398925781","42.63496398925781","42.63496398925781"
"285","47.75159454345703","47.75159454345703","47.75159454345703"
"286","34.83039474487305","34.83039474487305","34.83039474487305"
"287","41.53053283691406","41.53053283691406","41.53053283691406"
"288","46.2829704284668","46.2829704284668","46.2829704284668"
"289","43.290035247802734","43.290035247802734","43.290035247802734"
"290","34.68353271484375","34.68353271484375","34.68353271484375"
"291","35.2678337097168","35.2678337097168","35.2678337097168"
"292","41.51503372192383","41.51503372192383","41.51503372192383"
"293","35.11689758300781","35.11689758300781","35.11689758300781"
"294","45.75961685180664","45.75961685180664","45.75961685180664"
"295","32.84444046020508","32.84444046020508","32.84444046020508"
"296","41.68495178222656","41.68495178222656","41.68495178222656"
"297","41.99991226196289","41.99991226196289","41.99991226196289"
"298","40.10319519042969","40.10319519042969","40.10319519042969"
"299","36.3857307434082","36.3857307434082","36.3857307434082"
"300","32.129859924316406","32.129859924316406","32.129859924316406"
"301","38.91169738769531","38.91169738769531","38.91169738769531"
"302","44.00306701660156","44.00306701660156","44.00306701660156"
"303","44.95102310180664","44.95102310180664","44.95102310180664"
"304","40.716583251953125","40.716583251953125","40.716583251953125"
"305","39.3048210144043","39.3048210144043","39.3048210144043"
"306","44.69398880004883","44.69398880004883","44.69398880004883"
"307","40.20094299316406","40.20094299316406","40.20094299316406"
"308","46.8675537109375","46.8675537109375","46.8675537109375"
"309","42.66228103637695","42.66228103637695","42.66228103637695"
"310","30.17928695678711","30.17928695678711","30.17928695678711"
"311","39.00048065185547","39.00048065185547","39.00048065185547"
"312","37.77951431274414","37.77951431274414","37.77951431274414"
"313","35.989837646484375","35.989837646484375","35.989837646484375"
"314","39.84959030151367","39.84959030151367","39.84959030151367"
"315","43.03883361816406","43.03883361816406","43.03883361816406"
"316","34.9259033203125","34.9259033203125","34.9259033203125"
"317","42.89862823486328","42.89862823486328","42.89862823486328"
"318","31.62763214111328","31.62763214111328","31.62763214111328"
"319","29.618793487548828","29.618793487548828","29.618793487548828"
"320","42.584049224853516","42.584049224853516","42.584049224853516"
"321","38.072505950927734","38.072505950927734","38.072505950927734"
"322","38.20077133178711","38.20077133178711","38.20077133178711"
"323","45.8830451965332","45.8830451965332","45.8830451965332"
"324","45.46788787841797","45.46788787841797","45.46788787841797"
"325","43.31217956542969","43.31217956542969","43.31217956542969"
"326","41.746585845947266","41.746585845947266","41.746585845947266"
"327","38.21357345581055","38.21357345581055","38.21357345581055"
"328","44.475128173828125","44.475128173828125","44.475128173828125"
"329","46.39017868041992","46.39017868041992","46.39017868041992"
"330","47.190425872802734","47.190425872802734","47.190425872802734"
"331","43.726112365722656","43.726112365722656","43.726112365722656"
"332","33.12010955810547","33.12010955810547","33.12010955810547"
"333","41.60608673095703","41.60608673095703","41.60608673095703"
"334","44.187095642089844","44.187095642089844","44.187095642089844"
"335","37.00724792480469","37.00724792480469","37.00724792480469"
"336","41.998802185058594","41.998802185058594","41.998802185058594"
"337","39.82978057861328","39.82978057861328","39.82978057861328"
"339","35.4330940246582","35.4330940246582","35.4330940246582"
"340","46.464927673339844","46.464927673339844","46.464927673339844"
"341","32.19047546386719","32.19047546386719","32.19047546386719"
"342","36.060550689697266","36.060550689697266","36.060550689697266"
"343","36.45695877075195","36.45695877075195","36.45695877075195"
"344","37.68473815917969","37.68473815917969","37.68473815917969"
"345","46.05403518676758","46.05403518676758","46.05403518676758"
"346","31.7597713470459","31.7597713470459","31.7597713470459"
"347","38.16249084472656","38.16249084472656","38.16249084472656"
"348","46.00133514404297","46.00133514404297","46.00133514404297"
"349","38.2801399230957","38.2801399230957","38.2801399230957"
"350","41.67840576171875","41.67840576171875","41.67840576171875"
"351","31.777462005615234","31.777462005615234","31.777462005615234"
"352","45.23478698730469","45.23478698730469","45.23478698730469"
"353","39.33419418334961","39.33419418334961","39.33419418334961"
"354","45.738014221191406","45.738014221191406","45.738014221191406"
"355","44.860565185546875","44.860565185546875","44.860565185546875"
"356","42.17692565917969","42.17692565917969","42.17692565917969"
"357","45.933753967285156","45.933753967285156","45.933753967285156"
"358","33.239688873291016","33.239688873291016","33.239688873291016"
"359","39.180511474609375","39.180511474609375","39.180511474609375"
"360","36.90171813964844","36.90171813964844","36.90171813964844"
"361","35.958248138427734","35.958248138427734","35.958248138427734"
"362","42.037200927734375","42.037200927734375","42.037200927734375"
"363","45.1555290222168","45.1555290222168","45.1555290222168"
"364","44.343257904052734","44.343257904052734","44.343257904052734"
"365","46.587127685546875","46.587127685546875","46.587127685546875"
"366","40.19725036621094","40.19725036621094","40.19725036621094"
"367","42.475990295410156","42.475990295410156","42.475990295410156"
"368","33.03398513793945","33.03398513793945","33.03398513793945"
"369","44.34860610961914","44.34860610961914","44.34860610961914"
"370","44.15153121948242","44.15153121948242","44.15153121948242"
"371","34.361053466796875","34.361053466796875","34.361053466796875"
"372","46.39553451538086","46.39553451538086","46.39553451538086"
"373","36.98505401611328","36.98505401611328","36.98505401611328"
"374","39.72561264038086","39.72561264038086","39.72561264038086"
"375","43.24353790283203","43.24353790283203","43.24353790283203"
"376","41.65935516357422","41.65935516357422","41.65935516357422"
"377","39.1158332824707","39.1158332824707","39.1158332824707"
"378","38.5352897644043","38.5352897644043","38.5352897644043"
"379","42.325958251953125","42.325958251953125","42.325958251953125"
"380","44.84853744506836","44.84853744506836","44.84853744506836"
"381","36.127262115478516","36.127262115478516","36.127262115478516"
"382","37.65575408935547","37.65575408935547","37.65575408935547"
"383","45.04621505737305","45.04621505737305","45.04621505737305"
"384","33.19255447387695","33.19255447387695","33.19255447387695"
"385","46.26211929321289","46.26211929321289","46.26211929321289"
"386","44.70962905883789","44.70962905883789","44.70962905883789"
"387","39.550575256347656","39.550575256347656","39.550575256347656"
"388","36.725887298583984","36.725887298583984","36.725887298583984"
"389","42.518402099609375","42.518402099609375","42.518402099609375"
"390","45.986053466796875","45.986053466796875","45.986053466796875"
"391","41.43779754638672","41.43779754638672","41.43779754638672"
"392","44.29667663574219","44.29667663574219","44.29667663574219"
"393","41.39415740966797","41.39415740966797","41.39415740966797"
"394","38.41865539550781","38.41865539550781","38.41865539550781"
"395","43.801124572753906","43.801124572753906","43.801124572753906"
"396","45.72715377807617","45.72715377807617","45.72715377807617"
"397","36.163326263427734","36.163326263427734","36.163326263427734"
"398","35.098026275634766","35.098026275634766","35.098026275634766"
"399","44.60590362548828","44.60590362548828","44.60590362548828"
"400","29.853307723999023","29.853307723999023","29.853307723999023"
"401","32.909854888916016","32.909854888916016","32.909854888916016"
"402","40.057586669921875","40.057586669921875","40.057586669921875"
"403","43.91658401489258","43.91658401489258","43.91658401489258"
"404","42.46123123168945","42.46123123168945","42.46123123168945"
"405","41.7024040222168","41.7024040222168","41.7024040222168"
"406","36.060367584228516","36.060367584228516","36.060367584228516"
"407","40.59883499145508","40.59883499145508","40.59883499145508"
"408","33.19729232788086","33.19729232788086","33.19729232788086"
"409","33.27568817138672","33.27568817138672","33.27568817138672"
"410","40.53444290161133","40.53444290161133","40.53444290161133"
"411","34.169376373291016","34.169376373291016","34.169376373291016"
"412","41.903926849365234","41.903926849365234","41.903926849365234"
"413","31.711759567260742","31.711759567260742","31.711759567260742"
"414","41.504608154296875","41.504608154296875","41.504608154296875"
"415","44.51022720336914","44.51022720336914","44.51022720336914"
"416","43.88566970825195","43.88566970825195","43.88566970825195"
"417","38.7338752746582","38.7338752746582","38.7338752746582"
"418","41.2757568359375","41.2757568359375","41.2757568359375"
"419","43.84543991088867","43.84543991088867","43.84543991088867"
"420","43.51325225830078","43.51325225830078","43.51325225830078"
"421","47.744110107421875","47.744110107421875","47.744110107421875"
"422","40.032196044921875","40.032196044921875","40.032196044921875"
"423","36.24769973754883","36.24769973754883","36.24769973754883"
"424","46.210880279541016","46.210880279541016","46.210880279541016"
"425","38.34343719482422","38.34343719482422","38.34343719482422"
"426","46.89338302612305","46.89338302612305","46.89338302612305"
"427","36.322994232177734","36.322994232177734","36.322994232177734"
"428","37.63669204711914","37.63669204711914","37.63669204711914"
"429","38.95522689819336","38.95522689819336","38.95522689819336"
"430","46.38270950317383","46.38270950317383","46.38270950317383"
"431","45.516815185546875","45.516815185546875","45.516815185546875"
"432","45.437015533447266","45.437015533447266","45.437015533447266"
"433","33.490447998046875","33.490447998046875","33.490447998046875"
"434","39.94070816040039","39.94070816040039","39.94070816040039"
"435","36.99003982543945","36.99003982543945","36.99003982543945"
"436","37.62957763671875","37.62957763671875","37.62957763671875"
"437","45.66940689086914","45.66940689086914","45.66940689086914"
"438","37.58385467529297","37.58385467529297","37.58385467529297"
"439","46.007747650146484","46.007747650146484","46.007747650146484"
"440","29.11859130859375","29.11859130859375","29.11859130859375"
"441","38.982051849365234","38.982051849365234","38.982051849365234"
"442","46.6415901184082","46.6415901184082","46.6415901184082"
"443","44.191383361816406","44.191383361816406","44.191383361816406"
"444","43.693077087402344","43.693077087402344","43.693077087402344"
"445","36.89399337768555","36.89399337768555","36.89399337768555"
"446","41.578311920166016","41.578311920166016","41.578311920166016"
"447","29.015708923339844","29.015708923339844","29.015708923339844"
"448","39.87454605102539","39.87454605102539","39.87454605102539"
"449","32.79039001464844","32.79039001464844","32.79039001464844"
"450","39.764503479003906","39.764503479003906","39.764503479003906"
"451","41.51682662963867","41.51682662963867","41.51682662963867"
"452","42.88803482055664","42.88803482055664","42.88803482055664"
"453","38.30571746826172","38.30571746826172","38.30571746826172"
"454","41.57167053222656","41.57167053222656","41.57167053222656"
"455","35.27378463745117","35.27378463745117","35.27378463745117"
"456","43.776973724365234","43.776973724365234","43.776973724365234"
"457","32.214988708496094","32.214988708496094","32.214988708496094"
"458","33.93440628051758","33.93440628051758","33.93440628051758"
"459","36.18478775024414","36.18478775024414","36.18478775024414"
"460","34.32163619995117","34.32163619995117","34.32163619995117"
"461","42.84231185913086","42.84231185913086","42.84231185913086"
"462","33.98634338378906","33.98634338378906","33.98634338378906"
"463","44.64323425292969","44.64323425292969","44.64323425292969"
"464","42.83436965942383","42.83436965942383","42.83436965942383"
"465","33.353275299072266","33.353275299072266","33.353275299072266"
"466","42.01100540161133","42.01100540161133","42.01100540161133"
"467","38.15064239501953","38.15064239501953","38.15064239501953"
"468","43.71112823486328","43.71112823486328","43.71112823486328"
"469","47.28759002685547","47.28759002685547","47.28759002685547"
"470","46.12229537963867","46.12229537963867","46.12229537963867"
"471","38.87655258178711","38.87655258178711","38.87655258178711"
"472","42.58782196044922","42.58782196044922","42.58782196044922"
"473","41.27362823486328","41.27362823486328","41.27362823486328"
"474","46.87509536743164","46.87509536743164","46.87509536743164"
"475","41.41889190673828","41.41889190673828","41.41889190673828"
"476","36.579750061035156","36.579750061035156","36.579750061035156"
"477","39.898468017578125","39.898468017578125","39.898468017578125"
"478","46.774085998535156","46.774085998535156","46.774085998535156"
"479","39.74312973022461","39.74312973022461","39.74312973022461"
"480","41.19517517089844","41.19517517089844","41.19517517089844"
"481","44.193660736083984","44.193660736083984","44.193660736083984"
"482","42.90306091308594","42.90306091308594","42.90306091308594"
"483","46.238895416259766","46.238895416259766","46.238895416259766"
"484","33.85203170776367","33.85203170776367","33.85203170776367"
"485","42.00991439819336","42.00991439819336","42.00991439819336"
"486","43.67620086669922","43.67620086669922","43.67620086669922"
"487","41.52660369873047","41.52660369873047","41.52660369873047"
"488","37.12676239013672","37.12676239013672","37.12676239013672"
"489","37.07383728027344","37.07383728027344","37.07383728027344"
"490","44.10785675048828","44.10785675048828","44.10785675048828"
"491","41.82038879394531","41.82038879394531","41.82038879394531"
"492","44.234657287597656","44.234657287597656","44.234657287597656"
"493","44.205875396728516","44.205875396728516","44.205875396728516"
"494","45.935890197753906","45.935890197753906","45.935890197753906"
"495","39.387142181396484","39.387142181396484","39.387142181396484"
