"Step","leafy-darkness-87 - train/loss","leafy-darkness-87 - train/loss__MIN","leafy-darkness-87 - train/loss__MAX"
"0","3.1935243606567383","3.1935243606567383","3.1935243606567383"
"2","1.115177869796753","1.115177869796753","1.115177869796753"
"3","0.9710087776184082","0.9710087776184082","0.9710087776184082"
"4","0.9190361499786377","0.9190361499786377","0.9190361499786377"
"5","0.9127206802368164","0.9127206802368164","0.9127206802368164"
"6","0.8631062507629395","0.8631062507629395","0.8631062507629395"
"7","0.8820148706436157","0.8820148706436157","0.8820148706436157"
"9","0.8055239915847778","0.8055239915847778","0.8055239915847778"
"10","0.723023533821106","0.723023533821106","0.723023533821106"
"11","0.7485118508338928","0.7485118508338928","0.7485118508338928"
"12","0.5994341373443604","0.5994341373443604","0.5994341373443604"
"13","0.6014306545257568","0.6014306545257568","0.6014306545257568"
"15","0.5400863885879517","0.5400863885879517","0.5400863885879517"
"17","0.4007453918457031","0.4007453918457031","0.4007453918457031"
"19","0.28506970405578613","0.28506970405578613","0.28506970405578613"
"20","0.2554391622543335","0.2554391622543335","0.2554391622543335"
"21","0.20345941185951233","0.20345941185951233","0.20345941185951233"
"23","0.166623055934906","0.166623055934906","0.166623055934906"
"24","0.173713818192482","0.173713818192482","0.173713818192482"
"25","0.13409334421157837","0.13409334421157837","0.13409334421157837"
"26","0.19694247841835022","0.19694247841835022","0.19694247841835022"
"27","0.11349524557590485","0.11349524557590485","0.11349524557590485"
"28","0.12724408507347107","0.12724408507347107","0.12724408507347107"
"29","0.15804171562194824","0.15804171562194824","0.15804171562194824"
"30","0.18931110203266144","0.18931110203266144","0.18931110203266144"
"32","0.13912048935890198","0.13912048935890198","0.13912048935890198"
"34","0.10269007086753845","0.10269007086753845","0.10269007086753845"
"35","0.15952077507972717","0.15952077507972717","0.15952077507972717"
"36","0.16227248311042786","0.16227248311042786","0.16227248311042786"
"37","0.15394529700279236","0.15394529700279236","0.15394529700279236"
"38","0.09925338625907898","0.09925338625907898","0.09925338625907898"
"39","0.10293719172477722","0.10293719172477722","0.10293719172477722"
"40","0.10332036018371582","0.10332036018371582","0.10332036018371582"
"41","0.1302659511566162","0.1302659511566162","0.1302659511566162"
"42","0.09440122544765472","0.09440122544765472","0.09440122544765472"
"45","0.13881464302539825","0.13881464302539825","0.13881464302539825"
"46","0.08407055586576462","0.08407055586576462","0.08407055586576462"
"47","0.08604316413402557","0.08604316413402557","0.08604316413402557"
"48","0.07044219970703125","0.07044219970703125","0.07044219970703125"
"49","0.07409629970788956","0.07409629970788956","0.07409629970788956"
"50","0.06569159775972366","0.06569159775972366","0.06569159775972366"
"51","0.07389457523822784","0.07389457523822784","0.07389457523822784"
"52","0.08659207820892334","0.08659207820892334","0.08659207820892334"
"53","0.09913012385368347","0.09913012385368347","0.09913012385368347"
"55","0.10755114257335663","0.10755114257335663","0.10755114257335663"
"56","0.08524546027183533","0.08524546027183533","0.08524546027183533"
"57","0.09477730095386505","0.09477730095386505","0.09477730095386505"
"58","0.12642431259155273","0.12642431259155273","0.12642431259155273"
"59","0.09436983615159988","0.09436983615159988","0.09436983615159988"
"60","0.10259422659873962","0.10259422659873962","0.10259422659873962"
"61","0.07610902190208435","0.07610902190208435","0.07610902190208435"
"62","0.07402747124433517","0.07402747124433517","0.07402747124433517"
"63","0.10125191509723663","0.10125191509723663","0.10125191509723663"
"65","0.08163773268461227","0.08163773268461227","0.08163773268461227"
"66","0.06648731231689453","0.06648731231689453","0.06648731231689453"
"67","0.08200125396251678","0.08200125396251678","0.08200125396251678"
"68","0.06697340309619904","0.06697340309619904","0.06697340309619904"
"69","0.14279520511627197","0.14279520511627197","0.14279520511627197"
"70","0.059985753148794174","0.059985753148794174","0.059985753148794174"
"72","0.08316206932067871","0.08316206932067871","0.08316206932067871"
"73","0.07453738152980804","0.07453738152980804","0.07453738152980804"
"74","0.06988996267318726","0.06988996267318726","0.06988996267318726"
"75","0.06533696502447128","0.06533696502447128","0.06533696502447128"
"76","0.054688461124897","0.054688461124897","0.054688461124897"
"77","0.065230593085289","0.065230593085289","0.065230593085289"
"78","0.11276651918888092","0.11276651918888092","0.11276651918888092"
"79","0.09058894962072372","0.09058894962072372","0.09058894962072372"
"81","0.08936521410942078","0.08936521410942078","0.08936521410942078"
"82","0.05408425256609917","0.05408425256609917","0.05408425256609917"
"83","0.0734652429819107","0.0734652429819107","0.0734652429819107"
"84","0.056359753012657166","0.056359753012657166","0.056359753012657166"
"85","0.06894972920417786","0.06894972920417786","0.06894972920417786"
"86","0.06865449249744415","0.06865449249744415","0.06865449249744415"
"87","0.099850133061409","0.099850133061409","0.099850133061409"
"88","0.10893404483795166","0.10893404483795166","0.10893404483795166"
"89","0.055878717452287674","0.055878717452287674","0.055878717452287674"
"90","0.11375048011541367","0.11375048011541367","0.11375048011541367"
"91","0.05169089883565903","0.05169089883565903","0.05169089883565903"
"92","0.06757175177335739","0.06757175177335739","0.06757175177335739"
"94","0.045346442610025406","0.045346442610025406","0.045346442610025406"
"103","0.06781785935163498","0.06781785935163498","0.06781785935163498"
"105","0.05164916813373566","0.05164916813373566","0.05164916813373566"
"106","0.057781949639320374","0.057781949639320374","0.057781949639320374"
"107","0.06266511231660843","0.06266511231660843","0.06266511231660843"
"108","0.050933193415403366","0.050933193415403366","0.050933193415403366"
"109","0.07097091525793076","0.07097091525793076","0.07097091525793076"
"110","0.0835643783211708","0.0835643783211708","0.0835643783211708"
"114","0.04681144282221794","0.04681144282221794","0.04681144282221794"
"115","0.06308430433273315","0.06308430433273315","0.06308430433273315"
"117","0.062215618789196014","0.062215618789196014","0.062215618789196014"
"118","0.07813546061515808","0.07813546061515808","0.07813546061515808"
"120","0.0807068794965744","0.0807068794965744","0.0807068794965744"
"121","0.037262603640556335","0.037262603640556335","0.037262603640556335"
"124","0.05623893812298775","0.05623893812298775","0.05623893812298775"
"125","0.04482992738485336","0.04482992738485336","0.04482992738485336"
"126","0.0715159922838211","0.0715159922838211","0.0715159922838211"
"128","0.07035504281520844","0.07035504281520844","0.07035504281520844"
"129","0.045206837356090546","0.045206837356090546","0.045206837356090546"
"130","0.060254666954278946","0.060254666954278946","0.060254666954278946"
"131","0.04646265506744385","0.04646265506744385","0.04646265506744385"
"132","0.04868584871292114","0.04868584871292114","0.04868584871292114"
"133","0.041305892169475555","0.041305892169475555","0.041305892169475555"
"134","0.03618685156106949","0.03618685156106949","0.03618685156106949"
"135","0.04177974909543991","0.04177974909543991","0.04177974909543991"
"136","0.04855098947882652","0.04855098947882652","0.04855098947882652"
"137","0.0665169283747673","0.0665169283747673","0.0665169283747673"
"139","0.03980907052755356","0.03980907052755356","0.03980907052755356"
"140","0.06050673499703407","0.06050673499703407","0.06050673499703407"
"141","0.05963600426912308","0.05963600426912308","0.05963600426912308"
"142","0.03891502693295479","0.03891502693295479","0.03891502693295479"
"143","0.04190302640199661","0.04190302640199661","0.04190302640199661"
"144","0.05013422667980194","0.05013422667980194","0.05013422667980194"
"145","0.05039618909358978","0.05039618909358978","0.05039618909358978"
"146","0.031899504363536835","0.031899504363536835","0.031899504363536835"
"147","0.03203684091567993","0.03203684091567993","0.03203684091567993"
"148","0.08350274711847305","0.08350274711847305","0.08350274711847305"
"149","0.03145328909158707","0.03145328909158707","0.03145328909158707"
"150","0.0637294203042984","0.0637294203042984","0.0637294203042984"
"151","0.02974918857216835","0.02974918857216835","0.02974918857216835"
