"Step","bright-planet-137 - test/ssim_scat","bright-planet-137 - test/ssim_scat__MIN","bright-planet-137 - test/ssim_scat__MAX"
"108","0.9041025638580322","0.9041025638580322","0.9041025638580322"
"109","0.9159660339355469","0.9159660339355469","0.9159660339355469"
"110","0.9094206094741821","0.9094206094741821","0.9094206094741821"
"111","0.9065252542495728","0.9065252542495728","0.9065252542495728"
"112","0.9572414755821228","0.9572414755821228","0.9572414755821228"
"113","0.9066147804260254","0.9066147804260254","0.9066147804260254"
"114","0.9098421335220337","0.9098421335220337","0.9098421335220337"
"115","0.9253226518630981","0.9253226518630981","0.9253226518630981"
"116","0.9229339361190796","0.9229339361190796","0.9229339361190796"
"117","0.9416701197624207","0.9416701197624207","0.9416701197624207"
"118","0.8885834217071533","0.8885834217071533","0.8885834217071533"
"119","0.8528122901916504","0.8528122901916504","0.8528122901916504"
"120","0.9551369547843933","0.9551369547843933","0.9551369547843933"
"121","0.9323030710220337","0.9323030710220337","0.9323030710220337"
"122","0.9585760831832886","0.9585760831832886","0.9585760831832886"
"123","0.9061524271965027","0.9061524271965027","0.9061524271965027"
"124","0.9271296262741089","0.9271296262741089","0.9271296262741089"
"125","0.915198564529419","0.915198564529419","0.915198564529419"
"126","0.9306311011314392","0.9306311011314392","0.9306311011314392"
"127","0.8837130665779114","0.8837130665779114","0.8837130665779114"
"128","0.927219033241272","0.927219033241272","0.927219033241272"
"129","0.8999068737030029","0.8999068737030029","0.8999068737030029"
"130","0.946296215057373","0.946296215057373","0.946296215057373"
"131","0.9477320909500122","0.9477320909500122","0.9477320909500122"
"132","0.8820580840110779","0.8820580840110779","0.8820580840110779"
"133","0.9623737335205078","0.9623737335205078","0.9623737335205078"
"134","0.9540687799453735","0.9540687799453735","0.9540687799453735"
"135","0.9202146530151367","0.9202146530151367","0.9202146530151367"
"136","0.9591301679611206","0.9591301679611206","0.9591301679611206"
"137","0.9618870615959167","0.9618870615959167","0.9618870615959167"
"138","0.9168483018875122","0.9168483018875122","0.9168483018875122"
"139","0.817653477191925","0.817653477191925","0.817653477191925"
"140","0.9518229961395264","0.9518229961395264","0.9518229961395264"
"141","0.9454548358917236","0.9454548358917236","0.9454548358917236"
"142","0.9031208753585815","0.9031208753585815","0.9031208753585815"
"143","0.8729358911514282","0.8729358911514282","0.8729358911514282"
"144","0.9077839851379395","0.9077839851379395","0.9077839851379395"
"145","0.9463365077972412","0.9463365077972412","0.9463365077972412"
"146","0.9274073243141174","0.9274073243141174","0.9274073243141174"
"147","0.9122065305709839","0.9122065305709839","0.9122065305709839"
"148","0.9532045722007751","0.9532045722007751","0.9532045722007751"
"149","0.9394301176071167","0.9394301176071167","0.9394301176071167"
"150","0.8757107853889465","0.8757107853889465","0.8757107853889465"
"151","0.9516614675521851","0.9516614675521851","0.9516614675521851"
"152","0.8937956690788269","0.8937956690788269","0.8937956690788269"
"153","0.9443020820617676","0.9443020820617676","0.9443020820617676"
"154","0.9215410947799683","0.9215410947799683","0.9215410947799683"
"155","0.9508533477783203","0.9508533477783203","0.9508533477783203"
"156","0.9044936895370483","0.9044936895370483","0.9044936895370483"
"157","0.9164302945137024","0.9164302945137024","0.9164302945137024"
"158","0.9237287044525146","0.9237287044525146","0.9237287044525146"
"159","0.8140983581542969","0.8140983581542969","0.8140983581542969"
"160","0.9386275410652161","0.9386275410652161","0.9386275410652161"
"161","0.9285033941268921","0.9285033941268921","0.9285033941268921"
"162","0.9561527967453003","0.9561527967453003","0.9561527967453003"
"163","0.8724058866500854","0.8724058866500854","0.8724058866500854"
"164","0.9395304322242737","0.9395304322242737","0.9395304322242737"
"165","0.9146770238876343","0.9146770238876343","0.9146770238876343"
"166","0.8636868000030518","0.8636868000030518","0.8636868000030518"
"167","0.9226988554000854","0.9226988554000854","0.9226988554000854"
"168","0.8534092903137207","0.8534092903137207","0.8534092903137207"
"169","0.9251055717468262","0.9251055717468262","0.9251055717468262"
"170","0.9219452142715454","0.9219452142715454","0.9219452142715454"
"171","0.9580644369125366","0.9580644369125366","0.9580644369125366"
"172","0.9394042491912842","0.9394042491912842","0.9394042491912842"
"173","0.8821479082107544","0.8821479082107544","0.8821479082107544"
"174","0.9104442596435547","0.9104442596435547","0.9104442596435547"
"175","0.9517055749893188","0.9517055749893188","0.9517055749893188"
"176","0.9160541296005249","0.9160541296005249","0.9160541296005249"
"177","0.9091962575912476","0.9091962575912476","0.9091962575912476"
"178","0.7826307415962219","0.7826307415962219","0.7826307415962219"
"181","0.9313757419586182","0.9313757419586182","0.9313757419586182"
"182","0.8391046524047852","0.8391046524047852","0.8391046524047852"
"183","0.9126608371734619","0.9126608371734619","0.9126608371734619"
"184","0.9307368993759155","0.9307368993759155","0.9307368993759155"
"185","0.858101487159729","0.858101487159729","0.858101487159729"
"186","0.920548677444458","0.920548677444458","0.920548677444458"
"187","0.9308904409408569","0.9308904409408569","0.9308904409408569"
"188","0.9435153007507324","0.9435153007507324","0.9435153007507324"
"189","0.8992364406585693","0.8992364406585693","0.8992364406585693"
"190","0.9320297241210938","0.9320297241210938","0.9320297241210938"
"191","0.8662641048431396","0.8662641048431396","0.8662641048431396"
"192","0.9025736451148987","0.9025736451148987","0.9025736451148987"
"193","0.9566723704338074","0.9566723704338074","0.9566723704338074"
"194","0.901948094367981","0.901948094367981","0.901948094367981"
"195","0.942395806312561","0.942395806312561","0.942395806312561"
"196","0.9063897728919983","0.9063897728919983","0.9063897728919983"
"197","0.9580678939819336","0.9580678939819336","0.9580678939819336"
"198","0.924195408821106","0.924195408821106","0.924195408821106"
"199","0.8689529895782471","0.8689529895782471","0.8689529895782471"
"200","0.8753734827041626","0.8753734827041626","0.8753734827041626"
"201","0.9336510300636292","0.9336510300636292","0.9336510300636292"
"202","0.8881423473358154","0.8881423473358154","0.8881423473358154"
"203","0.9466971755027771","0.9466971755027771","0.9466971755027771"
"204","0.9357810020446777","0.9357810020446777","0.9357810020446777"
"205","0.8986711502075195","0.8986711502075195","0.8986711502075195"
"206","0.9270418882369995","0.9270418882369995","0.9270418882369995"
"207","0.9382085800170898","0.9382085800170898","0.9382085800170898"
"208","0.929003119468689","0.929003119468689","0.929003119468689"
"209","0.9606500864028931","0.9606500864028931","0.9606500864028931"
"210","0.9013559818267822","0.9013559818267822","0.9013559818267822"
"211","0.9084427356719971","0.9084427356719971","0.9084427356719971"
"212","0.9392909407615662","0.9392909407615662","0.9392909407615662"
"213","0.9218583106994629","0.9218583106994629","0.9218583106994629"
"214","0.9118280410766602","0.9118280410766602","0.9118280410766602"
"215","0.9512117505073547","0.9512117505073547","0.9512117505073547"
"216","0.8836619853973389","0.8836619853973389","0.8836619853973389"
"217","0.9113093018531799","0.9113093018531799","0.9113093018531799"
"218","0.8579539060592651","0.8579539060592651","0.8579539060592651"
"219","0.8888904452323914","0.8888904452323914","0.8888904452323914"
"220","0.9211390614509583","0.9211390614509583","0.9211390614509583"
"221","0.9187232851982117","0.9187232851982117","0.9187232851982117"
"222","0.9102182388305664","0.9102182388305664","0.9102182388305664"
"223","0.9617708325386047","0.9617708325386047","0.9617708325386047"
"224","0.9189696907997131","0.9189696907997131","0.9189696907997131"
"225","0.9332280158996582","0.9332280158996582","0.9332280158996582"
"226","0.8060441017150879","0.8060441017150879","0.8060441017150879"
"227","0.8814951181411743","0.8814951181411743","0.8814951181411743"
"228","0.8856199979782104","0.8856199979782104","0.8856199979782104"
"229","0.8979560136795044","0.8979560136795044","0.8979560136795044"
"230","0.9577663540840149","0.9577663540840149","0.9577663540840149"
"231","0.9495301246643066","0.9495301246643066","0.9495301246643066"
"232","0.9495066404342651","0.9495066404342651","0.9495066404342651"
"233","0.9390320181846619","0.9390320181846619","0.9390320181846619"
"234","0.9179165959358215","0.9179165959358215","0.9179165959358215"
"235","0.9537620544433594","0.9537620544433594","0.9537620544433594"
"236","0.8861966133117676","0.8861966133117676","0.8861966133117676"
"237","0.9227739572525024","0.9227739572525024","0.9227739572525024"
"238","0.9535202980041504","0.9535202980041504","0.9535202980041504"
"239","0.9280792474746704","0.9280792474746704","0.9280792474746704"
"240","0.9247614741325378","0.9247614741325378","0.9247614741325378"
"241","0.9558600187301636","0.9558600187301636","0.9558600187301636"
"242","0.9494878053665161","0.9494878053665161","0.9494878053665161"
"243","0.9297617673873901","0.9297617673873901","0.9297617673873901"
"244","0.946611762046814","0.946611762046814","0.946611762046814"
"245","0.8296515941619873","0.8296515941619873","0.8296515941619873"
"246","0.9419251680374146","0.9419251680374146","0.9419251680374146"
"247","0.8248951435089111","0.8248951435089111","0.8248951435089111"
"248","0.909615695476532","0.909615695476532","0.909615695476532"
"249","0.9396795034408569","0.9396795034408569","0.9396795034408569"
"250","0.9271772503852844","0.9271772503852844","0.9271772503852844"
"251","0.9391693472862244","0.9391693472862244","0.9391693472862244"
"252","0.9439724087715149","0.9439724087715149","0.9439724087715149"
"253","0.9505879282951355","0.9505879282951355","0.9505879282951355"
"254","0.9389103651046753","0.9389103651046753","0.9389103651046753"
"255","0.9358830451965332","0.9358830451965332","0.9358830451965332"
"256","0.9085526466369629","0.9085526466369629","0.9085526466369629"
"257","0.8852100968360901","0.8852100968360901","0.8852100968360901"
"258","0.9498264789581299","0.9498264789581299","0.9498264789581299"
"259","0.8732784986495972","0.8732784986495972","0.8732784986495972"
"260","0.9613054394721985","0.9613054394721985","0.9613054394721985"
"261","0.8957483768463135","0.8957483768463135","0.8957483768463135"
"262","0.9532774686813354","0.9532774686813354","0.9532774686813354"
"263","0.9096022844314575","0.9096022844314575","0.9096022844314575"
"264","0.9383909702301025","0.9383909702301025","0.9383909702301025"
"265","0.9574965834617615","0.9574965834617615","0.9574965834617615"
"266","0.9133042097091675","0.9133042097091675","0.9133042097091675"
"267","0.9246654510498047","0.9246654510498047","0.9246654510498047"
"268","0.9570112824440002","0.9570112824440002","0.9570112824440002"
"269","0.933256208896637","0.933256208896637","0.933256208896637"
"270","0.9532229900360107","0.9532229900360107","0.9532229900360107"
"271","0.9177452921867371","0.9177452921867371","0.9177452921867371"
"272","0.9210141897201538","0.9210141897201538","0.9210141897201538"
"273","0.9616135358810425","0.9616135358810425","0.9616135358810425"
"274","0.9218657612800598","0.9218657612800598","0.9218657612800598"
"275","0.8816653490066528","0.8816653490066528","0.8816653490066528"
"276","0.9179877042770386","0.9179877042770386","0.9179877042770386"
"277","0.9352608323097229","0.9352608323097229","0.9352608323097229"
"278","0.920852541923523","0.920852541923523","0.920852541923523"
"279","0.9615241289138794","0.9615241289138794","0.9615241289138794"
"280","0.9433377981185913","0.9433377981185913","0.9433377981185913"
"281","0.9076206684112549","0.9076206684112549","0.9076206684112549"
"282","0.9398465156555176","0.9398465156555176","0.9398465156555176"
"283","0.9044361114501953","0.9044361114501953","0.9044361114501953"
"284","0.9379023909568787","0.9379023909568787","0.9379023909568787"
"285","0.9231434464454651","0.9231434464454651","0.9231434464454651"
"286","0.8262720108032227","0.8262720108032227","0.8262720108032227"
"287","0.9557123780250549","0.9557123780250549","0.9557123780250549"
"288","0.9306055307388306","0.9306055307388306","0.9306055307388306"
"289","0.9154679179191589","0.9154679179191589","0.9154679179191589"
"290","0.9512926340103149","0.9512926340103149","0.9512926340103149"
"291","0.9230481386184692","0.9230481386184692","0.9230481386184692"
"292","0.950027585029602","0.950027585029602","0.950027585029602"
"293","0.8995867371559143","0.8995867371559143","0.8995867371559143"
"294","0.9255140423774719","0.9255140423774719","0.9255140423774719"
"295","0.90477454662323","0.90477454662323","0.90477454662323"
"296","0.9553697109222412","0.9553697109222412","0.9553697109222412"
"297","0.911819338798523","0.911819338798523","0.911819338798523"
"298","0.9340187311172485","0.9340187311172485","0.9340187311172485"
"299","0.9486624002456665","0.9486624002456665","0.9486624002456665"
"300","0.9539411067962646","0.9539411067962646","0.9539411067962646"
"301","0.9513248205184937","0.9513248205184937","0.9513248205184937"
"302","0.9303153157234192","0.9303153157234192","0.9303153157234192"
"303","0.9030166864395142","0.9030166864395142","0.9030166864395142"
"304","0.8896260261535645","0.8896260261535645","0.8896260261535645"
"305","0.9624460935592651","0.9624460935592651","0.9624460935592651"
"306","0.8958761692047119","0.8958761692047119","0.8958761692047119"
"307","0.9120451211929321","0.9120451211929321","0.9120451211929321"
"308","0.8807953000068665","0.8807953000068665","0.8807953000068665"
"309","0.9262256622314453","0.9262256622314453","0.9262256622314453"
"310","0.9470838308334351","0.9470838308334351","0.9470838308334351"
"311","0.893245279788971","0.893245279788971","0.893245279788971"
"312","0.9525610208511353","0.9525610208511353","0.9525610208511353"
"313","0.861322283744812","0.861322283744812","0.861322283744812"
"314","0.944207489490509","0.944207489490509","0.944207489490509"
"315","0.8862487077713013","0.8862487077713013","0.8862487077713013"
"316","0.9122748374938965","0.9122748374938965","0.9122748374938965"
"317","0.9388631582260132","0.9388631582260132","0.9388631582260132"
"318","0.9527847170829773","0.9527847170829773","0.9527847170829773"
"319","0.9279443025588989","0.9279443025588989","0.9279443025588989"
"320","0.9581247568130493","0.9581247568130493","0.9581247568130493"
"321","0.8419802188873291","0.8419802188873291","0.8419802188873291"
"322","0.8743960857391357","0.8743960857391357","0.8743960857391357"
"323","0.8879656791687012","0.8879656791687012","0.8879656791687012"
"324","0.9439672231674194","0.9439672231674194","0.9439672231674194"
"325","0.9376552104949951","0.9376552104949951","0.9376552104949951"
"326","0.9516158699989319","0.9516158699989319","0.9516158699989319"
"327","0.960094690322876","0.960094690322876","0.960094690322876"
"328","0.9566499590873718","0.9566499590873718","0.9566499590873718"
"329","0.9506843090057373","0.9506843090057373","0.9506843090057373"
"330","0.929514467716217","0.929514467716217","0.929514467716217"
"331","0.9515334367752075","0.9515334367752075","0.9515334367752075"
"332","0.9238499402999878","0.9238499402999878","0.9238499402999878"
"333","0.9391778111457825","0.9391778111457825","0.9391778111457825"
"334","0.8785094618797302","0.8785094618797302","0.8785094618797302"
"335","0.8557296991348267","0.8557296991348267","0.8557296991348267"
"336","0.9229257702827454","0.9229257702827454","0.9229257702827454"
"337","0.9501909017562866","0.9501909017562866","0.9501909017562866"
"338","0.9429378509521484","0.9429378509521484","0.9429378509521484"
"339","0.9345844984054565","0.9345844984054565","0.9345844984054565"
"340","0.9250317811965942","0.9250317811965942","0.9250317811965942"
"342","0.9420062303543091","0.9420062303543091","0.9420062303543091"
"343","0.9296971559524536","0.9296971559524536","0.9296971559524536"
"344","0.9190844893455505","0.9190844893455505","0.9190844893455505"
"345","0.8971247673034668","0.8971247673034668","0.8971247673034668"
"346","0.9040107727050781","0.9040107727050781","0.9040107727050781"
"347","0.9327402114868164","0.9327402114868164","0.9327402114868164"
"348","0.9353469610214233","0.9353469610214233","0.9353469610214233"
"349","0.8833129405975342","0.8833129405975342","0.8833129405975342"
"350","0.8916586637496948","0.8916586637496948","0.8916586637496948"
"351","0.8879423141479492","0.8879423141479492","0.8879423141479492"
"352","0.8829772472381592","0.8829772472381592","0.8829772472381592"
"353","0.9320739507675171","0.9320739507675171","0.9320739507675171"
"354","0.9239034056663513","0.9239034056663513","0.9239034056663513"
"355","0.9568471908569336","0.9568471908569336","0.9568471908569336"
"356","0.8989435434341431","0.8989435434341431","0.8989435434341431"
"357","0.9334642887115479","0.9334642887115479","0.9334642887115479"
"358","0.962679386138916","0.962679386138916","0.962679386138916"
"359","0.9507936239242554","0.9507936239242554","0.9507936239242554"
"360","0.9504398703575134","0.9504398703575134","0.9504398703575134"
"361","0.8612704277038574","0.8612704277038574","0.8612704277038574"
"362","0.9307632446289062","0.9307632446289062","0.9307632446289062"
"363","0.9169527292251587","0.9169527292251587","0.9169527292251587"
"364","0.8863648176193237","0.8863648176193237","0.8863648176193237"
"365","0.9444178342819214","0.9444178342819214","0.9444178342819214"
"366","0.9582139849662781","0.9582139849662781","0.9582139849662781"
"367","0.9624336957931519","0.9624336957931519","0.9624336957931519"
"368","0.9102461338043213","0.9102461338043213","0.9102461338043213"
"369","0.943831741809845","0.943831741809845","0.943831741809845"
"370","0.918239951133728","0.918239951133728","0.918239951133728"
"371","0.9012936353683472","0.9012936353683472","0.9012936353683472"
"372","0.9145530462265015","0.9145530462265015","0.9145530462265015"
"373","0.9208313822746277","0.9208313822746277","0.9208313822746277"
"374","0.9082691669464111","0.9082691669464111","0.9082691669464111"
"375","0.9140738844871521","0.9140738844871521","0.9140738844871521"
"376","0.8757026791572571","0.8757026791572571","0.8757026791572571"
"377","0.9144853353500366","0.9144853353500366","0.9144853353500366"
"378","0.9560763835906982","0.9560763835906982","0.9560763835906982"
"379","0.905583381652832","0.905583381652832","0.905583381652832"
"380","0.8792232871055603","0.8792232871055603","0.8792232871055603"
"381","0.8988529443740845","0.8988529443740845","0.8988529443740845"
"382","0.9560574293136597","0.9560574293136597","0.9560574293136597"
"383","0.9490196704864502","0.9490196704864502","0.9490196704864502"
"384","0.838414192199707","0.838414192199707","0.838414192199707"
"385","0.9132243394851685","0.9132243394851685","0.9132243394851685"
"386","0.9102963209152222","0.9102963209152222","0.9102963209152222"
"387","0.8541038036346436","0.8541038036346436","0.8541038036346436"
"388","0.9401019811630249","0.9401019811630249","0.9401019811630249"
"389","0.9599468111991882","0.9599468111991882","0.9599468111991882"
"391","0.9199272990226746","0.9199272990226746","0.9199272990226746"
"392","0.9531557559967041","0.9531557559967041","0.9531557559967041"
"393","0.9572747945785522","0.9572747945785522","0.9572747945785522"
"394","0.9638358354568481","0.9638358354568481","0.9638358354568481"
"395","0.918088436126709","0.918088436126709","0.918088436126709"
"396","0.9339615106582642","0.9339615106582642","0.9339615106582642"
"397","0.8971315026283264","0.8971315026283264","0.8971315026283264"
"398","0.9205750823020935","0.9205750823020935","0.9205750823020935"
"399","0.9352068901062012","0.9352068901062012","0.9352068901062012"
"400","0.9191701412200928","0.9191701412200928","0.9191701412200928"
"401","0.901307225227356","0.901307225227356","0.901307225227356"
"402","0.9476040601730347","0.9476040601730347","0.9476040601730347"
"403","0.9560991525650024","0.9560991525650024","0.9560991525650024"
"404","0.801854133605957","0.801854133605957","0.801854133605957"
"405","0.8849470615386963","0.8849470615386963","0.8849470615386963"
"406","0.9093958735466003","0.9093958735466003","0.9093958735466003"
"407","0.943073034286499","0.943073034286499","0.943073034286499"
"408","0.950981616973877","0.950981616973877","0.950981616973877"
"409","0.946582555770874","0.946582555770874","0.946582555770874"
"410","0.8481524586677551","0.8481524586677551","0.8481524586677551"
"411","0.9394897818565369","0.9394897818565369","0.9394897818565369"
"412","0.8750993013381958","0.8750993013381958","0.8750993013381958"
"413","0.8895546197891235","0.8895546197891235","0.8895546197891235"
"414","0.9447771310806274","0.9447771310806274","0.9447771310806274"
"415","0.8887618184089661","0.8887618184089661","0.8887618184089661"
"416","0.9586188793182373","0.9586188793182373","0.9586188793182373"
"417","0.8885014653205872","0.8885014653205872","0.8885014653205872"
"418","0.9376589059829712","0.9376589059829712","0.9376589059829712"
"419","0.9038272500038147","0.9038272500038147","0.9038272500038147"
"420","0.9530574083328247","0.9530574083328247","0.9530574083328247"
"421","0.885269284248352","0.885269284248352","0.885269284248352"
"422","0.9308518171310425","0.9308518171310425","0.9308518171310425"
"423","0.9535070657730103","0.9535070657730103","0.9535070657730103"
"424","0.925919234752655","0.925919234752655","0.925919234752655"
"425","0.8716575503349304","0.8716575503349304","0.8716575503349304"
"426","0.9426318407058716","0.9426318407058716","0.9426318407058716"
"427","0.8844869136810303","0.8844869136810303","0.8844869136810303"
"428","0.9289541244506836","0.9289541244506836","0.9289541244506836"
"429","0.8899326324462891","0.8899326324462891","0.8899326324462891"
"430","0.8701367974281311","0.8701367974281311","0.8701367974281311"
"431","0.9276082515716553","0.9276082515716553","0.9276082515716553"
"432","0.8925955295562744","0.8925955295562744","0.8925955295562744"
"433","0.9089773893356323","0.9089773893356323","0.9089773893356323"
"434","0.9240614175796509","0.9240614175796509","0.9240614175796509"
"435","0.9058007001876831","0.9058007001876831","0.9058007001876831"
"436","0.9278427362442017","0.9278427362442017","0.9278427362442017"
"437","0.9443140625953674","0.9443140625953674","0.9443140625953674"
"438","0.9521893262863159","0.9521893262863159","0.9521893262863159"
"439","0.9223229289054871","0.9223229289054871","0.9223229289054871"
"440","0.8807892203330994","0.8807892203330994","0.8807892203330994"
"441","0.9302880764007568","0.9302880764007568","0.9302880764007568"
"442","0.9158579111099243","0.9158579111099243","0.9158579111099243"
"443","0.9216179847717285","0.9216179847717285","0.9216179847717285"
"444","0.8794878125190735","0.8794878125190735","0.8794878125190735"
"445","0.8762823343276978","0.8762823343276978","0.8762823343276978"
"446","0.9117786884307861","0.9117786884307861","0.9117786884307861"
"447","0.9493622183799744","0.9493622183799744","0.9493622183799744"
"448","0.930292546749115","0.930292546749115","0.930292546749115"
"449","0.8939303159713745","0.8939303159713745","0.8939303159713745"
"450","0.9498053789138794","0.9498053789138794","0.9498053789138794"
"451","0.850446343421936","0.850446343421936","0.850446343421936"
"452","0.9329619407653809","0.9329619407653809","0.9329619407653809"
"453","0.8734722137451172","0.8734722137451172","0.8734722137451172"
"454","0.9247925281524658","0.9247925281524658","0.9247925281524658"
"455","0.9167109727859497","0.9167109727859497","0.9167109727859497"
"456","0.9535632133483887","0.9535632133483887","0.9535632133483887"
"457","0.9034895896911621","0.9034895896911621","0.9034895896911621"
