"Step","feasible-paper-136 - test/ssim_scat","feasible-paper-136 - test/ssim_scat__MIN","feasible-paper-136 - test/ssim_scat__MAX"
"37","0.9035756587982178","0.9035756587982178","0.9035756587982178"
"38","0.9479726552963257","0.9479726552963257","0.9479726552963257"
"39","0.9382542371749878","0.9382542371749878","0.9382542371749878"
"40","0.9296342134475708","0.9296342134475708","0.9296342134475708"
"41","0.8402339816093445","0.8402339816093445","0.8402339816093445"
"42","0.9594465494155884","0.9594465494155884","0.9594465494155884"
"43","0.9520978927612305","0.9520978927612305","0.9520978927612305"
"44","0.9477252960205078","0.9477252960205078","0.9477252960205078"
"45","0.9467356204986572","0.9467356204986572","0.9467356204986572"
"46","0.9533153772354126","0.9533153772354126","0.9533153772354126"
"47","0.8929694294929504","0.8929694294929504","0.8929694294929504"
"48","0.8480105400085449","0.8480105400085449","0.8480105400085449"
"49","0.959272027015686","0.959272027015686","0.959272027015686"
"50","0.9545471668243408","0.9545471668243408","0.9545471668243408"
"51","0.9339311718940735","0.9339311718940735","0.9339311718940735"
"52","0.9585006237030029","0.9585006237030029","0.9585006237030029"
"53","0.9510815739631653","0.9510815739631653","0.9510815739631653"
"54","0.8831607103347778","0.8831607103347778","0.8831607103347778"
"55","0.8910794258117676","0.8910794258117676","0.8910794258117676"
"56","0.9286521673202515","0.9286521673202515","0.9286521673202515"
"57","0.959222137928009","0.959222137928009","0.959222137928009"
"58","0.9318013191223145","0.9318013191223145","0.9318013191223145"
"59","0.9279605746269226","0.9279605746269226","0.9279605746269226"
"60","0.9132778644561768","0.9132778644561768","0.9132778644561768"
"61","0.8117666244506836","0.8117666244506836","0.8117666244506836"
"62","0.95986407995224","0.95986407995224","0.95986407995224"
"63","0.9574985504150391","0.9574985504150391","0.9574985504150391"
"64","0.9535391330718994","0.9535391330718994","0.9535391330718994"
"65","0.9279549717903137","0.9279549717903137","0.9279549717903137"
"66","0.9521272778511047","0.9521272778511047","0.9521272778511047"
"67","0.907500147819519","0.907500147819519","0.907500147819519"
"68","0.9521708488464355","0.9521708488464355","0.9521708488464355"
"69","0.9323670864105225","0.9323670864105225","0.9323670864105225"
"70","0.8575732707977295","0.8575732707977295","0.8575732707977295"
"71","0.9044203758239746","0.9044203758239746","0.9044203758239746"
"72","0.9256538152694702","0.9256538152694702","0.9256538152694702"
"73","0.9571578502655029","0.9571578502655029","0.9571578502655029"
"74","0.9051876664161682","0.9051876664161682","0.9051876664161682"
"75","0.9422546625137329","0.9422546625137329","0.9422546625137329"
"76","0.9388597011566162","0.9388597011566162","0.9388597011566162"
"77","0.9535294771194458","0.9535294771194458","0.9535294771194458"
"78","0.9544974565505981","0.9544974565505981","0.9544974565505981"
"79","0.9191203713417053","0.9191203713417053","0.9191203713417053"
"80","0.9210487008094788","0.9210487008094788","0.9210487008094788"
"81","0.9197306036949158","0.9197306036949158","0.9197306036949158"
"82","0.8913251757621765","0.8913251757621765","0.8913251757621765"
"83","0.9431662559509277","0.9431662559509277","0.9431662559509277"
"84","0.8710851073265076","0.8710851073265076","0.8710851073265076"
"85","0.8898577094078064","0.8898577094078064","0.8898577094078064"
"86","0.8875887393951416","0.8875887393951416","0.8875887393951416"
"87","0.9520745873451233","0.9520745873451233","0.9520745873451233"
"88","0.8905055522918701","0.8905055522918701","0.8905055522918701"
"89","0.8904581665992737","0.8904581665992737","0.8904581665992737"
"90","0.8722789287567139","0.8722789287567139","0.8722789287567139"
"91","0.9509026408195496","0.9509026408195496","0.9509026408195496"
"92","0.9120488166809082","0.9120488166809082","0.9120488166809082"
"93","0.9385849237442017","0.9385849237442017","0.9385849237442017"
"94","0.9094568490982056","0.9094568490982056","0.9094568490982056"
"95","0.8921782970428467","0.8921782970428467","0.8921782970428467"
"96","0.9455506801605225","0.9455506801605225","0.9455506801605225"
"97","0.9514214992523193","0.9514214992523193","0.9514214992523193"
"98","0.9451760053634644","0.9451760053634644","0.9451760053634644"
"99","0.9108490943908691","0.9108490943908691","0.9108490943908691"
"100","0.8997241258621216","0.8997241258621216","0.8997241258621216"
"101","0.9093482494354248","0.9093482494354248","0.9093482494354248"
"102","0.9445919990539551","0.9445919990539551","0.9445919990539551"
"103","0.9513242244720459","0.9513242244720459","0.9513242244720459"
"104","0.8906018733978271","0.8906018733978271","0.8906018733978271"
"105","0.9035959243774414","0.9035959243774414","0.9035959243774414"
"106","0.8836948871612549","0.8836948871612549","0.8836948871612549"
"107","0.9044770002365112","0.9044770002365112","0.9044770002365112"
"108","0.9212566018104553","0.9212566018104553","0.9212566018104553"
"109","0.9164340496063232","0.9164340496063232","0.9164340496063232"
"110","0.9593497514724731","0.9593497514724731","0.9593497514724731"
"111","0.9156863689422607","0.9156863689422607","0.9156863689422607"
"112","0.9133987426757812","0.9133987426757812","0.9133987426757812"
"113","0.9162354469299316","0.9162354469299316","0.9162354469299316"
"114","0.9176693558692932","0.9176693558692932","0.9176693558692932"
"115","0.9445616006851196","0.9445616006851196","0.9445616006851196"
"116","0.8920409679412842","0.8920409679412842","0.8920409679412842"
"117","0.7868829369544983","0.7868829369544983","0.7868829369544983"
"118","0.9595000147819519","0.9595000147819519","0.9595000147819519"
"119","0.9372233748435974","0.9372233748435974","0.9372233748435974"
"120","0.9482289552688599","0.9482289552688599","0.9482289552688599"
"121","0.9149528741836548","0.9149528741836548","0.9149528741836548"
"122","0.9288976192474365","0.9288976192474365","0.9288976192474365"
"123","0.8735454678535461","0.8735454678535461","0.8735454678535461"
"124","0.9313923120498657","0.9313923120498657","0.9313923120498657"
"125","0.8637055158615112","0.8637055158615112","0.8637055158615112"
"126","0.9214465022087097","0.9214465022087097","0.9214465022087097"
"127","0.899670422077179","0.899670422077179","0.899670422077179"
"128","0.9602470397949219","0.9602470397949219","0.9602470397949219"
"129","0.9402542114257812","0.9402542114257812","0.9402542114257812"
"130","0.8695711493492126","0.8695711493492126","0.8695711493492126"
"131","0.9636776447296143","0.9636776447296143","0.9636776447296143"
"132","0.9561768770217896","0.9561768770217896","0.9561768770217896"
"133","0.9127888083457947","0.9127888083457947","0.9127888083457947"
"134","0.9542580246925354","0.9542580246925354","0.9542580246925354"
"135","0.9634718894958496","0.9634718894958496","0.9634718894958496"
"136","0.9114978313446045","0.9114978313446045","0.9114978313446045"
"137","0.8234694004058838","0.8234694004058838","0.8234694004058838"
"138","0.955085039138794","0.955085039138794","0.955085039138794"
"139","0.9522134065628052","0.9522134065628052","0.9522134065628052"
"140","0.8994519114494324","0.8994519114494324","0.8994519114494324"
"141","0.9182012677192688","0.9182012677192688","0.9182012677192688"
"142","0.8837763071060181","0.8837763071060181","0.8837763071060181"
"143","0.9370027184486389","0.9370027184486389","0.9370027184486389"
"144","0.8887921571731567","0.8887921571731567","0.8887921571731567"
"145","0.8925767540931702","0.8925767540931702","0.8925767540931702"
"146","0.9600457549095154","0.9600457549095154","0.9600457549095154"
"147","0.9415790438652039","0.9415790438652039","0.9415790438652039"
"148","0.9034262299537659","0.9034262299537659","0.9034262299537659"
"149","0.9589748382568359","0.9589748382568359","0.9589748382568359"
"150","0.8918589353561401","0.8918589353561401","0.8918589353561401"
"151","0.9449646472930908","0.9449646472930908","0.9449646472930908"
"152","0.925546407699585","0.925546407699585","0.925546407699585"
"153","0.958208441734314","0.958208441734314","0.958208441734314"
"154","0.9085898399353027","0.9085898399353027","0.9085898399353027"
"155","0.9170733094215393","0.9170733094215393","0.9170733094215393"
"156","0.9427766799926758","0.9427766799926758","0.9427766799926758"
"157","0.8287491798400879","0.8287491798400879","0.8287491798400879"
"158","0.9589539170265198","0.9589539170265198","0.9589539170265198"
"159","0.9226751327514648","0.9226751327514648","0.9226751327514648"
"160","0.9617693424224854","0.9617693424224854","0.9617693424224854"
"161","0.9258657693862915","0.9258657693862915","0.9258657693862915"
"162","0.9521838426589966","0.9521838426589966","0.9521838426589966"
"163","0.9317706823348999","0.9317706823348999","0.9317706823348999"
"164","0.8784104585647583","0.8784104585647583","0.8784104585647583"
"165","0.923546314239502","0.923546314239502","0.923546314239502"
"166","0.8387236595153809","0.8387236595153809","0.8387236595153809"
"167","0.9363424181938171","0.9363424181938171","0.9363424181938171"
"168","0.8847007751464844","0.8847007751464844","0.8847007751464844"
"169","0.944709062576294","0.944709062576294","0.944709062576294"
"170","0.9420278072357178","0.9420278072357178","0.9420278072357178"
"171","0.868471086025238","0.868471086025238","0.868471086025238"
"172","0.9214682579040527","0.9214682579040527","0.9214682579040527"
"173","0.952274739742279","0.952274739742279","0.952274739742279"
"174","0.9171702861785889","0.9171702861785889","0.9171702861785889"
"175","0.9214626550674438","0.9214626550674438","0.9214626550674438"
"176","0.8148465156555176","0.8148465156555176","0.8148465156555176"
"178","0.9263044595718384","0.9263044595718384","0.9263044595718384"
"179","0.8850526809692383","0.8850526809692383","0.8850526809692383"
"180","0.9063392877578735","0.9063392877578735","0.9063392877578735"
"181","0.908635675907135","0.908635675907135","0.908635675907135"
"182","0.8500816822052002","0.8500816822052002","0.8500816822052002"
"183","0.929175078868866","0.929175078868866","0.929175078868866"
"184","0.9481863975524902","0.9481863975524902","0.9481863975524902"
"185","0.9496022462844849","0.9496022462844849","0.9496022462844849"
"186","0.8905779719352722","0.8905779719352722","0.8905779719352722"
"187","0.9345370531082153","0.9345370531082153","0.9345370531082153"
"188","0.9056118130683899","0.9056118130683899","0.9056118130683899"
"189","0.8934047222137451","0.8934047222137451","0.8934047222137451"
"190","0.9602843523025513","0.9602843523025513","0.9602843523025513"
"191","0.8985430002212524","0.8985430002212524","0.8985430002212524"
"192","0.9479870200157166","0.9479870200157166","0.9479870200157166"
"193","0.9341676831245422","0.9341676831245422","0.9341676831245422"
"194","0.9570002555847168","0.9570002555847168","0.9570002555847168"
"195","0.9192506670951843","0.9192506670951843","0.9192506670951843"
"196","0.8755794167518616","0.8755794167518616","0.8755794167518616"
"197","0.8855320811271667","0.8855320811271667","0.8855320811271667"
"198","0.9306684136390686","0.9306684136390686","0.9306684136390686"
"199","0.8562930822372437","0.8562930822372437","0.8562930822372437"
"200","0.9348944425582886","0.9348944425582886","0.9348944425582886"
"201","0.9467058181762695","0.9467058181762695","0.9467058181762695"
"202","0.9259358644485474","0.9259358644485474","0.9259358644485474"
"203","0.9252452850341797","0.9252452850341797","0.9252452850341797"
"204","0.93801349401474","0.93801349401474","0.93801349401474"
"205","0.9429032802581787","0.9429032802581787","0.9429032802581787"
"206","0.9487913250923157","0.9487913250923157","0.9487913250923157"
"207","0.8934507369995117","0.8934507369995117","0.8934507369995117"
"208","0.9204672574996948","0.9204672574996948","0.9204672574996948"
"209","0.929601788520813","0.929601788520813","0.929601788520813"
"210","0.9361844658851624","0.9361844658851624","0.9361844658851624"
"211","0.8934706449508667","0.8934706449508667","0.8934706449508667"
"212","0.9573129415512085","0.9573129415512085","0.9573129415512085"
"213","0.8864062428474426","0.8864062428474426","0.8864062428474426"
"214","0.8960925936698914","0.8960925936698914","0.8960925936698914"
"215","0.9361187219619751","0.9361187219619751","0.9361187219619751"
"216","0.8732828497886658","0.8732828497886658","0.8732828497886658"
"217","0.9137643575668335","0.9137643575668335","0.9137643575668335"
"218","0.9350441098213196","0.9350441098213196","0.9350441098213196"
"219","0.9137130379676819","0.9137130379676819","0.9137130379676819"
"220","0.9600238800048828","0.9600238800048828","0.9600238800048828"
"221","0.9080058932304382","0.9080058932304382","0.9080058932304382"
"222","0.9467641711235046","0.9467641711235046","0.9467641711235046"
"223","0.8605061769485474","0.8605061769485474","0.8605061769485474"
"224","0.8829564452171326","0.8829564452171326","0.8829564452171326"
"225","0.8780851364135742","0.8780851364135742","0.8780851364135742"
"226","0.8983653783798218","0.8983653783798218","0.8983653783798218"
"227","0.9629247188568115","0.9629247188568115","0.9629247188568115"
"228","0.9590001106262207","0.9590001106262207","0.9590001106262207"
"229","0.9523366689682007","0.9523366689682007","0.9523366689682007"
"230","0.9520278573036194","0.9520278573036194","0.9520278573036194"
"231","0.9101189374923706","0.9101189374923706","0.9101189374923706"
"232","0.9577234983444214","0.9577234983444214","0.9577234983444214"
"233","0.9130289554595947","0.9130289554595947","0.9130289554595947"
"234","0.9124089479446411","0.9124089479446411","0.9124089479446411"
"235","0.9604568481445312","0.9604568481445312","0.9604568481445312"
"236","0.9307360649108887","0.9307360649108887","0.9307360649108887"
"237","0.90900719165802","0.90900719165802","0.90900719165802"
"238","0.9657711982727051","0.9657711982727051","0.9657711982727051"
"239","0.9503378868103027","0.9503378868103027","0.9503378868103027"
"240","0.9212760925292969","0.9212760925292969","0.9212760925292969"
"241","0.9493842720985413","0.9493842720985413","0.9493842720985413"
"242","0.9063027501106262","0.9063027501106262","0.9063027501106262"
"243","0.9353348016738892","0.9353348016738892","0.9353348016738892"
"244","0.8267531991004944","0.8267531991004944","0.8267531991004944"
"245","0.9098905920982361","0.9098905920982361","0.9098905920982361"
"246","0.9456070065498352","0.9456070065498352","0.9456070065498352"
"247","0.9240307211875916","0.9240307211875916","0.9240307211875916"
"248","0.9438040256500244","0.9438040256500244","0.9438040256500244"
"249","0.9522708654403687","0.9522708654403687","0.9522708654403687"
"250","0.952426016330719","0.952426016330719","0.952426016330719"
"251","0.9110208749771118","0.9110208749771118","0.9110208749771118"
"252","0.925501823425293","0.925501823425293","0.925501823425293"
"253","0.8989412784576416","0.8989412784576416","0.8989412784576416"
"254","0.8976439237594604","0.8976439237594604","0.8976439237594604"
"255","0.9560643434524536","0.9560643434524536","0.9560643434524536"
"256","0.9036230444908142","0.9036230444908142","0.9036230444908142"
"257","0.9627225399017334","0.9627225399017334","0.9627225399017334"
"258","0.8982038497924805","0.8982038497924805","0.8982038497924805"
"259","0.9554253816604614","0.9554253816604614","0.9554253816604614"
"260","0.9316927194595337","0.9316927194595337","0.9316927194595337"
"261","0.9448893666267395","0.9448893666267395","0.9448893666267395"
"262","0.9553327560424805","0.9553327560424805","0.9553327560424805"
"263","0.9225696921348572","0.9225696921348572","0.9225696921348572"
"264","0.9059258103370667","0.9059258103370667","0.9059258103370667"
"265","0.9613264799118042","0.9613264799118042","0.9613264799118042"
"266","0.9258562922477722","0.9258562922477722","0.9258562922477722"
"267","0.9492894411087036","0.9492894411087036","0.9492894411087036"
"268","0.8772521018981934","0.8772521018981934","0.8772521018981934"
"269","0.915147066116333","0.915147066116333","0.915147066116333"
"270","0.9514817595481873","0.9514817595481873","0.9514817595481873"
"271","0.9394060373306274","0.9394060373306274","0.9394060373306274"
"272","0.8732187747955322","0.8732187747955322","0.8732187747955322"
"273","0.9308637380599976","0.9308637380599976","0.9308637380599976"
"274","0.9471083879470825","0.9471083879470825","0.9471083879470825"
"275","0.9190431833267212","0.9190431833267212","0.9190431833267212"
"276","0.9566303491592407","0.9566303491592407","0.9566303491592407"
"277","0.944465160369873","0.944465160369873","0.944465160369873"
"278","0.9014146327972412","0.9014146327972412","0.9014146327972412"
"279","0.944670557975769","0.944670557975769","0.944670557975769"
"280","0.916118860244751","0.916118860244751","0.916118860244751"
"281","0.947242021560669","0.947242021560669","0.947242021560669"
"282","0.9318988919258118","0.9318988919258118","0.9318988919258118"
"283","0.914877712726593","0.914877712726593","0.914877712726593"
"284","0.9495241641998291","0.9495241641998291","0.9495241641998291"
"285","0.9379599690437317","0.9379599690437317","0.9379599690437317"
"286","0.8986412286758423","0.8986412286758423","0.8986412286758423"
"287","0.9430943727493286","0.9430943727493286","0.9430943727493286"
"288","0.8992689847946167","0.8992689847946167","0.8992689847946167"
"289","0.9571796655654907","0.9571796655654907","0.9571796655654907"
"290","0.8628977537155151","0.8628977537155151","0.8628977537155151"
"291","0.9247918128967285","0.9247918128967285","0.9247918128967285"
"292","0.9298434853553772","0.9298434853553772","0.9298434853553772"
"293","0.9515528678894043","0.9515528678894043","0.9515528678894043"
"294","0.9001299142837524","0.9001299142837524","0.9001299142837524"
"295","0.9275311231613159","0.9275311231613159","0.9275311231613159"
"296","0.9484933614730835","0.9484933614730835","0.9484933614730835"
"297","0.9473642110824585","0.9473642110824585","0.9473642110824585"
"298","0.9339418411254883","0.9339418411254883","0.9339418411254883"
"299","0.9244735836982727","0.9244735836982727","0.9244735836982727"
"300","0.8928198218345642","0.8928198218345642","0.8928198218345642"
"301","0.9038063287734985","0.9038063287734985","0.9038063287734985"
"302","0.9613423347473145","0.9613423347473145","0.9613423347473145"
"303","0.8750128746032715","0.8750128746032715","0.8750128746032715"
"304","0.9074364900588989","0.9074364900588989","0.9074364900588989"
"305","0.8651214838027954","0.8651214838027954","0.8651214838027954"
"306","0.9341574311256409","0.9341574311256409","0.9341574311256409"
"307","0.9462412595748901","0.9462412595748901","0.9462412595748901"
"308","0.9255813360214233","0.9255813360214233","0.9255813360214233"
"309","0.9506652355194092","0.9506652355194092","0.9506652355194092"
"310","0.8942608833312988","0.8942608833312988","0.8942608833312988"
"311","0.9395439624786377","0.9395439624786377","0.9395439624786377"
"312","0.9244691133499146","0.9244691133499146","0.9244691133499146"
"313","0.9021639227867126","0.9021639227867126","0.9021639227867126"
"314","0.9473466277122498","0.9473466277122498","0.9473466277122498"
"315","0.9562448859214783","0.9562448859214783","0.9562448859214783"
"316","0.9218056201934814","0.9218056201934814","0.9218056201934814"
"317","0.9589622616767883","0.9589622616767883","0.9589622616767883"
"318","0.8778611421585083","0.8778611421585083","0.8778611421585083"
"319","0.8261582851409912","0.8261582851409912","0.8261582851409912"
"320","0.9064143300056458","0.9064143300056458","0.9064143300056458"
"321","0.9392514824867249","0.9392514824867249","0.9392514824867249"
"322","0.935269296169281","0.935269296169281","0.935269296169281"
"323","0.961077094078064","0.961077094078064","0.961077094078064"
"324","0.9638041257858276","0.9638041257858276","0.9638041257858276"
"325","0.9563108682632446","0.9563108682632446","0.9563108682632446"
"326","0.9353469610214233","0.9353469610214233","0.9353469610214233"
"327","0.9207205176353455","0.9207205176353455","0.9207205176353455"
"328","0.9584574103355408","0.9584574103355408","0.9584574103355408"
"329","0.9373067617416382","0.9373067617416382","0.9373067617416382"
"330","0.9352982044219971","0.9352982044219971","0.9352982044219971"
"331","0.8825364708900452","0.8825364708900452","0.8825364708900452"
"332","0.8862829208374023","0.8862829208374023","0.8862829208374023"
"333","0.9303510785102844","0.9303510785102844","0.9303510785102844"
"334","0.9569189548492432","0.9569189548492432","0.9569189548492432"
"335","0.9412769079208374","0.9412769079208374","0.9412769079208374"
"336","0.9228131175041199","0.9228131175041199","0.9228131175041199"
"337","0.941631555557251","0.941631555557251","0.941631555557251"
"339","0.9493559002876282","0.9493559002876282","0.9493559002876282"
"340","0.9309415221214294","0.9309415221214294","0.9309415221214294"
"341","0.9209916591644287","0.9209916591644287","0.9209916591644287"
"342","0.9062237739562988","0.9062237739562988","0.9062237739562988"
"343","0.924476146697998","0.924476146697998","0.924476146697998"
"344","0.9360464811325073","0.9360464811325073","0.9360464811325073"
"345","0.9147148132324219","0.9147148132324219","0.9147148132324219"
"346","0.9136128425598145","0.9136128425598145","0.9136128425598145"
"347","0.8758139610290527","0.8758139610290527","0.8758139610290527"
"348","0.8844369649887085","0.8844369649887085","0.8844369649887085"
"349","0.9229305982589722","0.9229305982589722","0.9229305982589722"
"350","0.9306153059005737","0.9306153059005737","0.9306153059005737"
"351","0.9356815218925476","0.9356815218925476","0.9356815218925476"
"352","0.965728759765625","0.965728759765625","0.965728759765625"
"353","0.8911489248275757","0.8911489248275757","0.8911489248275757"
"354","0.8760111331939697","0.8760111331939697","0.8760111331939697"
"355","0.9601662755012512","0.9601662755012512","0.9601662755012512"
"356","0.9550337791442871","0.9550337791442871","0.9550337791442871"
"357","0.9664127826690674","0.9664127826690674","0.9664127826690674"
"358","0.8557654619216919","0.8557654619216919","0.8557654619216919"
"359","0.9369980692863464","0.9369980692863464","0.9369980692863464"
"360","0.9185208082199097","0.9185208082199097","0.9185208082199097"
"361","0.911321759223938","0.911321759223938","0.911321759223938"
"362","0.9525132179260254","0.9525132179260254","0.9525132179260254"
"363","0.9629607200622559","0.9629607200622559","0.9629607200622559"
"364","0.9600882530212402","0.9600882530212402","0.9600882530212402"
"365","0.9391467571258545","0.9391467571258545","0.9391467571258545"
"366","0.93874591588974","0.93874591588974","0.93874591588974"
"367","0.9294850826263428","0.9294850826263428","0.9294850826263428"
"368","0.9129350185394287","0.9129350185394287","0.9129350185394287"
"369","0.9119110107421875","0.9119110107421875","0.9119110107421875"
"370","0.886744499206543","0.886744499206543","0.886744499206543"
"371","0.9177222847938538","0.9177222847938538","0.9177222847938538"
"372","0.9047459363937378","0.9047459363937378","0.9047459363937378"
"373","0.9277491569519043","0.9277491569519043","0.9277491569519043"
"374","0.9171959161758423","0.9171959161758423","0.9171959161758423"
"375","0.9539605975151062","0.9539605975151062","0.9539605975151062"
"376","0.9024879932403564","0.9024879932403564","0.9024879932403564"
"377","0.8920160531997681","0.8920160531997681","0.8920160531997681"
"378","0.8800622224807739","0.8800622224807739","0.8800622224807739"
"379","0.9494369029998779","0.9494369029998779","0.9494369029998779"
"380","0.9483766555786133","0.9483766555786133","0.9483766555786133"
"381","0.9143983721733093","0.9143983721733093","0.9143983721733093"
"382","0.9202605485916138","0.9202605485916138","0.9202605485916138"
"383","0.8920780420303345","0.8920780420303345","0.8920780420303345"
"384","0.8430304527282715","0.8430304527282715","0.8430304527282715"
"385","0.9327437877655029","0.9327437877655029","0.9327437877655029"
"386","0.9607435464859009","0.9607435464859009","0.9607435464859009"
"387","0.9340679049491882","0.9340679049491882","0.9340679049491882"
"388","0.9510622024536133","0.9510622024536133","0.9510622024536133"
"389","0.9514561295509338","0.9514561295509338","0.9514561295509338"
"390","0.9645558595657349","0.9645558595657349","0.9645558595657349"
"391","0.9075940847396851","0.9075940847396851","0.9075940847396851"
"392","0.9427791833877563","0.9427791833877563","0.9427791833877563"
"393","0.9232184886932373","0.9232184886932373","0.9232184886932373"
"394","0.9213370084762573","0.9213370084762573","0.9213370084762573"
"395","0.9471043944358826","0.9471043944358826","0.9471043944358826"
"396","0.9194786548614502","0.9194786548614502","0.9194786548614502"
"397","0.8667880296707153","0.8667880296707153","0.8667880296707153"
"398","0.9332874417304993","0.9332874417304993","0.9332874417304993"
"399","0.962638795375824","0.962638795375824","0.962638795375824"
"400","0.8498018980026245","0.8498018980026245","0.8498018980026245"
"401","0.8844023942947388","0.8844023942947388","0.8844023942947388"
"402","0.9322797060012817","0.9322797060012817","0.9322797060012817"
"403","0.9454853534698486","0.9454853534698486","0.9454853534698486"
"404","0.9530980587005615","0.9530980587005615","0.9530980587005615"
"405","0.9551607966423035","0.9551607966423035","0.9551607966423035"
"406","0.8952264189720154","0.8952264189720154","0.8952264189720154"
"407","0.9454593658447266","0.9454593658447266","0.9454593658447266"
"408","0.9129543304443359","0.9129543304443359","0.9129543304443359"
"409","0.8816027641296387","0.8816027641296387","0.8816027641296387"
"410","0.9479774236679077","0.9479774236679077","0.9479774236679077"
"411","0.9155364036560059","0.9155364036560059","0.9155364036560059"
"412","0.9478568434715271","0.9478568434715271","0.9478568434715271"
"413","0.9036447405815125","0.9036447405815125","0.9036447405815125"
"414","0.9538804292678833","0.9538804292678833","0.9538804292678833"
"415","0.9035705327987671","0.9035705327987671","0.9035705327987671"
"416","0.9563287496566772","0.9563287496566772","0.9563287496566772"
"417","0.9069649577140808","0.9069649577140808","0.9069649577140808"
"418","0.9269438982009888","0.9269438982009888","0.9269438982009888"
"419","0.9532821178436279","0.9532821178436279","0.9532821178436279"
"420","0.9115067720413208","0.9115067720413208","0.9115067720413208"
"421","0.9393153190612793","0.9393153190612793","0.9393153190612793"
"422","0.9480823874473572","0.9480823874473572","0.9480823874473572"
"423","0.9210110902786255","0.9210110902786255","0.9210110902786255"
"424","0.8980443477630615","0.8980443477630615","0.8980443477630615"
"425","0.8900806307792664","0.8900806307792664","0.8900806307792664"
"426","0.91190105676651","0.91190105676651","0.91190105676651"
"427","0.9344998598098755","0.9344998598098755","0.9344998598098755"
"428","0.8626459836959839","0.8626459836959839","0.8626459836959839"
"429","0.8709978461265564","0.8709978461265564","0.8709978461265564"
"430","0.9331334829330444","0.9331334829330444","0.9331334829330444"
"431","0.9052870869636536","0.9052870869636536","0.9052870869636536"
"432","0.8982830047607422","0.8982830047607422","0.8982830047607422"
"433","0.9433392286300659","0.9433392286300659","0.9433392286300659"
"434","0.9448229074478149","0.9448229074478149","0.9448229074478149"
"435","0.9140563607215881","0.9140563607215881","0.9140563607215881"
"436","0.9207820892333984","0.9207820892333984","0.9207820892333984"
"437","0.9214385151863098","0.9214385151863098","0.9214385151863098"
"438","0.8901667594909668","0.8901667594909668","0.8901667594909668"
"439","0.9327109456062317","0.9327109456062317","0.9327109456062317"
"440","0.8762402534484863","0.8762402534484863","0.8762402534484863"
"441","0.9072903394699097","0.9072903394699097","0.9072903394699097"
"442","0.9071018695831299","0.9071018695831299","0.9071018695831299"
"443","0.9584310054779053","0.9584310054779053","0.9584310054779053"
"444","0.9410234689712524","0.9410234689712524","0.9410234689712524"
"445","0.8787229657173157","0.8787229657173157","0.8787229657173157"
"446","0.9492630958557129","0.9492630958557129","0.9492630958557129"
"447","0.873846709728241","0.873846709728241","0.873846709728241"
"448","0.9194100499153137","0.9194100499153137","0.9194100499153137"
"449","0.877017617225647","0.877017617225647","0.877017617225647"
"450","0.9362742900848389","0.9362742900848389","0.9362742900848389"
"451","0.9201802611351013","0.9201802611351013","0.9201802611351013"
"452","0.9523302316665649","0.9523302316665649","0.9523302316665649"
"453","0.9188486933708191","0.9188486933708191","0.9188486933708191"
