"Step","serene-sun-203 - test/rmse_scat","serene-sun-203 - test/rmse_scat__MIN","serene-sun-203 - test/rmse_scat__MAX"
"61","0.014952328987419605","0.014952328987419605","0.014952328987419605"
"62","0.032832276076078415","0.032832276076078415","0.032832276076078415"
"63","0.02599567547440529","0.02599567547440529","0.02599567547440529"
"64","0.004108501598238945","0.004108501598238945","0.004108501598238945"
"65","0.005986683536320925","0.005986683536320925","0.005986683536320925"
"66","0.017172209918498993","0.017172209918498993","0.017172209918498993"
"67","0.010305152274668217","0.010305152274668217","0.010305152274668217"
"68","0.013434099964797497","0.013434099964797497","0.013434099964797497"
"69","0.01075341273099184","0.01075341273099184","0.01075341273099184"
"70","0.010987854562699795","0.010987854562699795","0.010987854562699795"
"71","0.011813809163868427","0.011813809163868427","0.011813809163868427"
"72","0.012339250184595585","0.012339250184595585","0.012339250184595585"
"73","0.017806705087423325","0.017806705087423325","0.017806705087423325"
"74","0.0042502922005951405","0.0042502922005951405","0.0042502922005951405"
"75","0.013522169552743435","0.013522169552743435","0.013522169552743435"
"76","0.01408160850405693","0.01408160850405693","0.01408160850405693"
"77","0.007807868532836437","0.007807868532836437","0.007807868532836437"
"78","0.006721319630742073","0.006721319630742073","0.006721319630742073"
"79","0.012789529748260975","0.012789529748260975","0.012789529748260975"
"80","0.044689860194921494","0.044689860194921494","0.044689860194921494"
"81","0.01010359637439251","0.01010359637439251","0.01010359637439251"
"82","0.01227080263197422","0.01227080263197422","0.01227080263197422"
"84","0.013623773120343685","0.013623773120343685","0.013623773120343685"
"85","0.013537174090743065","0.013537174090743065","0.013537174090743065"
"86","0.036060135811567307","0.036060135811567307","0.036060135811567307"
"87","0.014029650948941708","0.014029650948941708","0.014029650948941708"
"88","0.021368611603975296","0.021368611603975296","0.021368611603975296"
"89","0.011103671975433826","0.011103671975433826","0.011103671975433826"
"90","0.012105179950594902","0.012105179950594902","0.012105179950594902"
"91","0.015166645869612694","0.015166645869612694","0.015166645869612694"
"92","0.013740732334554195","0.013740732334554195","0.013740732334554195"
"93","0.014833708293735981","0.014833708293735981","0.014833708293735981"
"94","0.023027202114462852","0.023027202114462852","0.023027202114462852"
"95","0.006999274715781212","0.006999274715781212","0.006999274715781212"
"96","0.016108931973576546","0.016108931973576546","0.016108931973576546"
"97","0.009717712178826332","0.009717712178826332","0.009717712178826332"
"98","0.010158468969166279","0.010158468969166279","0.010158468969166279"
"99","0.015019651502370834","0.015019651502370834","0.015019651502370834"
"101","0.013347845524549484","0.013347845524549484","0.013347845524549484"
"102","0.00978837814182043","0.00978837814182043","0.00978837814182043"
"103","0.011791103519499302","0.011791103519499302","0.011791103519499302"
"104","0.00950525887310505","0.00950525887310505","0.00950525887310505"
"105","0.0076408726163208485","0.0076408726163208485","0.0076408726163208485"
"106","0.016080342233181","0.016080342233181","0.016080342233181"
"107","0.016343412920832634","0.016343412920832634","0.016343412920832634"
"108","0.01147184707224369","0.01147184707224369","0.01147184707224369"
"109","0.05112598091363907","0.05112598091363907","0.05112598091363907"
"110","0.029733164235949516","0.029733164235949516","0.029733164235949516"
"111","0.012088832445442677","0.012088832445442677","0.012088832445442677"
"112","0.004243539180606604","0.004243539180606604","0.004243539180606604"
"113","0.02690528705716133","0.02690528705716133","0.02690528705716133"
"114","0.010848432779312134","0.010848432779312134","0.010848432779312134"
"115","0.05014054849743843","0.05014054849743843","0.05014054849743843"
"116","0.017838267609477043","0.017838267609477043","0.017838267609477043"
"118","0.009929593652486801","0.009929593652486801","0.009929593652486801"
"119","0.012063815258443356","0.012063815258443356","0.012063815258443356"
"120","0.02455735206604004","0.02455735206604004","0.02455735206604004"
"121","0.012772851623594761","0.012772851623594761","0.012772851623594761"
"122","0.004996331408619881","0.004996331408619881","0.004996331408619881"
"123","0.013077388517558575","0.013077388517558575","0.013077388517558575"
"124","0.014797677285969257","0.014797677285969257","0.014797677285969257"
"125","0.02595638856291771","0.02595638856291771","0.02595638856291771"
"126","0.018477488309144974","0.018477488309144974","0.018477488309144974"
"127","0.046765368431806564","0.046765368431806564","0.046765368431806564"
"128","0.028501413762569427","0.028501413762569427","0.028501413762569427"
"129","0.022424351423978806","0.022424351423978806","0.022424351423978806"
"130","0.010234847664833069","0.010234847664833069","0.010234847664833069"
"131","0.020603472366929054","0.020603472366929054","0.020603472366929054"
"132","0.016033835709095","0.016033835709095","0.016033835709095"
"133","0.007098387461155653","0.007098387461155653","0.007098387461155653"
"134","0.00818292610347271","0.00818292610347271","0.00818292610347271"
"135","0.015957074239850044","0.015957074239850044","0.015957074239850044"
"136","0.008123809471726418","0.008123809471726418","0.008123809471726418"
"137","0.01390362624078989","0.01390362624078989","0.01390362624078989"
"138","0.02523104101419449","0.02523104101419449","0.02523104101419449"
"139","0.013572056777775288","0.013572056777775288","0.013572056777775288"
"140","0.005317887291312218","0.005317887291312218","0.005317887291312218"
"141","0.004655398428440094","0.004655398428440094","0.004655398428440094"
"142","0.01074375119060278","0.01074375119060278","0.01074375119060278"
"143","0.012497101910412312","0.012497101910412312","0.012497101910412312"
"144","0.010313057340681553","0.010313057340681553","0.010313057340681553"
"145","0.026494117453694344","0.026494117453694344","0.026494117453694344"
"146","0.013974486850202084","0.013974486850202084","0.013974486850202084"
"147","0.006660380866378546","0.006660380866378546","0.006660380866378546"
"148","0.034466616809368134","0.034466616809368134","0.034466616809368134"
"149","0.010309654287993908","0.010309654287993908","0.010309654287993908"
"151","0.012808750383555889","0.012808750383555889","0.012808750383555889"
"152","0.023306677117943764","0.023306677117943764","0.023306677117943764"
"153","0.01453542709350586","0.01453542709350586","0.01453542709350586"
"154","0.014508688822388649","0.014508688822388649","0.014508688822388649"
"155","0.007685930468142033","0.007685930468142033","0.007685930468142033"
"156","0.04389888793230057","0.04389888793230057","0.04389888793230057"
"157","0.010196632705628872","0.010196632705628872","0.010196632705628872"
"158","0.012232514098286629","0.012232514098286629","0.012232514098286629"
"159","0.013031644746661186","0.013031644746661186","0.013031644746661186"
"160","0.015204475261271","0.015204475261271","0.015204475261271"
"161","0.03455682843923569","0.03455682843923569","0.03455682843923569"
"162","0.02086218073964119","0.02086218073964119","0.02086218073964119"
"163","0.01416548527777195","0.01416548527777195","0.01416548527777195"
"164","0.019807234406471252","0.019807234406471252","0.019807234406471252"
"165","0.023748129606246948","0.023748129606246948","0.023748129606246948"
"166","0.0211835615336895","0.0211835615336895","0.0211835615336895"
"167","0.004095529671758413","0.004095529671758413","0.004095529671758413"
"168","0.01497791800647974","0.01497791800647974","0.01497791800647974"
"169","0.018980810418725014","0.018980810418725014","0.018980810418725014"
"170","0.02222416363656521","0.02222416363656521","0.02222416363656521"
"171","0.009460865519940853","0.009460865519940853","0.009460865519940853"
"172","0.04316575452685356","0.04316575452685356","0.04316575452685356"
"173","0.013222618028521538","0.013222618028521538","0.013222618028521538"
"174","0.017394281923770905","0.017394281923770905","0.017394281923770905"
"175","0.012663365341722965","0.012663365341722965","0.012663365341722965"
"176","0.010789493098855019","0.010789493098855019","0.010789493098855019"
"177","0.012513486668467522","0.012513486668467522","0.012513486668467522"
"178","0.012281094677746296","0.012281094677746296","0.012281094677746296"
"179","0.013748357072472572","0.013748357072472572","0.013748357072472572"
"180","0.014081541448831558","0.014081541448831558","0.014081541448831558"
"181","0.03528137132525444","0.03528137132525444","0.03528137132525444"
"182","0.0049790446646511555","0.0049790446646511555","0.0049790446646511555"
"184","0.012226912193000317","0.012226912193000317","0.012226912193000317"
"185","0.016715623438358307","0.016715623438358307","0.016715623438358307"
"186","0.012521461583673954","0.012521461583673954","0.012521461583673954"
"187","0.03946243226528168","0.03946243226528168","0.03946243226528168"
"188","0.012948182411491871","0.012948182411491871","0.012948182411491871"
"189","0.019478708505630493","0.019478708505630493","0.019478708505630493"
"190","0.019347090274095535","0.019347090274095535","0.019347090274095535"
"191","0.008844553492963314","0.008844553492963314","0.008844553492963314"
"192","0.023606792092323303","0.023606792092323303","0.023606792092323303"
"193","0.015097372233867645","0.015097372233867645","0.015097372233867645"
"194","0.006538079585880041","0.006538079585880041","0.006538079585880041"
"195","0.012286284007132053","0.012286284007132053","0.012286284007132053"
"196","0.01375090703368187","0.01375090703368187","0.01375090703368187"
"197","0.020787741988897324","0.020787741988897324","0.020787741988897324"
"198","0.03654300421476364","0.03654300421476364","0.03654300421476364"
"199","0.012866408564150333","0.012866408564150333","0.012866408564150333"
"201","0.024161288514733315","0.024161288514733315","0.024161288514733315"
"202","0.017310727387666702","0.017310727387666702","0.017310727387666702"
"203","0.010722978971898556","0.010722978971898556","0.010722978971898556"
"204","0.01180716697126627","0.01180716697126627","0.01180716697126627"
"205","0.024224305525422096","0.024224305525422096","0.024224305525422096"
"206","0.012924643233418465","0.012924643233418465","0.012924643233418465"
"207","0.013299516402184963","0.013299516402184963","0.013299516402184963"
"208","0.011708404868841171","0.011708404868841171","0.011708404868841171"
"209","0.010215923190116882","0.010215923190116882","0.010215923190116882"
"210","0.007568410597741604","0.007568410597741604","0.007568410597741604"
"211","0.020047564059495926","0.020047564059495926","0.020047564059495926"
"212","0.0136753860861063","0.0136753860861063","0.0136753860861063"
"213","0.00871187262237072","0.00871187262237072","0.00871187262237072"
"214","0.015996543690562248","0.015996543690562248","0.015996543690562248"
"215","0.024399779736995697","0.024399779736995697","0.024399779736995697"
"216","0.012967430986464024","0.012967430986464024","0.012967430986464024"
"218","0.01221785694360733","0.01221785694360733","0.01221785694360733"
"219","0.011252239346504211","0.011252239346504211","0.011252239346504211"
"220","0.010641739703714848","0.010641739703714848","0.010641739703714848"
"221","0.01429134700447321","0.01429134700447321","0.01429134700447321"
"222","0.010669882409274578","0.010669882409274578","0.010669882409274578"
"223","0.011193367652595043","0.011193367652595043","0.011193367652595043"
"224","0.012993714772164822","0.012993714772164822","0.012993714772164822"
"225","0.020175570622086525","0.020175570622086525","0.020175570622086525"
"226","0.01231073122471571","0.01231073122471571","0.01231073122471571"
"227","0.013964643701910973","0.013964643701910973","0.013964643701910973"
"228","0.017663629725575447","0.017663629725575447","0.017663629725575447"
"229","0.022679787129163742","0.022679787129163742","0.022679787129163742"
"230","0.005762163549661636","0.005762163549661636","0.005762163549661636"
"231","0.021113721653819084","0.021113721653819084","0.021113721653819084"
"232","0.01388773787766695","0.01388773787766695","0.01388773787766695"
"233","0.020174650475382805","0.020174650475382805","0.020174650475382805"
"234","0.0060963560827076435","0.0060963560827076435","0.0060963560827076435"
"235","0.02552463300526142","0.02552463300526142","0.02552463300526142"
"236","0.01506071537733078","0.01506071537733078","0.01506071537733078"
"237","0.02403019182384014","0.02403019182384014","0.02403019182384014"
"238","0.011283115483820438","0.011283115483820438","0.011283115483820438"
"239","0.013502867892384529","0.013502867892384529","0.013502867892384529"
"240","0.012026372365653515","0.012026372365653515","0.012026372365653515"
"241","0.010821745730936527","0.010821745730936527","0.010821745730936527"
"242","0.00622680876404047","0.00622680876404047","0.00622680876404047"
"243","0.005198393948376179","0.005198393948376179","0.005198393948376179"
"244","0.011395644396543503","0.011395644396543503","0.011395644396543503"
"245","0.012697725556790829","0.012697725556790829","0.012697725556790829"
"246","0.023279301822185516","0.023279301822185516","0.023279301822185516"
"247","0.013027199544012547","0.013027199544012547","0.013027199544012547"
"248","0.013404729776084423","0.013404729776084423","0.013404729776084423"
"249","0.01536249928176403","0.01536249928176403","0.01536249928176403"
"251","0.013395821675658226","0.013395821675658226","0.013395821675658226"
"252","0.007542681414633989","0.007542681414633989","0.007542681414633989"
"253","0.008965947665274143","0.008965947665274143","0.008965947665274143"
"254","0.030871599912643433","0.030871599912643433","0.030871599912643433"
"255","0.006702740676701069","0.006702740676701069","0.006702740676701069"
"256","0.011368213221430779","0.011368213221430779","0.011368213221430779"
"257","0.022697262465953827","0.022697262465953827","0.022697262465953827"
"258","0.011921938508749008","0.011921938508749008","0.011921938508749008"
"259","0.011042716912925243","0.011042716912925243","0.011042716912925243"
"260","0.028826486319303513","0.028826486319303513","0.028826486319303513"
"261","0.012063052505254745","0.012063052505254745","0.012063052505254745"
"262","0.024700015783309937","0.024700015783309937","0.024700015783309937"
"263","0.01631573960185051","0.01631573960185051","0.01631573960185051"
"264","0.01723388209939003","0.01723388209939003","0.01723388209939003"
"265","0.006824588868767023","0.006824588868767023","0.006824588868767023"
"266","0.012037207372486591","0.012037207372486591","0.012037207372486591"
"267","0.038784582167863846","0.038784582167863846","0.038784582167863846"
"268","0.012625260278582573","0.012625260278582573","0.012625260278582573"
"269","0.01468638889491558","0.01468638889491558","0.01468638889491558"
"270","0.013989783823490143","0.013989783823490143","0.013989783823490143"
"271","0.013879663310945034","0.013879663310945034","0.013879663310945034"
"272","0.013386334292590618","0.013386334292590618","0.013386334292590618"
"273","0.02165267802774906","0.02165267802774906","0.02165267802774906"
"274","0.029079698026180267","0.029079698026180267","0.029079698026180267"
"275","0.014728832058608532","0.014728832058608532","0.014728832058608532"
"276","0.012732693925499916","0.012732693925499916","0.012732693925499916"
"277","0.010287456214427948","0.010287456214427948","0.010287456214427948"
"278","0.046306151896715164","0.046306151896715164","0.046306151896715164"
"279","0.01306422520428896","0.01306422520428896","0.01306422520428896"
"280","0.01853848062455654","0.01853848062455654","0.01853848062455654"
"281","0.010226973332464695","0.010226973332464695","0.010226973332464695"
"282","0.012790797278285027","0.012790797278285027","0.012790797278285027"
"284","0.01410625223070383","0.01410625223070383","0.01410625223070383"
"285","0.020527075976133347","0.020527075976133347","0.020527075976133347"
"286","0.004901563283056021","0.004901563283056021","0.004901563283056021"
"287","0.012350399978458881","0.012350399978458881","0.012350399978458881"
"288","0.013418677262961864","0.013418677262961864","0.013418677262961864"
"289","0.01699780486524105","0.01699780486524105","0.01699780486524105"
"290","0.024648204445838928","0.024648204445838928","0.024648204445838928"
"291","0.012961473315954208","0.012961473315954208","0.012961473315954208"
"292","0.012924568727612495","0.012924568727612495","0.012924568727612495"
"293","0.012849241495132446","0.012849241495132446","0.012849241495132446"
"294","0.01663363166153431","0.01663363166153431","0.01663363166153431"
"295","0.015495656058192253","0.015495656058192253","0.015495656058192253"
"296","0.014993397518992424","0.014993397518992424","0.014993397518992424"
"297","0.013746573589742184","0.013746573589742184","0.013746573589742184"
"298","0.01218400802463293","0.01218400802463293","0.01218400802463293"
"299","0.018347525969147682","0.018347525969147682","0.018347525969147682"
"301","0.012348053976893425","0.012348053976893425","0.012348053976893425"
"302","0.02305065281689167","0.02305065281689167","0.02305065281689167"
"303","0.013693529181182384","0.013693529181182384","0.013693529181182384"
"304","0.018481828272342682","0.018481828272342682","0.018481828272342682"
"305","0.013958664610981941","0.013958664610981941","0.013958664610981941"
"306","0.012220993638038635","0.012220993638038635","0.012220993638038635"
"307","0.020344074815511703","0.020344074815511703","0.020344074815511703"
"308","0.012460781261324883","0.012460781261324883","0.012460781261324883"
"309","0.0158830676227808","0.0158830676227808","0.0158830676227808"
"310","0.009796258062124252","0.009796258062124252","0.009796258062124252"
"311","0.0274838637560606","0.0274838637560606","0.0274838637560606"
"312","0.01427476853132248","0.01427476853132248","0.01427476853132248"
"313","0.016097623854875565","0.016097623854875565","0.016097623854875565"
"314","0.023029379546642303","0.023029379546642303","0.023029379546642303"
"315","0.013330653309822083","0.013330653309822083","0.013330653309822083"
"316","0.013064499944448471","0.013064499944448471","0.013064499944448471"
"318","0.01150482427328825","0.01150482427328825","0.01150482427328825"
"319","0.01092910673469305","0.01092910673469305","0.01092910673469305"
"320","0.03623315319418907","0.03623315319418907","0.03623315319418907"
"321","0.007991128601133823","0.007991128601133823","0.007991128601133823"
"322","0.010364360176026821","0.010364360176026821","0.010364360176026821"
"323","0.02727004885673523","0.02727004885673523","0.02727004885673523"
"324","0.01255439966917038","0.01255439966917038","0.01255439966917038"
"325","0.015102788805961609","0.015102788805961609","0.015102788805961609"
"326","0.004723481368273497","0.004723481368273497","0.004723481368273497"
"327","0.011070081032812595","0.011070081032812595","0.011070081032812595"
"328","0.0126724261790514","0.0126724261790514","0.0126724261790514"
"329","0.013043456710875034","0.013043456710875034","0.013043456710875034"
"330","0.008992653340101242","0.008992653340101242","0.008992653340101242"
"331","0.012591352686285973","0.012591352686285973","0.012591352686285973"
"332","0.02998197451233864","0.02998197451233864","0.02998197451233864"
"333","0.017320657148957253","0.017320657148957253","0.017320657148957253"
"334","0.012606031261384487","0.012606031261384487","0.012606031261384487"
"335","0.015884097665548325","0.015884097665548325","0.015884097665548325"
"336","0.010395686142146587","0.010395686142146587","0.010395686142146587"
"337","0.01191455777734518","0.01191455777734518","0.01191455777734518"
"338","0.0048060789704322815","0.0048060789704322815","0.0048060789704322815"
"339","0.013464916497468948","0.013464916497468948","0.013464916497468948"
"340","0.012741944752633572","0.012741944752633572","0.012741944752633572"
"341","0.0151140745729208","0.0151140745729208","0.0151140745729208"
"342","0.010230219922959805","0.010230219922959805","0.010230219922959805"
"343","0.01843184605240822","0.01843184605240822","0.01843184605240822"
"344","0.024331865832209587","0.024331865832209587","0.024331865832209587"
"345","0.011493021622300148","0.011493021622300148","0.011493021622300148"
"346","0.018218861892819405","0.018218861892819405","0.018218861892819405"
"347","0.012186160311102867","0.012186160311102867","0.012186160311102867"
"348","0.006955441553145647","0.006955441553145647","0.006955441553145647"
"349","0.01775522530078888","0.01775522530078888","0.01775522530078888"
"351","0.0195994321256876","0.0195994321256876","0.0195994321256876"
"352","0.03323579952120781","0.03323579952120781","0.03323579952120781"
"353","0.013589122332632542","0.013589122332632542","0.013589122332632542"
"354","0.009752554818987846","0.009752554818987846","0.009752554818987846"
"355","0.006569121964275837","0.006569121964275837","0.006569121964275837"
"356","0.0062544215470552444","0.0062544215470552444","0.0062544215470552444"
"357","0.014687838964164257","0.014687838964164257","0.014687838964164257"
"358","0.01675044186413288","0.01675044186413288","0.01675044186413288"
"359","0.03779974952340126","0.03779974952340126","0.03779974952340126"
"360","0.014899014495313168","0.014899014495313168","0.014899014495313168"
"361","0.010950659401714802","0.010950659401714802","0.010950659401714802"
"362","0.01940787211060524","0.01940787211060524","0.01940787211060524"
"363","0.0132132014259696","0.0132132014259696","0.0132132014259696"
"364","0.012414281256496906","0.012414281256496906","0.012414281256496906"
"365","0.00994561892002821","0.00994561892002821","0.00994561892002821"
"366","0.012924344278872013","0.012924344278872013","0.012924344278872013"
"367","0.011417204514145851","0.011417204514145851","0.011417204514145851"
"368","0.02190806157886982","0.02190806157886982","0.02190806157886982"
"369","0.0227566696703434","0.0227566696703434","0.0227566696703434"
"370","0.010206303559243679","0.010206303559243679","0.010206303559243679"
"371","0.013105109333992004","0.013105109333992004","0.013105109333992004"
"372","0.016240421682596207","0.016240421682596207","0.016240421682596207"
"373","0.012386796064674854","0.012386796064674854","0.012386796064674854"
"374","0.016465580090880394","0.016465580090880394","0.016465580090880394"
"375","0.03256263583898544","0.03256263583898544","0.03256263583898544"
"376","0.006008574273437262","0.006008574273437262","0.006008574273437262"
"377","0.016781186684966087","0.016781186684966087","0.016781186684966087"
"378","0.022457242012023926","0.022457242012023926","0.022457242012023926"
"379","0.004310821648687124","0.004310821648687124","0.004310821648687124"
"380","0.03248705342411995","0.03248705342411995","0.03248705342411995"
"381","0.011774671263992786","0.011774671263992786","0.011774671263992786"
"382","0.0079518873244524","0.0079518873244524","0.0079518873244524"
"384","0.007046662736684084","0.007046662736684084","0.007046662736684084"
"385","0.004990029614418745","0.004990029614418745","0.004990029614418745"
"386","0.03900986909866333","0.03900986909866333","0.03900986909866333"
"387","0.007654980756342411","0.007654980756342411","0.007654980756342411"
"388","0.012009513564407825","0.012009513564407825","0.012009513564407825"
"389","0.01205499842762947","0.01205499842762947","0.01205499842762947"
"390","0.0308554545044899","0.0308554545044899","0.0308554545044899"
"391","0.01909884437918663","0.01909884437918663","0.01909884437918663"
"392","0.020676877349615097","0.020676877349615097","0.020676877349615097"
"393","0.028938043862581253","0.028938043862581253","0.028938043862581253"
"394","0.042470257729291916","0.042470257729291916","0.042470257729291916"
"395","0.006970025133341551","0.006970025133341551","0.006970025133341551"
"396","0.0045910547487437725","0.0045910547487437725","0.0045910547487437725"
"397","0.011878913268446922","0.011878913268446922","0.011878913268446922"
"398","0.011880776844918728","0.011880776844918728","0.011880776844918728"
"399","0.01547248475253582","0.01547248475253582","0.01547248475253582"
"401","0.011936899274587631","0.011936899274587631","0.011936899274587631"
"402","0.015545151196420193","0.015545151196420193","0.015545151196420193"
"403","0.011749636381864548","0.011749636381864548","0.011749636381864548"
"404","0.01556398719549179","0.01556398719549179","0.01556398719549179"
"405","0.010882824659347534","0.010882824659347534","0.010882824659347534"
"406","0.013269512914121151","0.013269512914121151","0.013269512914121151"
"407","0.004944972228258848","0.004944972228258848","0.004944972228258848"
"408","0.013442824594676495","0.013442824594676495","0.013442824594676495"
"409","0.014045014046132565","0.014045014046132565","0.014045014046132565"
"410","0.010768426582217216","0.010768426582217216","0.010768426582217216"
"411","0.021646615117788315","0.021646615117788315","0.021646615117788315"
"412","0.014694889076054096","0.014694889076054096","0.014694889076054096"
"413","0.01176756713539362","0.01176756713539362","0.01176756713539362"
"414","0.020910300314426422","0.020910300314426422","0.020910300314426422"
"415","0.009934744797647","0.009934744797647","0.009934744797647"
"416","0.006626217160373926","0.006626217160373926","0.006626217160373926"
"418","0.00898315291851759","0.00898315291851759","0.00898315291851759"
"419","0.013480187393724918","0.013480187393724918","0.013480187393724918"
"420","0.01349552534520626","0.01349552534520626","0.01349552534520626"
"421","0.014732812531292439","0.014732812531292439","0.014732812531292439"
"422","0.00931513775140047","0.00931513775140047","0.00931513775140047"
"423","0.016696838662028313","0.016696838662028313","0.016696838662028313"
"424","0.014744946733117104","0.014744946733117104","0.014744946733117104"
"425","0.02632117085158825","0.02632117085158825","0.02632117085158825"
"426","0.029686855152249336","0.029686855152249336","0.029686855152249336"
"427","0.013810191303491592","0.013810191303491592","0.013810191303491592"
"428","0.008999345824122429","0.008999345824122429","0.008999345824122429"
"429","0.029001882299780846","0.029001882299780846","0.029001882299780846"
"430","0.004816609434783459","0.004816609434783459","0.004816609434783459"
"431","0.011204429902136326","0.011204429902136326","0.011204429902136326"
"432","0.004960935562849045","0.004960935562849045","0.004960935562849045"
"433","0.0053472863510251045","0.0053472863510251045","0.0053472863510251045"
"434","0.013386055827140808","0.013386055827140808","0.013386055827140808"
"435","0.01633593626320362","0.01633593626320362","0.01633593626320362"
"436","0.0146012082695961","0.0146012082695961","0.0146012082695961"
"437","0.013673784211277962","0.013673784211277962","0.013673784211277962"
"438","0.014067531563341618","0.014067531563341618","0.014067531563341618"
"439","0.02269608899950981","0.02269608899950981","0.02269608899950981"
"440","0.010761180892586708","0.010761180892586708","0.010761180892586708"
"441","0.013329311273992062","0.013329311273992062","0.013329311273992062"
"442","0.010722366161644459","0.010722366161644459","0.010722366161644459"
"443","0.009666595607995987","0.009666595607995987","0.009666595607995987"
"444","0.020727796480059624","0.020727796480059624","0.020727796480059624"
"445","0.011557663790881634","0.011557663790881634","0.011557663790881634"
"446","0.017368551343679428","0.017368551343679428","0.017368551343679428"
"447","0.015526172704994678","0.015526172704994678","0.015526172704994678"
"448","0.00698646018281579","0.00698646018281579","0.00698646018281579"
"449","0.013045779429376125","0.013045779429376125","0.013045779429376125"
"451","0.014277683570981026","0.014277683570981026","0.014277683570981026"
"452","0.013057385571300983","0.013057385571300983","0.013057385571300983"
"453","0.007567592430859804","0.007567592430859804","0.007567592430859804"
"454","0.019809767603874207","0.019809767603874207","0.019809767603874207"
"455","0.011933857575058937","0.011933857575058937","0.011933857575058937"
"456","0.00993083231151104","0.00993083231151104","0.00993083231151104"
"457","0.0060028936713933945","0.0060028936713933945","0.0060028936713933945"
"458","0.008501446805894375","0.008501446805894375","0.008501446805894375"
"459","0.02442660927772522","0.02442660927772522","0.02442660927772522"
"460","0.025994597002863884","0.025994597002863884","0.025994597002863884"
"461","0.011122660711407661","0.011122660711407661","0.011122660711407661"
"462","0.012071707285940647","0.012071707285940647","0.012071707285940647"
"463","0.014433546923100948","0.014433546923100948","0.014433546923100948"
"464","0.005720565095543861","0.005720565095543861","0.005720565095543861"
