"Step","vocal-sun-198 - test/ssim_scat","vocal-sun-198 - test/ssim_scat__MIN","vocal-sun-198 - test/ssim_scat__MAX"
"102","0.9085272550582886","0.9085272550582886","0.9085272550582886"
"103","0.9050948619842529","0.9050948619842529","0.9050948619842529"
"104","0.9026693105697632","0.9026693105697632","0.9026693105697632"
"105","0.8899224996566772","0.8899224996566772","0.8899224996566772"
"106","0.8855140209197998","0.8855140209197998","0.8855140209197998"
"107","0.851115345954895","0.851115345954895","0.851115345954895"
"108","0.8850191831588745","0.8850191831588745","0.8850191831588745"
"109","0.8865683078765869","0.8865683078765869","0.8865683078765869"
"110","0.9124003052711487","0.9124003052711487","0.9124003052711487"
"111","0.8643571734428406","0.8643571734428406","0.8643571734428406"
"112","0.9013247489929199","0.9013247489929199","0.9013247489929199"
"113","0.8389129638671875","0.8389129638671875","0.8389129638671875"
"114","0.8783751726150513","0.8783751726150513","0.8783751726150513"
"116","0.9048103094100952","0.9048103094100952","0.9048103094100952"
"117","0.9291459321975708","0.9291459321975708","0.9291459321975708"
"118","0.8797786235809326","0.8797786235809326","0.8797786235809326"
"119","0.8962475061416626","0.8962475061416626","0.8962475061416626"
"120","0.9151903390884399","0.9151903390884399","0.9151903390884399"
"121","0.9178375005722046","0.9178375005722046","0.9178375005722046"
"122","0.9140268564224243","0.9140268564224243","0.9140268564224243"
"123","0.875248908996582","0.875248908996582","0.875248908996582"
"124","0.8946062922477722","0.8946062922477722","0.8946062922477722"
"125","0.8345052003860474","0.8345052003860474","0.8345052003860474"
"126","0.9167358875274658","0.9167358875274658","0.9167358875274658"
"127","0.8573808670043945","0.8573808670043945","0.8573808670043945"
"128","0.926173210144043","0.926173210144043","0.926173210144043"
"129","0.9142324328422546","0.9142324328422546","0.9142324328422546"
"130","0.8707687854766846","0.8707687854766846","0.8707687854766846"
"131","0.9117535352706909","0.9117535352706909","0.9117535352706909"
"132","0.9046320915222168","0.9046320915222168","0.9046320915222168"
"133","0.8770740032196045","0.8770740032196045","0.8770740032196045"
"134","0.9008283615112305","0.9008283615112305","0.9008283615112305"
"135","0.9183588027954102","0.9183588027954102","0.9183588027954102"
"136","0.8736088871955872","0.8736088871955872","0.8736088871955872"
"137","0.8872320055961609","0.8872320055961609","0.8872320055961609"
"138","0.9097614288330078","0.9097614288330078","0.9097614288330078"
"139","0.9072996973991394","0.9072996973991394","0.9072996973991394"
"140","0.9249944686889648","0.9249944686889648","0.9249944686889648"
"141","0.8933848738670349","0.8933848738670349","0.8933848738670349"
"142","0.914165735244751","0.914165735244751","0.914165735244751"
"143","0.8856685757637024","0.8856685757637024","0.8856685757637024"
"144","0.8755552768707275","0.8755552768707275","0.8755552768707275"
"145","0.9091047048568726","0.9091047048568726","0.9091047048568726"
"146","0.8685525059700012","0.8685525059700012","0.8685525059700012"
"147","0.9030419588088989","0.9030419588088989","0.9030419588088989"
"149","0.8913975954055786","0.8913975954055786","0.8913975954055786"
"150","0.9186787605285645","0.9186787605285645","0.9186787605285645"
"151","0.9160366654396057","0.9160366654396057","0.9160366654396057"
"152","0.9031376838684082","0.9031376838684082","0.9031376838684082"
"153","0.9123926162719727","0.9123926162719727","0.9123926162719727"
"154","0.8725076913833618","0.8725076913833618","0.8725076913833618"
"155","0.9071130752563477","0.9071130752563477","0.9071130752563477"
"156","0.9039297103881836","0.9039297103881836","0.9039297103881836"
"157","0.8990205526351929","0.8990205526351929","0.8990205526351929"
"158","0.9043648838996887","0.9043648838996887","0.9043648838996887"
"159","0.8708491325378418","0.8708491325378418","0.8708491325378418"
"160","0.8796853423118591","0.8796853423118591","0.8796853423118591"
"161","0.903428316116333","0.903428316116333","0.903428316116333"
"162","0.8833574056625366","0.8833574056625366","0.8833574056625366"
"163","0.8718427419662476","0.8718427419662476","0.8718427419662476"
"164","0.8850645422935486","0.8850645422935486","0.8850645422935486"
"165","0.9220835566520691","0.9220835566520691","0.9220835566520691"
"166","0.9248203039169312","0.9248203039169312","0.9248203039169312"
"167","0.9048780798912048","0.9048780798912048","0.9048780798912048"
"168","0.9061203002929688","0.9061203002929688","0.9061203002929688"
"169","0.9001243710517883","0.9001243710517883","0.9001243710517883"
"170","0.8635909557342529","0.8635909557342529","0.8635909557342529"
"171","0.8868287205696106","0.8868287205696106","0.8868287205696106"
"172","0.887499988079071","0.887499988079071","0.887499988079071"
"173","0.9019414186477661","0.9019414186477661","0.9019414186477661"
"174","0.9165331125259399","0.9165331125259399","0.9165331125259399"
"175","0.9061142802238464","0.9061142802238464","0.9061142802238464"
"176","0.9138859510421753","0.9138859510421753","0.9138859510421753"
"177","0.9260814189910889","0.9260814189910889","0.9260814189910889"
"178","0.9244752526283264","0.9244752526283264","0.9244752526283264"
"179","0.8922171592712402","0.8922171592712402","0.8922171592712402"
"180","0.9166935682296753","0.9166935682296753","0.9166935682296753"
"182","0.8929475545883179","0.8929475545883179","0.8929475545883179"
"183","0.9175641536712646","0.9175641536712646","0.9175641536712646"
"184","0.9144260287284851","0.9144260287284851","0.9144260287284851"
"185","0.8390710949897766","0.8390710949897766","0.8390710949897766"
"186","0.9303781390190125","0.9303781390190125","0.9303781390190125"
"187","0.8936383724212646","0.8936383724212646","0.8936383724212646"
"188","0.905201256275177","0.905201256275177","0.905201256275177"
"189","0.9188559055328369","0.9188559055328369","0.9188559055328369"
"190","0.8710638284683228","0.8710638284683228","0.8710638284683228"
"191","0.8961764574050903","0.8961764574050903","0.8961764574050903"
"192","0.9072695970535278","0.9072695970535278","0.9072695970535278"
"193","0.9326517581939697","0.9326517581939697","0.9326517581939697"
"194","0.9085614085197449","0.9085614085197449","0.9085614085197449"
"195","0.8612327575683594","0.8612327575683594","0.8612327575683594"
"196","0.9072490334510803","0.9072490334510803","0.9072490334510803"
"197","0.9080410003662109","0.9080410003662109","0.9080410003662109"
"198","0.9058291912078857","0.9058291912078857","0.9058291912078857"
"199","0.8850696086883545","0.8850696086883545","0.8850696086883545"
"200","0.8833283185958862","0.8833283185958862","0.8833283185958862"
"201","0.9221646189689636","0.9221646189689636","0.9221646189689636"
"202","0.873833954334259","0.873833954334259","0.873833954334259"
"203","0.9276847243309021","0.9276847243309021","0.9276847243309021"
"204","0.9314245581626892","0.9314245581626892","0.9314245581626892"
"205","0.9083914160728455","0.9083914160728455","0.9083914160728455"
"206","0.8980326652526855","0.8980326652526855","0.8980326652526855"
"207","0.9109000563621521","0.9109000563621521","0.9109000563621521"
"208","0.8711308240890503","0.8711308240890503","0.8711308240890503"
"209","0.9154758453369141","0.9154758453369141","0.9154758453369141"
"210","0.8918044567108154","0.8918044567108154","0.8918044567108154"
"211","0.9073660373687744","0.9073660373687744","0.9073660373687744"
"212","0.8790985345840454","0.8790985345840454","0.8790985345840454"
"213","0.889670729637146","0.889670729637146","0.889670729637146"
"215","0.91849285364151","0.91849285364151","0.91849285364151"
"216","0.9076783061027527","0.9076783061027527","0.9076783061027527"
"217","0.9249051809310913","0.9249051809310913","0.9249051809310913"
"218","0.9279797673225403","0.9279797673225403","0.9279797673225403"
"219","0.9134832620620728","0.9134832620620728","0.9134832620620728"
"220","0.8984626531600952","0.8984626531600952","0.8984626531600952"
"221","0.9143577814102173","0.9143577814102173","0.9143577814102173"
"222","0.9047378301620483","0.9047378301620483","0.9047378301620483"
"223","0.8916281461715698","0.8916281461715698","0.8916281461715698"
"224","0.9073480367660522","0.9073480367660522","0.9073480367660522"
"225","0.8896483182907104","0.8896483182907104","0.8896483182907104"
"226","0.8670392036437988","0.8670392036437988","0.8670392036437988"
"227","0.91957688331604","0.91957688331604","0.91957688331604"
"228","0.9131143093109131","0.9131143093109131","0.9131143093109131"
"229","0.915486752986908","0.915486752986908","0.915486752986908"
"230","0.8947213292121887","0.8947213292121887","0.8947213292121887"
"231","0.9080997705459595","0.9080997705459595","0.9080997705459595"
"232","0.9181106090545654","0.9181106090545654","0.9181106090545654"
"233","0.9061441421508789","0.9061441421508789","0.9061441421508789"
"234","0.8750848770141602","0.8750848770141602","0.8750848770141602"
"235","0.9037951827049255","0.9037951827049255","0.9037951827049255"
"236","0.8956184387207031","0.8956184387207031","0.8956184387207031"
"237","0.890556812286377","0.890556812286377","0.890556812286377"
"238","0.915443480014801","0.915443480014801","0.915443480014801"
"239","0.9215866327285767","0.9215866327285767","0.9215866327285767"
"240","0.9087128639221191","0.9087128639221191","0.9087128639221191"
"241","0.9019351601600647","0.9019351601600647","0.9019351601600647"
"242","0.9312492609024048","0.9312492609024048","0.9312492609024048"
"243","0.9102656841278076","0.9102656841278076","0.9102656841278076"
"244","0.9150166511535645","0.9150166511535645","0.9150166511535645"
"245","0.8941056728363037","0.8941056728363037","0.8941056728363037"
"246","0.9304015636444092","0.9304015636444092","0.9304015636444092"
"248","0.9213142395019531","0.9213142395019531","0.9213142395019531"
"249","0.9097175598144531","0.9097175598144531","0.9097175598144531"
"250","0.9123314619064331","0.9123314619064331","0.9123314619064331"
"251","0.8074676990509033","0.8074676990509033","0.8074676990509033"
"252","0.899347186088562","0.899347186088562","0.899347186088562"
"253","0.9104679226875305","0.9104679226875305","0.9104679226875305"
"254","0.8633869886398315","0.8633869886398315","0.8633869886398315"
"255","0.9035122394561768","0.9035122394561768","0.9035122394561768"
"256","0.9170792102813721","0.9170792102813721","0.9170792102813721"
"257","0.8635060787200928","0.8635060787200928","0.8635060787200928"
"258","0.933861494064331","0.933861494064331","0.933861494064331"
"259","0.8825303912162781","0.8825303912162781","0.8825303912162781"
"260","0.8889065384864807","0.8889065384864807","0.8889065384864807"
"261","0.880486011505127","0.880486011505127","0.880486011505127"
"262","0.902012050151825","0.902012050151825","0.902012050151825"
"263","0.9192222356796265","0.9192222356796265","0.9192222356796265"
"264","0.8780632019042969","0.8780632019042969","0.8780632019042969"
"265","0.8731715679168701","0.8731715679168701","0.8731715679168701"
"266","0.9105677604675293","0.9105677604675293","0.9105677604675293"
"267","0.8886804580688477","0.8886804580688477","0.8886804580688477"
"268","0.9175556898117065","0.9175556898117065","0.9175556898117065"
"269","0.9341424107551575","0.9341424107551575","0.9341424107551575"
"270","0.8803465366363525","0.8803465366363525","0.8803465366363525"
"271","0.8600707650184631","0.8600707650184631","0.8600707650184631"
"272","0.901767373085022","0.901767373085022","0.901767373085022"
"273","0.9106230139732361","0.9106230139732361","0.9106230139732361"
"274","0.9202121496200562","0.9202121496200562","0.9202121496200562"
"275","0.8769230842590332","0.8769230842590332","0.8769230842590332"
"276","0.879593014717102","0.879593014717102","0.879593014717102"
"277","0.8849887251853943","0.8849887251853943","0.8849887251853943"
"278","0.898870050907135","0.898870050907135","0.898870050907135"
"279","0.8835111856460571","0.8835111856460571","0.8835111856460571"
"281","0.9218589663505554","0.9218589663505554","0.9218589663505554"
"282","0.8858873844146729","0.8858873844146729","0.8858873844146729"
"283","0.9136782884597778","0.9136782884597778","0.9136782884597778"
"284","0.9195905923843384","0.9195905923843384","0.9195905923843384"
"285","0.8810921907424927","0.8810921907424927","0.8810921907424927"
"286","0.9166643619537354","0.9166643619537354","0.9166643619537354"
"287","0.871242105960846","0.871242105960846","0.871242105960846"
"288","0.8920375108718872","0.8920375108718872","0.8920375108718872"
"289","0.9046179056167603","0.9046179056167603","0.9046179056167603"
"290","0.8924294710159302","0.8924294710159302","0.8924294710159302"
"291","0.9090111255645752","0.9090111255645752","0.9090111255645752"
"292","0.886620044708252","0.886620044708252","0.886620044708252"
"293","0.8907001614570618","0.8907001614570618","0.8907001614570618"
"294","0.9024572372436523","0.9024572372436523","0.9024572372436523"
"295","0.8955022692680359","0.8955022692680359","0.8955022692680359"
"296","0.8957430124282837","0.8957430124282837","0.8957430124282837"
"297","0.9101804494857788","0.9101804494857788","0.9101804494857788"
"298","0.887936532497406","0.887936532497406","0.887936532497406"
"299","0.9200193881988525","0.9200193881988525","0.9200193881988525"
"300","0.8995694518089294","0.8995694518089294","0.8995694518089294"
"301","0.8945091366767883","0.8945091366767883","0.8945091366767883"
"302","0.9025578498840332","0.9025578498840332","0.9025578498840332"
"303","0.8833386898040771","0.8833386898040771","0.8833386898040771"
"304","0.9289343357086182","0.9289343357086182","0.9289343357086182"
"305","0.9315118789672852","0.9315118789672852","0.9315118789672852"
"306","0.9096148610115051","0.9096148610115051","0.9096148610115051"
"307","0.8871351480484009","0.8871351480484009","0.8871351480484009"
"308","0.9017726182937622","0.9017726182937622","0.9017726182937622"
"309","0.880719780921936","0.880719780921936","0.880719780921936"
"310","0.892662763595581","0.892662763595581","0.892662763595581"
"311","0.9117357730865479","0.9117357730865479","0.9117357730865479"
"312","0.9182155132293701","0.9182155132293701","0.9182155132293701"
"314","0.8986619710922241","0.8986619710922241","0.8986619710922241"
"315","0.8886419534683228","0.8886419534683228","0.8886419534683228"
"316","0.855551540851593","0.855551540851593","0.855551540851593"
"317","0.9025248885154724","0.9025248885154724","0.9025248885154724"
"318","0.8900464773178101","0.8900464773178101","0.8900464773178101"
"319","0.8876588940620422","0.8876588940620422","0.8876588940620422"
"320","0.8877915143966675","0.8877915143966675","0.8877915143966675"
"321","0.934208869934082","0.934208869934082","0.934208869934082"
"322","0.9190576076507568","0.9190576076507568","0.9190576076507568"
"323","0.9093717932701111","0.9093717932701111","0.9093717932701111"
"324","0.9275484681129456","0.9275484681129456","0.9275484681129456"
"325","0.916898250579834","0.916898250579834","0.916898250579834"
"326","0.9077309370040894","0.9077309370040894","0.9077309370040894"
"327","0.931698203086853","0.931698203086853","0.931698203086853"
"328","0.8799064755439758","0.8799064755439758","0.8799064755439758"
"329","0.8991489410400391","0.8991489410400391","0.8991489410400391"
"330","0.9071235656738281","0.9071235656738281","0.9071235656738281"
"331","0.8993031978607178","0.8993031978607178","0.8993031978607178"
"332","0.9032683968544006","0.9032683968544006","0.9032683968544006"
"333","0.8806662559509277","0.8806662559509277","0.8806662559509277"
"334","0.9104430675506592","0.9104430675506592","0.9104430675506592"
"335","0.9347933530807495","0.9347933530807495","0.9347933530807495"
"336","0.9172251224517822","0.9172251224517822","0.9172251224517822"
"337","0.8832465410232544","0.8832465410232544","0.8832465410232544"
"338","0.8971737623214722","0.8971737623214722","0.8971737623214722"
"339","0.9102829694747925","0.9102829694747925","0.9102829694747925"
"340","0.8812704086303711","0.8812704086303711","0.8812704086303711"
"341","0.870635986328125","0.870635986328125","0.870635986328125"
"342","0.8841137290000916","0.8841137290000916","0.8841137290000916"
"343","0.9228682518005371","0.9228682518005371","0.9228682518005371"
"344","0.9018567800521851","0.9018567800521851","0.9018567800521851"
"345","0.8861085176467896","0.8861085176467896","0.8861085176467896"
"347","0.8780261278152466","0.8780261278152466","0.8780261278152466"
"348","0.8603640794754028","0.8603640794754028","0.8603640794754028"
"349","0.9204311966896057","0.9204311966896057","0.9204311966896057"
"350","0.9115680456161499","0.9115680456161499","0.9115680456161499"
"351","0.9027199149131775","0.9027199149131775","0.9027199149131775"
"352","0.9078271389007568","0.9078271389007568","0.9078271389007568"
"353","0.9133141040802002","0.9133141040802002","0.9133141040802002"
"354","0.8825816512107849","0.8825816512107849","0.8825816512107849"
"355","0.8678077459335327","0.8678077459335327","0.8678077459335327"
"356","0.8698973059654236","0.8698973059654236","0.8698973059654236"
"357","0.8902414441108704","0.8902414441108704","0.8902414441108704"
"358","0.9081277847290039","0.9081277847290039","0.9081277847290039"
"359","0.9389474391937256","0.9389474391937256","0.9389474391937256"
"360","0.9220131635665894","0.9220131635665894","0.9220131635665894"
"361","0.8991411924362183","0.8991411924362183","0.8991411924362183"
"362","0.9003393650054932","0.9003393650054932","0.9003393650054932"
"363","0.8905937671661377","0.8905937671661377","0.8905937671661377"
"364","0.8748162984848022","0.8748162984848022","0.8748162984848022"
"365","0.8742771148681641","0.8742771148681641","0.8742771148681641"
"366","0.8965044021606445","0.8965044021606445","0.8965044021606445"
"367","0.9302588701248169","0.9302588701248169","0.9302588701248169"
"368","0.8731558322906494","0.8731558322906494","0.8731558322906494"
"369","0.9166474342346191","0.9166474342346191","0.9166474342346191"
"370","0.8896926045417786","0.8896926045417786","0.8896926045417786"
"371","0.8849068284034729","0.8849068284034729","0.8849068284034729"
"372","0.9074781537055969","0.9074781537055969","0.9074781537055969"
"373","0.9069269895553589","0.9069269895553589","0.9069269895553589"
"374","0.8733070492744446","0.8733070492744446","0.8733070492744446"
"375","0.9200537800788879","0.9200537800788879","0.9200537800788879"
"376","0.8898753523826599","0.8898753523826599","0.8898753523826599"
"377","0.9204973578453064","0.9204973578453064","0.9204973578453064"
"378","0.8940240144729614","0.8940240144729614","0.8940240144729614"
"380","0.9141947031021118","0.9141947031021118","0.9141947031021118"
"381","0.9173213839530945","0.9173213839530945","0.9173213839530945"
"382","0.8961851596832275","0.8961851596832275","0.8961851596832275"
"383","0.9177473783493042","0.9177473783493042","0.9177473783493042"
"384","0.9009407162666321","0.9009407162666321","0.9009407162666321"
"385","0.8934515714645386","0.8934515714645386","0.8934515714645386"
"386","0.8879926204681396","0.8879926204681396","0.8879926204681396"
"387","0.8833059668540955","0.8833059668540955","0.8833059668540955"
"388","0.9156173467636108","0.9156173467636108","0.9156173467636108"
"389","0.8828606605529785","0.8828606605529785","0.8828606605529785"
"390","0.8631940484046936","0.8631940484046936","0.8631940484046936"
"391","0.9069027900695801","0.9069027900695801","0.9069027900695801"
"392","0.9152976274490356","0.9152976274490356","0.9152976274490356"
"393","0.9089325070381165","0.9089325070381165","0.9089325070381165"
"394","0.9045041799545288","0.9045041799545288","0.9045041799545288"
"395","0.9204026460647583","0.9204026460647583","0.9204026460647583"
"396","0.8973289132118225","0.8973289132118225","0.8973289132118225"
"397","0.8936042189598083","0.8936042189598083","0.8936042189598083"
"398","0.8819356560707092","0.8819356560707092","0.8819356560707092"
"399","0.8924967050552368","0.8924967050552368","0.8924967050552368"
"400","0.9370481967926025","0.9370481967926025","0.9370481967926025"
"401","0.8788511753082275","0.8788511753082275","0.8788511753082275"
"402","0.9088813066482544","0.9088813066482544","0.9088813066482544"
"403","0.9215863347053528","0.9215863347053528","0.9215863347053528"
"404","0.8953614234924316","0.8953614234924316","0.8953614234924316"
"405","0.8858579993247986","0.8858579993247986","0.8858579993247986"
"406","0.8552215099334717","0.8552215099334717","0.8552215099334717"
"407","0.9248032569885254","0.9248032569885254","0.9248032569885254"
"408","0.9141676425933838","0.9141676425933838","0.9141676425933838"
"409","0.9134736061096191","0.9134736061096191","0.9134736061096191"
"410","0.8982830047607422","0.8982830047607422","0.8982830047607422"
"411","0.9017754793167114","0.9017754793167114","0.9017754793167114"
"413","0.902501106262207","0.902501106262207","0.902501106262207"
"414","0.8909093141555786","0.8909093141555786","0.8909093141555786"
"415","0.9108675718307495","0.9108675718307495","0.9108675718307495"
"416","0.891562819480896","0.891562819480896","0.891562819480896"
"417","0.8830105066299438","0.8830105066299438","0.8830105066299438"
"418","0.9047462940216064","0.9047462940216064","0.9047462940216064"
"419","0.9079396724700928","0.9079396724700928","0.9079396724700928"
"420","0.8809990882873535","0.8809990882873535","0.8809990882873535"
"421","0.9315334558486938","0.9315334558486938","0.9315334558486938"
"422","0.9102401733398438","0.9102401733398438","0.9102401733398438"
"423","0.9102873802185059","0.9102873802185059","0.9102873802185059"
"424","0.8705819845199585","0.8705819845199585","0.8705819845199585"
"425","0.9165301322937012","0.9165301322937012","0.9165301322937012"
"426","0.9045486450195312","0.9045486450195312","0.9045486450195312"
"427","0.9173322319984436","0.9173322319984436","0.9173322319984436"
"428","0.9107924699783325","0.9107924699783325","0.9107924699783325"
"429","0.880786657333374","0.880786657333374","0.880786657333374"
"430","0.874909520149231","0.874909520149231","0.874909520149231"
"431","0.9077479839324951","0.9077479839324951","0.9077479839324951"
"432","0.8898759484291077","0.8898759484291077","0.8898759484291077"
"433","0.9209494590759277","0.9209494590759277","0.9209494590759277"
"434","0.8841615915298462","0.8841615915298462","0.8841615915298462"
"435","0.9175242185592651","0.9175242185592651","0.9175242185592651"
"436","0.9134983420372009","0.9134983420372009","0.9134983420372009"
"437","0.9175291657447815","0.9175291657447815","0.9175291657447815"
"438","0.9138976335525513","0.9138976335525513","0.9138976335525513"
"439","0.9297486543655396","0.9297486543655396","0.9297486543655396"
"440","0.8868703246116638","0.8868703246116638","0.8868703246116638"
"441","0.913215160369873","0.913215160369873","0.913215160369873"
"442","0.9170675277709961","0.9170675277709961","0.9170675277709961"
"443","0.9069091081619263","0.9069091081619263","0.9069091081619263"
"444","0.9232310652732849","0.9232310652732849","0.9232310652732849"
"446","0.8935573101043701","0.8935573101043701","0.8935573101043701"
"447","0.8923633098602295","0.8923633098602295","0.8923633098602295"
"448","0.9157713055610657","0.9157713055610657","0.9157713055610657"
"449","0.8792691230773926","0.8792691230773926","0.8792691230773926"
"450","0.9187154769897461","0.9187154769897461","0.9187154769897461"
"451","0.9077789187431335","0.9077789187431335","0.9077789187431335"
"452","0.9026999473571777","0.9026999473571777","0.9026999473571777"
"453","0.9072573781013489","0.9072573781013489","0.9072573781013489"
"454","0.9074704647064209","0.9074704647064209","0.9074704647064209"
"455","0.8890879154205322","0.8890879154205322","0.8890879154205322"
"456","0.9050689935684204","0.9050689935684204","0.9050689935684204"
"457","0.9074513912200928","0.9074513912200928","0.9074513912200928"
"458","0.9279223680496216","0.9279223680496216","0.9279223680496216"
"459","0.9093095064163208","0.9093095064163208","0.9093095064163208"
"460","0.9260233640670776","0.9260233640670776","0.9260233640670776"
"461","0.8711190819740295","0.8711190819740295","0.8711190819740295"
"462","0.9062801599502563","0.9062801599502563","0.9062801599502563"
"463","0.8921331167221069","0.8921331167221069","0.8921331167221069"
"464","0.8949484825134277","0.8949484825134277","0.8949484825134277"
