"Step","vocal-sun-198 - test/psnr_scat","vocal-sun-198 - test/psnr_scat__MIN","vocal-sun-198 - test/psnr_scat__MAX"
"114","35.3851432800293","35.3851432800293","35.3851432800293"
"116","35.82627487182617","35.82627487182617","35.82627487182617"
"117","39.68473434448242","39.68473434448242","39.68473434448242"
"118","33.540977478027344","33.540977478027344","33.540977478027344"
"119","36.626251220703125","36.626251220703125","36.626251220703125"
"120","45.15278244018555","45.15278244018555","45.15278244018555"
"121","40.136924743652344","40.136924743652344","40.136924743652344"
"122","38.557029724121094","38.557029724121094","38.557029724121094"
"123","30.57953643798828","30.57953643798828","30.57953643798828"
"124","35.78580093383789","35.78580093383789","35.78580093383789"
"125","25.937143325805664","25.937143325805664","25.937143325805664"
"126","31.286252975463867","31.286252975463867","31.286252975463867"
"127","32.6518440246582","32.6518440246582","32.6518440246582"
"128","41.66806411743164","41.66806411743164","41.66806411743164"
"129","35.43705368041992","35.43705368041992","35.43705368041992"
"130","33.089935302734375","33.089935302734375","33.089935302734375"
"131","41.455780029296875","41.455780029296875","41.455780029296875"
"132","40.35890579223633","40.35890579223633","40.35890579223633"
"133","35.02099609375","35.02099609375","35.02099609375"
"134","37.34469223022461","37.34469223022461","37.34469223022461"
"135","38.973506927490234","38.973506927490234","38.973506927490234"
"136","31.335134506225586","31.335134506225586","31.335134506225586"
"137","34.179908752441406","34.179908752441406","34.179908752441406"
"138","44.40397644042969","44.40397644042969","44.40397644042969"
"139","45.90493392944336","45.90493392944336","45.90493392944336"
"140","41.6323356628418","41.6323356628418","41.6323356628418"
"141","38.853302001953125","38.853302001953125","38.853302001953125"
"142","39.368629455566406","39.368629455566406","39.368629455566406"
"143","29.286479949951172","29.286479949951172","29.286479949951172"
"144","35.98015594482422","35.98015594482422","35.98015594482422"
"145","41.67054748535156","41.67054748535156","41.67054748535156"
"146","27.3472843170166","27.3472843170166","27.3472843170166"
"147","39.94099807739258","39.94099807739258","39.94099807739258"
"149","37.18544387817383","37.18544387817383","37.18544387817383"
"150","32.64257049560547","32.64257049560547","32.64257049560547"
"151","38.50341033935547","38.50341033935547","38.50341033935547"
"152","38.62553787231445","38.62553787231445","38.62553787231445"
"153","41.91996383666992","41.91996383666992","41.91996383666992"
"154","27.493324279785156","27.493324279785156","27.493324279785156"
"155","40.276100158691406","40.276100158691406","40.276100158691406"
"156","36.62211608886719","36.62211608886719","36.62211608886719"
"157","36.4871940612793","36.4871940612793","36.4871940612793"
"158","37.84511184692383","37.84511184692383","37.84511184692383"
"159","28.982036590576172","28.982036590576172","28.982036590576172"
"160","32.172847747802734","32.172847747802734","32.172847747802734"
"161","38.4730110168457","38.4730110168457","38.4730110168457"
"162","33.60696029663086","33.60696029663086","33.60696029663086"
"163","33.0447998046875","33.0447998046875","33.0447998046875"
"164","33.12391662597656","33.12391662597656","33.12391662597656"
"165","47.54667282104492","47.54667282104492","47.54667282104492"
"166","37.388824462890625","37.388824462890625","37.388824462890625"
"167","36.42263412475586","36.42263412475586","36.42263412475586"
"168","34.38312530517578","34.38312530517578","34.38312530517578"
"169","38.13170623779297","38.13170623779297","38.13170623779297"
"170","27.08497428894043","27.08497428894043","27.08497428894043"
"171","36.92888641357422","36.92888641357422","36.92888641357422"
"172","33.209861755371094","33.209861755371094","33.209861755371094"
"173","39.340328216552734","39.340328216552734","39.340328216552734"
"174","39.0701904296875","39.0701904296875","39.0701904296875"
"175","39.927398681640625","39.927398681640625","39.927398681640625"
"176","38.41218185424805","38.41218185424805","38.41218185424805"
"177","40.834896087646484","40.834896087646484","40.834896087646484"
"178","39.431766510009766","39.431766510009766","39.431766510009766"
"179","27.876787185668945","27.876787185668945","27.876787185668945"
"180","45.87838363647461","45.87838363647461","45.87838363647461"
"182","37.05238342285156","37.05238342285156","37.05238342285156"
"183","35.6900634765625","35.6900634765625","35.6900634765625"
"184","38.65225601196289","38.65225601196289","38.65225601196289"
"185","27.553125381469727","27.553125381469727","27.553125381469727"
"186","41.07170104980469","41.07170104980469","41.07170104980469"
"187","33.43104553222656","33.43104553222656","33.43104553222656"
"188","35.335994720458984","35.335994720458984","35.335994720458984"
"189","41.793148040771484","41.793148040771484","41.793148040771484"
"190","29.649066925048828","29.649066925048828","29.649066925048828"
"191","37.37437438964844","37.37437438964844","37.37437438964844"
"192","42.90617370605469","42.90617370605469","42.90617370605469"
"193","40.5734977722168","40.5734977722168","40.5734977722168"
"194","38.511741638183594","38.511741638183594","38.511741638183594"
"195","31.93334197998047","31.93334197998047","31.93334197998047"
"196","29.125316619873047","29.125316619873047","29.125316619873047"
"197","38.47499465942383","38.47499465942383","38.47499465942383"
"198","31.926105499267578","31.926105499267578","31.926105499267578"
"199","35.09269332885742","35.09269332885742","35.09269332885742"
"200","38.503135681152344","38.503135681152344","38.503135681152344"
"201","41.01771545410156","41.01771545410156","41.01771545410156"
"202","33.464385986328125","33.464385986328125","33.464385986328125"
"203","40.24263000488281","40.24263000488281","40.24263000488281"
"204","42.328277587890625","42.328277587890625","42.328277587890625"
"205","39.65007781982422","39.65007781982422","39.65007781982422"
"206","40.334354400634766","40.334354400634766","40.334354400634766"
"207","41.08208465576172","41.08208465576172","41.08208465576172"
"208","32.125518798828125","32.125518798828125","32.125518798828125"
"209","39.979427337646484","39.979427337646484","39.979427337646484"
"210","36.07258987426758","36.07258987426758","36.07258987426758"
"211","34.59002685546875","34.59002685546875","34.59002685546875"
"212","32.34096908569336","32.34096908569336","32.34096908569336"
"213","36.64514923095703","36.64514923095703","36.64514923095703"
"215","40.99110794067383","40.99110794067383","40.99110794067383"
"216","40.01466369628906","40.01466369628906","40.01466369628906"
"217","41.340248107910156","41.340248107910156","41.340248107910156"
"218","37.74673843383789","37.74673843383789","37.74673843383789"
"219","40.17221450805664","40.17221450805664","40.17221450805664"
"220","37.90107345581055","37.90107345581055","37.90107345581055"
"221","40.62480545043945","40.62480545043945","40.62480545043945"
"222","31.430898666381836","31.430898666381836","31.430898666381836"
"223","38.54921340942383","38.54921340942383","38.54921340942383"
"224","38.526187896728516","38.526187896728516","38.526187896728516"
"225","33.94242858886719","33.94242858886719","33.94242858886719"
"226","32.420936584472656","32.420936584472656","32.420936584472656"
"227","45.11583709716797","45.11583709716797","45.11583709716797"
"228","33.620548248291016","33.620548248291016","33.620548248291016"
"229","39.51846694946289","39.51846694946289","39.51846694946289"
"230","33.897945404052734","33.897945404052734","33.897945404052734"
"231","42.762046813964844","42.762046813964844","42.762046813964844"
"232","33.96408462524414","33.96408462524414","33.96408462524414"
"233","38.58224868774414","38.58224868774414","38.58224868774414"
"234","30.53658676147461","30.53658676147461","30.53658676147461"
"235","39.60993576049805","39.60993576049805","39.60993576049805"
"236","37.738033294677734","37.738033294677734","37.738033294677734"
"237","37.68940734863281","37.68940734863281","37.68940734863281"
"238","40.41511917114258","40.41511917114258","40.41511917114258"
"239","45.00105667114258","45.00105667114258","45.00105667114258"
"240","42.834529876708984","42.834529876708984","42.834529876708984"
"241","38.188358306884766","38.188358306884766","38.188358306884766"
"242","40.805267333984375","40.805267333984375","40.805267333984375"
"243","33.03810119628906","33.03810119628906","33.03810119628906"
"244","40.46946334838867","40.46946334838867","40.46946334838867"
"245","35.79191207885742","35.79191207885742","35.79191207885742"
"246","39.126991271972656","39.126991271972656","39.126991271972656"
"248","39.95914840698242","39.95914840698242","39.95914840698242"
"249","42.260982513427734","42.260982513427734","42.260982513427734"
"250","40.93961715698242","40.93961715698242","40.93961715698242"
"251","29.554914474487305","29.554914474487305","29.554914474487305"
"252","38.10693359375","38.10693359375","38.10693359375"
"253","39.39005661010742","39.39005661010742","39.39005661010742"
"254","32.39442443847656","32.39442443847656","32.39442443847656"
"255","38.367061614990234","38.367061614990234","38.367061614990234"
"256","40.51439666748047","40.51439666748047","40.51439666748047"
"257","29.218286514282227","29.218286514282227","29.218286514282227"
"258","42.169795989990234","42.169795989990234","42.169795989990234"
"259","31.296415328979492","31.296415328979492","31.296415328979492"
"260","35.23948287963867","35.23948287963867","35.23948287963867"
"261","33.1611213684082","33.1611213684082","33.1611213684082"
"262","41.896697998046875","41.896697998046875","41.896697998046875"
"263","40.52976608276367","40.52976608276367","40.52976608276367"
"264","30.662832260131836","30.662832260131836","30.662832260131836"
"265","35.28142547607422","35.28142547607422","35.28142547607422"
"266","39.41999435424805","39.41999435424805","39.41999435424805"
"267","35.78004455566406","35.78004455566406","35.78004455566406"
"268","39.80353546142578","39.80353546142578","39.80353546142578"
"269","39.4042854309082","39.4042854309082","39.4042854309082"
"270","33.59075927734375","33.59075927734375","33.59075927734375"
"271","30.308589935302734","30.308589935302734","30.308589935302734"
"272","36.35517501831055","36.35517501831055","36.35517501831055"
"273","39.40131759643555","39.40131759643555","39.40131759643555"
"274","40.48210144042969","40.48210144042969","40.48210144042969"
"275","26.29352378845215","26.29352378845215","26.29352378845215"
"276","38.23638916015625","38.23638916015625","38.23638916015625"
"277","33.06999206542969","33.06999206542969","33.06999206542969"
"278","39.9792366027832","39.9792366027832","39.9792366027832"
"279","36.873023986816406","36.873023986816406","36.873023986816406"
"281","40.741416931152344","40.741416931152344","40.741416931152344"
"282","33.90530014038086","33.90530014038086","33.90530014038086"
"283","45.502498626708984","45.502498626708984","45.502498626708984"
"284","40.0732307434082","40.0732307434082","40.0732307434082"
"285","35.840972900390625","35.840972900390625","35.840972900390625"
"286","37.10883331298828","37.10883331298828","37.10883331298828"
"287","29.751232147216797","29.751232147216797","29.751232147216797"
"288","36.38030242919922","36.38030242919922","36.38030242919922"
"289","39.756168365478516","39.756168365478516","39.756168365478516"
"290","36.70476531982422","36.70476531982422","36.70476531982422"
"291","38.754051208496094","38.754051208496094","38.754051208496094"
"292","35.83195495605469","35.83195495605469","35.83195495605469"
"293","36.75698471069336","36.75698471069336","36.75698471069336"
"294","37.78197479248047","37.78197479248047","37.78197479248047"
"295","37.489280700683594","37.489280700683594","37.489280700683594"
"296","35.07870101928711","35.07870101928711","35.07870101928711"
"297","39.66075134277344","39.66075134277344","39.66075134277344"
"298","33.05561447143555","33.05561447143555","33.05561447143555"
"299","39.12782669067383","39.12782669067383","39.12782669067383"
"300","35.13525390625","35.13525390625","35.13525390625"
"301","37.87375259399414","37.87375259399414","37.87375259399414"
"302","39.82645797729492","39.82645797729492","39.82645797729492"
"303","33.78186798095703","33.78186798095703","33.78186798095703"
"304","41.616756439208984","41.616756439208984","41.616756439208984"
"305","38.929893493652344","38.929893493652344","38.929893493652344"
"306","40.442134857177734","40.442134857177734","40.442134857177734"
"307","31.714263916015625","31.714263916015625","31.714263916015625"
"308","39.652618408203125","39.652618408203125","39.652618408203125"
"309","35.74663162231445","35.74663162231445","35.74663162231445"
"310","33.66619110107422","33.66619110107422","33.66619110107422"
"311","37.46576690673828","37.46576690673828","37.46576690673828"
"312","39.664306640625","39.664306640625","39.664306640625"
"314","37.27208709716797","37.27208709716797","37.27208709716797"
"315","36.204593658447266","36.204593658447266","36.204593658447266"
"316","27.978097915649414","27.978097915649414","27.978097915649414"
"317","41.450706481933594","41.450706481933594","41.450706481933594"
"318","39.52666473388672","39.52666473388672","39.52666473388672"
"319","31.89202117919922","31.89202117919922","31.89202117919922"
"320","38.57634735107422","38.57634735107422","38.57634735107422"
"321","40.35881042480469","40.35881042480469","40.35881042480469"
"322","45.50959396362305","45.50959396362305","45.50959396362305"
"323","39.89655685424805","39.89655685424805","39.89655685424805"
"324","37.69572830200195","37.69572830200195","37.69572830200195"
"325","36.94059753417969","36.94059753417969","36.94059753417969"
"326","38.65804672241211","38.65804672241211","38.65804672241211"
"327","41.87276840209961","41.87276840209961","41.87276840209961"
"328","29.993173599243164","29.993173599243164","29.993173599243164"
"329","36.29157638549805","36.29157638549805","36.29157638549805"
"330","39.657318115234375","39.657318115234375","39.657318115234375"
"331","35.88590621948242","35.88590621948242","35.88590621948242"
"332","34.2567024230957","34.2567024230957","34.2567024230957"
"333","36.53644943237305","36.53644943237305","36.53644943237305"
"334","44.70676040649414","44.70676040649414","44.70676040649414"
"335","42.24561309814453","42.24561309814453","42.24561309814453"
"336","40.36056900024414","40.36056900024414","40.36056900024414"
"337","33.43560791015625","33.43560791015625","33.43560791015625"
"338","38.875675201416016","38.875675201416016","38.875675201416016"
"339","33.821624755859375","33.821624755859375","33.821624755859375"
"340","31.690536499023438","31.690536499023438","31.690536499023438"
"341","38.12559509277344","38.12559509277344","38.12559509277344"
"342","35.43742370605469","35.43742370605469","35.43742370605469"
"343","39.116207122802734","39.116207122802734","39.116207122802734"
"344","41.20955276489258","41.20955276489258","41.20955276489258"
"345","35.387428283691406","35.387428283691406","35.387428283691406"
"347","34.07538986206055","34.07538986206055","34.07538986206055"
"348","28.312589645385742","28.312589645385742","28.312589645385742"
"349","38.68257522583008","38.68257522583008","38.68257522583008"
"350","40.24140548706055","40.24140548706055","40.24140548706055"
"351","41.930599212646484","41.930599212646484","41.930599212646484"
"352","42.515750885009766","42.515750885009766","42.515750885009766"
"353","39.84046173095703","39.84046173095703","39.84046173095703"
"354","34.315189361572266","34.315189361572266","34.315189361572266"
"355","29.275630950927734","29.275630950927734","29.275630950927734"
"356","33.939537048339844","33.939537048339844","33.939537048339844"
"357","38.08464431762695","38.08464431762695","38.08464431762695"
"358","32.504791259765625","32.504791259765625","32.504791259765625"
"359","39.96403121948242","39.96403121948242","39.96403121948242"
"360","38.65837097167969","38.65837097167969","38.65837097167969"
"361","38.020076751708984","38.020076751708984","38.020076751708984"
"362","36.03064727783203","36.03064727783203","36.03064727783203"
"363","38.28276443481445","38.28276443481445","38.28276443481445"
"364","31.940771102905273","31.940771102905273","31.940771102905273"
"365","32.022926330566406","32.022926330566406","32.022926330566406"
"366","36.591583251953125","36.591583251953125","36.591583251953125"
"367","39.48713302612305","39.48713302612305","39.48713302612305"
"368","34.39097595214844","34.39097595214844","34.39097595214844"
"369","40.817447662353516","40.817447662353516","40.817447662353516"
"370","34.65531921386719","34.65531921386719","34.65531921386719"
"371","31.002450942993164","31.002450942993164","31.002450942993164"
"372","42.93250274658203","42.93250274658203","42.93250274658203"
"373","36.717159271240234","36.717159271240234","36.717159271240234"
"374","32.46687316894531","32.46687316894531","32.46687316894531"
"375","46.60396194458008","46.60396194458008","46.60396194458008"
"376","30.186450958251953","30.186450958251953","30.186450958251953"
"377","41.27369689941406","41.27369689941406","41.27369689941406"
"378","40.211456298828125","40.211456298828125","40.211456298828125"
"380","42.83009719848633","42.83009719848633","42.83009719848633"
"381","44.2637939453125","44.2637939453125","44.2637939453125"
"382","30.28668212890625","30.28668212890625","30.28668212890625"
"383","42.422607421875","42.422607421875","42.422607421875"
"384","37.50558853149414","37.50558853149414","37.50558853149414"
"385","34.70858383178711","34.70858383178711","34.70858383178711"
"386","29.930328369140625","29.930328369140625","29.930328369140625"
"387","33.80131530761719","33.80131530761719","33.80131530761719"
"388","32.64082717895508","32.64082717895508","32.64082717895508"
"389","32.07276153564453","32.07276153564453","32.07276153564453"
"390","25.265640258789062","25.265640258789062","25.265640258789062"
"391","41.7606086730957","41.7606086730957","41.7606086730957"
"392","46.46110153198242","46.46110153198242","46.46110153198242"
"393","39.531314849853516","39.531314849853516","39.531314849853516"
"394","38.78271484375","38.78271484375","38.78271484375"
"395","38.3993034362793","38.3993034362793","38.3993034362793"
"396","38.11749267578125","38.11749267578125","38.11749267578125"
"397","37.68949508666992","37.68949508666992","37.68949508666992"
"398","38.52073669433594","38.52073669433594","38.52073669433594"
"399","34.01386642456055","34.01386642456055","34.01386642456055"
"400","40.55100631713867","40.55100631713867","40.55100631713867"
"401","36.932029724121094","36.932029724121094","36.932029724121094"
"402","45.18133544921875","45.18133544921875","45.18133544921875"
"403","39.38257598876953","39.38257598876953","39.38257598876953"
"404","36.7783317565918","36.7783317565918","36.7783317565918"
"405","37.93918991088867","37.93918991088867","37.93918991088867"
"406","32.36550521850586","32.36550521850586","32.36550521850586"
"407","38.00890350341797","38.00890350341797","38.00890350341797"
"408","40.272300720214844","40.272300720214844","40.272300720214844"
"409","35.17171859741211","35.17171859741211","35.17171859741211"
"410","39.54597854614258","39.54597854614258","39.54597854614258"
"411","40.913814544677734","40.913814544677734","40.913814544677734"
"413","38.59838104248047","38.59838104248047","38.59838104248047"
"414","36.727909088134766","36.727909088134766","36.727909088134766"
"415","38.99214553833008","38.99214553833008","38.99214553833008"
"416","36.84526443481445","36.84526443481445","36.84526443481445"
"417","38.58332824707031","38.58332824707031","38.58332824707031"
"418","35.69479751586914","35.69479751586914","35.69479751586914"
"419","37.491851806640625","37.491851806640625","37.491851806640625"
"420","30.911788940429688","30.911788940429688","30.911788940429688"
"421","33.10274887084961","33.10274887084961","33.10274887084961"
"422","39.68587112426758","39.68587112426758","39.68587112426758"
"423","40.07972717285156","40.07972717285156","40.07972717285156"
"424","30.457164764404297","30.457164764404297","30.457164764404297"
"425","45.75718307495117","45.75718307495117","45.75718307495117"
"426","39.697601318359375","39.697601318359375","39.697601318359375"
"427","45.58392333984375","45.58392333984375","45.58392333984375"
"428","43.49711608886719","43.49711608886719","43.49711608886719"
"429","35.90593338012695","35.90593338012695","35.90593338012695"
"430","35.43141174316406","35.43141174316406","35.43141174316406"
"431","39.2409553527832","39.2409553527832","39.2409553527832"
"432","38.7092399597168","38.7092399597168","38.7092399597168"
"433","38.93075942993164","38.93075942993164","38.93075942993164"
"434","33.056053161621094","33.056053161621094","33.056053161621094"
"435","40.742610931396484","40.742610931396484","40.742610931396484"
"436","37.77744674682617","37.77744674682617","37.77744674682617"
"437","39.3472785949707","39.3472785949707","39.3472785949707"
"438","37.95509719848633","37.95509719848633","37.95509719848633"
"439","37.442161560058594","37.442161560058594","37.442161560058594"
"440","37.492191314697266","37.492191314697266","37.492191314697266"
"441","36.810516357421875","36.810516357421875","36.810516357421875"
"442","39.89510726928711","39.89510726928711","39.89510726928711"
"443","41.07773971557617","41.07773971557617","41.07773971557617"
"444","40.79531478881836","40.79531478881836","40.79531478881836"
"446","36.85249710083008","36.85249710083008","36.85249710083008"
"447","36.06721115112305","36.06721115112305","36.06721115112305"
"448","40.086788177490234","40.086788177490234","40.086788177490234"
"449","31.882375717163086","31.882375717163086","31.882375717163086"
"450","40.58049774169922","40.58049774169922","40.58049774169922"
"451","40.816062927246094","40.816062927246094","40.816062927246094"
"452","42.34691619873047","42.34691619873047","42.34691619873047"
"453","41.929019927978516","41.929019927978516","41.929019927978516"
"454","33.0015869140625","33.0015869140625","33.0015869140625"
"455","34.14506530761719","34.14506530761719","34.14506530761719"
"456","39.00096130371094","39.00096130371094","39.00096130371094"
"457","37.590579986572266","37.590579986572266","37.590579986572266"
"458","37.92802047729492","37.92802047729492","37.92802047729492"
"459","41.218292236328125","41.218292236328125","41.218292236328125"
"460","40.275489807128906","40.275489807128906","40.275489807128906"
"461","29.295581817626953","29.295581817626953","29.295581817626953"
"462","32.63876724243164","32.63876724243164","32.63876724243164"
"463","37.126522064208984","37.126522064208984","37.126522064208984"
"464","35.12725830078125","35.12725830078125","35.12725830078125"
"465","39.616153717041016","39.616153717041016","39.616153717041016"
"466","37.65684127807617","37.65684127807617","37.65684127807617"
"467","34.56394958496094","34.56394958496094","34.56394958496094"
"468","32.88768768310547","32.88768768310547","32.88768768310547"
"469","40.21430587768555","40.21430587768555","40.21430587768555"
"470","43.37385177612305","43.37385177612305","43.37385177612305"
"471","32.07825469970703","32.07825469970703","32.07825469970703"
"472","37.87907791137695","37.87907791137695","37.87907791137695"
"473","32.53797912597656","32.53797912597656","32.53797912597656"
"474","44.69395446777344","44.69395446777344","44.69395446777344"
"475","40.277496337890625","40.277496337890625","40.277496337890625"
"476","35.909427642822266","35.909427642822266","35.909427642822266"
"477","41.33876037597656","41.33876037597656","41.33876037597656"
"479","44.87199783325195","44.87199783325195","44.87199783325195"
"480","38.65263366699219","38.65263366699219","38.65263366699219"
"481","32.39553451538086","32.39553451538086","32.39553451538086"
"482","46.039154052734375","46.039154052734375","46.039154052734375"
"483","44.14148712158203","44.14148712158203","44.14148712158203"
"484","31.83072853088379","31.83072853088379","31.83072853088379"
"485","36.89358139038086","36.89358139038086","36.89358139038086"
"486","40.530879974365234","40.530879974365234","40.530879974365234"
"487","29.456239700317383","29.456239700317383","29.456239700317383"
"488","37.222137451171875","37.222137451171875","37.222137451171875"
"489","37.06464767456055","37.06464767456055","37.06464767456055"
"490","32.771968841552734","32.771968841552734","32.771968841552734"
"491","30.036895751953125","30.036895751953125","30.036895751953125"
"492","42.47582244873047","42.47582244873047","42.47582244873047"
"493","33.42522048950195","33.42522048950195","33.42522048950195"
"494","39.70041275024414","39.70041275024414","39.70041275024414"
"495","39.9175910949707","39.9175910949707","39.9175910949707"
"496","41.486351013183594","41.486351013183594","41.486351013183594"
"497","28.067731857299805","28.067731857299805","28.067731857299805"
"498","40.32168197631836","40.32168197631836","40.32168197631836"
"499","45.65044403076172","45.65044403076172","45.65044403076172"
"500","35.67308044433594","35.67308044433594","35.67308044433594"
"501","34.92896270751953","34.92896270751953","34.92896270751953"
"502","33.20345687866211","33.20345687866211","33.20345687866211"
"503","38.16476821899414","38.16476821899414","38.16476821899414"
"504","41.165748596191406","41.165748596191406","41.165748596191406"
"505","43.029632568359375","43.029632568359375","43.029632568359375"
"506","27.490392684936523","27.490392684936523","27.490392684936523"
"507","37.3463249206543","37.3463249206543","37.3463249206543"
