"Step","gallant-spaceship-199 - test/rmse_scat","gallant-spaceship-199 - test/rmse_scat__MIN","gallant-spaceship-199 - test/rmse_scat__MAX"
"48","0.004062828607857227","0.004062828607857227","0.004062828607857227"
"50","0.008763330988585949","0.008763330988585949","0.008763330988585949"
"51","0.013017544522881508","0.013017544522881508","0.013017544522881508"
"52","0.01043674349784851","0.01043674349784851","0.01043674349784851"
"53","0.006757014896720648","0.006757014896720648","0.006757014896720648"
"54","0.011100484058260918","0.011100484058260918","0.011100484058260918"
"55","0.010805645026266575","0.010805645026266575","0.010805645026266575"
"56","0.0042897299863398075","0.0042897299863398075","0.0042897299863398075"
"57","0.01047726720571518","0.01047726720571518","0.01047726720571518"
"58","0.012026628479361534","0.012026628479361534","0.012026628479361534"
"59","0.01857144758105278","0.01857144758105278","0.01857144758105278"
"60","0.01231066882610321","0.01231066882610321","0.01231066882610321"
"61","0.026679091155529022","0.026679091155529022","0.026679091155529022"
"62","0.018902363255620003","0.018902363255620003","0.018902363255620003"
"63","0.0039707571268081665","0.0039707571268081665","0.0039707571268081665"
"64","0.005454621743410826","0.005454621743410826","0.005454621743410826"
"65","0.015431149862706661","0.015431149862706661","0.015431149862706661"
"66","0.00769684836268425","0.00769684836268425","0.00769684836268425"
"67","0.010611814446747303","0.010611814446747303","0.010611814446747303"
"68","0.0092737702652812","0.0092737702652812","0.0092737702652812"
"69","0.013061540201306343","0.013061540201306343","0.013061540201306343"
"70","0.009960077702999115","0.009960077702999115","0.009960077702999115"
"71","0.00829762127250433","0.00829762127250433","0.00829762127250433"
"72","0.013166275806725025","0.013166275806725025","0.013166275806725025"
"73","0.004052826203405857","0.004052826203405857","0.004052826203405857"
"74","0.014293485321104527","0.014293485321104527","0.014293485321104527"
"75","0.010144820436835289","0.010144820436835289","0.010144820436835289"
"76","0.006774491164833307","0.006774491164833307","0.006774491164833307"
"77","0.00513704027980566","0.00513704027980566","0.00513704027980566"
"78","0.01088116317987442","0.01088116317987442","0.01088116317987442"
"79","0.0438859649002552","0.0438859649002552","0.0438859649002552"
"80","0.008294599130749702","0.008294599130749702","0.008294599130749702"
"81","0.010651780292391777","0.010651780292391777","0.010651780292391777"
"83","0.013219635933637619","0.013219635933637619","0.013219635933637619"
"84","0.010847987607121468","0.010847987607121468","0.010847987607121468"
"85","0.027472220361232758","0.027472220361232758","0.027472220361232758"
"86","0.012565592303872108","0.012565592303872108","0.012565592303872108"
"87","0.01849330961704254","0.01849330961704254","0.01849330961704254"
"88","0.010678383521735668","0.010678383521735668","0.010678383521735668"
"89","0.011096552014350891","0.011096552014350891","0.011096552014350891"
"90","0.011306840926408768","0.011306840926408768","0.011306840926408768"
"91","0.010663219727575779","0.010663219727575779","0.010663219727575779"
"92","0.013894974254071712","0.013894974254071712","0.013894974254071712"
"93","0.015365468338131905","0.015365468338131905","0.015365468338131905"
"94","0.005910984706133604","0.005910984706133604","0.005910984706133604"
"95","0.01117638312280178","0.01117638312280178","0.01117638312280178"
"96","0.008355374448001385","0.008355374448001385","0.008355374448001385"
"97","0.008406391367316246","0.008406391367316246","0.008406391367316246"
"98","0.010705705732107162","0.010705705732107162","0.010705705732107162"
"99","0.012596635147929192","0.012596635147929192","0.012596635147929192"
"100","0.01171221025288105","0.01171221025288105","0.01171221025288105"
"101","0.01159742008894682","0.01159742008894682","0.01159742008894682"
"102","0.008885389193892479","0.008885389193892479","0.008885389193892479"
"103","0.006205006968230009","0.006205006968230009","0.006205006968230009"
"104","0.008651694282889366","0.008651694282889366","0.008651694282889366"
"105","0.01527212280780077","0.01527212280780077","0.01527212280780077"
"106","0.008511229418218136","0.008511229418218136","0.008511229418218136"
"107","0.03424188494682312","0.03424188494682312","0.03424188494682312"
"108","0.017442917451262474","0.017442917451262474","0.017442917451262474"
"109","0.009904411621391773","0.009904411621391773","0.009904411621391773"
"110","0.003968427889049053","0.003968427889049053","0.003968427889049053"
"111","0.02427527867257595","0.02427527867257595","0.02427527867257595"
"112","0.008086059242486954","0.008086059242486954","0.008086059242486954"
"113","0.04027253016829491","0.04027253016829491","0.04027253016829491"
"114","0.014170810580253601","0.014170810580253601","0.014170810580253601"
"116","0.005596680101007223","0.005596680101007223","0.005596680101007223"
"117","0.010866176337003708","0.010866176337003708","0.010866176337003708"
"118","0.018185757100582123","0.018185757100582123","0.018185757100582123"
"119","0.009607012383639812","0.009607012383639812","0.009607012383639812"
"120","0.004506833851337433","0.004506833851337433","0.004506833851337433"
"121","0.01112879067659378","0.01112879067659378","0.01112879067659378"
"122","0.012265733443200588","0.012265733443200588","0.012265733443200588"
"123","0.01861691102385521","0.01861691102385521","0.01861691102385521"
"124","0.013106883503496647","0.013106883503496647","0.013106883503496647"
"125","0.042301539331674576","0.042301539331674576","0.042301539331674576"
"126","0.01986950822174549","0.01986950822174549","0.01986950822174549"
"127","0.01710272766649723","0.01710272766649723","0.01710272766649723"
"128","0.00994844175875187","0.00994844175875187","0.00994844175875187"
"129","0.01599743589758873","0.01599743589758873","0.01599743589758873"
"130","0.011107777245342731","0.011107777245342731","0.011107777245342731"
"131","0.006241912953555584","0.006241912953555584","0.006241912953555584"
"132","0.006151161622256041","0.006151161622256041","0.006151161622256041"
"133","0.01115800067782402","0.01115800067782402","0.01115800067782402"
"134","0.006364617962390184","0.006364617962390184","0.006364617962390184"
"135","0.012991239316761494","0.012991239316761494","0.012991239316761494"
"136","0.022785164415836334","0.022785164415836334","0.022785164415836334"
"137","0.009066644124686718","0.009066644124686718","0.009066644124686718"
"138","0.004800091031938791","0.004800091031938791","0.004800091031938791"
"139","0.004077581223100424","0.004077581223100424","0.004077581223100424"
"140","0.009357643313705921","0.009357643313705921","0.009357643313705921"
"141","0.009463374502956867","0.009463374502956867","0.009463374502956867"
"142","0.008320498280227184","0.008320498280227184","0.008320498280227184"
"143","0.01892906241118908","0.01892906241118908","0.01892906241118908"
"144","0.010513586923480034","0.010513586923480034","0.010513586923480034"
"145","0.005596502684056759","0.005596502684056759","0.005596502684056759"
"146","0.031553562730550766","0.031553562730550766","0.031553562730550766"
"147","0.008559495210647583","0.008559495210647583","0.008559495210647583"
"149","0.011008641682565212","0.011008641682565212","0.011008641682565212"
"150","0.016091132536530495","0.016091132536530495","0.016091132536530495"
"151","0.01110517792403698","0.01110517792403698","0.01110517792403698"
"152","0.0104491813108325","0.0104491813108325","0.0104491813108325"
"153","0.005784673150628805","0.005784673150628805","0.005784673150628805"
"154","0.03716954588890076","0.03716954588890076","0.03716954588890076"
"155","0.007882251404225826","0.007882251404225826","0.007882251404225826"
"156","0.008601922541856766","0.008601922541856766","0.008601922541856766"
"157","0.01007542572915554","0.01007542572915554","0.01007542572915554"
"158","0.010156800970435143","0.010156800970435143","0.010156800970435143"
"159","0.02853032387793064","0.02853032387793064","0.02853032387793064"
"160","0.015865586698055267","0.015865586698055267","0.015865586698055267"
"161","0.008108804002404213","0.008108804002404213","0.008108804002404213"
"162","0.0157166700810194","0.0157166700810194","0.0157166700810194"
"163","0.01640966534614563","0.01640966534614563","0.01640966534614563"
"164","0.01820596493780613","0.01820596493780613","0.01820596493780613"
"165","0.003971841186285019","0.003971841186285019","0.003971841186285019"
"166","0.0113194165751338","0.0113194165751338","0.0113194165751338"
"167","0.013775089755654335","0.013775089755654335","0.013775089755654335"
"168","0.01675238274037838","0.01675238274037838","0.01675238274037838"
"169","0.008187560364603996","0.008187560364603996","0.008187560364603996"
"170","0.03154784440994263","0.03154784440994263","0.03154784440994263"
"171","0.01191363949328661","0.01191363949328661","0.01191363949328661"
"172","0.018425079062581062","0.018425079062581062","0.018425079062581062"
"173","0.010563296265900135","0.010563296265900135","0.010563296265900135"
"174","0.011729501187801361","0.011729501187801361","0.011729501187801361"
"175","0.010524171404540539","0.010524171404540539","0.010524171404540539"
"176","0.010243114084005356","0.010243114084005356","0.010243114084005356"
"177","0.011102606542408466","0.011102606542408466","0.011102606542408466"
"178","0.014186426065862179","0.014186426065862179","0.014186426065862179"
"179","0.03481260687112808","0.03481260687112808","0.03481260687112808"
"180","0.00440968805924058","0.00440968805924058","0.00440968805924058"
"182","0.009093068540096283","0.009093068540096283","0.009093068540096283"
"183","0.012959121726453304","0.012959121726453304","0.012959121726453304"
"184","0.009589933790266514","0.009589933790266514","0.009589933790266514"
"185","0.035663604736328125","0.035663604736328125","0.035663604736328125"
"186","0.011971368454396725","0.011971368454396725","0.011971368454396725"
"187","0.014763906598091125","0.014763906598091125","0.014763906598091125"
"188","0.012371955439448357","0.012371955439448357","0.012371955439448357"
"189","0.008188307285308838","0.008188307285308838","0.008188307285308838"
"190","0.020766107365489006","0.020766107365489006","0.020766107365489006"
"191","0.010760433040559292","0.010760433040559292","0.010760433040559292"
"192","0.005957879591733217","0.005957879591733217","0.005957879591733217"
"193","0.012709246948361397","0.012709246948361397","0.012709246948361397"
"194","0.010367904789745808","0.010367904789745808","0.010367904789745808"
"195","0.016951194033026695","0.016951194033026695","0.016951194033026695"
"196","0.02555578202009201","0.02555578202009201","0.02555578202009201"
"197","0.012371078133583069","0.012371078133583069","0.012371078133583069"
"198","0.02102099545300007","0.02102099545300007","0.02102099545300007"
"199","0.012333533726632595","0.012333533726632595","0.012333533726632595"
"200","0.009713619947433472","0.009713619947433472","0.009713619947433472"
"201","0.010310270823538303","0.010310270823538303","0.010310270823538303"
"202","0.0146372364833951","0.0146372364833951","0.0146372364833951"
"203","0.011890874244272709","0.011890874244272709","0.011890874244272709"
"204","0.010097173973917961","0.010097173973917961","0.010097173973917961"
"205","0.010647738352417946","0.010647738352417946","0.010647738352417946"
"206","0.008096114732325077","0.008096114732325077","0.008096114732325077"
"207","0.006173855159431696","0.006173855159431696","0.006173855159431696"
"208","0.014714585617184639","0.014714585617184639","0.014714585617184639"
"209","0.01370839774608612","0.01370839774608612","0.01370839774608612"
"210","0.009721546433866024","0.009721546433866024","0.009721546433866024"
"211","0.01206047274172306","0.01206047274172306","0.01206047274172306"
"212","0.021351158618927002","0.021351158618927002","0.021351158618927002"
"213","0.01040882058441639","0.01040882058441639","0.01040882058441639"
"215","0.010998471640050411","0.010998471640050411","0.010998471640050411"
"216","0.009358322247862816","0.009358322247862816","0.009358322247862816"
"217","0.01017471868544817","0.01017471868544817","0.01017471868544817"
"218","0.012714266777038574","0.012714266777038574","0.012714266777038574"
"219","0.008029071614146233","0.008029071614146233","0.008029071614146233"
"220","0.008150644600391388","0.008150644600391388","0.008150644600391388"
"221","0.010935915634036064","0.010935915634036064","0.010935915634036064"
"222","0.0172406155616045","0.0172406155616045","0.0172406155616045"
"223","0.011500203050673008","0.011500203050673008","0.011500203050673008"
"224","0.012564760632812977","0.012564760632812977","0.012564760632812977"
"225","0.014869979582726955","0.014869979582726955","0.014869979582726955"
"226","0.017427945509552956","0.017427945509552956","0.017427945509552956"
"227","0.004924945067614317","0.004924945067614317","0.004924945067614317"
"228","0.021495811641216278","0.021495811641216278","0.021495811641216278"
"229","0.011745082214474678","0.011745082214474678","0.011745082214474678"
"230","0.014183484017848969","0.014183484017848969","0.014183484017848969"
"231","0.005133940372616053","0.005133940372616053","0.005133940372616053"
"232","0.01872645504772663","0.01872645504772663","0.01872645504772663"
"233","0.011279536411166191","0.011279536411166191","0.011279536411166191"
"234","0.01940208673477173","0.01940208673477173","0.01940208673477173"
"235","0.009233715012669563","0.009233715012669563","0.009233715012669563"
"236","0.01064987201243639","0.01064987201243639","0.01064987201243639"
"237","0.009026880376040936","0.009026880376040936","0.009026880376040936"
"238","0.008205534890294075","0.008205534890294075","0.008205534890294075"
"239","0.004607783164829016","0.004607783164829016","0.004607783164829016"
"240","0.0049397386610507965","0.0049397386610507965","0.0049397386610507965"
"241","0.011893431656062603","0.011893431656062603","0.011893431656062603"
"242","0.011814290657639503","0.011814290657639503","0.011814290657639503"
"243","0.020745236426591873","0.020745236426591873","0.020745236426591873"
"244","0.012717760168015957","0.012717760168015957","0.012717760168015957"
"245","0.011139806360006332","0.011139806360006332","0.011139806360006332"
"246","0.012764212675392628","0.012764212675392628","0.012764212675392628"
"248","0.0111020402982831","0.0111020402982831","0.0111020402982831"
"249","0.006029838230460882","0.006029838230460882","0.006029838230460882"
"250","0.008708968758583069","0.008708968758583069","0.008708968758583069"
"251","0.026196792721748352","0.026196792721748352","0.026196792721748352"
"252","0.005843399558216333","0.005843399558216333","0.005843399558216333"
"253","0.010563104413449764","0.010563104413449764","0.010563104413449764"
"254","0.020308569073677063","0.020308569073677063","0.020308569073677063"
"255","0.007935875095427036","0.007935875095427036","0.007935875095427036"
"256","0.01052168570458889","0.01052168570458889","0.01052168570458889"
"257","0.02162156067788601","0.02162156067788601","0.02162156067788601"
"258","0.01165908295661211","0.01165908295661211","0.01165908295661211"
"259","0.018191438168287277","0.018191438168287277","0.018191438168287277"
"260","0.0136493481695652","0.0136493481695652","0.0136493481695652"
"261","0.013090443797409534","0.013090443797409534","0.013090443797409534"
"262","0.005272363778203726","0.005272363778203726","0.005272363778203726"
"263","0.011978939175605774","0.011978939175605774","0.011978939175605774"
"264","0.02641240321099758","0.02641240321099758","0.02641240321099758"
"265","0.01095892209559679","0.01095892209559679","0.01095892209559679"
"266","0.012902365066111088","0.012902365066111088","0.012902365066111088"
"267","0.01044778898358345","0.01044778898358345","0.01044778898358345"
"268","0.013726328499615192","0.013726328499615192","0.013726328499615192"
"269","0.011953410692512989","0.011953410692512989","0.011953410692512989"
"270","0.01706162840127945","0.01706162840127945","0.01706162840127945"
"271","0.028562072664499283","0.028562072664499283","0.028562072664499283"
"272","0.009710058569908142","0.009710058569908142","0.009710058569908142"
"273","0.00916882511228323","0.00916882511228323","0.00916882511228323"
"274","0.007163793779909611","0.007163793779909611","0.007163793779909611"
"275","0.04138180613517761","0.04138180613517761","0.04138180613517761"
"276","0.0124387601390481","0.0124387601390481","0.0124387601390481"
"277","0.015971731394529343","0.015971731394529343","0.015971731394529343"
"278","0.008427780121564865","0.008427780121564865","0.008427780121564865"
"279","0.00984599906951189","0.00984599906951189","0.00984599906951189"
"281","0.011568713001906872","0.011568713001906872","0.011568713001906872"
"282","0.015244446694850922","0.015244446694850922","0.015244446694850922"
"283","0.004103845451027155","0.004103845451027155","0.004103845451027155"
"284","0.011824306100606918","0.011824306100606918","0.011824306100606918"
"285","0.010567337274551392","0.010567337274551392","0.010567337274551392"
"286","0.01382494904100895","0.01382494904100895","0.01382494904100895"
"287","0.0192083939909935","0.0192083939909935","0.0192083939909935"
"288","0.008612727746367455","0.008612727746367455","0.008612727746367455"
"289","0.010309465229511261","0.010309465229511261","0.010309465229511261"
"290","0.009395893663167953","0.009395893663167953","0.009395893663167953"
"291","0.011722986586391926","0.011722986586391926","0.011722986586391926"
"292","0.01278301328420639","0.01278301328420639","0.01278301328420639"
"293","0.013681591488420963","0.013681591488420963","0.013681591488420963"
"294","0.011598226614296436","0.011598226614296436","0.011598226614296436"
"295","0.00930849090218544","0.00930849090218544","0.00930849090218544"
"296","0.013308719731867313","0.013308719731867313","0.013308719731867313"
"297","0.011878584511578083","0.011878584511578083","0.011878584511578083"
"298","0.017443226650357246","0.017443226650357246","0.017443226650357246"
"299","0.011850569397211075","0.011850569397211075","0.011850569397211075"
"300","0.011604562401771545","0.011604562401771545","0.011604562401771545"
"301","0.010165470652282238","0.010165470652282238","0.010165470652282238"
"302","0.010397878475487232","0.010397878475487232","0.010397878475487232"
"303","0.018931778147816658","0.018931778147816658","0.018931778147816658"
"304","0.011142466217279434","0.011142466217279434","0.011142466217279434"
"305","0.01273662131279707","0.01273662131279707","0.01273662131279707"
"306","0.009047187864780426","0.009047187864780426","0.009047187864780426"
"307","0.02504938282072544","0.02504938282072544","0.02504938282072544"
"308","0.01127264928072691","0.01127264928072691","0.01127264928072691"
"309","0.011511318385601044","0.011511318385601044","0.011511318385601044"
"310","0.017559712752699852","0.017559712752699852","0.017559712752699852"
"311","0.010012507438659668","0.010012507438659668","0.010012507438659668"
"312","0.011955684050917625","0.011955684050917625","0.011955684050917625"
"314","0.009473457932472229","0.009473457932472229","0.009473457932472229"
"315","0.007133550476282835","0.007133550476282835","0.007133550476282835"
"316","0.03117058053612709","0.03117058053612709","0.03117058053612709"
"317","0.007583294529467821","0.007583294529467821","0.007583294529467821"
"318","0.009623930789530277","0.009623930789530277","0.009623930789530277"
"319","0.022998109459877014","0.022998109459877014","0.022998109459877014"
"320","0.011645987629890442","0.011645987629890442","0.011645987629890442"
"321","0.011983273550868034","0.011983273550868034","0.011983273550868034"
"322","0.004201252479106188","0.004201252479106188","0.004201252479106188"
"323","0.010949170216917992","0.010949170216917992","0.010949170216917992"
"324","0.013182968832552433","0.013182968832552433","0.013182968832552433"
"325","0.016097377985715866","0.016097377985715866","0.016097377985715866"
"326","0.008878744207322598","0.008878744207322598","0.008878744207322598"
"327","0.011474098078906536","0.011474098078906536","0.011474098078906536"
"328","0.028756387531757355","0.028756387531757355","0.028756387531757355"
"329","0.015722626820206642","0.015722626820206642","0.015722626820206642"
"330","0.011749211698770523","0.011749211698770523","0.011749211698770523"
"331","0.01401302870362997","0.01401302870362997","0.01401302870362997"
"332","0.0076998197473585606","0.0076998197473585606","0.0076998197473585606"
"333","0.008985000662505627","0.008985000662505627","0.008985000662505627"
"334","0.004229101352393627","0.004229101352393627","0.004229101352393627"
"335","0.01219346933066845","0.01219346933066845","0.01219346933066845"
"336","0.01268292497843504","0.01268292497843504","0.01268292497843504"
"337","0.01407859567552805","0.01407859567552805","0.01407859567552805"
"338","0.007694432977586985","0.007694432977586985","0.007694432977586985"
"339","0.012006528675556183","0.012006528675556183","0.012006528675556183"
"340","0.0189374852925539","0.0189374852925539","0.0189374852925539"
"341","0.009105651639401913","0.009105651639401913","0.009105651639401913"
"342","0.011181481182575226","0.011181481182575226","0.011181481182575226"
"343","0.013193606398999691","0.013193606398999691","0.013193606398999691"
"344","0.004952564369887114","0.004952564369887114","0.004952564369887114"
"345","0.01468444149941206","0.01468444149941206","0.01468444149941206"
"347","0.017568739131093025","0.017568739131093025","0.017568739131093025"
"348","0.029002193361520767","0.029002193361520767","0.029002193361520767"
"349","0.015697401016950607","0.015697401016950607","0.015697401016950607"
"350","0.01067697536200285","0.01067697536200285","0.01067697536200285"
"351","0.004983460530638695","0.004983460530638695","0.004983460530638695"
"352","0.0048139034770429134","0.0048139034770429134","0.0048139034770429134"
"353","0.01208660937845707","0.01208660937845707","0.01208660937845707"
"354","0.011245658621191978","0.011245658621191978","0.011245658621191978"
"355","0.029693203046917915","0.029693203046917915","0.029693203046917915"
"356","0.01119284052401781","0.01119284052401781","0.01119284052401781"
"357","0.007960142567753792","0.007960142567753792","0.007960142567753792"
"358","0.016171544790267944","0.016171544790267944","0.016171544790267944"
"359","0.011702243238687515","0.011702243238687515","0.011702243238687515"
"360","0.013466627337038517","0.013466627337038517","0.013466627337038517"
"361","0.007548526395112276","0.007548526395112276","0.007548526395112276"
"362","0.009160912595689297","0.009160912595689297","0.009160912595689297"
"363","0.010983137413859367","0.010983137413859367","0.010983137413859367"
"364","0.016776403412222862","0.016776403412222862","0.016776403412222862"
"365","0.019826965406537056","0.019826965406537056","0.019826965406537056"
"366","0.007551261689513922","0.007551261689513922","0.007551261689513922"
"367","0.013081515207886696","0.013081515207886696","0.013081515207886696"
"368","0.009466421790421009","0.009466421790421009","0.009466421790421009"
"369","0.010576214641332626","0.010576214641332626","0.010576214641332626"
"370","0.01152920350432396","0.01152920350432396","0.01152920350432396"
"371","0.026498887687921524","0.026498887687921524","0.026498887687921524"
"372","0.00533305574208498","0.00533305574208498","0.00533305574208498"
"373","0.013693454675376415","0.013693454675376415","0.013693454675376415"
"374","0.015914663672447205","0.015914663672447205","0.015914663672447205"
"375","0.004073016345500946","0.004073016345500946","0.004073016345500946"
"376","0.021849840879440308","0.021849840879440308","0.021849840879440308"
"377","0.010741251520812511","0.010741251520812511","0.010741251520812511"
"378","0.007341695483773947","0.007341695483773947","0.007341695483773947"
"380","0.006733360700309277","0.006733360700309277","0.006733360700309277"
"381","0.004832836799323559","0.004832836799323559","0.004832836799323559"
"382","0.02504148706793785","0.02504148706793785","0.02504148706793785"
"383","0.006604424212127924","0.006604424212127924","0.006604424212127924"
"384","0.0076113357208669186","0.0076113357208669186","0.0076113357208669186"
"385","0.007311167195439339","0.007311167195439339","0.007311167195439339"
"386","0.02573493868112564","0.02573493868112564","0.02573493868112564"
"387","0.014827358536422253","0.014827358536422253","0.014827358536422253"
"388","0.015565254725515842","0.015565254725515842","0.015565254725515842"
"389","0.0203759353607893","0.0203759353607893","0.0203759353607893"
"390","0.03723704069852829","0.03723704069852829","0.03723704069852829"
"391","0.00688182283192873","0.00688182283192873","0.00688182283192873"
"392","0.004136804491281509","0.004136804491281509","0.004136804491281509"
"393","0.011873704381287098","0.011873704381287098","0.011873704381287098"
"394","0.011914316564798355","0.011914316564798355","0.011914316564798355"
"395","0.013298869132995605","0.013298869132995605","0.013298869132995605"
"396","0.007820592261850834","0.007820592261850834","0.007820592261850834"
"397","0.011549027636647224","0.011549027636647224","0.011549027636647224"
"398","0.01044723391532898","0.01044723391532898","0.01044723391532898"
"399","0.00874270312488079","0.00874270312488079","0.00874270312488079"
"400","0.010283113457262516","0.010283113457262516","0.010283113457262516"
"401","0.009700935333967209","0.009700935333967209","0.009700935333967209"
"402","0.004294887185096741","0.004294887185096741","0.004294887185096741"
"403","0.012014532461762428","0.012014532461762428","0.012014532461762428"
"404","0.010807130485773087","0.010807130485773087","0.010807130485773087"
"405","0.009344206191599369","0.009344206191599369","0.009344206191599369"
"406","0.016616804525256157","0.016616804525256157","0.016616804525256157"
"407","0.010720842517912388","0.010720842517912388","0.010720842517912388"
"408","0.011008313857018948","0.011008313857018948","0.011008313857018948"
"409","0.015656927600502968","0.015656927600502968","0.015656927600502968"
"410","0.00731443939730525","0.00731443939730525","0.00731443939730525"
"411","0.005152377765625715","0.005152377765625715","0.005152377765625715"
"413","0.0060983882285654545","0.0060983882285654545","0.0060983882285654545"
"414","0.011322681792080402","0.011322681792080402","0.011322681792080402"
"415","0.011477638967335224","0.011477638967335224","0.011477638967335224"
"416","0.011203700676560402","0.011203700676560402","0.011203700676560402"
"417","0.006918651983141899","0.006918651983141899","0.006918651983141899"
"418","0.010198763571679592","0.010198763571679592","0.010198763571679592"
"419","0.012473883107304573","0.012473883107304573","0.012473883107304573"
"420","0.022205233573913574","0.022205233573913574","0.022205233573913574"
"421","0.016944196075201035","0.016944196075201035","0.016944196075201035"
"422","0.011539175175130367","0.011539175175130367","0.011539175175130367"
"423","0.007464996073395014","0.007464996073395014","0.007464996073395014"
"424","0.02732115425169468","0.02732115425169468","0.02732115425169468"
"425","0.0044067553244531155","0.0044067553244531155","0.0044067553244531155"
"426","0.00971236452460289","0.00971236452460289","0.00971236452460289"
"427","0.004533685278147459","0.004533685278147459","0.004533685278147459"
"428","0.004423181526362896","0.004423181526362896","0.004423181526362896"
"429","0.012767861597239971","0.012767861597239971","0.012767861597239971"
"430","0.012530860491096973","0.012530860491096973","0.012530860491096973"
"431","0.011953402310609818","0.011953402310609818","0.011953402310609818"
"432","0.011987666599452496","0.011987666599452496","0.011987666599452496"
"433","0.011914738453924656","0.011914738453924656","0.011914738453924656"
"434","0.01737666130065918","0.01737666130065918","0.01737666130065918"
"435","0.011516129598021507","0.011516129598021507","0.011516129598021507"
"436","0.011511593125760555","0.011511593125760555","0.011511593125760555"
"437","0.007300275377929211","0.007300275377929211","0.007300275377929211"
"438","0.007197693921625614","0.007197693921625614","0.007197693921625614"
"439","0.015095895156264305","0.015095895156264305","0.015095895156264305"
"440","0.00820215605199337","0.00820215605199337","0.00820215605199337"
"441","0.01419984083622694","0.01419984083622694","0.01419984083622694"
"442","0.01062740944325924","0.01062740944325924","0.01062740944325924"
"443","0.0062196808867156506","0.0062196808867156506","0.0062196808867156506"
"444","0.010596780106425285","0.010596780106425285","0.010596780106425285"
"446","0.014431720599532127","0.014431720599532127","0.014431720599532127"
"447","0.008604716509580612","0.008604716509580612","0.008604716509580612"
"448","0.006640892010182142","0.006640892010182142","0.006640892010182142"
"449","0.013734067790210247","0.013734067790210247","0.013734067790210247"
"450","0.011375793255865574","0.011375793255865574","0.011375793255865574"
"451","0.008572842925786972","0.008572842925786972","0.008572842925786972"
"452","0.005113637074828148","0.005113637074828148","0.005113637074828148"
"453","0.007475544232875109","0.007475544232875109","0.007475544232875109"
"454","0.019843468442559242","0.019843468442559242","0.019843468442559242"
"455","0.01715834252536297","0.01715834252536297","0.01715834252536297"
"456","0.009020053781569004","0.009020053781569004","0.009020053781569004"
"457","0.012282062321901321","0.012282062321901321","0.012282062321901321"
"458","0.012700178660452366","0.012700178660452366","0.012700178660452366"
