"Step","pleasant-mountain-202 - test/psnr_scat","pleasant-mountain-202 - test/psnr_scat__MIN","pleasant-mountain-202 - test/psnr_scat__MAX"
"175","39.95410919189453","39.95410919189453","39.95410919189453"
"176","38.49942398071289","38.49942398071289","38.49942398071289"
"177","38.92433166503906","38.92433166503906","38.92433166503906"
"178","36.46556091308594","36.46556091308594","36.46556091308594"
"179","39.21867370605469","39.21867370605469","39.21867370605469"
"180","38.22141647338867","38.22141647338867","38.22141647338867"
"181","27.615821838378906","27.615821838378906","27.615821838378906"
"182","46.1049919128418","46.1049919128418","46.1049919128418"
"184","37.86897659301758","37.86897659301758","37.86897659301758"
"185","34.953975677490234","34.953975677490234","34.953975677490234"
"186","36.888282775878906","36.888282775878906","36.888282775878906"
"187","24.200777053833008","24.200777053833008","24.200777053833008"
"188","37.69447326660156","37.69447326660156","37.69447326660156"
"189","33.05060958862305","33.05060958862305","33.05060958862305"
"190","34.01252746582031","34.01252746582031","34.01252746582031"
"191","41.03032684326172","41.03032684326172","41.03032684326172"
"192","28.168745040893555","28.168745040893555","28.168745040893555"
"193","36.524940490722656","36.524940490722656","36.524940490722656"
"194","42.52390670776367","42.52390670776367","42.52390670776367"
"195","37.43894577026367","37.43894577026367","37.43894577026367"
"196","37.618431091308594","37.618431091308594","37.618431091308594"
"197","31.721559524536133","31.721559524536133","31.721559524536133"
"198","28.109004974365234","28.109004974365234","28.109004974365234"
"199","38.51899337768555","38.51899337768555","38.51899337768555"
"201","30.771360397338867","30.771360397338867","30.771360397338867"
"202","32.95420455932617","32.95420455932617","32.95420455932617"
"203","38.14146041870117","38.14146041870117","38.14146041870117"
"204","37.41775894165039","37.41775894165039","37.41775894165039"
"205","31.91594696044922","31.91594696044922","31.91594696044922"
"206","38.04955291748047","38.04955291748047","38.04955291748047"
"207","38.421241760253906","38.421241760253906","38.421241760253906"
"208","39.79865646362305","39.79865646362305","39.79865646362305"
"209","39.30477523803711","39.30477523803711","39.30477523803711"
"210","40.9216423034668","40.9216423034668","40.9216423034668"
"211","33.99345779418945","33.99345779418945","33.99345779418945"
"212","36.92424011230469","36.92424011230469","36.92424011230469"
"213","34.65618896484375","34.65618896484375","34.65618896484375"
"214","34.54161834716797","34.54161834716797","34.54161834716797"
"215","32.60009765625","32.60009765625","32.60009765625"
"216","35.8822021484375","35.8822021484375","35.8822021484375"
"218","40.34395217895508","40.34395217895508","40.34395217895508"
"219","37.65621566772461","37.65621566772461","37.65621566772461"
"220","38.17636489868164","38.17636489868164","38.17636489868164"
"221","35.733238220214844","35.733238220214844","35.733238220214844"
"222","39.09750747680664","39.09750747680664","39.09750747680664"
"223","37.92732620239258","37.92732620239258","37.92732620239258"
"224","40.32592010498047","40.32592010498047","40.32592010498047"
"225","29.96792984008789","29.96792984008789","29.96792984008789"
"226","37.60179138183594","37.60179138183594","37.60179138183594"
"227","36.299259185791016","36.299259185791016","36.299259185791016"
"228","34.83696365356445","34.83696365356445","34.83696365356445"
"229","33.44475555419922","33.44475555419922","33.44475555419922"
"230","44.67710494995117","44.67710494995117","44.67710494995117"
"231","32.93541717529297","32.93541717529297","32.93541717529297"
"232","37.56258010864258","37.56258010864258","37.56258010864258"
"233","32.345340728759766","32.345340728759766","32.345340728759766"
"234","43.6567268371582","43.6567268371582","43.6567268371582"
"235","31.60095977783203","31.60095977783203","31.60095977783203"
"236","37.68999481201172","37.68999481201172","37.68999481201172"
"237","29.446765899658203","29.446765899658203","29.446765899658203"
"238","37.88755798339844","37.88755798339844","37.88755798339844"
"239","36.90386199951172","36.90386199951172","36.90386199951172"
"240","37.24213790893555","37.24213790893555","37.24213790893555"
"241","38.6066780090332","38.6066780090332","38.6066780090332"
"242","45.06315231323242","45.06315231323242","45.06315231323242"
"243","43.58258056640625","43.58258056640625","43.58258056640625"
"244","37.964630126953125","37.964630126953125","37.964630126953125"
"245","37.66871643066406","37.66871643066406","37.66871643066406"
"246","31.045612335205078","31.045612335205078","31.045612335205078"
"247","39.51226806640625","39.51226806640625","39.51226806640625"
"248","36.81020736694336","36.81020736694336","36.81020736694336"
"249","37.284393310546875","37.284393310546875","37.284393310546875"
"251","38.68173599243164","38.68173599243164","38.68173599243164"
"252","41.18674087524414","41.18674087524414","41.18674087524414"
"253","40.428951263427734","40.428951263427734","40.428951263427734"
"254","29.839433670043945","29.839433670043945","29.839433670043945"
"255","37.5305061340332","37.5305061340332","37.5305061340332"
"256","36.484134674072266","36.484134674072266","36.484134674072266"
"257","32.098018646240234","32.098018646240234","32.098018646240234"
"258","38.72932052612305","38.72932052612305","38.72932052612305"
"259","38.30091094970703","38.30091094970703","38.30091094970703"
"260","29.2144718170166","29.2144718170166","29.2144718170166"
"261","37.22020721435547","37.22020721435547","37.22020721435547"
"262","32.531497955322266","32.531497955322266","32.531497955322266"
"263","35.717342376708984","35.717342376708984","35.717342376708984"
"264","33.024574279785156","33.024574279785156","33.024574279785156"
"265","42.516502380371094","42.516502380371094","42.516502380371094"
"266","38.06372833251953","38.06372833251953","38.06372833251953"
"267","30.56492042541504","30.56492042541504","30.56492042541504"
"268","34.87660598754883","34.87660598754883","34.87660598754883"
"269","38.44547653198242","38.44547653198242","38.44547653198242"
"270","35.16436004638672","35.16436004638672","35.16436004638672"
"271","38.20538330078125","38.20538330078125","38.20538330078125"
"272","38.53893280029297","38.53893280029297","38.53893280029297"
"273","33.760677337646484","33.760677337646484","33.760677337646484"
"274","29.16358757019043","29.16358757019043","29.16358757019043"
"275","36.23912811279297","36.23912811279297","36.23912811279297"
"276","37.15299606323242","37.15299606323242","37.15299606323242"
"277","41.14231872558594","41.14231872558594","41.14231872558594"
"278","25.870471954345703","25.870471954345703","25.870471954345703"
"279","38.836849212646484","38.836849212646484","38.836849212646484"
"280","32.21493148803711","32.21493148803711","32.21493148803711"
"281","39.46626663208008","39.46626663208008","39.46626663208008"
"282","35.897151947021484","35.897151947021484","35.897151947021484"
"284","36.95314025878906","36.95314025878906","36.95314025878906"
"285","33.29277801513672","33.29277801513672","33.29277801513672"
"286","45.05436706542969","45.05436706542969","45.05436706542969"
"287","37.52907180786133","37.52907180786133","37.52907180786133"
"288","35.30974578857422","35.30974578857422","35.30974578857422"
"289","36.04842758178711","36.04842758178711","36.04842758178711"
"290","31.12049102783203","31.12049102783203","31.12049102783203"
"291","36.16749572753906","36.16749572753906","36.16749572753906"
"292","38.890464782714844","38.890464782714844","38.890464782714844"
"293","36.74866485595703","36.74866485595703","36.74866485595703"
"294","35.99066162109375","35.99066162109375","35.99066162109375"
"295","36.19687271118164","36.19687271118164","36.19687271118164"
"296","35.81343078613281","35.81343078613281","35.81343078613281"
"297","37.647830963134766","37.647830963134766","37.647830963134766"
"298","37.43069839477539","37.43069839477539","37.43069839477539"
"299","34.78331756591797","34.78331756591797","34.78331756591797"
"301","37.990760803222656","37.990760803222656","37.990760803222656"
"302","32.96475601196289","32.96475601196289","32.96475601196289"
"303","38.06331253051758","38.06331253051758","38.06331253051758"
"304","33.15641403198242","33.15641403198242","33.15641403198242"
"305","36.81307601928711","36.81307601928711","36.81307601928711"
"306","39.308937072753906","39.308937072753906","39.308937072753906"
"307","33.369163513183594","33.369163513183594","33.369163513183594"
"308","38.72554397583008","38.72554397583008","38.72554397583008"
"309","36.65598678588867","36.65598678588867","36.65598678588867"
"310","40.261680603027344","40.261680603027344","40.261680603027344"
"311","30.755294799804688","30.755294799804688","30.755294799804688"
"312","39.76725769042969","39.76725769042969","39.76725769042969"
"313","34.49560546875","34.49560546875","34.49560546875"
"314","33.2817497253418","33.2817497253418","33.2817497253418"
"315","36.099456787109375","36.099456787109375","36.099456787109375"
"316","39.027530670166016","39.027530670166016","39.027530670166016"
"318","35.87057876586914","35.87057876586914","35.87057876586914"
"319","37.10740661621094","37.10740661621094","37.10740661621094"
"320","28.48824119567871","28.48824119567871","28.48824119567871"
"321","41.24006652832031","41.24006652832031","41.24006652832031"
"322","39.48428726196289","39.48428726196289","39.48428726196289"
"323","31.984785079956055","31.984785079956055","31.984785079956055"
"324","37.48127746582031","37.48127746582031","37.48127746582031"
"325","35.87381362915039","35.87381362915039","35.87381362915039"
"326","46.332454681396484","46.332454681396484","46.332454681396484"
"327","38.68853759765625","38.68853759765625","38.68853759765625"
"328","40.27043533325195","40.27043533325195","40.27043533325195"
"329","36.11637878417969","36.11637878417969","36.11637878417969"
"330","38.566131591796875","38.566131591796875","38.566131591796875"
"331","38.12305450439453","38.12305450439453","38.12305450439453"
"332","30.295490264892578","30.295490264892578","30.295490264892578"
"333","34.66086959838867","34.66086959838867","34.66086959838867"
"334","38.70634460449219","38.70634460449219","38.70634460449219"
"335","33.99735641479492","33.99735641479492","33.99735641479492"
"336","35.15768814086914","35.15768814086914","35.15768814086914"
"337","37.06835174560547","37.06835174560547","37.06835174560547"
"338","45.574684143066406","45.574684143066406","45.574684143066406"
"339","37.02155685424805","37.02155685424805","37.02155685424805"
"340","38.810142517089844","38.810142517089844","38.810142517089844"
"341","34.0934944152832","34.0934944152832","34.0934944152832"
"342","37.775184631347656","37.775184631347656","37.775184631347656"
"343","31.998262405395508","31.998262405395508","31.998262405395508"
"344","31.365034103393555","31.365034103393555","31.365034103393555"
"345","38.61029815673828","38.61029815673828","38.61029815673828"
"346","34.47886276245117","34.47886276245117","34.47886276245117"
"347","38.11957550048828","38.11957550048828","38.11957550048828"
"348","40.388954162597656","40.388954162597656","40.388954162597656"
"349","34.90004348754883","34.90004348754883","34.90004348754883"
"351","33.49076843261719","33.49076843261719","33.49076843261719"
"352","27.73238754272461","27.73238754272461","27.73238754272461"
"353","36.3760986328125","36.3760986328125","36.3760986328125"
"354","39.289005279541016","39.289005279541016","39.289005279541016"
"355","42.15644836425781","42.15644836425781","42.15644836425781"
"356","42.3403434753418","42.3403434753418","42.3403434753418"
"357","38.6978759765625","38.6978759765625","38.6978759765625"
"358","34.10081481933594","34.10081481933594","34.10081481933594"
"359","28.847740173339844","28.847740173339844","28.847740173339844"
"360","34.18129348754883","34.18129348754883","34.18129348754883"
"361","36.39646911621094","36.39646911621094","36.39646911621094"
"362","31.270849227905273","31.270849227905273","31.270849227905273"
"363","37.903507232666016","37.903507232666016","37.903507232666016"
"364","39.32461929321289","39.32461929321289","39.32461929321289"
"365","38.8975830078125","38.8975830078125","38.8975830078125"
"366","36.90681457519531","36.90681457519531","36.90681457519531"
"367","37.32047653198242","37.32047653198242","37.32047653198242"
"368","33.1859016418457","33.1859016418457","33.1859016418457"
"369","31.37789535522461","31.37789535522461","31.37789535522461"
"370","35.45833206176758","35.45833206176758","35.45833206176758"
"371","38.163917541503906","38.163917541503906","38.163917541503906"
"372","36.187156677246094","36.187156677246094","36.187156677246094"
"373","38.51347351074219","38.51347351074219","38.51347351074219"
"374","34.2655029296875","34.2655029296875","34.2655029296875"
"375","30.597997665405273","30.597997665405273","30.597997665405273"
"376","43.87046813964844","43.87046813964844","43.87046813964844"
"377","36.22318649291992","36.22318649291992","36.22318649291992"
"378","32.425010681152344","32.425010681152344","32.425010681152344"
"379","46.4458122253418","46.4458122253418","46.4458122253418"
"380","28.915372848510742","28.915372848510742","28.915372848510742"
"381","38.347618103027344","38.347618103027344","38.347618103027344"
"382","39.928306579589844","39.928306579589844","39.928306579589844"
"384","41.75248336791992","41.75248336791992","41.75248336791992"
"385","43.97644805908203","43.97644805908203","43.97644805908203"
"386","28.642187118530273","28.642187118530273","28.642187118530273"
"387","42.45676803588867","42.45676803588867","42.45676803588867"
"388","37.20023727416992","37.20023727416992","37.20023727416992"
"389","36.39813232421875","36.39813232421875","36.39813232421875"
"390","28.897747039794922","28.897747039794922","28.897747039794922"
"391","32.705421447753906","32.705421447753906","32.705421447753906"
"392","29.56262969970703","29.56262969970703","29.56262969970703"
"393","32.264854431152344","32.264854431152344","32.264854431152344"
"394","27.83323097229004","27.83323097229004","27.83323097229004"
"395","43.12425994873047","43.12425994873047","43.12425994873047"
"396","46.068172454833984","46.068172454833984","46.068172454833984"
"397","37.48130798339844","37.48130798339844","37.48130798339844"
"398","38.446678161621094","38.446678161621094","38.446678161621094"
"399","35.802223205566406","35.802223205566406","35.802223205566406"
"401","36.543434143066406","36.543434143066406","36.543434143066406"
"402","36.59682083129883","36.59682083129883","36.59682083129883"
"403","38.2653694152832","38.2653694152832","38.2653694152832"
"404","34.486488342285156","34.486488342285156","34.486488342285156"
"405","37.75883483886719","37.75883483886719","37.75883483886719"
"406","36.78458023071289","36.78458023071289","36.78458023071289"
"407","45.14220428466797","45.14220428466797","45.14220428466797"
"408","38.82659912109375","38.82659912109375","38.82659912109375"
"409","35.98056411743164","35.98056411743164","35.98056411743164"
"410","38.27195739746094","38.27195739746094","38.27195739746094"
"411","33.315425872802734","33.315425872802734","33.315425872802734"
"412","37.901817321777344","37.901817321777344","37.901817321777344"
"413","37.4295768737793","37.4295768737793","37.4295768737793"
"414","33.9529914855957","33.9529914855957","33.9529914855957"
"415","39.425052642822266","39.425052642822266","39.425052642822266"
"416","41.932403564453125","41.932403564453125","41.932403564453125"
"418","39.741859436035156","39.741859436035156","39.741859436035156"
"419","37.15470886230469","37.15470886230469","37.15470886230469"
"420","35.8327522277832","35.8327522277832","35.8327522277832"
"421","36.200199127197266","36.200199127197266","36.200199127197266"
"422","37.99009704589844","37.99009704589844","37.99009704589844"
"423","33.6733283996582","33.6733283996582","33.6733283996582"
"424","37.08135986328125","37.08135986328125","37.08135986328125"
"425","29.699968338012695","29.699968338012695","29.699968338012695"
"426","30.993534088134766","30.993534088134766","30.993534088134766"
"427","38.60002899169922","38.60002899169922","38.60002899169922"
"428","41.29429626464844","41.29429626464844","41.29429626464844"
"429","29.401878356933594","29.401878356933594","29.401878356933594"
"430","45.833290100097656","45.833290100097656","45.833290100097656"
"431","39.184810638427734","39.184810638427734","39.184810638427734"
"432","45.98109817504883","45.98109817504883","45.98109817504883"
"433","43.294063568115234","43.294063568115234","43.294063568115234"
"434","36.02785110473633","36.02785110473633","36.02785110473633"
"435","34.5918083190918","34.5918083190918","34.5918083190918"
"436","37.295005798339844","37.295005798339844","37.295005798339844"
"437","39.10047149658203","39.10047149658203","39.10047149658203"
"438","35.904747009277344","35.904747009277344","35.904747009277344"
"439","32.300384521484375","32.300384521484375","32.300384521484375"
"440","38.12883758544922","38.12883758544922","38.12883758544922"
"441","37.939327239990234","37.939327239990234","37.939327239990234"
"442","38.509700775146484","38.509700775146484","38.509700775146484"
"443","37.375370025634766","37.375370025634766","37.375370025634766"
"444","37.745941162109375","37.745941162109375","37.745941162109375"
"445","38.58716583251953","38.58716583251953","38.58716583251953"
"446","36.09993362426758","36.09993362426758","36.09993362426758"
"447","37.151878356933594","37.151878356933594","37.151878356933594"
"448","41.189334869384766","41.189334869384766","41.189334869384766"
"449","39.127967834472656","39.127967834472656","39.127967834472656"
"451","36.74412536621094","36.74412536621094","36.74412536621094"
"452","35.80015563964844","35.80015563964844","35.80015563964844"
"453","42.87873077392578","42.87873077392578","42.87873077392578"
"454","32.1736946105957","32.1736946105957","32.1736946105957"
"455","38.11093521118164","38.11093521118164","38.11093521118164"
"456","40.19927978515625","40.19927978515625","40.19927978515625"
"457","41.84672927856445","41.84672927856445","41.84672927856445"
"458","43.50786209106445","43.50786209106445","43.50786209106445"
"459","31.823198318481445","31.823198318481445","31.823198318481445"
"460","32.55977249145508","32.55977249145508","32.55977249145508"
"461","38.2148551940918","38.2148551940918","38.2148551940918"
"462","34.99204635620117","34.99204635620117","34.99204635620117"
"463","35.30248260498047","35.30248260498047","35.30248260498047"
"464","41.05177688598633","41.05177688598633","41.05177688598633"
"465","38.21607208251953","38.21607208251953","38.21607208251953"
"466","28.485597610473633","28.485597610473633","28.485597610473633"
"467","31.489866256713867","31.489866256713867","31.489866256713867"
"468","37.263916015625","37.263916015625","37.263916015625"
"469","34.77336502075195","34.77336502075195","34.77336502075195"
"470","36.36754608154297","36.36754608154297","36.36754608154297"
"471","36.13067626953125","36.13067626953125","36.13067626953125"
"472","32.23821258544922","32.23821258544922","32.23821258544922"
"473","33.480655670166016","33.480655670166016","33.480655670166016"
"474","36.676204681396484","36.676204681396484","36.676204681396484"
"475","41.31770324707031","41.31770324707031","41.31770324707031"
"476","29.229305267333984","29.229305267333984","29.229305267333984"
"477","36.782352447509766","36.782352447509766","36.782352447509766"
"478","32.10480499267578","32.10480499267578","32.10480499267578"
"479","43.73739242553711","43.73739242553711","43.73739242553711"
"480","40.80559539794922","40.80559539794922","40.80559539794922"
"481","34.414058685302734","34.414058685302734","34.414058685302734"
"482","40.24089813232422","40.24089813232422","40.24089813232422"
"484","45.53864288330078","45.53864288330078","45.53864288330078"
"485","36.380882263183594","36.380882263183594","36.380882263183594"
"486","30.957134246826172","30.957134246826172","30.957134246826172"
"487","46.01942443847656","46.01942443847656","46.01942443847656"
"488","43.259857177734375","43.259857177734375","43.259857177734375"
"489","32.55267333984375","32.55267333984375","32.55267333984375"
"490","37.09891891479492","37.09891891479492","37.09891891479492"
"491","38.80261993408203","38.80261993408203","38.80261993408203"
"492","30.107784271240234","30.107784271240234","30.107784271240234"
"493","35.735374450683594","35.735374450683594","35.735374450683594"
"494","37.24248504638672","37.24248504638672","37.24248504638672"
"495","31.86700439453125","31.86700439453125","31.86700439453125"
"496","30.404125213623047","30.404125213623047","30.404125213623047"
"497","41.408836364746094","41.408836364746094","41.408836364746094"
"498","33.304039001464844","33.304039001464844","33.304039001464844"
"499","38.24415588378906","38.24415588378906","38.24415588378906"
"501","39.82522964477539","39.82522964477539","39.82522964477539"
"502","37.8560791015625","37.8560791015625","37.8560791015625"
"503","28.369836807250977","28.369836807250977","28.369836807250977"
"504","39.44521713256836","39.44521713256836","39.44521713256836"
"505","44.55745315551758","44.55745315551758","44.55745315551758"
"506","35.56110382080078","35.56110382080078","35.56110382080078"
"507","32.634464263916016","32.634464263916016","32.634464263916016"
"508","34.20861053466797","34.20861053466797","34.20861053466797"
"509","39.137996673583984","39.137996673583984","39.137996673583984"
"510","40.356346130371094","40.356346130371094","40.356346130371094"
"511","43.66092300415039","43.66092300415039","43.66092300415039"
"512","27.722259521484375","27.722259521484375","27.722259521484375"
"513","37.39787673950195","37.39787673950195","37.39787673950195"
"514","36.19220733642578","36.19220733642578","36.19220733642578"
"515","39.41934585571289","39.41934585571289","39.41934585571289"
