"Step","gallant-spaceship-199 - test/psnr_scat","gallant-spaceship-199 - test/psnr_scat__MIN","gallant-spaceship-199 - test/psnr_scat__MAX"
"160","35.990875244140625","35.990875244140625","35.990875244140625"
"161","41.82086181640625","41.82086181640625","41.82086181640625"
"162","36.07278823852539","36.07278823852539","36.07278823852539"
"163","35.698001861572266","35.698001861572266","35.698001861572266"
"164","34.79572296142578","34.79572296142578","34.79572296142578"
"165","48.02016067504883","48.02016067504883","48.02016067504883"
"166","38.923519134521484","38.923519134521484","38.923519134521484"
"167","37.218109130859375","37.218109130859375","37.218109130859375"
"168","35.51846694946289","35.51846694946289","35.51846694946289"
"169","41.73690414428711","41.73690414428711","41.73690414428711"
"170","30.020605087280273","30.020605087280273","30.020605087280273"
"171","38.47911071777344","38.47911071777344","38.47911071777344"
"172","34.691810607910156","34.691810607910156","34.691810607910156"
"173","39.52400588989258","39.52400588989258","39.52400588989258"
"174","38.61440658569336","38.61440658569336","38.61440658569336"
"175","39.55624008178711","39.55624008178711","39.55624008178711"
"176","39.791358947753906","39.791358947753906","39.791358947753906"
"177","39.09149932861328","39.09149932861328","39.09149932861328"
"178","36.96253967285156","36.96253967285156","36.96253967285156"
"179","29.165267944335938","29.165267944335938","29.165267944335938"
"180","47.111839294433594","47.111839294433594","47.111839294433594"
"182","40.82579040527344","40.82579040527344","40.82579040527344"
"183","37.74848556518555","37.74848556518555","37.74848556518555"
"184","40.363685607910156","40.363685607910156","40.363685607910156"
"185","28.955493927001953","28.955493927001953","28.955493927001953"
"186","38.4371223449707","38.4371223449707","38.4371223449707"
"187","36.61597442626953","36.61597442626953","36.61597442626953"
"188","38.15122985839844","38.15122985839844","38.15122985839844"
"189","41.736114501953125","41.736114501953125","41.736114501953125"
"190","33.652896881103516","33.652896881103516","33.652896881103516"
"191","39.3634033203125","39.3634033203125","39.3634033203125"
"192","44.498165130615234","44.498165130615234","44.498165130615234"
"193","37.9176025390625","37.9176025390625","37.9176025390625"
"194","39.68617630004883","39.68617630004883","39.68617630004883"
"195","35.415992736816406","35.415992736816406","35.415992736816406"
"196","31.8502140045166","31.8502140045166","31.8502140045166"
"197","38.15184783935547","38.15184783935547","38.15184783935547"
"198","33.546932220458984","33.546932220458984","33.546932220458984"
"199","38.17824935913086","38.17824935913086","38.17824935913086"
"200","40.252376556396484","40.252376556396484","40.252376556396484"
"201","39.73460006713867","39.73460006713867","39.73460006713867"
"202","36.69081497192383","36.69081497192383","36.69081497192383"
"203","38.49571990966797","38.49571990966797","38.49571990966797"
"204","39.91600036621094","39.91600036621094","39.91600036621094"
"205","39.45485305786133","39.45485305786133","39.45485305786133"
"206","41.83446502685547","41.83446502685547","41.83446502685547"
"207","44.18886947631836","44.18886947631836","44.18886947631836"
"208","36.64503479003906","36.64503479003906","36.64503479003906"
"209","37.2602653503418","37.2602653503418","37.2602653503418"
"210","40.24528884887695","40.24528884887695","40.24528884887695"
"211","38.372711181640625","38.372711181640625","38.372711181640625"
"212","33.41156768798828","33.41156768798828","33.41156768798828"
"213","39.6519660949707","39.6519660949707","39.6519660949707"
"215","39.1733512878418","39.1733512878418","39.1733512878418"
"216","40.5760383605957","40.5760383605957","40.5760383605957"
"217","39.84954833984375","39.84954833984375","39.84954833984375"
"218","37.9141731262207","37.9141731262207","37.9141731262207"
"219","41.90669250488281","41.90669250488281","41.90669250488281"
"220","41.77615737915039","41.77615737915039","41.77615737915039"
"221","39.22289276123047","39.22289276123047","39.22289276123047"
"222","35.268943786621094","35.268943786621094","35.268943786621094"
"223","38.785888671875","38.785888671875","38.785888671875"
"224","38.01691436767578","38.01691436767578","38.01691436767578"
"225","36.55379104614258","36.55379104614258","36.55379104614258"
"226","35.17507553100586","35.17507553100586","35.17507553100586"
"227","46.15196990966797","46.15196990966797","46.15196990966797"
"228","33.35292053222656","33.35292053222656","33.35292053222656"
"229","38.60287857055664","38.60287857055664","38.60287857055664"
"230","36.96434020996094","36.96434020996094","36.96434020996094"
"231","45.790985107421875","45.790985107421875","45.790985107421875"
"232","34.55088806152344","34.55088806152344","34.55088806152344"
"233","38.95417404174805","38.95417404174805","38.95417404174805"
"234","34.2430305480957","34.2430305480957","34.2430305480957"
"235","40.692466735839844","40.692466735839844","40.692466735839844"
"236","39.45310974121094","39.45310974121094","39.45310974121094"
"237","40.889244079589844","40.889244079589844","40.889244079589844"
"238","41.71786117553711","41.71786117553711","41.71786117553711"
"239","46.730159759521484","46.730159759521484","46.730159759521484"
"240","46.125919342041016","46.125919342041016","46.125919342041016"
"241","38.49385452270508","38.49385452270508","38.49385452270508"
"242","38.55184555053711","38.55184555053711","38.55184555053711"
"243","33.6616325378418","33.6616325378418","33.6616325378418"
"244","37.91178512573242","37.91178512573242","37.91178512573242"
"245","39.06244659423828","39.06244659423828","39.06244659423828"
"246","37.8801155090332","37.8801155090332","37.8801155090332"
"248","39.09194564819336","39.09194564819336","39.09194564819336"
"249","44.393882751464844","44.393882751464844","44.393882751464844"
"250","41.20066452026367","41.20066452026367","41.20066452026367"
"251","31.635034561157227","31.635034561157227","31.635034561157227"
"252","44.66668701171875","44.66668701171875","44.66668701171875"
"253","39.524166107177734","39.524166107177734","39.524166107177734"
"254","33.846412658691406","33.846412658691406","33.846412658691406"
"255","42.00809860229492","42.00809860229492","42.00809860229492"
"256","39.558292388916016","39.558292388916016","39.558292388916016"
"257","33.3022575378418","33.3022575378418","33.3022575378418"
"258","38.666709899902344","38.666709899902344","38.666709899902344"
"259","34.80265808105469","34.80265808105469","34.80265808105469"
"260","37.297760009765625","37.297760009765625","37.297760009765625"
"261","37.66090774536133","37.66090774536133","37.66090774536133"
"262","45.55989074707031","45.55989074707031","45.55989074707031"
"263","38.43163299560547","38.43163299560547","38.43163299560547"
"264","31.563840866088867","31.563840866088867","31.563840866088867"
"265","39.20463943481445","39.20463943481445","39.20463943481445"
"266","37.78661346435547","37.78661346435547","37.78661346435547"
"267","39.6195068359375","39.6195068359375","39.6195068359375"
"268","37.24890899658203","37.24890899658203","37.24890899658203"
"269","38.45016098022461","38.45016098022461","38.45016098022461"
"270","35.359588623046875","35.359588623046875","35.359588623046875"
"271","30.88420295715332","30.88420295715332","30.88420295715332"
"272","40.25556182861328","40.25556182861328","40.25556182861328"
"273","40.75372314453125","40.75372314453125","40.75372314453125"
"274","42.89713668823242","42.89713668823242","42.89713668823242"
"275","27.663808822631836","27.663808822631836","27.663808822631836"
"276","38.10445785522461","38.10445785522461","38.10445785522461"
"277","35.93295669555664","35.93295669555664","35.93295669555664"
"278","41.48573303222656","41.48573303222656","41.48573303222656"
"279","40.134803771972656","40.134803771972656","40.134803771972656"
"281","38.73429870605469","38.73429870605469","38.73429870605469"
"282","36.337764739990234","36.337764739990234","36.337764739990234"
"283","47.73617935180664","47.73617935180664","47.73617935180664"
"284","38.54448699951172","38.54448699951172","38.54448699951172"
"285","39.520687103271484","39.520687103271484","39.520687103271484"
"286","37.186729431152344","37.186729431152344","37.186729431152344"
"287","34.330177307128906","34.330177307128906","34.330177307128906"
"288","41.297183990478516","41.297183990478516","41.297183990478516"
"289","39.73527526855469","39.73527526855469","39.73527526855469"
"290","40.54123306274414","40.54123306274414","40.54123306274414"
"291","38.619232177734375","38.619232177734375","38.619232177734375"
"292","37.86733627319336","37.86733627319336","37.86733627319336"
"293","37.27726745605469","37.27726745605469","37.27726745605469"
"294","38.71216583251953","38.71216583251953","38.71216583251953"
"295","40.622413635253906","40.622413635253906","40.622413635253906"
"296","37.51727294921875","37.51727294921875","37.51727294921875"
"297","38.504703521728516","38.504703521728516","38.504703521728516"
"298","35.16746139526367","35.16746139526367","35.16746139526367"
"299","38.52521514892578","38.52521514892578","38.52521514892578"
"300","38.70742416381836","38.70742416381836","38.70742416381836"
"301","39.85744857788086","39.85744857788086","39.85744857788086"
"302","39.661102294921875","39.661102294921875","39.661102294921875"
"303","34.45616912841797","34.45616912841797","34.45616912841797"
"304","39.06037139892578","39.06037139892578","39.06037139892578"
"305","37.8989143371582","37.8989143371582","37.8989143371582"
"306","40.86972427368164","40.86972427368164","40.86972427368164"
"307","32.0240592956543","32.0240592956543","32.0240592956543"
"308","38.959476470947266","38.959476470947266","38.959476470947266"
"309","38.777496337890625","38.777496337890625","38.777496337890625"
"310","35.109649658203125","35.109649658203125","35.109649658203125"
"311","39.989139556884766","39.989139556884766","39.989139556884766"
"312","38.448509216308594","38.448509216308594","38.448509216308594"
"314","40.469825744628906","40.469825744628906","40.469825744628906"
"315","42.93387985229492","42.93387985229492","42.93387985229492"
"316","30.12510108947754","30.12510108947754","30.12510108947754"
"317","42.40283966064453","42.40283966064453","42.40283966064453"
"318","40.332950592041016","40.332950592041016","40.332950592041016"
"319","32.76615524291992","32.76615524291992","32.76615524291992"
"320","38.67647171020508","38.67647171020508","38.67647171020508"
"321","38.428489685058594","38.428489685058594","38.428489685058594"
"322","47.53242111206055","47.53242111206055","47.53242111206055"
"323","39.212371826171875","39.212371826171875","39.212371826171875"
"324","37.599735260009766","37.599735260009766","37.599735260009766"
"325","35.86489486694336","35.86489486694336","35.86489486694336"
"326","41.0329704284668","41.0329704284668","41.0329704284668"
"327","38.80562973022461","38.80562973022461","38.80562973022461"
"328","30.8253116607666","30.8253116607666","30.8253116607666"
"329","36.06949234008789","36.06949234008789","36.06949234008789"
"330","38.599822998046875","38.599822998046875","38.599822998046875"
"331","37.069358825683594","37.069358825683594","37.069358825683594"
"332","42.270389556884766","42.270389556884766","42.270389556884766"
"333","40.92963790893555","40.92963790893555","40.92963790893555"
"334","47.47503662109375","47.47503662109375","47.47503662109375"
"335","38.27745056152344","38.27745056152344","38.27745056152344"
"336","37.935611724853516","37.935611724853516","37.935611724853516"
"337","37.028812408447266","37.028812408447266","37.028812408447266"
"338","42.276466369628906","42.276466369628906","42.276466369628906"
"339","38.41164779663086","38.41164779663086","38.41164779663086"
"340","34.45355224609375","34.45355224609375","34.45355224609375"
"341","40.813777923583984","40.813777923583984","40.813777923583984"
"342","39.03001403808594","39.03001403808594","39.03001403808594"
"343","37.59272766113281","37.59272766113281","37.59272766113281"
"344","46.103397369384766","46.103397369384766","46.103397369384766"
"345","36.66284942626953","36.66284942626953","36.66284942626953"
"347","35.105186462402344","35.105186462402344","35.105186462402344"
"348","30.751380920410156","30.751380920410156","30.751380920410156"
"349","36.08344268798828","36.08344268798828","36.08344268798828"
"350","39.431034088134766","39.431034088134766","39.431034088134766"
"351","46.049381256103516","46.049381256103516","46.049381256103516"
"352","46.35005187988281","46.35005187988281","46.35005187988281"
"353","38.35390853881836","38.35390853881836","38.35390853881836"
"354","38.98029708862305","38.98029708862305","38.98029708862305"
"355","30.546857833862305","30.546857833862305","30.546857833862305"
"356","39.02119064331055","39.02119064331055","39.02119064331055"
"357","41.9815788269043","41.9815788269043","41.9815788269043"
"358","35.82497024536133","35.82497024536133","35.82497024536133"
"359","38.63461685180664","38.63461685180664","38.63461685180664"
"360","37.41482162475586","37.41482162475586","37.41482162475586"
"361","42.44275665283203","42.44275665283203","42.44275665283203"
"362","40.76122283935547","40.76122283935547","40.76122283935547"
"363","39.18547058105469","39.18547058105469","39.18547058105469"
"364","35.506019592285156","35.506019592285156","35.506019592285156"
"365","34.054874420166016","34.054874420166016","34.054874420166016"
"366","42.43960952758789","42.43960952758789","42.43960952758789"
"367","37.66683578491211","37.66683578491211","37.66683578491211"
"368","40.476280212402344","40.476280212402344","40.476280212402344"
"369","39.51339340209961","39.51339340209961","39.51339340209961"
"370","38.76401138305664","38.76401138305664","38.76401138305664"
"371","31.535444259643555","31.535444259643555","31.535444259643555"
"372","45.46047592163086","45.46047592163086","45.46047592163086"
"373","37.269737243652344","37.269737243652344","37.269737243652344"
"374","35.96405029296875","35.96405029296875","35.96405029296875"
"375","47.801673889160156","47.801673889160156","47.801673889160156"
"376","33.21103286743164","33.21103286743164","33.21103286743164"
"377","39.378902435302734","39.378902435302734","39.378902435302734"
"378","42.6840705871582","42.6840705871582","42.6840705871582"
"380","43.435359954833984","43.435359954833984","43.435359954833984"
"381","46.315956115722656","46.315956115722656","46.315956115722656"
"382","32.02679443359375","32.02679443359375","32.02679443359375"
"383","43.603302001953125","43.603302001953125","43.603302001953125"
"384","42.37078094482422","42.37078094482422","42.37078094482422"
"385","42.72026062011719","42.72026062011719","42.72026062011719"
"386","31.789535522460938","31.789535522460938","31.789535522460938"
"387","36.5787239074707","36.5787239074707","36.5787239074707"
"388","36.1568717956543","36.1568717956543","36.1568717956543"
"389","33.81764602661133","33.81764602661133","33.81764602661133"
"390","28.580495834350586","28.580495834350586","28.580495834350586"
"391","43.24592971801758","43.24592971801758","43.24592971801758"
"392","47.66669845581055","47.66669845581055","47.66669845581055"
"393","38.50827407836914","38.50827407836914","38.50827407836914"
"394","38.478614807128906","38.478614807128906","38.478614807128906"
"395","37.523704528808594","37.523704528808594","37.523704528808594"
"396","42.13520431518555","42.13520431518555","42.13520431518555"
"397","38.749088287353516","38.749088287353516","38.749088287353516"
"398","39.619972229003906","39.619972229003906","39.619972229003906"
"399","41.167083740234375","41.167083740234375","41.167083740234375"
"400","39.75750732421875","39.75750732421875","39.75750732421875"
"401","40.26372528076172","40.26372528076172","40.26372528076172"
"402","47.34096145629883","47.34096145629883","47.34096145629883"
"403","38.405860900878906","38.405860900878906","38.405860900878906"
"404","39.32579040527344","39.32579040527344","39.32579040527344"
"405","40.589149475097656","40.589149475097656","40.589149475097656"
"406","35.58905029296875","35.58905029296875","35.58905029296875"
"407","39.39542007446289","39.39542007446289","39.39542007446289"
"408","39.16558074951172","39.16558074951172","39.16558074951172"
"409","36.105865478515625","36.105865478515625","36.105865478515625"
"410","42.71637725830078","42.71637725830078","42.71637725830078"
"411","45.75984573364258","45.75984573364258","45.75984573364258"
"413","44.29570007324219","44.29570007324219","44.29570007324219"
"414","38.92101287841797","38.92101287841797","38.92101287841797"
"415","38.802947998046875","38.802947998046875","38.802947998046875"
"416","39.01277160644531","39.01277160644531","39.01277160644531"
"417","43.19956588745117","43.19956588745117","43.19956588745117"
"418","39.82904815673828","39.82904815673828","39.82904815673828"
"419","38.07996368408203","38.07996368408203","38.07996368408203"
"420","33.070892333984375","33.070892333984375","33.070892333984375"
"421","35.419578552246094","35.419578552246094","35.419578552246094"
"422","38.75650405883789","38.75650405883789","38.75650405883789"
"423","42.53940963745117","42.53940963745117","42.53940963745117"
"424","31.270017623901367","31.270017623901367","31.270017623901367"
"425","47.11762237548828","47.11762237548828","47.11762237548828"
"426","40.25349807739258","40.25349807739258","40.25349807739258"
"427","46.8709716796875","46.8709716796875","46.8709716796875"
"428","47.085304260253906","47.085304260253906","47.085304260253906"
"429","37.87763595581055","37.87763595581055","37.87763595581055"
"430","38.040382385253906","38.040382385253906","38.040382385253906"
"431","38.450164794921875","38.450164794921875","38.450164794921875"
"432","38.4253044128418","38.4253044128418","38.4253044128418"
"433","38.478309631347656","38.478309631347656","38.478309631347656"
"434","35.20066833496094","35.20066833496094","35.20066833496094"
"435","38.773868560791016","38.773868560791016","38.773868560791016"
"436","38.77729034423828","38.77729034423828","38.77729034423828"
"437","42.733211517333984","42.733211517333984","42.733211517333984"
"438","42.85613250732422","42.85613250732422","42.85613250732422"
"439","36.42282485961914","36.42282485961914","36.42282485961914"
"440","41.721435546875","41.721435546875","41.721435546875"
"441","36.95433044433594","36.95433044433594","36.95433044433594"
"442","39.4714469909668","39.4714469909668","39.4714469909668"
"443","44.1246337890625","44.1246337890625","44.1246337890625"
"444","39.496517181396484","39.496517181396484","39.496517181396484"
"446","36.813636779785156","36.813636779785156","36.813636779785156"
"447","41.305267333984375","41.305267333984375","41.305267333984375"
"448","43.55547332763672","43.55547332763672","43.55547332763672"
"449","37.244014739990234","37.244014739990234","37.244014739990234"
"450","38.880367279052734","38.880367279052734","38.880367279052734"
"451","41.337501525878906","41.337501525878906","41.337501525878906"
"452","45.825401306152344","45.825401306152344","45.825401306152344"
"453","42.52714157104492","42.52714157104492","42.52714157104492"
"454","34.047645568847656","34.047645568847656","34.047645568847656"
"455","35.31049346923828","35.31049346923828","35.31049346923828"
"456","40.89581298828125","40.89581298828125","40.89581298828125"
"457","38.21457290649414","38.21457290649414","38.21457290649414"
"458","37.923805236816406","37.923805236816406","37.923805236816406"
"459","46.256072998046875","46.256072998046875","46.256072998046875"
"460","38.704078674316406","38.704078674316406","38.704078674316406"
"461","32.9587287902832","32.9587287902832","32.9587287902832"
"462","34.357505798339844","34.357505798339844","34.357505798339844"
"463","41.04641342163086","41.04641342163086","41.04641342163086"
"464","38.33930587768555","38.33930587768555","38.33930587768555"
"465","38.21990966796875","38.21990966796875","38.21990966796875"
"466","38.50953674316406","38.50953674316406","38.50953674316406"
"467","37.640872955322266","37.640872955322266","37.640872955322266"
"468","35.28818130493164","35.28818130493164","35.28818130493164"
"469","37.29506301879883","37.29506301879883","37.29506301879883"
"470","42.056880950927734","42.056880950927734","42.056880950927734"
"471","36.30910110473633","36.30910110473633","36.30910110473633"
"472","40.29943084716797","40.29943084716797","40.29943084716797"
"473","33.76084899902344","33.76084899902344","33.76084899902344"
"474","44.663360595703125","44.663360595703125","44.663360595703125"
"475","44.47743606567383","44.47743606567383","44.47743606567383"
"476","37.01366424560547","37.01366424560547","37.01366424560547"
"477","41.54586410522461","41.54586410522461","41.54586410522461"
"479","46.74068069458008","46.74068069458008","46.74068069458008"
"480","38.70589828491211","38.70589828491211","38.70589828491211"
"481","34.6728401184082","34.6728401184082","34.6728401184082"
"482","47.23411560058594","47.23411560058594","47.23411560058594"
"483","47.4617919921875","47.4617919921875","47.4617919921875"
"484","33.969425201416016","33.969425201416016","33.969425201416016"
"485","40.79304885864258","40.79304885864258","40.79304885864258"
"486","39.75008773803711","39.75008773803711","39.75008773803711"
"487","32.23894119262695","32.23894119262695","32.23894119262695"
"488","37.51253128051758","37.51253128051758","37.51253128051758"
"489","40.33028030395508","40.33028030395508","40.33028030395508"
"490","35.9954833984375","35.9954833984375","35.9954833984375"
"491","31.899099349975586","31.899099349975586","31.899099349975586"
"492","44.62826919555664","44.62826919555664","44.62826919555664"
"493","33.45111846923828","33.45111846923828","33.45111846923828"
"494","39.42243957519531","39.42243957519531","39.42243957519531"
"495","38.22596740722656","38.22596740722656","38.22596740722656"
"496","39.92368698120117","39.92368698120117","39.92368698120117"
"497","29.967918395996094","29.967918395996094","29.967918395996094"
"498","43.387786865234375","43.387786865234375","43.387786865234375"
"499","47.01279067993164","47.01279067993164","47.01279067993164"
"500","39.177825927734375","39.177825927734375","39.177825927734375"
"501","35.555084228515625","35.555084228515625","35.555084228515625"
"502","36.53715896606445","36.53715896606445","36.53715896606445"
"503","39.59475326538086","39.59475326538086","39.59475326538086"
"504","43.03523635864258","43.03523635864258","43.03523635864258"
"505","45.306800842285156","45.306800842285156","45.306800842285156"
"506","29.48885726928711","29.48885726928711","29.48885726928711"
"507","37.62962341308594","37.62962341308594","37.62962341308594"
"508","39.400489807128906","39.400489807128906","39.400489807128906"
