"Step","vocal-sun-198 - test/rmse_scat","vocal-sun-198 - test/rmse_scat__MIN","vocal-sun-198 - test/rmse_scat__MAX"
"221","0.009305926039814949","0.009305926039814949","0.009305926039814949"
"222","0.026819763705134392","0.026819763705134392","0.026819763705134392"
"223","0.011817875318229198","0.011817875318229198","0.011817875318229198"
"224","0.011849237605929375","0.011849237605929375","0.011849237605929375"
"225","0.02008531056344509","0.02008531056344509","0.02008531056344509"
"226","0.02393057569861412","0.02393057569861412","0.02393057569861412"
"227","0.005548916291445494","0.005548916291445494","0.005548916291445494"
"228","0.020843589678406715","0.020843589678406715","0.020843589678406715"
"229","0.010570039041340351","0.010570039041340351","0.010570039041340351"
"230","0.020188435912132263","0.020188435912132263","0.020188435912132263"
"231","0.007276080548763275","0.007276080548763275","0.007276080548763275"
"232","0.02003529854118824","0.02003529854118824","0.02003529854118824"
"233","0.011773010715842247","0.011773010715842247","0.011773010715842247"
"234","0.02972833812236786","0.02972833812236786","0.02972833812236786"
"235","0.010459313169121742","0.010459313169121742","0.010459313169121742"
"236","0.012974725104868412","0.012974725104868412","0.012974725104868412"
"237","0.013047566637396812","0.013047566637396812","0.013047566637396812"
"238","0.00953331496566534","0.00953331496566534","0.00953331496566534"
"239","0.005622728727757931","0.005622728727757931","0.005622728727757931"
"240","0.007215616758912802","0.007215616758912802","0.007215616758912802"
"241","0.012319189496338367","0.012319189496338367","0.012319189496338367"
"242","0.009114576503634453","0.009114576503634453","0.009114576503634453"
"243","0.02228921838104725","0.02228921838104725","0.02228921838104725"
"244","0.009473854675889015","0.009473854675889015","0.009473854675889015"
"245","0.016233202069997787","0.016233202069997787","0.016233202069997787"
"246","0.01105732936412096","0.01105732936412096","0.01105732936412096"
"248","0.010047138668596745","0.010047138668596745","0.010047138668596745"
"249","0.007708159741014242","0.007708159741014242","0.007708159741014242"
"250","0.008974680677056313","0.008974680677056313","0.008974680677056313"
"251","0.033285435289144516","0.033285435289144516","0.033285435289144516"
"252","0.012435209937393665","0.012435209937393665","0.012435209937393665"
"253","0.010727465152740479","0.010727465152740479","0.010727465152740479"
"254","0.024003729224205017","0.024003729224205017","0.024003729224205017"
"255","0.012068318203091621","0.012068318203091621","0.012068318203091621"
"256","0.009424970485270023","0.009424970485270023","0.009424970485270023"
"257","0.03460075333714485","0.03460075333714485","0.03460075333714485"
"258","0.0077895065769553185","0.0077895065769553185","0.0077895065769553185"
"259","0.02723824605345726","0.02723824605345726","0.02723824605345726"
"260","0.017299188300967216","0.017299188300967216","0.017299188300967216"
"261","0.02197575382888317","0.02197575382888317","0.02197575382888317"
"262","0.008038315922021866","0.008038315922021866","0.008038315922021866"
"263","0.009408310055732727","0.009408310055732727","0.009408310055732727"
"264","0.02929936908185482","0.02929936908185482","0.02929936908185482"
"265","0.017215857282280922","0.017215857282280922","0.017215857282280922"
"266","0.010690554045140743","0.010690554045140743","0.010690554045140743"
"267","0.01625540293753147","0.01625540293753147","0.01625540293753147"
"268","0.010228763334453106","0.010228763334453106","0.010228763334453106"
"269","0.010709903202950954","0.010709903202950954","0.010709903202950954"
"270","0.02091520093381405","0.02091520093381405","0.02091520093381405"
"271","0.03051900304853916","0.03051900304853916","0.03051900304853916"
"272","0.01521392073482275","0.01521392073482275","0.01521392073482275"
"273","0.010713565163314342","0.010713565163314342","0.010713565163314342"
"274","0.009460077621042728","0.009460077621042728","0.009460077621042728"
"275","0.04845334589481354","0.04845334589481354","0.04845334589481354"
"276","0.012251252308487892","0.012251252308487892","0.012251252308487892"
"277","0.022207532078027725","0.022207532078027725","0.022207532078027725"
"278","0.01002393290400505","0.01002393290400505","0.01002393290400505"
"279","0.014333381317555904","0.014333381317555904","0.014333381317555904"
"281","0.009181824512779713","0.009181824512779713","0.009181824512779713"
"282","0.02017134614288807","0.02017134614288807","0.02017134614288807"
"283","0.005307315848767757","0.005307315848767757","0.005307315848767757"
"284","0.009916044771671295","0.009916044771671295","0.009916044771671295"
"285","0.016141772270202637","0.016141772270202637","0.016141772270202637"
"286","0.01394948735833168","0.01394948735833168","0.01394948735833168"
"287","0.032541558146476746","0.032541558146476746","0.032541558146476746"
"288","0.015169971622526646","0.015169971622526646","0.015169971622526646"
"289","0.010284694842994213","0.010284694842994213","0.010284694842994213"
"290","0.014613747596740723","0.014613747596740723","0.014613747596740723"
"291","0.011542433872818947","0.011542433872818947","0.011542433872818947"
"292","0.016158539801836014","0.016158539801836014","0.016158539801836014"
"293","0.014526154845952988","0.014526154845952988","0.014526154845952988"
"294","0.012909255921840668","0.012909255921840668","0.012909255921840668"
"295","0.013351677916944027","0.013351677916944027","0.013351677916944027"
"296","0.01762239821255207","0.01762239821255207","0.01762239821255207"
"297","0.010398301295936108","0.010398301295936108","0.010398301295936108"
"298","0.022244319319725037","0.022244319319725037","0.022244319319725037"
"299","0.011056266725063324","0.011056266725063324","0.011056266725063324"
"300","0.017508026212453842","0.017508026212453842","0.017508026212453842"
"301","0.012773566879332066","0.012773566879332066","0.012773566879332066"
"302","0.010201801545917988","0.010201801545917988","0.010201801545917988"
"303","0.020460039377212524","0.020460039377212524","0.020460039377212524"
"304","0.00830160640180111","0.00830160640180111","0.00830160640180111"
"305","0.011311111971735954","0.011311111971735954","0.011311111971735954"
"306","0.009503710083663464","0.009503710083663464","0.009503710083663464"
"307","0.02595893107354641","0.02595893107354641","0.02595893107354641"
"308","0.010408042930066586","0.010408042930066586","0.010408042930066586"
"309","0.016318053007125854","0.016318053007125854","0.016318053007125854"
"310","0.02073434554040432","0.02073434554040432","0.02073434554040432"
"311","0.013387870043516159","0.013387870043516159","0.013387870043516159"
"312","0.010394045151770115","0.010394045151770115","0.010394045151770115"
"314","0.013689753599464893","0.013689753599464893","0.013689753599464893"
"315","0.015479975380003452","0.015479975380003452","0.015479975380003452"
"316","0.03991122171282768","0.03991122171282768","0.03991122171282768"
"317","0.008461837656795979","0.008461837656795979","0.008461837656795979"
"318","0.010560065507888794","0.010560065507888794","0.010560065507888794"
"319","0.025433074682950974","0.025433074682950974","0.025433074682950974"
"320","0.011781008914113045","0.011781008914113045","0.011781008914113045"
"321","0.009595317766070366","0.009595317766070366","0.009595317766070366"
"322","0.005302983336150646","0.005302983336150646","0.005302983336150646"
"323","0.010119802318513393","0.010119802318513393","0.010119802318513393"
"324","0.01303807646036148","0.01303807646036148","0.01303807646036148"
"325","0.01422230526804924","0.01422230526804924","0.01422230526804924"
"326","0.011670717969536781","0.011670717969536781","0.011670717969536781"
"327","0.008060489781200886","0.008060489781200886","0.008060489781200886"
"328","0.031647637486457825","0.031647637486457825","0.031647637486457825"
"329","0.015325727872550488","0.015325727872550488","0.015325727872550488"
"330","0.010402413085103035","0.010402413085103035","0.010402413085103035"
"331","0.016058487817645073","0.016058487817645073","0.016058487817645073"
"332","0.01937156543135643","0.01937156543135643","0.01937156543135643"
"333","0.014899701811373234","0.014899701811373234","0.014899701811373234"
"334","0.0058165015652775764","0.0058165015652775764","0.0058165015652775764"
"335","0.0077218119986355305","0.0077218119986355305","0.0077218119986355305"
"336","0.009593378752470016","0.009593378752470016","0.009593378752470016"
"337","0.021292148157954216","0.021292148157954216","0.021292148157954216"
"338","0.011381938122212887","0.011381938122212887","0.011381938122212887"
"339","0.0203666090965271","0.0203666090965271","0.0203666090965271"
"340","0.026029931381344795","0.026029931381344795","0.026029931381344795"
"341","0.012408528476953506","0.012408528476953506","0.012408528476953506"
"342","0.016909422352910042","0.016909422352910042","0.016909422352910042"
"343","0.011071070097386837","0.011071070097386837","0.011071070097386837"
"344","0.008700060658156872","0.008700060658156872","0.008700060658156872"
"345","0.017007028684020042","0.017007028684020042","0.017007028684020042"
"347","0.019780192524194717","0.019780192524194717","0.019780192524194717"
"348","0.0384034663438797","0.0384034663438797","0.0384034663438797"
"349","0.011637804098427296","0.011637804098427296","0.011637804098427296"
"350","0.009725898504257202","0.009725898504257202","0.009725898504257202"
"351","0.00800700206309557","0.00800700206309557","0.00800700206309557"
"352","0.0074853552505373955","0.0074853552505373955","0.0074853552505373955"
"353","0.010185368359088898","0.010185368359088898","0.010185368359088898"
"354","0.01924157328903675","0.01924157328903675","0.01924157328903675"
"355","0.03437307849526405","0.03437307849526405","0.03437307849526405"
"356","0.02009199745953083","0.02009199745953083","0.02009199745953083"
"357","0.01246716734021902","0.01246716734021902","0.01246716734021902"
"358","0.02370065450668335","0.02370065450668335","0.02370065450668335"
"359","0.010041492059826851","0.010041492059826851","0.010041492059826851"
"360","0.011670282110571861","0.011670282110571861","0.011670282110571861"
"361","0.012560184113681316","0.012560184113681316","0.012560184113681316"
"362","0.015793107450008392","0.015793107450008392","0.015793107450008392"
"363","0.012186012230813503","0.012186012230813503","0.012186012230813503"
"364","0.025290727615356445","0.025290727615356445","0.025290727615356445"
"365","0.02505265176296234","0.02505265176296234","0.02505265176296234"
"366","0.014805424027144909","0.014805424027144909","0.014805424027144909"
"367","0.010608239099383354","0.010608239099383354","0.010608239099383354"
"368","0.019074412062764168","0.019074412062764168","0.019074412062764168"
"369","0.00910180527716875","0.00910180527716875","0.00910180527716875"
"370","0.018502645194530487","0.018502645194530487","0.018502645194530487"
"371","0.028175875544548035","0.028175875544548035","0.028175875544548035"
"372","0.007134686689823866","0.007134686689823866","0.007134686689823866"
"373","0.014592908322811127","0.014592908322811127","0.014592908322811127"
"374","0.02380434423685074","0.02380434423685074","0.02380434423685074"
"375","0.004675219301134348","0.004675219301134348","0.004675219301134348"
"376","0.03095119073987007","0.03095119073987007","0.03095119073987007"
"377","0.008636049926280975","0.008636049926280975","0.008636049926280975"
"378","0.009759487584233284","0.009759487584233284","0.009759487584233284"
"380","0.007219299208372831","0.007219299208372831","0.007219299208372831"
"381","0.006120829377323389","0.006120829377323389","0.006120829377323389"
"382","0.030596081167459488","0.030596081167459488","0.030596081167459488"
"383","0.007566058076918125","0.007566058076918125","0.007566058076918125"
"384","0.013326633721590042","0.013326633721590042","0.013326633721590042"
"385","0.018389534205198288","0.018389534205198288","0.018389534205198288"
"386","0.03187744691967964","0.03187744691967964","0.03187744691967964"
"387","0.020414287224411964","0.020414287224411964","0.020414287224411964"
"388","0.02333235554397106","0.02333235554397106","0.02333235554397106"
"389","0.02490932121872902","0.02490932121872902","0.02490932121872902"
"390","0.054540347307920456","0.054540347307920456","0.054540347307920456"
"391","0.008165247738361359","0.008165247738361359","0.008165247738361359"
"392","0.004752747248858213","0.004752747248858213","0.004752747248858213"
"393","0.010554417967796326","0.010554417967796326","0.010554417967796326"
"394","0.011504404246807098","0.011504404246807098","0.011504404246807098"
"395","0.01202361099421978","0.01202361099421978","0.01202361099421978"
"396","0.012420108541846275","0.012420108541846275","0.012420108541846275"
"397","0.013047433458268642","0.013047433458268642","0.013047433458268642"
"398","0.011856678873300552","0.011856678873300552","0.011856678873300552"
"399","0.019920790567994118","0.019920790567994118","0.019920790567994118"
"400","0.009385330602526665","0.009385330602526665","0.009385330602526665"
"401","0.014236342161893845","0.014236342161893845","0.014236342161893845"
"402","0.005507228896021843","0.005507228896021843","0.005507228896021843"
"403","0.010736708529293537","0.010736708529293537","0.010736708529293537"
"404","0.014490499161183834","0.014490499161183834","0.014490499161183834"
"405","0.012677695602178574","0.012677695602178574","0.012677695602178574"
"406","0.024083778262138367","0.024083778262138367","0.024083778262138367"
"407","0.012576351873576641","0.012576351873576641","0.012576351873576641"
"408","0.009691359475255013","0.009691359475255013","0.009691359475255013"
"409","0.017434682697057724","0.017434682697057724","0.017434682697057724"
"410","0.010536612011492252","0.010536612011492252","0.010536612011492252"
"411","0.009001381695270538","0.009001381695270538","0.009001381695270538"
"413","0.011751164682209492","0.011751164682209492","0.011751164682209492"
"414","0.014574863947927952","0.014574863947927952","0.014574863947927952"
"415","0.01123033370822668","0.01123033370822668","0.01123033370822668"
"416","0.01437926571816206","0.01437926571816206","0.01437926571816206"
"417","0.011771544814109802","0.011771544814109802","0.011771544814109802"
"418","0.01641571894288063","0.01641571894288063","0.01641571894288063"
"419","0.013347729109227657","0.013347729109227657","0.013347729109227657"
"420","0.028471505269408226","0.028471505269408226","0.028471505269408226"
"421","0.022123947739601135","0.022123947739601135","0.022123947739601135"
"422","0.010368273593485355","0.010368273593485355","0.010368273593485355"
"423","0.009908626787364483","0.009908626787364483","0.009908626787364483"
"424","0.030001413077116013","0.030001413077116013","0.030001413077116013"
"425","0.005153955426067114","0.005153955426067114","0.005153955426067114"
"426","0.010354279540479183","0.010354279540479183","0.010354279540479183"
"427","0.005257794633507729","0.005257794633507729","0.005257794633507729"
"428","0.006685659755021334","0.006685659755021334","0.006685659755021334"
"429","0.016021503135561943","0.016021503135561943","0.016021503135561943"
"430","0.016921132802963257","0.016921132802963257","0.016921132802963257"
"431","0.010913198813796043","0.010913198813796043","0.010913198813796043"
"432","0.011602134443819523","0.011602134443819523","0.011602134443819523"
"433","0.011309981346130371","0.011309981346130371","0.011309981346130371"
"434","0.022243201732635498","0.022243201732635498","0.022243201732635498"
"435","0.009180563502013683","0.009180563502013683","0.009180563502013683"
"436","0.01291598565876484","0.01291598565876484","0.01291598565876484"
"437","0.010780425742268562","0.010780425742268562","0.010780425742268562"
"438","0.012654501013457775","0.012654501013457775","0.012654501013457775"
"439","0.013424305245280266","0.013424305245280266","0.013424305245280266"
"440","0.013347206637263298","0.013347206637263298","0.013347206637263298"
"441","0.014436908066272736","0.014436908066272736","0.014436908066272736"
"442","0.010121491737663746","0.010121491737663746","0.010121491737663746"
"443","0.00883309356868267","0.00883309356868267","0.00883309356868267"
"444","0.009125025942921638","0.009125025942921638","0.009125025942921638"
"446","0.014367299154400826","0.014367299154400826","0.014367299154400826"
"447","0.015726765617728233","0.015726765617728233","0.015726765617728233"
"448","0.009900573641061783","0.009900573641061783","0.009900573641061783"
"449","0.025461338460445404","0.025461338460445404","0.025461338460445404"
"450","0.00935351848602295","0.00935351848602295","0.00935351848602295"
"451","0.009103259071707726","0.009103259071707726","0.009103259071707726"
"452","0.007632276508957148","0.007632276508957148","0.007632276508957148"
"453","0.008008455857634544","0.008008455857634544","0.008008455857634544"
"454","0.022383112460374832","0.022383112460374832","0.022383112460374832"
"455","0.01962215080857277","0.01962215080857277","0.01962215080857277"
"456","0.011218938045203686","0.011218938045203686","0.011218938045203686"
"457","0.013196872547268867","0.013196872547268867","0.013196872547268867"
"458","0.012694012373685837","0.012694012373685837","0.012694012373685837"
"459","0.008691311813890934","0.008691311813890934","0.008691311813890934"
