"Step","serene-sun-203 - test/psnr_scat","serene-sun-203 - test/psnr_scat__MIN","serene-sun-203 - test/psnr_scat__MAX"
"118","40.06136703491211","40.06136703491211","40.06136703491211"
"119","38.370304107666016","38.370304107666016","38.370304107666016"
"120","32.19636917114258","32.19636917114258","32.19636917114258"
"121","37.874244689941406","37.874244689941406","37.874244689941406"
"122","46.026973724365234","46.026973724365234","46.026973724365234"
"123","37.669578552246094","37.669578552246094","37.669578552246094"
"124","36.596126556396484","36.596126556396484","36.596126556396484"
"125","31.71511459350586","31.71511459350586","31.71511459350586"
"126","34.66714096069336","34.66714096069336","34.66714096069336"
"127","26.601511001586914","26.601511001586914","26.601511001586914"
"128","30.90266990661621","30.90266990661621","30.90266990661621"
"129","32.98560333251953","32.98560333251953","32.98560333251953"
"130","39.798370361328125","39.798370361328125","39.798370361328125"
"131","33.72119140625","33.72119140625","33.72119140625"
"132","35.89925003051758","35.89925003051758","35.89925003051758"
"133","42.976806640625","42.976806640625","42.976806640625"
"134","41.741825103759766","41.741825103759766","41.741825103759766"
"135","35.94093322753906","35.94093322753906","35.94093322753906"
"136","41.80480194091797","41.80480194091797","41.80480194091797"
"137","37.13743591308594","37.13743591308594","37.13743591308594"
"138","31.96129608154297","31.96129608154297","31.96129608154297"
"139","37.347084045410156","37.347084045410156","37.347084045410156"
"140","45.48521423339844","45.48521423339844","45.48521423339844"
"141","46.6408576965332","46.6408576965332","46.6408576965332"
"142","39.37688064575195","39.37688064575195","39.37688064575195"
"143","38.063812255859375","38.063812255859375","38.063812255859375"
"144","39.73225021362305","39.73225021362305","39.73225021362305"
"145","31.53700828552246","31.53700828552246","31.53700828552246"
"146","37.09328079223633","37.09328079223633","37.09328079223633"
"147","43.5300178527832","43.5300178527832","43.5300178527832"
"148","29.252025604248047","29.252025604248047","29.252025604248047"
"149","39.73511505126953","39.73511505126953","39.73511505126953"
"151","37.8498649597168","37.8498649597168","37.8498649597168"
"152","32.650390625","32.650390625","32.650390625"
"153","36.751441955566406","36.751441955566406","36.751441955566406"
"154","36.767433166503906","36.767433166503906","36.767433166503906"
"155","42.286067962646484","42.286067962646484","42.286067962646484"
"156","27.15092658996582","27.15092658996582","27.15092658996582"
"157","39.83086013793945","39.83086013793945","39.83086013793945"
"158","38.24968338012695","38.24968338012695","38.24968338012695"
"159","37.70001220703125","37.70001220703125","37.70001220703125"
"160","36.36056900024414","36.36056900024414","36.36056900024414"
"161","29.22932243347168","29.22932243347168","29.22932243347168"
"162","33.6128044128418","33.6128044128418","33.6128044128418"
"163","36.975372314453125","36.975372314453125","36.975372314453125"
"164","34.06352233886719","34.06352233886719","34.06352233886719"
"165","32.48741149902344","32.48741149902344","32.48741149902344"
"166","33.480018615722656","33.480018615722656","33.480018615722656"
"167","47.7537956237793","47.7537956237793","47.7537956237793"
"168","36.490970611572266","36.490970611572266","36.490970611572266"
"169","34.4337043762207","34.4337043762207","34.4337043762207"
"170","33.0634880065918","33.0634880065918","33.0634880065918"
"171","40.48138427734375","40.48138427734375","40.48138427734375"
"172","27.297212600708008","27.297212600708008","27.297212600708008"
"173","37.57365036010742","37.57365036010742","37.57365036010742"
"174","35.19186782836914","35.19186782836914","35.19186782836914"
"175","37.949012756347656","37.949012756347656","37.949012756347656"
"176","39.3399772644043","39.3399772644043","39.3399772644043"
"177","38.052433013916016","38.052433013916016","38.052433013916016"
"178","38.21525955200195","38.21525955200195","38.21525955200195"
"179","37.2349853515625","37.2349853515625","37.2349853515625"
"180","37.02699279785156","37.02699279785156","37.02699279785156"
"181","29.049089431762695","29.049089431762695","29.049089431762695"
"182","46.05707931518555","46.05707931518555","46.05707931518555"
"184","38.253662109375","38.253662109375","38.253662109375"
"185","35.53754806518555","35.53754806518555","35.53754806518555"
"186","38.046897888183594","38.046897888183594","38.046897888183594"
"187","28.076322555541992","28.076322555541992","28.076322555541992"
"188","37.755821228027344","37.755821228027344","37.755821228027344"
"189","34.208797454833984","34.208797454833984","34.208797454833984"
"190","34.26768493652344","34.26768493652344","34.26768493652344"
"191","41.06647872924805","41.06647872924805","41.06647872924805"
"192","32.53926086425781","32.53926086425781","32.53926086425781"
"193","36.42197036743164","36.42197036743164","36.42197036743164"
"194","43.69099426269531","43.69099426269531","43.69099426269531"
"195","38.21158981323242","38.21158981323242","38.21158981323242"
"196","37.23337173461914","37.23337173461914","37.23337173461914"
"197","33.64385223388672","33.64385223388672","33.64385223388672"
"198","28.743913650512695","28.743913650512695","28.743913650512695"
"199","37.81085205078125","37.81085205078125","37.81085205078125"
"201","32.33759689331055","32.33759689331055","32.33759689331055"
"202","35.23369216918945","35.23369216918945","35.23369216918945"
"203","39.39369201660156","39.39369201660156","39.39369201660156"
"204","38.55708694458008","38.55708694458008","38.55708694458008"
"205","32.314971923828125","32.314971923828125","32.314971923828125"
"206","37.77162551879883","37.77162551879883","37.77162551879883"
"207","37.523284912109375","37.523284912109375","37.523284912109375"
"208","38.630043029785156","38.630043029785156","38.630043029785156"
"209","39.814449310302734","39.814449310302734","39.814449310302734"
"210","42.41990661621094","42.41990661621094","42.41990661621094"
"211","33.95876693725586","33.95876693725586","33.95876693725586"
"212","37.28120422363281","37.28120422363281","37.28120422363281"
"213","41.19776916503906","41.19776916503906","41.19776916503906"
"214","35.91947555541992","35.91947555541992","35.91947555541992"
"215","32.252281188964844","32.252281188964844","32.252281188964844"
"216","37.742919921875","37.742919921875","37.742919921875"
"218","38.26009750366211","38.26009750366211","38.26009750366211"
"219","38.9752197265625","38.9752197265625","38.9752197265625"
"220","39.45974349975586","39.45974349975586","39.45974349975586"
"221","36.898536682128906","36.898536682128906","36.898536682128906"
"222","39.436805725097656","39.436805725097656","39.436805725097656"
"223","39.020782470703125","39.020782470703125","39.020782470703125"
"224","37.7253303527832","37.7253303527832","37.7253303527832"
"225","33.90348434448242","33.90348434448242","33.90348434448242"
"226","38.19432067871094","38.19432067871094","38.19432067871094"
"227","37.09939956665039","37.09939956665039","37.09939956665039"
"228","35.05839920043945","35.05839920043945","35.05839920043945"
"229","32.8872184753418","32.8872184753418","32.8872184753418"
"230","44.78828430175781","44.78828430175781","44.78828430175781"
"231","33.50870132446289","33.50870132446289","33.50870132446289"
"232","37.147369384765625","37.147369384765625","37.147369384765625"
"233","33.90387725830078","33.90387725830078","33.90387725830078"
"234","44.29859161376953","44.29859161376953","44.29859161376953"
"235","31.860809326171875","31.860809326171875","31.860809326171875"
"236","36.443084716796875","36.443084716796875","36.443084716796875"
"237","32.38485336303711","32.38485336303711","32.38485336303711"
"238","38.951419830322266","38.951419830322266","38.951419830322266"
"239","37.3914794921875","37.3914794921875","37.3914794921875"
"240","38.39730453491211","38.39730453491211","38.39730453491211"
"241","39.314048767089844","39.314048767089844","39.314048767089844"
"242","44.114688873291016","44.114688873291016","44.114688873291016"
"243","45.682613372802734","45.682613372802734","45.682613372802734"
"244","38.86521911621094","38.86521911621094","38.86521911621094"
"245","37.925479888916016","37.925479888916016","37.925479888916016"
"246","32.66059875488281","32.66059875488281","32.66059875488281"
"247","37.70297622680664","37.70297622680664","37.70297622680664"
"248","37.454837799072266","37.454837799072266","37.454837799072266"
"249","36.2707633972168","36.2707633972168","36.2707633972168"
"251","37.460609436035156","37.460609436035156","37.460609436035156"
"252","42.44948196411133","42.44948196411133","42.44948196411133"
"253","40.94807434082031","40.94807434082031","40.94807434082031"
"254","30.208816528320312","30.208816528320312","30.208816528320312"
"255","43.47494888305664","43.47494888305664","43.47494888305664"
"256","38.88615417480469","38.88615417480469","38.88615417480469"
"257","32.880531311035156","32.880531311035156","32.880531311035156"
"258","38.473060607910156","38.473060607910156","38.473060607910156"
"259","39.13848114013672","39.13848114013672","39.13848114013672"
"260","30.80416488647461","30.80416488647461","30.80416488647461"
"261","38.37085723876953","38.37085723876953","38.37085723876953"
"262","32.146053314208984","32.146053314208984","32.146053314208984"
"263","35.74786376953125","35.74786376953125","35.74786376953125"
"264","35.272335052490234","35.272335052490234","35.272335052490234"
"265","43.31846618652344","43.31846618652344","43.31846618652344"
"266","38.38948059082031","38.38948059082031","38.38948059082031"
"267","28.226816177368164","28.226816177368164","28.226816177368164"
"268","37.975189208984375","37.975189208984375","37.975189208984375"
"269","36.66169738769531","36.66169738769531","36.66169738769531"
"270","37.083778381347656","37.083778381347656","37.083778381347656"
"271","37.15241622924805","37.15241622924805","37.15241622924805"
"272","37.466766357421875","37.466766357421875","37.466766357421875"
"273","33.289764404296875","33.289764404296875","33.289764404296875"
"274","30.728200912475586","30.728200912475586","30.728200912475586"
"275","36.636634826660156","36.636634826660156","36.636634826660156"
"276","37.90159225463867","37.90159225463867","37.90159225463867"
"277","39.75383758544922","39.75383758544922","39.75383758544922"
"278","26.687225341796875","26.687225341796875","26.687225341796875"
"279","37.67832565307617","37.67832565307617","37.67832565307617"
"280","34.63851547241211","34.63851547241211","34.63851547241211"
"281","39.8050537109375","39.8050537109375","39.8050537109375"
"282","37.86204528808594","37.86204528808594","37.86204528808594"
"284","37.01176452636719","37.01176452636719","37.01176452636719"
"285","33.753456115722656","33.753456115722656","33.753456115722656"
"286","46.19330596923828","46.19330596923828","46.19330596923828"
"287","38.166378021240234","38.166378021240234","38.166378021240234"
"288","37.445804595947266","37.445804595947266","37.445804595947266"
"289","35.39214324951172","35.39214324951172","35.39214324951172"
"290","32.1642951965332","32.1642951965332","32.1642951965332"
"291","37.746910095214844","37.746910095214844","37.746910095214844"
"292","37.77167510986328","37.77167510986328","37.77167510986328"
"293","37.82244873046875","37.82244873046875","37.82244873046875"
"294","35.580257415771484","35.580257415771484","35.580257415771484"
"295","36.195796966552734","36.195796966552734","36.195796966552734"
"296","36.48199462890625","36.48199462890625","36.48199462890625"
"297","37.23611068725586","37.23611068725586","37.23611068725586"
"298","38.28419494628906","38.28419494628906","38.28419494628906"
"299","34.72844696044922","34.72844696044922","34.72844696044922"
"301","38.168025970458984","38.168025970458984","38.168025970458984"
"302","32.746334075927734","32.746334075927734","32.746334075927734"
"303","37.269691467285156","37.269691467285156","37.269691467285156"
"304","34.66510009765625","34.66510009765625","34.66510009765625"
"305","37.10312271118164","37.10312271118164","37.10312271118164"
"306","38.257869720458984","38.257869720458984","38.257869720458984"
"307","33.831241607666016","33.831241607666016","33.831241607666016"
"308","38.08909225463867","38.08909225463867","38.08909225463867"
"309","35.9813117980957","35.9813117980957","35.9813117980957"
"310","40.178794860839844","40.178794860839844","40.178794860839844"
"311","31.218442916870117","31.218442916870117","31.218442916870117"
"312","36.90861892700195","36.90861892700195","36.90861892700195"
"313","35.86476135253906","35.86476135253906","35.86476135253906"
"314","32.75435256958008","32.75435256958008","32.75435256958008"
"315","37.502967834472656","37.502967834472656","37.502967834472656"
"316","37.67814254760742","37.67814254760742","37.67814254760742"
"318","38.78239822387695","38.78239822387695","38.78239822387695"
"319","39.22830581665039","39.22830581665039","39.22830581665039"
"320","28.8178768157959","28.8178768157959","28.8178768157959"
"321","41.947837829589844","41.947837829589844","41.947837829589844"
"322","39.68914794921875","39.68914794921875","39.68914794921875"
"323","31.28628158569336","31.28628158569336","31.28628158569336"
"324","38.024078369140625","38.024078369140625","38.024078369140625"
"325","36.418853759765625","36.418853759765625","36.418853759765625"
"326","46.51475524902344","46.51475524902344","46.51475524902344"
"327","39.116981506347656","39.116981506347656","39.116981506347656"
"328","37.94280242919922","37.94280242919922","37.94280242919922"
"329","37.692142486572266","37.692142486572266","37.692142486572266"
"330","40.922237396240234","40.922237396240234","40.922237396240234"
"331","37.99855041503906","37.99855041503906","37.99855041503906"
"332","30.46279525756836","30.46279525756836","30.46279525756836"
"333","35.22871017456055","35.22871017456055","35.22871017456055"
"334","37.98843002319336","37.98843002319336","37.98843002319336"
"335","35.98074722290039","35.98074722290039","35.98074722290039"
"336","39.662933349609375","39.662933349609375","39.662933349609375"
"337","38.47843933105469","38.47843933105469","38.47843933105469"
"338","46.36418151855469","46.36418151855469","46.36418151855469"
"339","37.415924072265625","37.415924072265625","37.415924072265625"
"340","37.89528274536133","37.89528274536133","37.89528274536133"
"341","36.4123649597168","36.4123649597168","36.4123649597168"
"342","39.80229949951172","39.80229949951172","39.80229949951172"
"343","34.688621520996094","34.688621520996094","34.688621520996094"
"344","32.2764892578125","32.2764892578125","32.2764892578125"
"345","38.79131317138672","38.79131317138672","38.79131317138672"
"346","34.789573669433594","34.789573669433594","34.789573669433594"
"347","38.28266143798828","38.28266143798828","38.28266143798828"
"348","43.153507232666016","43.153507232666016","43.153507232666016"
"349","35.01347351074219","35.01347351074219","35.01347351074219"
"351","34.155128479003906","34.155128479003906","34.155128479003906"
"352","29.567874908447266","29.567874908447266","29.567874908447266"
"353","37.3361701965332","37.3361701965332","37.3361701965332"
"354","40.21763229370117","40.21763229370117","40.21763229370117"
"355","43.64984893798828","43.64984893798828","43.64984893798828"
"356","44.076255798339844","44.076255798339844","44.076255798339844"
"357","36.66084289550781","36.66084289550781","36.66084289550781"
"358","35.519474029541016","35.519474029541016","35.519474029541016"
"359","28.450220108032227","28.450220108032227","28.450220108032227"
"360","36.53684997558594","36.53684997558594","36.53684997558594"
"361","39.2111930847168","39.2111930847168","39.2111930847168"
"362","34.240440368652344","34.240440368652344","34.240440368652344"
"363","37.579837799072266","37.579837799072266","37.579837799072266"
"364","38.12156677246094","38.12156677246094","38.12156677246094"
"365","40.04736328125","40.04736328125","40.04736328125"
"366","37.77183151245117","37.77183151245117","37.77183151245117"
"367","38.84880065917969","38.84880065917969","38.84880065917969"
"368","33.18791961669922","33.18791961669922","33.18791961669922"
"369","32.85782241821289","32.85782241821289","32.85782241821289"
"370","39.822628021240234","39.822628021240234","39.822628021240234"
"371","37.65118408203125","37.65118408203125","37.65118408203125"
"372","35.788055419921875","35.788055419921875","35.788055419921875"
"373","38.14081954956055","38.14081954956055","38.14081954956055"
"374","35.66845703125","35.66845703125","35.66845703125"
"375","29.745609283447266","29.745609283447266","29.745609283447266"
"376","44.42456817626953","44.42456817626953","44.42456817626953"
"377","35.503543853759766","35.503543853759766","35.503543853759766"
"378","32.972869873046875","32.972869873046875","32.972869873046875"
"379","47.30879592895508","47.30879592895508","47.30879592895508"
"380","29.765790939331055","29.765790939331055","29.765790939331055"
"381","38.58102035522461","38.58102035522461","38.58102035522461"
"382","41.99059295654297","41.99059295654297","41.99059295654297"
"384","43.04032897949219","43.04032897949219","43.04032897949219"
"385","46.03793716430664","46.03793716430664","46.03793716430664"
"386","28.1765079498291","28.1765079498291","28.1765079498291"
"387","42.32111740112305","42.32111740112305","42.32111740112305"
"388","38.409488677978516","38.409488677978516","38.409488677978516"
"389","38.37665557861328","38.37665557861328","38.37665557861328"
"390","30.213359832763672","30.213359832763672","30.213359832763672"
"391","34.37985610961914","34.37985610961914","34.37985610961914"
"392","33.69029998779297","33.69029998779297","33.69029998779297"
"393","30.77061653137207","30.77061653137207","30.77061653137207"
"394","27.43830108642578","27.43830108642578","27.43830108642578"
"395","43.135311126708984","43.135311126708984","43.135311126708984"
"396","46.761749267578125","46.761749267578125","46.761749267578125"
"397","38.50446319580078","38.50446319580078","38.50446319580078"
"398","38.50310134887695","38.50310134887695","38.50310134887695"
"399","36.208797454833984","36.208797454833984","36.208797454833984"
"401","38.4621696472168","38.4621696472168","38.4621696472168"
"402","36.1681022644043","36.1681022644043","36.1681022644043"
"403","38.599510192871094","38.599510192871094","38.599510192871094"
"404","36.1575813293457","36.1575813293457","36.1575813293457"
"405","39.26516342163086","39.26516342163086","39.26516342163086"
"406","37.54290008544922","37.54290008544922","37.54290008544922"
"407","46.116722106933594","46.116722106933594","46.116722106933594"
"408","37.4301872253418","37.4301872253418","37.4301872253418"
"409","37.04955291748047","37.04955291748047","37.04955291748047"
"410","39.35695266723633","39.35695266723633","39.35695266723633"
"411","33.292198181152344","33.292198181152344","33.292198181152344"
"412","36.65666961669922","36.65666961669922","36.65666961669922"
"413","38.586265563964844","38.586265563964844","38.586265563964844"
"414","33.59279251098633","33.59279251098633","33.59279251098633"
"415","40.05686569213867","40.05686569213867","40.05686569213867"
"416","43.574684143066406","43.574684143066406","43.574684143066406"
"418","40.93142318725586","40.93142318725586","40.93142318725586"
"419","37.40607833862305","37.40607833862305","37.40607833862305"
"420","37.396202087402344","37.396202087402344","37.396202087402344"
"421","36.63428497314453","36.63428497314453","36.63428497314453"
"422","40.616214752197266","40.616214752197266","40.616214752197266"
"423","35.54731369018555","35.54731369018555","35.54731369018555"
"424","36.62713623046875","36.62713623046875","36.62713623046875"
"425","31.593894958496094","31.593894958496094","31.593894958496094"
"426","30.548715591430664","30.548715591430664","30.548715591430664"
"427","37.196006774902344","37.196006774902344","37.196006774902344"
"428","40.91577911376953","40.91577911376953","40.91577911376953"
"429","30.751474380493164","30.751474380493164","30.751474380493164"
"430","46.34517288208008","46.34517288208008","46.34517288208008"
"431","39.012203216552734","39.012203216552734","39.012203216552734"
"432","46.08872604370117","46.08872604370117","46.08872604370117"
"433","45.43732833862305","45.43732833862305","45.43732833862305"
"434","37.46694564819336","37.46694564819336","37.46694564819336"
"435","35.737117767333984","35.737117767333984","35.737117767333984"
"436","36.712223052978516","36.712223052978516","36.712223052978516"
"437","37.2822265625","37.2822265625","37.2822265625"
"438","37.035640716552734","37.035640716552734","37.035640716552734"
"439","32.880977630615234","32.880977630615234","32.880977630615234"
"440","39.362796783447266","39.362796783447266","39.362796783447266"
"441","37.50384521484375","37.50384521484375","37.50384521484375"
"442","39.39418411254883","39.39418411254883","39.39418411254883"
"443","40.29452896118164","40.29452896118164","40.29452896118164"
"444","33.6689338684082","33.6689338684082","33.6689338684082"
"445","38.74259567260742","38.74259567260742","38.74259567260742"
"446","35.2047233581543","35.2047233581543","35.2047233581543"
"447","36.1787109375","36.1787109375","36.1787109375"
"448","43.1148567199707","43.1148567199707","43.1148567199707"
"449","37.69059753417969","37.69059753417969","37.69059753417969"
"451","36.90684509277344","36.90684509277344","36.90684509277344"
"452","37.6828727722168","37.6828727722168","37.6828727722168"
"453","42.420841217041016","42.420841217041016","42.420841217041016"
"454","34.062408447265625","34.062408447265625","34.062408447265625"
"455","38.46438217163086","38.46438217163086","38.46438217163086"
"456","40.06028747558594","40.06028747558594","40.06028747558594"
"457","44.43278503417969","44.43278503417969","44.43278503417969"
"458","41.41014099121094","41.41014099121094","41.41014099121094"
"459","32.242733001708984","32.242733001708984","32.242733001708984"
"460","31.70233726501465","31.70233726501465","31.70233726501465"
"461","39.07582473754883","39.07582473754883","39.07582473754883"
"462","38.3646240234375","38.3646240234375","38.3646240234375"
"463","36.812538146972656","36.812538146972656","36.812538146972656"
"464","44.851219177246094","44.851219177246094","44.851219177246094"
"465","38.55619812011719","38.55619812011719","38.55619812011719"
"466","30.898860931396484","30.898860931396484","30.898860931396484"
"467","30.52742576599121","30.52742576599121","30.52742576599121"
"468","39.271820068359375","39.271820068359375","39.271820068359375"
"469","36.67516326904297","36.67516326904297","36.67516326904297"
"470","38.098175048828125","38.098175048828125","38.098175048828125"
"471","37.266605377197266","37.266605377197266","37.266605377197266"
"472","36.7083740234375","36.7083740234375","36.7083740234375"
"473","32.78074264526367","32.78074264526367","32.78074264526367"
"474","36.825645446777344","36.825645446777344","36.825645446777344"
"475","40.62879943847656","40.62879943847656","40.62879943847656"
"476","30.227418899536133","30.227418899536133","30.227418899536133"
"477","38.00697708129883","38.00697708129883","38.00697708129883"
"478","32.53377914428711","32.53377914428711","32.53377914428711"
"479","44.269447326660156","44.269447326660156","44.269447326660156"
"480","42.466495513916016","42.466495513916016","42.466495513916016"
"481","32.98365783691406","32.98365783691406","32.98365783691406"
"482","41.039119720458984","41.039119720458984","41.039119720458984"
"484","45.59648513793945","45.59648513793945","45.59648513793945"
"485","36.476165771484375","36.476165771484375","36.476165771484375"
"486","32.57501220703125","32.57501220703125","32.57501220703125"
"487","46.436988830566406","46.436988830566406","46.436988830566406"
"488","45.82402420043945","45.82402420043945","45.82402420043945"
"489","33.14384841918945","33.14384841918945","33.14384841918945"
"490","38.330657958984375","38.330657958984375","38.330657958984375"
"491","39.13126754760742","39.13126754760742","39.13126754760742"
"492","30.07686996459961","30.07686996459961","30.07686996459961"
"493","36.06854248046875","36.06854248046875","36.06854248046875"
"494","36.32289123535156","36.32289123535156","36.32289123535156"
"495","33.35258865356445","33.35258865356445","33.35258865356445"
"496","30.887100219726562","30.887100219726562","30.887100219726562"
"497","42.781005859375","42.781005859375","42.781005859375"
"498","32.71250534057617","32.71250534057617","32.71250534057617"
"499","37.99246597290039","37.99246597290039","37.99246597290039"
"501","38.72348403930664","38.72348403930664","38.72348403930664"
"502","40.281028747558594","40.281028747558594","40.281028747558594"
"503","27.330400466918945","27.330400466918945","27.330400466918945"
"504","40.66175842285156","40.66175842285156","40.66175842285156"
"505","46.17726135253906","46.17726135253906","46.17726135253906"
"506","37.02834701538086","37.02834701538086","37.02834701538086"
"507","32.77199935913086","32.77199935913086","32.77199935913086"
"508","32.681060791015625","32.681060791015625","32.681060791015625"
"509","37.39308547973633","37.39308547973633","37.39308547973633"
"510","40.49494171142578","40.49494171142578","40.49494171142578"
"511","44.06231689453125","44.06231689453125","44.06231689453125"
"512","28.28900146484375","28.28900146484375","28.28900146484375"
"513","38.303863525390625","38.303863525390625","38.303863525390625"
"514","35.9571533203125","35.9571533203125","35.9571533203125"
