"Step","gallant-spaceship-199 - test/ssim_scat","gallant-spaceship-199 - test/ssim_scat__MIN","gallant-spaceship-199 - test/ssim_scat__MAX"
"132","0.9252472519874573","0.9252472519874573","0.9252472519874573"
"133","0.9198594093322754","0.9198594093322754","0.9198594093322754"
"134","0.927712619304657","0.927712619304657","0.927712619304657"
"135","0.8976184129714966","0.8976184129714966","0.8976184129714966"
"136","0.9159627556800842","0.9159627556800842","0.9159627556800842"
"137","0.9309234023094177","0.9309234023094177","0.9309234023094177"
"138","0.9278258085250854","0.9278258085250854","0.9278258085250854"
"139","0.9328926205635071","0.9328926205635071","0.9328926205635071"
"140","0.9202242493629456","0.9202242493629456","0.9202242493629456"
"141","0.927798330783844","0.927798330783844","0.927798330783844"
"142","0.9300758242607117","0.9300758242607117","0.9300758242607117"
"143","0.9253588914871216","0.9253588914871216","0.9253588914871216"
"144","0.914469301700592","0.914469301700592","0.914469301700592"
"145","0.9293163418769836","0.9293163418769836","0.9293163418769836"
"146","0.903027355670929","0.903027355670929","0.903027355670929"
"147","0.9268413186073303","0.9268413186073303","0.9268413186073303"
"149","0.914352297782898","0.914352297782898","0.914352297782898"
"150","0.9193400144577026","0.9193400144577026","0.9193400144577026"
"151","0.9323263168334961","0.9323263168334961","0.9323263168334961"
"152","0.9305049180984497","0.9305049180984497","0.9305049180984497"
"153","0.9315261840820312","0.9315261840820312","0.9315261840820312"
"154","0.913703441619873","0.913703441619873","0.913703441619873"
"155","0.9359108209609985","0.9359108209609985","0.9359108209609985"
"156","0.9269378185272217","0.9269378185272217","0.9269378185272217"
"157","0.9246352910995483","0.9246352910995483","0.9246352910995483"
"158","0.9362549781799316","0.9362549781799316","0.9362549781799316"
"159","0.9160647392272949","0.9160647392272949","0.9160647392272949"
"160","0.9183192253112793","0.9183192253112793","0.9183192253112793"
"161","0.9324995279312134","0.9324995279312134","0.9324995279312134"
"162","0.9157073497772217","0.9157073497772217","0.9157073497772217"
"163","0.9067295789718628","0.9067295789718628","0.9067295789718628"
"164","0.9112533330917358","0.9112533330917358","0.9112533330917358"
"165","0.9320542812347412","0.9320542812347412","0.9320542812347412"
"166","0.9258015155792236","0.9258015155792236","0.9258015155792236"
"167","0.8995498418807983","0.8995498418807983","0.8995498418807983"
"168","0.9062182903289795","0.9062182903289795","0.9062182903289795"
"169","0.9266656637191772","0.9266656637191772","0.9266656637191772"
"170","0.9094282388687134","0.9094282388687134","0.9094282388687134"
"171","0.9114816188812256","0.9114816188812256","0.9114816188812256"
"172","0.9226241111755371","0.9226241111755371","0.9226241111755371"
"173","0.9116198420524597","0.9116198420524597","0.9116198420524597"
"174","0.9181225299835205","0.9181225299835205","0.9181225299835205"
"175","0.91290682554245","0.91290682554245","0.91290682554245"
"176","0.9287649393081665","0.9287649393081665","0.9287649393081665"
"177","0.9122008681297302","0.9122008681297302","0.9122008681297302"
"178","0.91999351978302","0.91999351978302","0.91999351978302"
"179","0.9036696553230286","0.9036696553230286","0.9036696553230286"
"180","0.9302487373352051","0.9302487373352051","0.9302487373352051"
"182","0.9231982231140137","0.9231982231140137","0.9231982231140137"
"183","0.9310219287872314","0.9310219287872314","0.9310219287872314"
"184","0.9290213584899902","0.9290213584899902","0.9290213584899902"
"185","0.9004323482513428","0.9004323482513428","0.9004323482513428"
"186","0.9008100628852844","0.9008100628852844","0.9008100628852844"
"187","0.9239534139633179","0.9239534139633179","0.9239534139633179"
"188","0.9241951107978821","0.9241951107978821","0.9241951107978821"
"189","0.9238308072090149","0.9238308072090149","0.9238308072090149"
"190","0.9120266437530518","0.9120266437530518","0.9120266437530518"
"191","0.9151186943054199","0.9151186943054199","0.9151186943054199"
"192","0.9266408681869507","0.9266408681869507","0.9266408681869507"
"193","0.8810722827911377","0.8810722827911377","0.8810722827911377"
"194","0.9311424493789673","0.9311424493789673","0.9311424493789673"
"195","0.9013769030570984","0.9013769030570984","0.9013769030570984"
"196","0.8884007930755615","0.8884007930755615","0.8884007930755615"
"197","0.9039486646652222","0.9039486646652222","0.9039486646652222"
"198","0.9144991636276245","0.9144991636276245","0.9144991636276245"
"199","0.924505889415741","0.924505889415741","0.924505889415741"
"200","0.9159582853317261","0.9159582853317261","0.9159582853317261"
"201","0.9188148379325867","0.9188148379325867","0.9188148379325867"
"202","0.912810206413269","0.912810206413269","0.912810206413269"
"203","0.9130696058273315","0.9130696058273315","0.9130696058273315"
"204","0.9159159660339355","0.9159159660339355","0.9159159660339355"
"205","0.9139879941940308","0.9139879941940308","0.9139879941940308"
"206","0.9268653392791748","0.9268653392791748","0.9268653392791748"
"207","0.9281081557273865","0.9281081557273865","0.9281081557273865"
"208","0.9160650968551636","0.9160650968551636","0.9160650968551636"
"209","0.8701927661895752","0.8701927661895752","0.8701927661895752"
"210","0.9256211519241333","0.9256211519241333","0.9256211519241333"
"211","0.9295221567153931","0.9295221567153931","0.9295221567153931"
"212","0.9074149131774902","0.9074149131774902","0.9074149131774902"
"213","0.9259586334228516","0.9259586334228516","0.9259586334228516"
"215","0.9072510004043579","0.9072510004043579","0.9072510004043579"
"216","0.9272996187210083","0.9272996187210083","0.9272996187210083"
"217","0.9159128665924072","0.9159128665924072","0.9159128665924072"
"218","0.922345757484436","0.922345757484436","0.922345757484436"
"219","0.9293187856674194","0.9293187856674194","0.9293187856674194"
"220","0.9258480668067932","0.9258480668067932","0.9258480668067932"
"221","0.9026578664779663","0.9026578664779663","0.9026578664779663"
"222","0.9257255792617798","0.9257255792617798","0.9257255792617798"
"223","0.9065768718719482","0.9065768718719482","0.9065768718719482"
"224","0.9063327312469482","0.9063327312469482","0.9063327312469482"
"225","0.91357421875","0.91357421875","0.91357421875"
"226","0.910603940486908","0.910603940486908","0.910603940486908"
"227","0.93038010597229","0.93038010597229","0.93038010597229"
"228","0.8986465930938721","0.8986465930938721","0.8986465930938721"
"229","0.9066963195800781","0.9066963195800781","0.9066963195800781"
"230","0.9117504954338074","0.9117504954338074","0.9117504954338074"
"231","0.929117739200592","0.929117739200592","0.929117739200592"
"232","0.9163538813591003","0.9163538813591003","0.9163538813591003"
"233","0.9107975959777832","0.9107975959777832","0.9107975959777832"
"234","0.9165061116218567","0.9165061116218567","0.9165061116218567"
"235","0.9260151386260986","0.9260151386260986","0.9260151386260986"
"236","0.9247221946716309","0.9247221946716309","0.9247221946716309"
"237","0.9208061695098877","0.9208061695098877","0.9208061695098877"
"238","0.9362202882766724","0.9362202882766724","0.9362202882766724"
"239","0.932732105255127","0.932732105255127","0.932732105255127"
"240","0.9314798712730408","0.9314798712730408","0.9314798712730408"
"241","0.9247163534164429","0.9247163534164429","0.9247163534164429"
"242","0.9132775068283081","0.9132775068283081","0.9132775068283081"
"243","0.9270869493484497","0.9270869493484497","0.9270869493484497"
"244","0.8811687231063843","0.8811687231063843","0.8811687231063843"
"245","0.9226353764533997","0.9226353764533997","0.9226353764533997"
"246","0.9227891564369202","0.9227891564369202","0.9227891564369202"
"248","0.9135726690292358","0.9135726690292358","0.9135726690292358"
"249","0.9293623566627502","0.9293623566627502","0.9293623566627502"
"250","0.9261310696601868","0.9261310696601868","0.9261310696601868"
"251","0.8726069927215576","0.8726069927215576","0.8726069927215576"
"252","0.9298911094665527","0.9298911094665527","0.9298911094665527"
"253","0.9189682602882385","0.9189682602882385","0.9189682602882385"
"254","0.8968929052352905","0.8968929052352905","0.8968929052352905"
"255","0.9304519295692444","0.9304519295692444","0.9304519295692444"
"256","0.9127300381660461","0.9127300381660461","0.9127300381660461"
"257","0.9231562614440918","0.9231562614440918","0.9231562614440918"
"258","0.8991456031799316","0.8991456031799316","0.8991456031799316"
"259","0.9217606782913208","0.9217606782913208","0.9217606782913208"
"260","0.9175500869750977","0.9175500869750977","0.9175500869750977"
"261","0.9278882741928101","0.9278882741928101","0.9278882741928101"
"262","0.9362236857414246","0.9362236857414246","0.9362236857414246"
"263","0.8995798230171204","0.8995798230171204","0.8995798230171204"
"264","0.9073026180267334","0.9073026180267334","0.9073026180267334"
"265","0.9198856353759766","0.9198856353759766","0.9198856353759766"
"266","0.8874814510345459","0.8874814510345459","0.8874814510345459"
"267","0.9229528903961182","0.9229528903961182","0.9229528903961182"
"268","0.8854767084121704","0.8854767084121704","0.8854767084121704"
"269","0.9382690191268921","0.9382690191268921","0.9382690191268921"
"270","0.8983590006828308","0.8983590006828308","0.8983590006828308"
"271","0.8794915080070496","0.8794915080070496","0.8794915080070496"
"272","0.9284578561782837","0.9284578561782837","0.9284578561782837"
"273","0.927321195602417","0.927321195602417","0.927321195602417"
"274","0.9408002495765686","0.9408002495765686","0.9408002495765686"
"275","0.9088432788848877","0.9088432788848877","0.9088432788848877"
"276","0.885263204574585","0.885263204574585","0.885263204574585"
"277","0.9226765632629395","0.9226765632629395","0.9226765632629395"
"278","0.9279546737670898","0.9279546737670898","0.9279546737670898"
"279","0.924404501914978","0.924404501914978","0.924404501914978"
"281","0.9052512645721436","0.9052512645721436","0.9052512645721436"
"282","0.9134148359298706","0.9134148359298706","0.9134148359298706"
"283","0.9327741861343384","0.9327741861343384","0.9327741861343384"
"284","0.9042675495147705","0.9042675495147705","0.9042675495147705"
"285","0.9222426414489746","0.9222426414489746","0.9222426414489746"
"286","0.9106343984603882","0.9106343984603882","0.9106343984603882"
"287","0.9196168780326843","0.9196168780326843","0.9196168780326843"
"288","0.9303580522537231","0.9303580522537231","0.9303580522537231"
"289","0.9160101413726807","0.9160101413726807","0.9160101413726807"
"290","0.9261353611946106","0.9261353611946106","0.9261353611946106"
"291","0.909106969833374","0.909106969833374","0.909106969833374"
"292","0.9181349277496338","0.9181349277496338","0.9181349277496338"
"293","0.9197064638137817","0.9197064638137817","0.9197064638137817"
"294","0.9094219207763672","0.9094219207763672","0.9094219207763672"
"295","0.92679762840271","0.92679762840271","0.92679762840271"
"296","0.919134259223938","0.919134259223938","0.919134259223938"
"297","0.9003934860229492","0.9003934860229492","0.9003934860229492"
"298","0.9156895875930786","0.9156895875930786","0.9156895875930786"
"299","0.9113864302635193","0.9113864302635193","0.9113864302635193"
"300","0.9272483587265015","0.9272483587265015","0.9272483587265015"
"301","0.9202820062637329","0.9202820062637329","0.9202820062637329"
"302","0.9057917594909668","0.9057917594909668","0.9057917594909668"
"303","0.8901304006576538","0.8901304006576538","0.8901304006576538"
"304","0.9060684442520142","0.9060684442520142","0.9060684442520142"
"305","0.9025851488113403","0.9025851488113403","0.9025851488113403"
"306","0.9198554158210754","0.9198554158210754","0.9198554158210754"
"307","0.9041324257850647","0.9041324257850647","0.9041324257850647"
"308","0.9012550115585327","0.9012550115585327","0.9012550115585327"
"309","0.9227705597877502","0.9227705597877502","0.9227705597877502"
"310","0.9211586117744446","0.9211586117744446","0.9211586117744446"
"311","0.9350392818450928","0.9350392818450928","0.9350392818450928"
"312","0.9042109251022339","0.9042109251022339","0.9042109251022339"
"314","0.9238831996917725","0.9238831996917725","0.9238831996917725"
"315","0.9267905950546265","0.9267905950546265","0.9267905950546265"
"316","0.895656406879425","0.895656406879425","0.895656406879425"
"317","0.92351233959198","0.92351233959198","0.92351233959198"
"318","0.9171332120895386","0.9171332120895386","0.9171332120895386"
"319","0.9103935360908508","0.9103935360908508","0.9103935360908508"
"320","0.8973002433776855","0.8973002433776855","0.8973002433776855"
"321","0.9291271567344666","0.9291271567344666","0.9291271567344666"
"322","0.9319388270378113","0.9319388270378113","0.9319388270378113"
"323","0.9079573750495911","0.9079573750495911","0.9079573750495911"
"324","0.9171249866485596","0.9171249866485596","0.9171249866485596"
"325","0.881356954574585","0.881356954574585","0.881356954574585"
"326","0.9290425777435303","0.9290425777435303","0.9290425777435303"
"327","0.9000388979911804","0.9000388979911804","0.9000388979911804"
"328","0.9038167595863342","0.9038167595863342","0.9038167595863342"
"329","0.9304714202880859","0.9304714202880859","0.9304714202880859"
"330","0.9020174741744995","0.9020174741744995","0.9020174741744995"
"331","0.922849178314209","0.922849178314209","0.922849178314209"
"332","0.9305261373519897","0.9305261373519897","0.9305261373519897"
"333","0.9184755086898804","0.9184755086898804","0.9184755086898804"
"334","0.9323193430900574","0.9323193430900574","0.9323193430900574"
"335","0.8936170339584351","0.8936170339584351","0.8936170339584351"
"336","0.881035566329956","0.881035566329956","0.881035566329956"
"337","0.9207713603973389","0.9207713603973389","0.9207713603973389"
"338","0.9233447909355164","0.9233447909355164","0.9233447909355164"
"339","0.9285765886306763","0.9285765886306763","0.9285765886306763"
"340","0.9205962419509888","0.9205962419509888","0.9205962419509888"
"341","0.9276197552680969","0.9276197552680969","0.9276197552680969"
"342","0.9269189238548279","0.9269189238548279","0.9269189238548279"
"343","0.9149470329284668","0.9149470329284668","0.9149470329284668"
"344","0.9316463470458984","0.9316463470458984","0.9316463470458984"
"345","0.9113997220993042","0.9113997220993042","0.9113997220993042"
"347","0.9071598052978516","0.9071598052978516","0.9071598052978516"
"348","0.9016407132148743","0.9016407132148743","0.9016407132148743"
"349","0.9039280414581299","0.9039280414581299","0.9039280414581299"
"350","0.9095549583435059","0.9095549583435059","0.9095549583435059"
"351","0.9315823316574097","0.9315823316574097","0.9315823316574097"
"352","0.9312428832054138","0.9312428832054138","0.9312428832054138"
"353","0.8983699679374695","0.8983699679374695","0.8983699679374695"
"354","0.9226632714271545","0.9226632714271545","0.9226632714271545"
"355","0.9081486463546753","0.9081486463546753","0.9081486463546753"
"356","0.9216442108154297","0.9216442108154297","0.9216442108154297"
"357","0.922958493232727","0.922958493232727","0.922958493232727"
"358","0.9176802635192871","0.9176802635192871","0.9176802635192871"
"359","0.9271706938743591","0.9271706938743591","0.9271706938743591"
"360","0.9159384965896606","0.9159384965896606","0.9159384965896606"
"361","0.9260038137435913","0.9260038137435913","0.9260038137435913"
"362","0.928196370601654","0.928196370601654","0.928196370601654"
"363","0.910553514957428","0.910553514957428","0.910553514957428"
"364","0.9174450635910034","0.9174450635910034","0.9174450635910034"
"365","0.9091647863388062","0.9091647863388062","0.9091647863388062"
"366","0.930701494216919","0.930701494216919","0.930701494216919"
"367","0.9257060289382935","0.9257060289382935","0.9257060289382935"
"368","0.9247705936431885","0.9247705936431885","0.9247705936431885"
"369","0.9091896414756775","0.9091896414756775","0.9091896414756775"
"370","0.9213477969169617","0.9213477969169617","0.9213477969169617"
"371","0.9088333249092102","0.9088333249092102","0.9088333249092102"
"372","0.9334031939506531","0.9334031939506531","0.9334031939506531"
"373","0.9087911248207092","0.9087911248207092","0.9087911248207092"
"374","0.9140710830688477","0.9140710830688477","0.9140710830688477"
"375","0.9314959645271301","0.9314959645271301","0.9314959645271301"
"376","0.9143676161766052","0.9143676161766052","0.9143676161766052"
"377","0.9069881439208984","0.9069881439208984","0.9069881439208984"
"378","0.9339627027511597","0.9339627027511597","0.9339627027511597"
"380","0.9330977201461792","0.9330977201461792","0.9330977201461792"
"381","0.9308873414993286","0.9308873414993286","0.9308873414993286"
"382","0.9201174378395081","0.9201174378395081","0.9201174378395081"
"383","0.9311231374740601","0.9311231374740601","0.9311231374740601"
"384","0.9281547665596008","0.9281547665596008","0.9281547665596008"
"385","0.928009033203125","0.928009033203125","0.928009033203125"
"386","0.9110472202301025","0.9110472202301025","0.9110472202301025"
"387","0.9163317084312439","0.9163317084312439","0.9163317084312439"
"388","0.9070395827293396","0.9070395827293396","0.9070395827293396"
"389","0.9155374765396118","0.9155374765396118","0.9155374765396118"
"390","0.9005261063575745","0.9005261063575745","0.9005261063575745"
"391","0.9288402795791626","0.9288402795791626","0.9288402795791626"
"392","0.9324527978897095","0.9324527978897095","0.9324527978897095"
"393","0.9023646116256714","0.9023646116256714","0.9023646116256714"
"394","0.8970800638198853","0.8970800638198853","0.8970800638198853"
"395","0.9077355861663818","0.9077355861663818","0.9077355861663818"
"396","0.925721287727356","0.925721287727356","0.925721287727356"
"397","0.9175921082496643","0.9175921082496643","0.9175921082496643"
"398","0.9091850519180298","0.9091850519180298","0.9091850519180298"
"399","0.9318399429321289","0.9318399429321289","0.9318399429321289"
"400","0.9305834770202637","0.9305834770202637","0.9305834770202637"
"401","0.9193259477615356","0.9193259477615356","0.9193259477615356"
"402","0.9306639432907104","0.9306639432907104","0.9306639432907104"
"403","0.9156265258789062","0.9156265258789062","0.9156265258789062"
"404","0.9232544898986816","0.9232544898986816","0.9232544898986816"
"405","0.9166848659515381","0.9166848659515381","0.9166848659515381"
"406","0.9022179245948792","0.9022179245948792","0.9022179245948792"
"407","0.9351191520690918","0.9351191520690918","0.9351191520690918"
"408","0.9090257883071899","0.9090257883071899","0.9090257883071899"
"409","0.9177126884460449","0.9177126884460449","0.9177126884460449"
"410","0.9234569668769836","0.9234569668769836","0.9234569668769836"
"411","0.9299020767211914","0.9299020767211914","0.9299020767211914"
"413","0.9291228652000427","0.9291228652000427","0.9291228652000427"
"414","0.9089155197143555","0.9089155197143555","0.9089155197143555"
"415","0.9035145044326782","0.9035145044326782","0.9035145044326782"
"416","0.9158599376678467","0.9158599376678467","0.9158599376678467"
"417","0.921468198299408","0.921468198299408","0.921468198299408"
"418","0.9300953149795532","0.9300953149795532","0.9300953149795532"
"419","0.9156725406646729","0.9156725406646729","0.9156725406646729"
"420","0.9120315313339233","0.9120315313339233","0.9120315313339233"
"421","0.8963480591773987","0.8963480591773987","0.8963480591773987"
"422","0.9051439166069031","0.9051439166069031","0.9051439166069031"
"423","0.9218051433563232","0.9218051433563232","0.9218051433563232"
"424","0.9115986824035645","0.9115986824035645","0.9115986824035645"
"425","0.9299015402793884","0.9299015402793884","0.9299015402793884"
"426","0.9215758442878723","0.9215758442878723","0.9215758442878723"
"427","0.9307227730751038","0.9307227730751038","0.9307227730751038"
"428","0.9317951798439026","0.9317951798439026","0.9317951798439026"
"429","0.9148566722869873","0.9148566722869873","0.9148566722869873"
"430","0.9130508899688721","0.9130508899688721","0.9130508899688721"
"431","0.8996375799179077","0.8996375799179077","0.8996375799179077"
"432","0.8921014070510864","0.8921014070510864","0.8921014070510864"
"433","0.9292476177215576","0.9292476177215576","0.9292476177215576"
"434","0.9114197492599487","0.9114197492599487","0.9114197492599487"
"435","0.8977041244506836","0.8977041244506836","0.8977041244506836"
"436","0.9283345341682434","0.9283345341682434","0.9283345341682434"
"437","0.9317517280578613","0.9317517280578613","0.9317517280578613"
"438","0.9319456815719604","0.9319456815719604","0.9319456815719604"
"439","0.9190846681594849","0.9190846681594849","0.9190846681594849"
"440","0.9285558462142944","0.9285558462142944","0.9285558462142944"
"441","0.9208554029464722","0.9208554029464722","0.9208554029464722"
"442","0.9195578098297119","0.9195578098297119","0.9195578098297119"
"443","0.9331024885177612","0.9331024885177612","0.9331024885177612"
"444","0.9174591302871704","0.9174591302871704","0.9174591302871704"
"446","0.9175044298171997","0.9175044298171997","0.9175044298171997"
"447","0.930282473564148","0.930282473564148","0.930282473564148"
"448","0.9319615960121155","0.9319615960121155","0.9319615960121155"
"449","0.9239943027496338","0.9239943027496338","0.9239943027496338"
"450","0.9035936594009399","0.9035936594009399","0.9035936594009399"
"451","0.9186928272247314","0.9186928272247314","0.9186928272247314"
"452","0.9300960898399353","0.9300960898399353","0.9300960898399353"
"453","0.9216533899307251","0.9216533899307251","0.9216533899307251"
"454","0.9068548679351807","0.9068548679351807","0.9068548679351807"
"455","0.9178571105003357","0.9178571105003357","0.9178571105003357"
"456","0.9317357540130615","0.9317357540130615","0.9317357540130615"
"457","0.9163559675216675","0.9163559675216675","0.9163559675216675"
"458","0.912476122379303","0.912476122379303","0.912476122379303"
"459","0.9313693046569824","0.9313693046569824","0.9313693046569824"
"460","0.9116999506950378","0.9116999506950378","0.9116999506950378"
"461","0.9181491136550903","0.9181491136550903","0.9181491136550903"
"462","0.9167871475219727","0.9167871475219727","0.9167871475219727"
"463","0.9241880178451538","0.9241880178451538","0.9241880178451538"
"464","0.9195149540901184","0.9195149540901184","0.9195149540901184"
"465","0.8969205617904663","0.8969205617904663","0.8969205617904663"
