"Step","pleasant-mountain-202 - test/ssim_scat","pleasant-mountain-202 - test/ssim_scat__MIN","pleasant-mountain-202 - test/ssim_scat__MAX"
"145","0.8988374471664429","0.8988374471664429","0.8988374471664429"
"146","0.8849140405654907","0.8849140405654907","0.8849140405654907"
"147","0.9181245565414429","0.9181245565414429","0.9181245565414429"
"148","0.8603290319442749","0.8603290319442749","0.8603290319442749"
"149","0.8949230909347534","0.8949230909347534","0.8949230909347534"
"151","0.882775068283081","0.882775068283081","0.882775068283081"
"152","0.8872017860412598","0.8872017860412598","0.8872017860412598"
"153","0.8883664608001709","0.8883664608001709","0.8883664608001709"
"154","0.864763617515564","0.864763617515564","0.864763617515564"
"155","0.9166594743728638","0.9166594743728638","0.9166594743728638"
"156","0.8816277384757996","0.8816277384757996","0.8816277384757996"
"157","0.9082121849060059","0.9082121849060059","0.9082121849060059"
"158","0.918226957321167","0.918226957321167","0.918226957321167"
"159","0.9143514633178711","0.9143514633178711","0.9143514633178711"
"160","0.8226500153541565","0.8226500153541565","0.8226500153541565"
"161","0.8955137133598328","0.8955137133598328","0.8955137133598328"
"162","0.8873065710067749","0.8873065710067749","0.8873065710067749"
"163","0.9109917879104614","0.9109917879104614","0.9109917879104614"
"164","0.8697049617767334","0.8697049617767334","0.8697049617767334"
"165","0.8550314903259277","0.8550314903259277","0.8550314903259277"
"166","0.895095944404602","0.895095944404602","0.895095944404602"
"167","0.931113064289093","0.931113064289093","0.931113064289093"
"168","0.8956926465034485","0.8956926465034485","0.8956926465034485"
"169","0.834993839263916","0.834993839263916","0.834993839263916"
"170","0.8679285049438477","0.8679285049438477","0.8679285049438477"
"171","0.912671685218811","0.912671685218811","0.912671685218811"
"172","0.8788411617279053","0.8788411617279053","0.8788411617279053"
"173","0.8885592222213745","0.8885592222213745","0.8885592222213745"
"174","0.8977735042572021","0.8977735042572021","0.8977735042572021"
"175","0.9074445962905884","0.9074445962905884","0.9074445962905884"
"176","0.8901065587997437","0.8901065587997437","0.8901065587997437"
"177","0.8828287124633789","0.8828287124633789","0.8828287124633789"
"178","0.8812990188598633","0.8812990188598633","0.8812990188598633"
"179","0.8991285562515259","0.8991285562515259","0.8991285562515259"
"180","0.917442798614502","0.917442798614502","0.917442798614502"
"181","0.8835914134979248","0.8835914134979248","0.8835914134979248"
"182","0.9255993962287903","0.9255993962287903","0.9255993962287903"
"184","0.9115014672279358","0.9115014672279358","0.9115014672279358"
"185","0.8866896033287048","0.8866896033287048","0.8866896033287048"
"186","0.8669992685317993","0.8669992685317993","0.8669992685317993"
"187","0.8619303703308105","0.8619303703308105","0.8619303703308105"
"188","0.879237711429596","0.879237711429596","0.879237711429596"
"189","0.8993808031082153","0.8993808031082153","0.8993808031082153"
"190","0.8720627427101135","0.8720627427101135","0.8720627427101135"
"191","0.9021959900856018","0.9021959900856018","0.9021959900856018"
"192","0.8716380596160889","0.8716380596160889","0.8716380596160889"
"193","0.8783546686172485","0.8783546686172485","0.8783546686172485"
"194","0.9062581062316895","0.9062581062316895","0.9062581062316895"
"195","0.8994590640068054","0.8994590640068054","0.8994590640068054"
"196","0.8883938789367676","0.8883938789367676","0.8883938789367676"
"197","0.8585532903671265","0.8585532903671265","0.8585532903671265"
"198","0.8676984310150146","0.8676984310150146","0.8676984310150146"
"199","0.8967435359954834","0.8967435359954834","0.8967435359954834"
"201","0.8571134805679321","0.8571134805679321","0.8571134805679321"
"202","0.8652322888374329","0.8652322888374329","0.8652322888374329"
"203","0.8496503829956055","0.8496503829956055","0.8496503829956055"
"204","0.8504809141159058","0.8504809141159058","0.8504809141159058"
"205","0.8665806651115417","0.8665806651115417","0.8665806651115417"
"206","0.8898705244064331","0.8898705244064331","0.8898705244064331"
"207","0.8758038878440857","0.8758038878440857","0.8758038878440857"
"208","0.9019143581390381","0.9019143581390381","0.9019143581390381"
"209","0.8688084483146667","0.8688084483146667","0.8688084483146667"
"210","0.9145599603652954","0.9145599603652954","0.9145599603652954"
"211","0.8952757716178894","0.8952757716178894","0.8952757716178894"
"212","0.8542091250419617","0.8542091250419617","0.8542091250419617"
"213","0.8926365971565247","0.8926365971565247","0.8926365971565247"
"214","0.9210005402565002","0.9210005402565002","0.9210005402565002"
"215","0.8709304332733154","0.8709304332733154","0.8709304332733154"
"216","0.8964536190032959","0.8964536190032959","0.8964536190032959"
"218","0.9100311994552612","0.9100311994552612","0.9100311994552612"
"219","0.8553179502487183","0.8553179502487183","0.8553179502487183"
"220","0.8694008588790894","0.8694008588790894","0.8694008588790894"
"221","0.91032475233078","0.91032475233078","0.91032475233078"
"222","0.8878958821296692","0.8878958821296692","0.8878958821296692"
"223","0.9137859344482422","0.9137859344482422","0.9137859344482422"
"224","0.9044851064682007","0.9044851064682007","0.9044851064682007"
"225","0.9113868474960327","0.9113868474960327","0.9113868474960327"
"226","0.8656274676322937","0.8656274676322937","0.8656274676322937"
"227","0.8629854917526245","0.8629854917526245","0.8629854917526245"
"228","0.8913291096687317","0.8913291096687317","0.8913291096687317"
"229","0.8823690414428711","0.8823690414428711","0.8823690414428711"
"230","0.9183739423751831","0.9183739423751831","0.9183739423751831"
"231","0.8917074799537659","0.8917074799537659","0.8917074799537659"
"232","0.8674834966659546","0.8674834966659546","0.8674834966659546"
"233","0.8586797714233398","0.8586797714233398","0.8586797714233398"
"234","0.9243230819702148","0.9243230819702148","0.9243230819702148"
"235","0.8639510869979858","0.8639510869979858","0.8639510869979858"
"236","0.8878953456878662","0.8878953456878662","0.8878953456878662"
"237","0.8875069618225098","0.8875069618225098","0.8875069618225098"
"238","0.8634960651397705","0.8634960651397705","0.8634960651397705"
"239","0.8814134001731873","0.8814134001731873","0.8814134001731873"
"240","0.895946204662323","0.895946204662323","0.895946204662323"
"241","0.8914937973022461","0.8914937973022461","0.8914937973022461"
"242","0.9284796714782715","0.9284796714782715","0.9284796714782715"
"243","0.9264808893203735","0.9264808893203735","0.9264808893203735"
"244","0.9002172946929932","0.9002172946929932","0.9002172946929932"
"245","0.8877979516983032","0.8877979516983032","0.8877979516983032"
"246","0.8694387674331665","0.8694387674331665","0.8694387674331665"
"247","0.8966436386108398","0.8966436386108398","0.8966436386108398"
"248","0.9109195470809937","0.9109195470809937","0.9109195470809937"
"249","0.9027868509292603","0.9027868509292603","0.9027868509292603"
"251","0.8943759202957153","0.8943759202957153","0.8943759202957153"
"252","0.9065948128700256","0.9065948128700256","0.9065948128700256"
"253","0.9003697633743286","0.9003697633743286","0.9003697633743286"
"254","0.8069888949394226","0.8069888949394226","0.8069888949394226"
"255","0.9129669666290283","0.9129669666290283","0.9129669666290283"
"256","0.8485910892486572","0.8485910892486572","0.8485910892486572"
"257","0.8480089902877808","0.8480089902877808","0.8480089902877808"
"258","0.9180604219436646","0.9180604219436646","0.9180604219436646"
"259","0.8717178106307983","0.8717178106307983","0.8717178106307983"
"260","0.8948543071746826","0.8948543071746826","0.8948543071746826"
"261","0.8716821074485779","0.8716821074485779","0.8716821074485779"
"262","0.9026232957839966","0.9026232957839966","0.9026232957839966"
"263","0.8833345174789429","0.8833345174789429","0.8833345174789429"
"264","0.8890259861946106","0.8890259861946106","0.8890259861946106"
"265","0.9005739688873291","0.9005739688873291","0.9005739688873291"
"266","0.873275637626648","0.873275637626648","0.873275637626648"
"267","0.8642443418502808","0.8642443418502808","0.8642443418502808"
"268","0.8800445199012756","0.8800445199012756","0.8800445199012756"
"269","0.8865306973457336","0.8865306973457336","0.8865306973457336"
"270","0.9049874544143677","0.9049874544143677","0.9049874544143677"
"271","0.8914543986320496","0.8914543986320496","0.8914543986320496"
"272","0.9038357734680176","0.9038357734680176","0.9038357734680176"
"273","0.8732612133026123","0.8732612133026123","0.8732612133026123"
"274","0.8461474180221558","0.8461474180221558","0.8461474180221558"
"275","0.8981375694274902","0.8981375694274902","0.8981375694274902"
"276","0.9021587371826172","0.9021587371826172","0.9021587371826172"
"277","0.912063717842102","0.912063717842102","0.912063717842102"
"278","0.858256459236145","0.858256459236145","0.858256459236145"
"279","0.8856099843978882","0.8856099843978882","0.8856099843978882"
"280","0.8709040880203247","0.8709040880203247","0.8709040880203247"
"281","0.8847366571426392","0.8847366571426392","0.8847366571426392"
"282","0.879629373550415","0.879629373550415","0.879629373550415"
"284","0.8564505577087402","0.8564505577087402","0.8564505577087402"
"285","0.8847939968109131","0.8847939968109131","0.8847939968109131"
"286","0.9229148626327515","0.9229148626327515","0.9229148626327515"
"287","0.8663439750671387","0.8663439750671387","0.8663439750671387"
"288","0.8933736085891724","0.8933736085891724","0.8933736085891724"
"289","0.8771295547485352","0.8771295547485352","0.8771295547485352"
"290","0.8870818614959717","0.8870818614959717","0.8870818614959717"
"291","0.897054135799408","0.897054135799408","0.897054135799408"
"292","0.8884550333023071","0.8884550333023071","0.8884550333023071"
"293","0.9009371399879456","0.9009371399879456","0.9009371399879456"
"294","0.8467432260513306","0.8467432260513306","0.8467432260513306"
"295","0.8834288716316223","0.8834288716316223","0.8834288716316223"
"296","0.8795713186264038","0.8795713186264038","0.8795713186264038"
"297","0.8925575613975525","0.8925575613975525","0.8925575613975525"
"298","0.893580436706543","0.893580436706543","0.893580436706543"
"299","0.8775559663772583","0.8775559663772583","0.8775559663772583"
"301","0.8802481889724731","0.8802481889724731","0.8802481889724731"
"302","0.8626356720924377","0.8626356720924377","0.8626356720924377"
"303","0.8946048021316528","0.8946048021316528","0.8946048021316528"
"304","0.8860645294189453","0.8860645294189453","0.8860645294189453"
"305","0.8782088756561279","0.8782088756561279","0.8782088756561279"
"306","0.8829662799835205","0.8829662799835205","0.8829662799835205"
"307","0.8648838996887207","0.8648838996887207","0.8648838996887207"
"308","0.8805186748504639","0.8805186748504639","0.8805186748504639"
"309","0.8874146938323975","0.8874146938323975","0.8874146938323975"
"310","0.9033710956573486","0.9033710956573486","0.9033710956573486"
"311","0.8563647270202637","0.8563647270202637","0.8563647270202637"
"312","0.903274416923523","0.903274416923523","0.903274416923523"
"313","0.8774689435958862","0.8774689435958862","0.8774689435958862"
"314","0.9050555229187012","0.9050555229187012","0.9050555229187012"
"315","0.8680447340011597","0.8680447340011597","0.8680447340011597"
"316","0.9112280011177063","0.9112280011177063","0.9112280011177063"
"318","0.907545804977417","0.907545804977417","0.907545804977417"
"319","0.90358966588974","0.90358966588974","0.90358966588974"
"320","0.8533115386962891","0.8533115386962891","0.8533115386962891"
"321","0.9093048572540283","0.9093048572540283","0.9093048572540283"
"322","0.8863803744316101","0.8863803744316101","0.8863803744316101"
"323","0.8689669370651245","0.8689669370651245","0.8689669370651245"
"324","0.8524932265281677","0.8524932265281677","0.8524932265281677"
"325","0.8667941093444824","0.8667941093444824","0.8667941093444824"
"326","0.9278661012649536","0.9278661012649536","0.9278661012649536"
"327","0.8878555297851562","0.8878555297851562","0.8878555297851562"
"328","0.9235721826553345","0.9235721826553345","0.9235721826553345"
"329","0.8694124221801758","0.8694124221801758","0.8694124221801758"
"330","0.9158564805984497","0.9158564805984497","0.9158564805984497"
"331","0.8651607036590576","0.8651607036590576","0.8651607036590576"
"332","0.8677053451538086","0.8677053451538086","0.8677053451538086"
"333","0.8753636479377747","0.8753636479377747","0.8753636479377747"
"334","0.8954237699508667","0.8954237699508667","0.8954237699508667"
"335","0.9003272652626038","0.9003272652626038","0.9003272652626038"
"336","0.9219712018966675","0.9219712018966675","0.9219712018966675"
"337","0.8949229717254639","0.8949229717254639","0.8949229717254639"
"338","0.9210308790206909","0.9210308790206909","0.9210308790206909"
"339","0.846690833568573","0.846690833568573","0.846690833568573"
"340","0.8840731382369995","0.8840731382369995","0.8840731382369995"
"341","0.893796443939209","0.893796443939209","0.893796443939209"
"342","0.8942473530769348","0.8942473530769348","0.8942473530769348"
"343","0.9149562120437622","0.9149562120437622","0.9149562120437622"
"344","0.8942373394966125","0.8942373394966125","0.8942373394966125"
"345","0.8572956919670105","0.8572956919670105","0.8572956919670105"
"346","0.8935202360153198","0.8935202360153198","0.8935202360153198"
"347","0.9051921367645264","0.9051921367645264","0.9051921367645264"
"348","0.9143425822257996","0.9143425822257996","0.9143425822257996"
"349","0.8778858780860901","0.8778858780860901","0.8778858780860901"
"351","0.871644139289856","0.871644139289856","0.871644139289856"
"352","0.8577970266342163","0.8577970266342163","0.8577970266342163"
"353","0.8890856504440308","0.8890856504440308","0.8890856504440308"
"354","0.8911014795303345","0.8911014795303345","0.8911014795303345"
"355","0.914300799369812","0.914300799369812","0.914300799369812"
"356","0.9227896332740784","0.9227896332740784","0.9227896332740784"
"357","0.8948756456375122","0.8948756456375122","0.8948756456375122"
"358","0.8873016834259033","0.8873016834259033","0.8873016834259033"
"359","0.8497694730758667","0.8497694730758667","0.8497694730758667"
"360","0.8856180906295776","0.8856180906295776","0.8856180906295776"
"361","0.8843234777450562","0.8843234777450562","0.8843234777450562"
"362","0.8954787254333496","0.8954787254333496","0.8954787254333496"
"363","0.8937822580337524","0.8937822580337524","0.8937822580337524"
"364","0.9049129486083984","0.9049129486083984","0.9049129486083984"
"365","0.9109044075012207","0.9109044075012207","0.9109044075012207"
"366","0.9119642972946167","0.9119642972946167","0.9119642972946167"
"367","0.8490949869155884","0.8490949869155884","0.8490949869155884"
"368","0.887464165687561","0.887464165687561","0.887464165687561"
"369","0.887471079826355","0.887471079826355","0.887471079826355"
"370","0.8997798562049866","0.8997798562049866","0.8997798562049866"
"371","0.8948746919631958","0.8948746919631958","0.8948746919631958"
"372","0.9016457796096802","0.9016457796096802","0.9016457796096802"
"373","0.8754540681838989","0.8754540681838989","0.8754540681838989"
"374","0.8893653154373169","0.8893653154373169","0.8893653154373169"
"375","0.8719936609268188","0.8719936609268188","0.8719936609268188"
"376","0.9183396100997925","0.9183396100997925","0.9183396100997925"
"377","0.892609715461731","0.892609715461731","0.892609715461731"
"378","0.8853573203086853","0.8853573203086853","0.8853573203086853"
"379","0.9248149394989014","0.9248149394989014","0.9248149394989014"
"380","0.881860613822937","0.881860613822937","0.881860613822937"
"381","0.8717378973960876","0.8717378973960876","0.8717378973960876"
"382","0.8823425769805908","0.8823425769805908","0.8823425769805908"
"384","0.9146382808685303","0.9146382808685303","0.9146382808685303"
"385","0.9279940128326416","0.9279940128326416","0.9279940128326416"
"386","0.8890835046768188","0.8890835046768188","0.8890835046768188"
"387","0.910942792892456","0.910942792892456","0.910942792892456"
"388","0.9050486087799072","0.9050486087799072","0.9050486087799072"
"389","0.9111214280128479","0.9111214280128479","0.9111214280128479"
"390","0.893997073173523","0.893997073173523","0.893997073173523"
"391","0.880649209022522","0.880649209022522","0.880649209022522"
"392","0.867681086063385","0.867681086063385","0.867681086063385"
"393","0.8753684759140015","0.8753684759140015","0.8753684759140015"
"394","0.8580421805381775","0.8580421805381775","0.8580421805381775"
"395","0.9110820293426514","0.9110820293426514","0.9110820293426514"
"396","0.9240697622299194","0.9240697622299194","0.9240697622299194"
"397","0.8595808148384094","0.8595808148384094","0.8595808148384094"
"398","0.8855485916137695","0.8855485916137695","0.8855485916137695"
"399","0.8712476491928101","0.8712476491928101","0.8712476491928101"
"401","0.8754699230194092","0.8754699230194092","0.8754699230194092"
"402","0.8744692802429199","0.8744692802429199","0.8744692802429199"
"403","0.8583773374557495","0.8583773374557495","0.8583773374557495"
"404","0.8939298391342163","0.8939298391342163","0.8939298391342163"
"405","0.8902776837348938","0.8902776837348938","0.8902776837348938"
"406","0.8846334218978882","0.8846334218978882","0.8846334218978882"
"407","0.916162371635437","0.916162371635437","0.916162371635437"
"408","0.8988193273544312","0.8988193273544312","0.8988193273544312"
"409","0.8983200192451477","0.8983200192451477","0.8983200192451477"
"410","0.8970218300819397","0.8970218300819397","0.8970218300819397"
"411","0.8736032843589783","0.8736032843589783","0.8736032843589783"
"412","0.8992893099784851","0.8992893099784851","0.8992893099784851"
"413","0.8549162149429321","0.8549162149429321","0.8549162149429321"
"414","0.8642830848693848","0.8642830848693848","0.8642830848693848"
"415","0.8947314620018005","0.8947314620018005","0.8947314620018005"
"416","0.9156340956687927","0.9156340956687927","0.9156340956687927"
"418","0.9171178936958313","0.9171178936958313","0.9171178936958313"
"419","0.8914289474487305","0.8914289474487305","0.8914289474487305"
"420","0.8430700302124023","0.8430700302124023","0.8430700302124023"
"421","0.8752617835998535","0.8752617835998535","0.8752617835998535"
"422","0.8783317804336548","0.8783317804336548","0.8783317804336548"
"423","0.8781951665878296","0.8781951665878296","0.8781951665878296"
"424","0.8823117017745972","0.8823117017745972","0.8823117017745972"
"425","0.8719349503517151","0.8719349503517151","0.8719349503517151"
"426","0.8751565217971802","0.8751565217971802","0.8751565217971802"
"427","0.8841336369514465","0.8841336369514465","0.8841336369514465"
"428","0.9020465612411499","0.9020465612411499","0.9020465612411499"
"429","0.8930999040603638","0.8930999040603638","0.8930999040603638"
"430","0.9228099584579468","0.9228099584579468","0.9228099584579468"
"431","0.8879634141921997","0.8879634141921997","0.8879634141921997"
"432","0.9243768453598022","0.9243768453598022","0.9243768453598022"
"433","0.9227222204208374","0.9227222204208374","0.9227222204208374"
"434","0.8824524879455566","0.8824524879455566","0.8824524879455566"
"435","0.8727120161056519","0.8727120161056519","0.8727120161056519"
"436","0.8617724180221558","0.8617724180221558","0.8617724180221558"
"437","0.891762375831604","0.891762375831604","0.891762375831604"
"438","0.8755015730857849","0.8755015730857849","0.8755015730857849"
"439","0.8895870447158813","0.8895870447158813","0.8895870447158813"
"440","0.865845263004303","0.865845263004303","0.865845263004303"
"441","0.8934870362281799","0.8934870362281799","0.8934870362281799"
"442","0.905756950378418","0.905756950378418","0.905756950378418"
"443","0.9267401695251465","0.9267401695251465","0.9267401695251465"
"444","0.9195042848587036","0.9195042848587036","0.9195042848587036"
"445","0.8863817453384399","0.8863817453384399","0.8863817453384399"
"446","0.8887321949005127","0.8887321949005127","0.8887321949005127"
"447","0.8740355968475342","0.8740355968475342","0.8740355968475342"
"448","0.9167307019233704","0.9167307019233704","0.9167307019233704"
"449","0.8948154449462891","0.8948154449462891","0.8948154449462891"
"451","0.8776237964630127","0.8776237964630127","0.8776237964630127"
"452","0.9084081053733826","0.9084081053733826","0.9084081053733826"
"453","0.9188001155853271","0.9188001155853271","0.9188001155853271"
"454","0.892493724822998","0.892493724822998","0.892493724822998"
"455","0.8711716532707214","0.8711716532707214","0.8711716532707214"
"456","0.8875447511672974","0.8875447511672974","0.8875447511672974"
"457","0.9103740453720093","0.9103740453720093","0.9103740453720093"
"458","0.9160040616989136","0.9160040616989136","0.9160040616989136"
"459","0.8700883984565735","0.8700883984565735","0.8700883984565735"
"460","0.8722153902053833","0.8722153902053833","0.8722153902053833"
"461","0.8857755064964294","0.8857755064964294","0.8857755064964294"
"462","0.8771483898162842","0.8771483898162842","0.8771483898162842"
"463","0.8672686815261841","0.8672686815261841","0.8672686815261841"
"464","0.9199250936508179","0.9199250936508179","0.9199250936508179"
"465","0.8856838941574097","0.8856838941574097","0.8856838941574097"
"466","0.8673355579376221","0.8673355579376221","0.8673355579376221"
"467","0.8893150091171265","0.8893150091171265","0.8893150091171265"
"468","0.8904116153717041","0.8904116153717041","0.8904116153717041"
"469","0.8936841487884521","0.8936841487884521","0.8936841487884521"
