"Step","serene-sun-203 - test/ssim_scat","serene-sun-203 - test/ssim_scat__MIN","serene-sun-203 - test/ssim_scat__MAX"
"37","0.8662267327308655","0.8662267327308655","0.8662267327308655"
"38","0.9224607944488525","0.9224607944488525","0.9224607944488525"
"39","0.9157397747039795","0.9157397747039795","0.9157397747039795"
"40","0.8702882528305054","0.8702882528305054","0.8702882528305054"
"41","0.9225937128067017","0.9225937128067017","0.9225937128067017"
"42","0.9228067994117737","0.9228067994117737","0.9228067994117737"
"43","0.9083079099655151","0.9083079099655151","0.9083079099655151"
"44","0.8924171328544617","0.8924171328544617","0.8924171328544617"
"45","0.9125256538391113","0.9125256538391113","0.9125256538391113"
"46","0.9258353114128113","0.9258353114128113","0.9258353114128113"
"47","0.9319782257080078","0.9319782257080078","0.9319782257080078"
"48","0.9068895578384399","0.9068895578384399","0.9068895578384399"
"49","0.9297234416007996","0.9297234416007996","0.9297234416007996"
"51","0.8970303535461426","0.8970303535461426","0.8970303535461426"
"52","0.9187799692153931","0.9187799692153931","0.9187799692153931"
"53","0.8717857599258423","0.8717857599258423","0.8717857599258423"
"54","0.922005295753479","0.922005295753479","0.922005295753479"
"55","0.8864404559135437","0.8864404559135437","0.8864404559135437"
"56","0.9166545271873474","0.9166545271873474","0.9166545271873474"
"57","0.9252533912658691","0.9252533912658691","0.9252533912658691"
"58","0.9224194288253784","0.9224194288253784","0.9224194288253784"
"59","0.8797706365585327","0.8797706365585327","0.8797706365585327"
"60","0.8919953107833862","0.8919953107833862","0.8919953107833862"
"61","0.8656430244445801","0.8656430244445801","0.8656430244445801"
"62","0.8905608654022217","0.8905608654022217","0.8905608654022217"
"63","0.9071135520935059","0.9071135520935059","0.9071135520935059"
"64","0.9313778281211853","0.9313778281211853","0.9313778281211853"
"65","0.9310013651847839","0.9310013651847839","0.9310013651847839"
"66","0.914928674697876","0.914928674697876","0.914928674697876"
"67","0.8951607942581177","0.8951607942581177","0.8951607942581177"
"68","0.9251447916030884","0.9251447916030884","0.9251447916030884"
"69","0.8934587836265564","0.8934587836265564","0.8934587836265564"
"70","0.9050038456916809","0.9050038456916809","0.9050038456916809"
"71","0.9104349613189697","0.9104349613189697","0.9104349613189697"
"72","0.9242622256278992","0.9242622256278992","0.9242622256278992"
"73","0.9111059904098511","0.9111059904098511","0.9111059904098511"
"74","0.9309288859367371","0.9309288859367371","0.9309288859367371"
"75","0.901176929473877","0.901176929473877","0.901176929473877"
"76","0.9009107351303101","0.9009107351303101","0.9009107351303101"
"77","0.9242264032363892","0.9242264032363892","0.9242264032363892"
"78","0.9242026805877686","0.9242026805877686","0.9242026805877686"
"79","0.8755905628204346","0.8755905628204346","0.8755905628204346"
"80","0.8954541087150574","0.8954541087150574","0.8954541087150574"
"81","0.9317485094070435","0.9317485094070435","0.9317485094070435"
"82","0.8893301486968994","0.8893301486968994","0.8893301486968994"
"84","0.8746895790100098","0.8746895790100098","0.8746895790100098"
"85","0.8832041025161743","0.8832041025161743","0.8832041025161743"
"86","0.8803352117538452","0.8803352117538452","0.8803352117538452"
"87","0.8695908784866333","0.8695908784866333","0.8695908784866333"
"88","0.8991583585739136","0.8991583585739136","0.8991583585739136"
"89","0.9000236392021179","0.9000236392021179","0.9000236392021179"
"90","0.8856968879699707","0.8856968879699707","0.8856968879699707"
"91","0.9000615477561951","0.9000615477561951","0.9000615477561951"
"92","0.9072702527046204","0.9072702527046204","0.9072702527046204"
"93","0.875147819519043","0.875147819519043","0.875147819519043"
"94","0.8779659867286682","0.8779659867286682","0.8779659867286682"
"95","0.9279641509056091","0.9279641509056091","0.9279641509056091"
"96","0.8967860341072083","0.8967860341072083","0.8967860341072083"
"97","0.9261678457260132","0.9261678457260132","0.9261678457260132"
"98","0.9049608707427979","0.9049608707427979","0.9049608707427979"
"99","0.8809808492660522","0.8809808492660522","0.8809808492660522"
"101","0.8829038143157959","0.8829038143157959","0.8829038143157959"
"102","0.9174569845199585","0.9174569845199585","0.9174569845199585"
"103","0.8951928615570068","0.8951928615570068","0.8951928615570068"
"104","0.9112749099731445","0.9112749099731445","0.9112749099731445"
"105","0.9283177852630615","0.9283177852630615","0.9283177852630615"
"106","0.9209387898445129","0.9209387898445129","0.9209387898445129"
"107","0.9039534330368042","0.9039534330368042","0.9039534330368042"
"108","0.9268873929977417","0.9268873929977417","0.9268873929977417"
"109","0.8692883253097534","0.8692883253097534","0.8692883253097534"
"110","0.8915139436721802","0.8915139436721802","0.8915139436721802"
"111","0.926193118095398","0.926193118095398","0.926193118095398"
"112","0.9308363199234009","0.9308363199234009","0.9308363199234009"
"113","0.8926651477813721","0.8926651477813721","0.8926651477813721"
"114","0.9258323311805725","0.9258323311805725","0.9258323311805725"
"115","0.8748576641082764","0.8748576641082764","0.8748576641082764"
"116","0.9025424718856812","0.9025424718856812","0.9025424718856812"
"118","0.9303930401802063","0.9303930401802063","0.9303930401802063"
"119","0.9225982427597046","0.9225982427597046","0.9225982427597046"
"120","0.8970229625701904","0.8970229625701904","0.8970229625701904"
"121","0.9171591997146606","0.9171591997146606","0.9171591997146606"
"122","0.9278892278671265","0.9278892278671265","0.9278892278671265"
"123","0.8791276216506958","0.8791276216506958","0.8791276216506958"
"124","0.8751659989356995","0.8751659989356995","0.8751659989356995"
"125","0.906169056892395","0.906169056892395","0.906169056892395"
"126","0.8821396827697754","0.8821396827697754","0.8821396827697754"
"127","0.8711803555488586","0.8711803555488586","0.8711803555488586"
"128","0.8843472599983215","0.8843472599983215","0.8843472599983215"
"129","0.8841003179550171","0.8841003179550171","0.8841003179550171"
"130","0.9129582643508911","0.9129582643508911","0.9129582643508911"
"131","0.8738541603088379","0.8738541603088379","0.8738541603088379"
"132","0.9147465229034424","0.9147465229034424","0.9147465229034424"
"133","0.9259787797927856","0.9259787797927856","0.9259787797927856"
"134","0.9240935444831848","0.9240935444831848","0.9240935444831848"
"135","0.9105979204177856","0.9105979204177856","0.9105979204177856"
"136","0.9241259098052979","0.9241259098052979","0.9241259098052979"
"137","0.8958654403686523","0.8958654403686523","0.8958654403686523"
"138","0.9183954000473022","0.9183954000473022","0.9183954000473022"
"139","0.926520586013794","0.926520586013794","0.926520586013794"
"140","0.9262504577636719","0.9262504577636719","0.9262504577636719"
"141","0.9262195825576782","0.9262195825576782","0.9262195825576782"
"142","0.9002763628959656","0.9002763628959656","0.9002763628959656"
"143","0.8884267807006836","0.8884267807006836","0.8884267807006836"
"144","0.9304144978523254","0.9304144978523254","0.9304144978523254"
"145","0.9181281328201294","0.9181281328201294","0.9181281328201294"
"146","0.9067833423614502","0.9067833423614502","0.9067833423614502"
"147","0.9243329763412476","0.9243329763412476","0.9243329763412476"
"148","0.9044338464736938","0.9044338464736938","0.9044338464736938"
"149","0.906480610370636","0.906480610370636","0.906480610370636"
"151","0.9086993932723999","0.9086993932723999","0.9086993932723999"
"152","0.9166330099105835","0.9166330099105835","0.9166330099105835"
"153","0.8880964517593384","0.8880964517593384","0.8880964517593384"
"154","0.8785183429718018","0.8785183429718018","0.8785183429718018"
"155","0.9271960258483887","0.9271960258483887","0.9271960258483887"
"156","0.8778988718986511","0.8778988718986511","0.8778988718986511"
"157","0.9091687798500061","0.9091687798500061","0.9091687798500061"
"158","0.9293771982192993","0.9293771982192993","0.9293771982192993"
"159","0.9194006323814392","0.9194006323814392","0.9194006323814392"
"160","0.8709725141525269","0.8709725141525269","0.8709725141525269"
"161","0.9100894927978516","0.9100894927978516","0.9100894927978516"
"162","0.9098149538040161","0.9098149538040161","0.9098149538040161"
"163","0.9131827354431152","0.9131827354431152","0.9131827354431152"
"164","0.8964740037918091","0.8964740037918091","0.8964740037918091"
"165","0.885755717754364","0.885755717754364","0.885755717754364"
"166","0.9047348499298096","0.9047348499298096","0.9047348499298096"
"167","0.9324407577514648","0.9324407577514648","0.9324407577514648"
"168","0.9080930352210999","0.9080930352210999","0.9080930352210999"
"169","0.8684674501419067","0.8684674501419067","0.8684674501419067"
"170","0.8625782132148743","0.8625782132148743","0.8625782132148743"
"171","0.9244265556335449","0.9244265556335449","0.9244265556335449"
"172","0.8951992988586426","0.8951992988586426","0.8951992988586426"
"173","0.9042212963104248","0.9042212963104248","0.9042212963104248"
"174","0.9247362613677979","0.9247362613677979","0.9247362613677979"
"175","0.8787405490875244","0.8787405490875244","0.8787405490875244"
"176","0.9181292653083801","0.9181292653083801","0.9181292653083801"
"177","0.8798112869262695","0.8798112869262695","0.8798112869262695"
"178","0.9060579538345337","0.9060579538345337","0.9060579538345337"
"179","0.8697388172149658","0.8697388172149658","0.8697388172149658"
"180","0.9047290086746216","0.9047290086746216","0.9047290086746216"
"181","0.9117734432220459","0.9117734432220459","0.9117734432220459"
"182","0.9254151582717896","0.9254151582717896","0.9254151582717896"
"184","0.9212262034416199","0.9212262034416199","0.9212262034416199"
"185","0.9146064519882202","0.9146064519882202","0.9146064519882202"
"186","0.8996853828430176","0.8996853828430176","0.8996853828430176"
"187","0.9085650444030762","0.9085650444030762","0.9085650444030762"
"188","0.8841086626052856","0.8841086626052856","0.8841086626052856"
"189","0.9190042614936829","0.9190042614936829","0.9190042614936829"
"190","0.8631863594055176","0.8631863594055176","0.8631863594055176"
"191","0.9134379029273987","0.9134379029273987","0.9134379029273987"
"192","0.9059427380561829","0.9059427380561829","0.9059427380561829"
"193","0.8789841532707214","0.8789841532707214","0.8789841532707214"
"194","0.923566460609436","0.923566460609436","0.923566460609436"
"195","0.9003869295120239","0.9003869295120239","0.9003869295120239"
"196","0.8934895396232605","0.8934895396232605","0.8934895396232605"
"197","0.8931816816329956","0.8931816816329956","0.8931816816329956"
"198","0.8684045076370239","0.8684045076370239","0.8684045076370239"
"199","0.8931958675384521","0.8931958675384521","0.8931958675384521"
"201","0.9020670056343079","0.9020670056343079","0.9020670056343079"
"202","0.9118161201477051","0.9118161201477051","0.9118161201477051"
"203","0.8921571969985962","0.8921571969985962","0.8921571969985962"
"204","0.8945325613021851","0.8945325613021851","0.8945325613021851"
"205","0.892286479473114","0.892286479473114","0.892286479473114"
"206","0.9062855243682861","0.9062855243682861","0.9062855243682861"
"207","0.8642245531082153","0.8642245531082153","0.8642245531082153"
"208","0.8977835178375244","0.8977835178375244","0.8977835178375244"
"209","0.9001047015190125","0.9001047015190125","0.9001047015190125"
"210","0.9231221675872803","0.9231221675872803","0.9231221675872803"
"211","0.9070138335227966","0.9070138335227966","0.9070138335227966"
"212","0.8731156587600708","0.8731156587600708","0.8731156587600708"
"213","0.9212530851364136","0.9212530851364136","0.9212530851364136"
"214","0.9276523590087891","0.9276523590087891","0.9276523590087891"
"215","0.8673555254936218","0.8673555254936218","0.8673555254936218"
"216","0.9172463417053223","0.9172463417053223","0.9172463417053223"
"218","0.8851613402366638","0.8851613402366638","0.8851613402366638"
"219","0.9001991748809814","0.9001991748809814","0.9001991748809814"
"220","0.907849907875061","0.907849907875061","0.907849907875061"
"221","0.9275308847427368","0.9275308847427368","0.9275308847427368"
"222","0.8959726095199585","0.8959726095199585","0.8959726095199585"
"223","0.9216002225875854","0.9216002225875854","0.9216002225875854"
"224","0.8665658831596375","0.8665658831596375","0.8665658831596375"
"225","0.9238293170928955","0.9238293170928955","0.9238293170928955"
"226","0.8936643600463867","0.8936643600463867","0.8936643600463867"
"227","0.8896211385726929","0.8896211385726929","0.8896211385726929"
"228","0.9102706909179688","0.9102706909179688","0.9102706909179688"
"229","0.9012066125869751","0.9012066125869751","0.9012066125869751"
"230","0.9241552948951721","0.9241552948951721","0.9241552948951721"
"231","0.905070424079895","0.905070424079895","0.905070424079895"
"232","0.8880107998847961","0.8880107998847961","0.8880107998847961"
"233","0.8932939767837524","0.8932939767837524","0.8932939767837524"
"234","0.9274777770042419","0.9274777770042419","0.9274777770042419"
"235","0.874018132686615","0.874018132686615","0.874018132686615"
"236","0.8677254915237427","0.8677254915237427","0.8677254915237427"
"237","0.9161809682846069","0.9161809682846069","0.9161809682846069"
"238","0.8966833353042603","0.8966833353042603","0.8966833353042603"
"239","0.8964524269104004","0.8964524269104004","0.8964524269104004"
"240","0.9120374321937561","0.9120374321937561","0.9120374321937561"
"241","0.9172846078872681","0.9172846078872681","0.9172846078872681"
"242","0.9282664060592651","0.9282664060592651","0.9282664060592651"
"243","0.9301117658615112","0.9301117658615112","0.9301117658615112"
"244","0.9267536997795105","0.9267536997795105","0.9267536997795105"
"245","0.8929309844970703","0.8929309844970703","0.8929309844970703"
"246","0.8991416096687317","0.8991416096687317","0.8991416096687317"
"247","0.8738789558410645","0.8738789558410645","0.8738789558410645"
"248","0.9214491248130798","0.9214491248130798","0.9214491248130798"
"249","0.8883683681488037","0.8883683681488037","0.8883683681488037"
"251","0.878218412399292","0.878218412399292","0.878218412399292"
"252","0.9227002859115601","0.9227002859115601","0.9227002859115601"
"253","0.9186690449714661","0.9186690449714661","0.9186690449714661"
"254","0.8521298766136169","0.8521298766136169","0.8521298766136169"
"255","0.9268401861190796","0.9268401861190796","0.9268401861190796"
"256","0.9054920673370361","0.9054920673370361","0.9054920673370361"
"257","0.8881914615631104","0.8881914615631104","0.8881914615631104"
"258","0.9255093932151794","0.9255093932151794","0.9255093932151794"
"259","0.8974460363388062","0.8974460363388062","0.8974460363388062"
"260","0.9161196947097778","0.9161196947097778","0.9161196947097778"
"261","0.8943895697593689","0.8943895697593689","0.8943895697593689"
"262","0.9106369018554688","0.9106369018554688","0.9106369018554688"
"263","0.903204083442688","0.903204083442688","0.903204083442688"
"264","0.920958399772644","0.920958399772644","0.920958399772644"
"265","0.9230118989944458","0.9230118989944458","0.9230118989944458"
"266","0.8966968059539795","0.8966968059539795","0.8966968059539795"
"267","0.8674825429916382","0.8674825429916382","0.8674825429916382"
"268","0.909042477607727","0.909042477607727","0.909042477607727"
"269","0.859165370464325","0.859165370464325","0.859165370464325"
"270","0.924668550491333","0.924668550491333","0.924668550491333"
"271","0.8774060606956482","0.8774060606956482","0.8774060606956482"
"272","0.9105061888694763","0.9105061888694763","0.9105061888694763"
"273","0.8939328193664551","0.8939328193664551","0.8939328193664551"
"274","0.8844972848892212","0.8844972848892212","0.8844972848892212"
"275","0.9145909547805786","0.9145909547805786","0.9145909547805786"
"276","0.9082762002944946","0.9082762002944946","0.9082762002944946"
"277","0.902587354183197","0.902587354183197","0.902587354183197"
"278","0.8819580674171448","0.8819580674171448","0.8819580674171448"
"279","0.875640332698822","0.875640332698822","0.875640332698822"
"280","0.9195936918258667","0.9195936918258667","0.9195936918258667"
"281","0.9034391641616821","0.9034391641616821","0.9034391641616821"
"282","0.9091475605964661","0.9091475605964661","0.9091475605964661"
"284","0.8706289529800415","0.8706289529800415","0.8706289529800415"
"285","0.9064534902572632","0.9064534902572632","0.9064534902572632"
"286","0.9266535639762878","0.9266535639762878","0.9266535639762878"
"287","0.8887938261032104","0.8887938261032104","0.8887938261032104"
"288","0.9136927127838135","0.9136927127838135","0.9136927127838135"
"289","0.8813686370849609","0.8813686370849609","0.8813686370849609"
"290","0.9094616174697876","0.9094616174697876","0.9094616174697876"
"291","0.9198224544525146","0.9198224544525146","0.9198224544525146"
"292","0.8753132820129395","0.8753132820129395","0.8753132820129395"
"293","0.9153820276260376","0.9153820276260376","0.9153820276260376"
"294","0.8376035690307617","0.8376035690307617","0.8376035690307617"
"295","0.9072348475456238","0.9072348475456238","0.9072348475456238"
"296","0.9050912261009216","0.9050912261009216","0.9050912261009216"
"297","0.8783289790153503","0.8783289790153503","0.8783289790153503"
"298","0.9098953008651733","0.9098953008651733","0.9098953008651733"
"299","0.8994672298431396","0.8994672298431396","0.8994672298431396"
"301","0.8896582722663879","0.8896582722663879","0.8896582722663879"
"302","0.9058441519737244","0.9058441519737244","0.9058441519737244"
"303","0.8876383900642395","0.8876383900642395","0.8876383900642395"
"304","0.9148836135864258","0.9148836135864258","0.9148836135864258"
"305","0.9013828635215759","0.9013828635215759","0.9013828635215759"
"306","0.8781232833862305","0.8781232833862305","0.8781232833862305"
"307","0.898554801940918","0.898554801940918","0.898554801940918"
"308","0.8845911622047424","0.8845911622047424","0.8845911622047424"
"309","0.8808460235595703","0.8808460235595703","0.8808460235595703"
"310","0.9080570936203003","0.9080570936203003","0.9080570936203003"
"311","0.8882130980491638","0.8882130980491638","0.8882130980491638"
"312","0.8468056917190552","0.8468056917190552","0.8468056917190552"
"313","0.9107173085212708","0.9107173085212708","0.9107173085212708"
"314","0.9125189781188965","0.9125189781188965","0.9125189781188965"
"315","0.8911910057067871","0.8911910057067871","0.8911910057067871"
"316","0.8883569240570068","0.8883569240570068","0.8883569240570068"
"318","0.9211647510528564","0.9211647510528564","0.9211647510528564"
"319","0.9210776090621948","0.9210776090621948","0.9210776090621948"
"320","0.8721861839294434","0.8721861839294434","0.8721861839294434"
"321","0.922135055065155","0.922135055065155","0.922135055065155"
"322","0.9043987989425659","0.9043987989425659","0.9043987989425659"
"323","0.8846006989479065","0.8846006989479065","0.8846006989479065"
"324","0.8831987380981445","0.8831987380981445","0.8831987380981445"
"325","0.888070821762085","0.888070821762085","0.888070821762085"
"326","0.9300010204315186","0.9300010204315186","0.9300010204315186"
"327","0.9052405953407288","0.9052405953407288","0.9052405953407288"
"328","0.920944333076477","0.920944333076477","0.920944333076477"
"329","0.8958068490028381","0.8958068490028381","0.8958068490028381"
"330","0.9287840127944946","0.9287840127944946","0.9287840127944946"
"331","0.8802751302719116","0.8802751302719116","0.8802751302719116"
"332","0.8976083993911743","0.8976083993911743","0.8976083993911743"
"333","0.902267575263977","0.902267575263977","0.902267575263977"
"334","0.8904114961624146","0.8904114961624146","0.8904114961624146"
"335","0.9224838018417358","0.9224838018417358","0.9224838018417358"
"336","0.9282858967781067","0.9282858967781067","0.9282858967781067"
"337","0.9155714511871338","0.9155714511871338","0.9155714511871338"
"338","0.9281653165817261","0.9281653165817261","0.9281653165817261"
"339","0.8731380701065063","0.8731380701065063","0.8731380701065063"
"340","0.8774991631507874","0.8774991631507874","0.8774991631507874"
"341","0.9173886179924011","0.9173886179924011","0.9173886179924011"
"342","0.914262056350708","0.914262056350708","0.914262056350708"
"343","0.9244003295898438","0.9244003295898438","0.9244003295898438"
"344","0.9136703014373779","0.9136703014373779","0.9136703014373779"
"345","0.8900600075721741","0.8900600075721741","0.8900600075721741"
"346","0.9143524765968323","0.9143524765968323","0.9143524765968323"
"347","0.9144690036773682","0.9144690036773682","0.9144690036773682"
"348","0.9254467487335205","0.9254467487335205","0.9254467487335205"
"349","0.9008007645606995","0.9008007645606995","0.9008007645606995"
"351","0.8947561383247375","0.8947561383247375","0.8947561383247375"
"352","0.892735481262207","0.892735481262207","0.892735481262207"
"353","0.9098720550537109","0.9098720550537109","0.9098720550537109"
"354","0.91871178150177","0.91871178150177","0.91871178150177"
"355","0.9249417781829834","0.9249417781829834","0.9249417781829834"
"356","0.9275700449943542","0.9275700449943542","0.9275700449943542"
"357","0.8603856563568115","0.8603856563568115","0.8603856563568115"
"358","0.9161259531974792","0.9161259531974792","0.9161259531974792"
"359","0.8836409449577332","0.8836409449577332","0.8836409449577332"
"360","0.9105839133262634","0.9105839133262634","0.9105839133262634"
"361","0.9162179827690125","0.9162179827690125","0.9162179827690125"
"362","0.8790584802627563","0.8790584802627563","0.8790584802627563"
"363","0.9079322218894958","0.9079322218894958","0.9079322218894958"
"364","0.9061839580535889","0.9061839580535889","0.9061839580535889"
"365","0.9239543676376343","0.9239543676376343","0.9239543676376343"
"366","0.924576997756958","0.924576997756958","0.924576997756958"
"367","0.8946890830993652","0.8946890830993652","0.8946890830993652"
"368","0.9115747809410095","0.9115747809410095","0.9115747809410095"
"369","0.9009484052658081","0.9009484052658081","0.9009484052658081"
"370","0.9221426248550415","0.9221426248550415","0.9221426248550415"
"371","0.9074671268463135","0.9074671268463135","0.9074671268463135"
"372","0.916438639163971","0.916438639163971","0.916438639163971"
"373","0.8776721954345703","0.8776721954345703","0.8776721954345703"
"374","0.9131706953048706","0.9131706953048706","0.9131706953048706"
"375","0.8892276287078857","0.8892276287078857","0.8892276287078857"
"376","0.9316606521606445","0.9316606521606445","0.9316606521606445"
"377","0.8786259889602661","0.8786259889602661","0.8786259889602661"
"378","0.9057374000549316","0.9057374000549316","0.9057374000549316"
"379","0.9298582673072815","0.9298582673072815","0.9298582673072815"
"380","0.8988175988197327","0.8988175988197327","0.8988175988197327"
"381","0.8891527652740479","0.8891527652740479","0.8891527652740479"
"382","0.9309977889060974","0.9309977889060974","0.9309977889060974"
"384","0.9338947534561157","0.9338947534561157","0.9338947534561157"
"385","0.9295629858970642","0.9295629858970642","0.9295629858970642"
"386","0.887694239616394","0.887694239616394","0.887694239616394"
"387","0.9208593368530273","0.9208593368530273","0.9208593368530273"
"388","0.9227977395057678","0.9227977395057678","0.9227977395057678"
"389","0.926772952079773","0.926772952079773","0.926772952079773"
"390","0.9085519909858704","0.9085519909858704","0.9085519909858704"
"391","0.9129645824432373","0.9129645824432373","0.9129645824432373"
"392","0.8831852078437805","0.8831852078437805","0.8831852078437805"
"393","0.897583544254303","0.897583544254303","0.897583544254303"
"394","0.9009048938751221","0.9009048938751221","0.9009048938751221"
"395","0.9290186762809753","0.9290186762809753","0.9290186762809753"
"396","0.9279658794403076","0.9279658794403076","0.9279658794403076"
"397","0.9016174077987671","0.9016174077987671","0.9016174077987671"
"398","0.8979504108428955","0.8979504108428955","0.8979504108428955"
"399","0.8814465999603271","0.8814465999603271","0.8814465999603271"
"401","0.9045348167419434","0.9045348167419434","0.9045348167419434"
"402","0.8742741346359253","0.8742741346359253","0.8742741346359253"
"403","0.8845632076263428","0.8845632076263428","0.8845632076263428"
"404","0.9216086268424988","0.9216086268424988","0.9216086268424988"
"405","0.9178576469421387","0.9178576469421387","0.9178576469421387"
"406","0.9113880395889282","0.9113880395889282","0.9113880395889282"
"407","0.9260151982307434","0.9260151982307434","0.9260151982307434"
"408","0.8937540054321289","0.8937540054321289","0.8937540054321289"
"409","0.9145020246505737","0.9145020246505737","0.9145020246505737"
"410","0.9160100221633911","0.9160100221633911","0.9160100221633911"
"411","0.8842973709106445","0.8842973709106445","0.8842973709106445"
"412","0.9047101736068726","0.9047101736068726","0.9047101736068726"
"413","0.8956507444381714","0.8956507444381714","0.8956507444381714"
"414","0.8702082633972168","0.8702082633972168","0.8702082633972168"
"415","0.9079854488372803","0.9079854488372803","0.9079854488372803"
"416","0.9263068437576294","0.9263068437576294","0.9263068437576294"
"418","0.9262411594390869","0.9262411594390869","0.9262411594390869"
"419","0.9024301767349243","0.9024301767349243","0.9024301767349243"
"420","0.9003754258155823","0.9003754258155823","0.9003754258155823"
"421","0.9129222631454468","0.9129222631454468","0.9129222631454468"
"422","0.911030650138855","0.911030650138855","0.911030650138855"
"423","0.91866135597229","0.91866135597229","0.91866135597229"
"424","0.8959232568740845","0.8959232568740845","0.8959232568740845"
"425","0.9003020524978638","0.9003020524978638","0.9003020524978638"
"426","0.8630201816558838","0.8630201816558838","0.8630201816558838"
"427","0.8687697649002075","0.8687697649002075","0.8687697649002075"
"428","0.9124259352684021","0.9124259352684021","0.9124259352684021"
"429","0.9115270376205444","0.9115270376205444","0.9115270376205444"
"430","0.9272978901863098","0.9272978901863098","0.9272978901863098"
"431","0.8970328569412231","0.8970328569412231","0.8970328569412231"
"432","0.9272134900093079","0.9272134900093079","0.9272134900093079"
"433","0.9281412959098816","0.9281412959098816","0.9281412959098816"
"434","0.9100983738899231","0.9100983738899231","0.9100983738899231"
"435","0.8997305631637573","0.8997305631637573","0.8997305631637573"
"436","0.8595629334449768","0.8595629334449768","0.8595629334449768"
"437","0.8598642349243164","0.8598642349243164","0.8598642349243164"
"438","0.9000277519226074","0.9000277519226074","0.9000277519226074"
"439","0.9019772410392761","0.9019772410392761","0.9019772410392761"
"440","0.9063440561294556","0.9063440561294556","0.9063440561294556"
"441","0.8990041017532349","0.8990041017532349","0.8990041017532349"
"442","0.9211167097091675","0.9211167097091675","0.9211167097091675"
"443","0.9330878257751465","0.9330878257751465","0.9330878257751465"
"444","0.8698798418045044","0.8698798418045044","0.8698798418045044"
"445","0.900668740272522","0.900668740272522","0.900668740272522"
"446","0.9015922546386719","0.9015922546386719","0.9015922546386719"
"447","0.8429970145225525","0.8429970145225525","0.8429970145225525"
"448","0.920867383480072","0.920867383480072","0.920867383480072"
"449","0.8804309964179993","0.8804309964179993","0.8804309964179993"
"451","0.9104695916175842","0.9104695916175842","0.9104695916175842"
"452","0.9266063570976257","0.9266063570976257","0.9266063570976257"
"453","0.9255392551422119","0.9255392551422119","0.9255392551422119"
"454","0.9151672124862671","0.9151672124862671","0.9151672124862671"
"455","0.894495964050293","0.894495964050293","0.894495964050293"
"456","0.9087923765182495","0.9087923765182495","0.9087923765182495"
"457","0.9264394044876099","0.9264394044876099","0.9264394044876099"
"458","0.9092825651168823","0.9092825651168823","0.9092825651168823"
"459","0.8900028467178345","0.8900028467178345","0.8900028467178345"
"460","0.892897367477417","0.892897367477417","0.892897367477417"
"461","0.9067226052284241","0.9067226052284241","0.9067226052284241"
"462","0.9214837551116943","0.9214837551116943","0.9214837551116943"
"463","0.9041808247566223","0.9041808247566223","0.9041808247566223"
"464","0.9254944920539856","0.9254944920539856","0.9254944920539856"
"465","0.9044064879417419","0.9044064879417419","0.9044064879417419"
"466","0.9076930284500122","0.9076930284500122","0.9076930284500122"
"467","0.8886793851852417","0.8886793851852417","0.8886793851852417"
"468","0.9179973602294922","0.9179973602294922","0.9179973602294922"
"469","0.9144784212112427","0.9144784212112427","0.9144784212112427"
