"Step","pleasant-mountain-202 - test/rmse_scat","pleasant-mountain-202 - test/rmse_scat__MIN","pleasant-mountain-202 - test/rmse_scat__MAX"
"49","0.004121057689189911","0.004121057689189911","0.004121057689189911"
"51","0.011884029023349285","0.011884029023349285","0.011884029023349285"
"52","0.022325685247778893","0.022325685247778893","0.022325685247778893"
"53","0.012960577383637428","0.012960577383637428","0.012960577383637428"
"54","0.01221210416406393","0.01221210416406393","0.01221210416406393"
"55","0.013399723917245865","0.013399723917245865","0.013399723917245865"
"56","0.015795310959219933","0.015795310959219933","0.015795310959219933"
"57","0.005365213379263878","0.005365213379263878","0.005365213379263878"
"58","0.014454555697739124","0.014454555697739124","0.014454555697739124"
"59","0.014860234223306179","0.014860234223306179","0.014860234223306179"
"60","0.023241551592946053","0.023241551592946053","0.023241551592946053"
"61","0.01523277536034584","0.01523277536034584","0.01523277536034584"
"62","0.0361005924642086","0.0361005924642086","0.0361005924642086"
"63","0.024085668846964836","0.024085668846964836","0.024085668846964836"
"64","0.0041958922520279884","0.0041958922520279884","0.0041958922520279884"
"65","0.00661130016669631","0.00661130016669631","0.00661130016669631"
"66","0.022560518234968185","0.022560518234968185","0.022560518234968185"
"67","0.00990241952240467","0.00990241952240467","0.00990241952240467"
"68","0.016865497455000877","0.016865497455000877","0.016865497455000877"
"69","0.011474164202809334","0.011474164202809334","0.011474164202809334"
"70","0.012467831373214722","0.012467831373214722","0.012467831373214722"
"71","0.013438400812447071","0.013438400812447071","0.013438400812447071"
"72","0.011820326559245586","0.011820326559245586","0.011820326559245586"
"73","0.021645985543727875","0.021645985543727875","0.021645985543727875"
"74","0.004419873934239149","0.004419873934239149","0.004419873934239149"
"75","0.01303013414144516","0.01303013414144516","0.01303013414144516"
"76","0.015812702476978302","0.015812702476978302","0.015812702476978302"
"77","0.00908756721764803","0.00908756721764803","0.00908756721764803"
"78","0.006293431855738163","0.006293431855738163","0.006293431855738163"
"79","0.011674143373966217","0.011674143373966217","0.011674143373966217"
"80","0.04990389198064804","0.04990389198064804","0.04990389198064804"
"81","0.01260030921548605","0.01260030921548605","0.01260030921548605"
"82","0.01169439498335123","0.01169439498335123","0.01169439498335123"
"84","0.012927842326462269","0.012927842326462269","0.012927842326462269"
"85","0.012463878840208054","0.012463878840208054","0.012463878840208054"
"86","0.03788325935602188","0.03788325935602188","0.03788325935602188"
"87","0.012064400129020214","0.012064400129020214","0.012064400129020214"
"88","0.023979410529136658","0.023979410529136658","0.023979410529136658"
"89","0.01310157123953104","0.01310157123953104","0.01310157123953104"
"90","0.013897617347538471","0.013897617347538471","0.013897617347538471"
"91","0.015924669802188873","0.015924669802188873","0.015924669802188873"
"92","0.01432545855641365","0.01432545855641365","0.01432545855641365"
"93","0.016070034354925156","0.016070034354925156","0.016070034354925156"
"94","0.021246284246444702","0.021246284246444702","0.021246284246444702"
"95","0.01078102458268404","0.01078102458268404","0.01078102458268404"
"96","0.017098288983106613","0.017098288983106613","0.017098288983106613"
"97","0.011142436414957047","0.011142436414957047","0.011142436414957047"
"98","0.010232225991785526","0.010232225991785526","0.010232225991785526"
"99","0.018303560093045235","0.018303560093045235","0.018303560093045235"
"101","0.01387409120798111","0.01387409120798111","0.01387409120798111"
"102","0.012322431430220604","0.012322431430220604","0.012322431430220604"
"103","0.012708389200270176","0.012708389200270176","0.012708389200270176"
"104","0.01021226029843092","0.01021226029843092","0.01021226029843092"
"105","0.010485884733498096","0.010485884733498096","0.010485884733498096"
"106","0.01855376362800598","0.01855376362800598","0.01855376362800598"
"107","0.016357282176613808","0.016357282176613808","0.016357282176613808"
"108","0.014418672770261765","0.014418672770261765","0.014418672770261765"
"109","0.03927392140030861","0.03927392140030861","0.03927392140030861"
"110","0.026944845914840698","0.026944845914840698","0.026944845914840698"
"111","0.014152942225337029","0.014152942225337029","0.014152942225337029"
"112","0.00431724963709712","0.00431724963709712","0.00431724963709712"
"113","0.03238585963845253","0.03238585963845253","0.03238585963845253"
"114","0.011506144888699055","0.011506144888699055","0.011506144888699055"
"115","0.049173325300216675","0.049173325300216675","0.049173325300216675"
"116","0.018191928043961525","0.018191928043961525","0.018191928043961525"
"118","0.018358338624238968","0.018358338624238968","0.018358338624238968"
"119","0.011396758258342743","0.011396758258342743","0.011396758258342743"
"120","0.022546477615833282","0.022546477615833282","0.022546477615833282"
"121","0.01365460455417633","0.01365460455417633","0.01365460455417633"
"122","0.0051973299123346806","0.0051973299123346806","0.0051973299123346806"
"123","0.013131113722920418","0.013131113722920418","0.013131113722920418"
"124","0.01379503682255745","0.01379503682255745","0.01379503682255745"
"125","0.03157023340463638","0.03157023340463638","0.03157023340463638"
"126","0.018496420234441757","0.018496420234441757","0.018496420234441757"
"127","0.0584862157702446","0.0584862157702446","0.0584862157702446"
"128","0.03536733239889145","0.03536733239889145","0.03536733239889145"
"129","0.026494208723306656","0.026494208723306656","0.026494208723306656"
"130","0.013573882170021534","0.013573882170021534","0.013573882170021534"
"131","0.019729165360331535","0.019729165360331535","0.019729165360331535"
"132","0.020336715504527092","0.020336715504527092","0.020336715504527092"
"133","0.00742220738902688","0.00742220738902688","0.00742220738902688"
"134","0.009139773435890675","0.009139773435890675","0.009139773435890675"
"135","0.015317433513700962","0.015317433513700962","0.015317433513700962"
"136","0.013472781516611576","0.013472781516611576","0.013472781516611576"
"137","0.014164332300424576","0.014164332300424576","0.014164332300424576"
"138","0.028029415756464005","0.028029415756464005","0.028029415756464005"
"139","0.01956772245466709","0.01956772245466709","0.01956772245466709"
"140","0.005921319592744112","0.005921319592744112","0.005921319592744112"
"141","0.005013402085751295","0.005013402085751295","0.005013402085751295"
"142","0.010081677697598934","0.010081677697598934","0.010081677697598934"
"143","0.010468719527125359","0.010468719527125359","0.010468719527125359"
"144","0.012316714972257614","0.012316714972257614","0.012316714972257614"
"145","0.034028615802526474","0.034028615802526474","0.034028615802526474"
"146","0.014341161586344242","0.014341161586344242","0.014341161586344242"
"147","0.00720679946243763","0.00720679946243763","0.00720679946243763"
"148","0.0397120900452137","0.0397120900452137","0.0397120900452137"
"149","0.010770650580525398","0.010770650580525398","0.010770650580525398"
"151","0.014040928333997726","0.014040928333997726","0.014040928333997726"
"152","0.02602502889931202","0.02602502889931202","0.02602502889931202"
"153","0.013372799381613731","0.013372799381613731","0.013372799381613731"
"154","0.01474437303841114","0.01474437303841114","0.01474437303841114"
"155","0.007572931703180075","0.007572931703180075","0.007572931703180075"
"156","0.03990587592124939","0.03990587592124939","0.03990587592124939"
"157","0.009220639243721962","0.009220639243721962","0.009220639243721962"
"158","0.012938890606164932","0.012938890606164932","0.012938890606164932"
"159","0.013672912493348122","0.013672912493348122","0.013672912493348122"
"160","0.019342422485351562","0.019342422485351562","0.019342422485351562"
"161","0.03700699284672737","0.03700699284672737","0.03700699284672737"
"162","0.026057401672005653","0.026057401672005653","0.026057401672005653"
"163","0.014607287012040615","0.014607287012040615","0.014607287012040615"
"164","0.021109143272042274","0.021109143272042274","0.021109143272042274"
"165","0.02288215234875679","0.02288215234875679","0.02288215234875679"
"166","0.021682096645236015","0.021682096645236015","0.021682096645236015"
"167","0.004097034223377705","0.004097034223377705","0.004097034223377705"
"168","0.013849823735654354","0.013849823735654354","0.013849823735654354"
"169","0.01891755312681198","0.01891755312681198","0.01891755312681198"
"170","0.01914333552122116","0.01914333552122116","0.01914333552122116"
"171","0.011676838621497154","0.011676838621497154","0.011676838621497154"
"172","0.046909697353839874","0.046909697353839874","0.046909697353839874"
"173","0.014843656681478024","0.014843656681478024","0.014843656681478024"
"174","0.02113519050180912","0.02113519050180912","0.02113519050180912"
"175","0.010052972473204136","0.010052972473204136","0.010052972473204136"
"176","0.01188580971211195","0.01188580971211195","0.01188580971211195"
"177","0.011318354867398739","0.011318354867398739","0.011318354867398739"
"178","0.015021796338260174","0.015021796338260174","0.015021796338260174"
"179","0.010941233485937119","0.010941233485937119","0.010941233485937119"
"180","0.012272384017705917","0.012272384017705917","0.012272384017705917"
"181","0.04161106422543526","0.04161106422543526","0.04161106422543526"
"182","0.004951654467731714","0.004951654467731714","0.004951654467731714"
"184","0.012780601158738136","0.012780601158738136","0.012780601158738136"
"185","0.01787727326154709","0.01787727326154709","0.01787727326154709"
"186","0.014308229088783264","0.014308229088783264","0.014308229088783264"
"187","0.0616539865732193","0.0616539865732193","0.0616539865732193"
"188","0.01303995680063963","0.01303995680063963","0.01303995680063963"
"189","0.022257141768932343","0.022257141768932343","0.022257141768932343"
"190","0.019923865795135498","0.019923865795135498","0.019923865795135498"
"191","0.008881443180143833","0.008881443180143833","0.008881443180143833"
"192","0.03904475271701813","0.03904475271701813","0.03904475271701813"
"193","0.01491944957524538","0.01491944957524538","0.01491944957524538"
"194","0.007478330750018358","0.007478330750018358","0.007478330750018358"
"195","0.013429279439151287","0.013429279439151287","0.013429279439151287"
"196","0.013154621236026287","0.013154621236026287","0.013154621236026287"
"197","0.02593713440001011","0.02593713440001011","0.02593713440001011"
"198","0.03931422904133797","0.03931422904133797","0.03931422904133797"
"199","0.011859058402478695","0.011859058402478695","0.011859058402478695"
"201","0.028935568407177925","0.028935568407177925","0.028935568407177925"
"202","0.022505560889840126","0.022505560889840126","0.022505560889840126"
"203","0.012385878711938858","0.012385878711938858","0.012385878711938858"
"204","0.013462074100971222","0.013462074100971222","0.013462074100971222"
"205","0.02536311000585556","0.02536311000585556","0.02536311000585556"
"206","0.012517640367150307","0.012517640367150307","0.012517640367150307"
"207","0.011993278749287128","0.011993278749287128","0.011993278749287128"
"208","0.010234509594738483","0.010234509594738483","0.010234509594738483"
"209","0.010833309032022953","0.010833309032022953","0.010833309032022953"
"210","0.00899327453225851","0.00899327453225851","0.00899327453225851"
"211","0.019967656582593918","0.019967656582593918","0.019967656582593918"
"212","0.014249114319682121","0.014249114319682121","0.014249114319682121"
"213","0.01850079372525215","0.01850079372525215","0.01850079372525215"
"214","0.018746452406048775","0.018746452406048775","0.018746452406048775"
"215","0.023442018777132034","0.023442018777132034","0.023442018777132034"
"216","0.016065334901213646","0.016065334901213646","0.016065334901213646"
"218","0.009611748158931732","0.009611748158931732","0.009611748158931732"
"219","0.013097519986331463","0.013097519986331463","0.013097519986331463"
"220","0.01233621221035719","0.01233621221035719","0.01233621221035719"
"221","0.01634323224425316","0.01634323224425316","0.01634323224425316"
"222","0.011094929650425911","0.011094929650425911","0.011094929650425911"
"223","0.012695025652647018","0.012695025652647018","0.012695025652647018"
"224","0.009631717577576637","0.009631717577576637","0.009631717577576637"
"225","0.031739749014377594","0.031739749014377594","0.031739749014377594"
"226","0.013179847970604897","0.013179847970604897","0.013179847970604897"
"227","0.01531218085438013","0.01531218085438013","0.01531218085438013"
"228","0.01811973936855793","0.01811973936855793","0.01811973936855793"
"229","0.021269744262099266","0.021269744262099266","0.021269744262099266"
"230","0.005836396478116512","0.005836396478116512","0.005836396478116512"
"231","0.02255428582429886","0.02255428582429886","0.02255428582429886"
"232","0.013239480555057526","0.013239480555057526","0.013239480555057526"
"233","0.024139758199453354","0.024139758199453354","0.024139758199453354"
"234","0.006563927046954632","0.006563927046954632","0.006563927046954632"
"235","0.026299772784113884","0.026299772784113884","0.026299772784113884"
"236","0.013046685606241226","0.013046685606241226","0.013046685606241226"
"237","0.033702459186315536","0.033702459186315536","0.033702459186315536"
"238","0.012753280811011791","0.012753280811011791","0.012753280811011791"
"239","0.014282580465078354","0.014282580465078354","0.014282580465078354"
"240","0.013737035915255547","0.013737035915255547","0.013737035915255547"
"241","0.011739942245185375","0.011739942245185375","0.011739942245185375"
"242","0.0055826748721301556","0.0055826748721301556","0.0055826748721301556"
"243","0.006620196159929037","0.006620196159929037","0.006620196159929037"
"244","0.01264062151312828","0.01264062151312828","0.01264062151312828"
"245","0.01307868305593729","0.01307868305593729","0.01307868305593729"
"246","0.028036214411258698","0.028036214411258698","0.028036214411258698"
"247","0.010577584616839886","0.010577584616839886","0.010577584616839886"
"248","0.014437422156333923","0.014437422156333923","0.014437422156333923"
"249","0.013670366257429123","0.013670366257429123","0.013670366257429123"
"251","0.01163893286138773","0.01163893286138773","0.01163893286138773"
"252","0.008722941391170025","0.008722941391170025","0.008722941391170025"
"253","0.009518144652247429","0.009518144652247429","0.009518144652247429"
"254","0.03221278265118599","0.03221278265118599","0.03221278265118599"
"255","0.013288459740579128","0.013288459740579128","0.013288459740579128"
"256","0.014989708550274372","0.014989708550274372","0.014989708550274372"
"257","0.02483699657022953","0.02483699657022953","0.02483699657022953"
"258","0.01157534308731556","0.01157534308731556","0.01157534308731556"
"259","0.012160585261881351","0.012160585261881351","0.012160585261881351"
"260","0.034615956246852875","0.034615956246852875","0.034615956246852875"
"261","0.013771767728030682","0.013771767728030682","0.013771767728030682"
"262","0.02362789399921894","0.02362789399921894","0.02362789399921894"
"263","0.016373170539736748","0.016373170539736748","0.016373170539736748"
"264","0.022323952987790108","0.022323952987790108","0.022323952987790108"
"265","0.007484707050025463","0.007484707050025463","0.007484707050025463"
"266","0.012497222051024437","0.012497222051024437","0.012497222051024437"
"267","0.029631519690155983","0.029631519690155983","0.029631519690155983"
"268","0.0180372167378664","0.0180372167378664","0.0180372167378664"
"269","0.011959856376051903","0.011959856376051903","0.011959856376051903"
"270","0.017449457198381424","0.017449457198381424","0.017449457198381424"
"271","0.01229506079107523","0.01229506079107523","0.01229506079107523"
"272","0.011831864714622498","0.011831864714622498","0.011831864714622498"
"273","0.02051001600921154","0.02051001600921154","0.02051001600921154"
"274","0.034819334745407104","0.034819334745407104","0.034819334745407104"
"275","0.015418549068272114","0.015418549068272114","0.015418549068272114"
"276","0.013878739438951015","0.013878739438951015","0.013878739438951015"
"277","0.008767664432525635","0.008767664432525635","0.008767664432525635"
"278","0.050871703773736954","0.050871703773736954","0.050871703773736954"
"279","0.011432929895818233","0.011432929895818233","0.011432929895818233"
"280","0.024504922330379486","0.024504922330379486","0.024504922330379486"
"281","0.010633754543960094","0.010633754543960094","0.010633754543960094"
"282","0.016037706285715103","0.016037706285715103","0.016037706285715103"
"284","0.014201778918504715","0.014201778918504715","0.014201778918504715"
"285","0.02164517156779766","0.02164517156779766","0.02164517156779766"
"286","0.005588322412222624","0.005588322412222624","0.005588322412222624"
"287","0.013290650211274624","0.013290650211274624","0.013290650211274624"
"288","0.017159810289740562","0.017159810289740562","0.017159810289740562"
"289","0.01576080359518528","0.01576080359518528","0.01576080359518528"
"290","0.02779555693268776","0.02779555693268776","0.02779555693268776"
"291","0.015546232461929321","0.015546232461929321","0.015546232461929321"
"292","0.011362573131918907","0.011362573131918907","0.011362573131918907"
"293","0.014540080912411213","0.014540080912411213","0.014540080912411213"
"294","0.015865977853536606","0.015865977853536606","0.015865977853536606"
"295","0.015493737533688545","0.015493737533688545","0.015493737533688545"
"296","0.01619303785264492","0.01619303785264492","0.01619303785264492"
"297","0.013110172934830189","0.013110172934830189","0.013110172934830189"
"298","0.013442035764455795","0.013442035764455795","0.013442035764455795"
"299","0.018231987953186035","0.018231987953186035","0.018231987953186035"
"301","0.012602655217051506","0.012602655217051506","0.012602655217051506"
"302","0.02247822843492031","0.02247822843492031","0.02247822843492031"
"303","0.012497816234827042","0.012497816234827042","0.012497816234827042"
"304","0.021987667307257652","0.021987667307257652","0.021987667307257652"
"305","0.014432652853429317","0.014432652853429317","0.014432652853429317"
"306","0.010828117839992046","0.010828117839992046","0.010828117839992046"
"307","0.02145565301179886","0.02145565301179886","0.02145565301179886"
"308","0.011580376885831356","0.011580376885831356","0.011580376885831356"
"309","0.014696045778691769","0.014696045778691769","0.014696045778691769"
"310","0.00970322173088789","0.00970322173088789","0.00970322173088789"
"311","0.028989126905798912","0.028989126905798912","0.028989126905798912"
"312","0.01027157623320818","0.01027157623320818","0.01027157623320818"
"313","0.018846023827791214","0.018846023827791214","0.018846023827791214"
"314","0.021672673523426056","0.021672673523426056","0.021672673523426056"
"315","0.015668487176299095","0.015668487176299095","0.015668487176299095"
"316","0.011184676550328732","0.011184676550328732","0.011184676550328732"
"318","0.016086848452687263","0.016086848452687263","0.016086848452687263"
"319","0.013951783068478107","0.013951783068478107","0.013951783068478107"
"320","0.03763464093208313","0.03763464093208313","0.03763464093208313"
"321","0.008669553324580193","0.008669553324580193","0.008669553324580193"
"322","0.010611712001264095","0.010611712001264095","0.010611712001264095"
"323","0.025162898004055023","0.025162898004055023","0.025162898004055023"
"324","0.01336398534476757","0.01336398534476757","0.01336398534476757"
"325","0.016080860048532486","0.016080860048532486","0.016080860048532486"
"326","0.004823664203286171","0.004823664203286171","0.004823664203286171"
"327","0.011629820801317692","0.011629820801317692","0.011629820801317692"
"328","0.009693444706499577","0.009693444706499577","0.009693444706499577"
"329","0.015637988224625587","0.015637988224625587","0.015637988224625587"
"330","0.011794873513281345","0.011794873513281345","0.011794873513281345"
"331","0.012412155978381634","0.012412155978381634","0.012412155978381634"
"332","0.03056507371366024","0.03056507371366024","0.03056507371366024"
"333","0.018490834161639214","0.018490834161639214","0.018490834161639214"
"334","0.011605999432504177","0.011605999432504177","0.011605999432504177"
"335","0.01995868794620037","0.01995868794620037","0.01995868794620037"
"336","0.017462871968746185","0.017462871968746185","0.017462871968746185"
"337","0.014014649204909801","0.014014649204909801","0.014014649204909801"
"338","0.005263391882181168","0.005263391882181168","0.005263391882181168"
"339","0.014090364798903465","0.014090364798903465","0.014090364798903465"
"340","0.01146813202649355","0.01146813202649355","0.01146813202649355"
"341","0.019739000126719475","0.019739000126719475","0.019739000126719475"
"342","0.012919353321194649","0.012919353321194649","0.012919353321194649"
"343","0.02512388490140438","0.02512388490140438","0.02512388490140438"
"344","0.027023913338780403","0.027023913338780403","0.027023913338780403"
"345","0.01173505000770092","0.01173505000770092","0.01173505000770092"
"346","0.0188823863863945","0.0188823863863945","0.0188823863863945"
"347","0.012417126446962357","0.012417126446962357","0.012417126446962357"
"348","0.009562075138092041","0.009562075138092041","0.009562075138092041"
"349","0.01798861473798752","0.01798861473798752","0.01798861473798752"
"351","0.021157357841730118","0.021157357841730118","0.021157357841730118"
"352","0.04105636477470398","0.04105636477470398","0.04105636477470398"
"353","0.015177316963672638","0.015177316963672638","0.015177316963672638"
"354","0.010852995328605175","0.010852995328605175","0.010852995328605175"
"355","0.0078014894388616085","0.0078014894388616085","0.0078014894388616085"
"356","0.007638053968548775","0.007638053968548775","0.007638053968548775"
"357","0.011617323383688927","0.011617323383688927","0.011617323383688927"
"358","0.01972237415611744","0.01972237415611744","0.01972237415611744"
"359","0.03610878437757492","0.03610878437757492","0.03610878437757492"
"360","0.01954047568142414","0.01954047568142414","0.01954047568142414"
"361","0.015141759999096394","0.015141759999096394","0.015141759999096394"
"362","0.02731853909790516","0.02731853909790516","0.02731853909790516"
"363","0.012729882262647152","0.012729882262647152","0.012729882262647152"
"364","0.010808588936924934","0.010808588936924934","0.010808588936924934"
"365","0.011353266425430775","0.011353266425430775","0.011353266425430775"
"366","0.014277726411819458","0.014277726411819458","0.014277726411819458"
"367","0.013613693416118622","0.013613693416118622","0.013613693416118622"
"368","0.02191315032541752","0.02191315032541752","0.02191315032541752"
"369","0.02698393166065216","0.02698393166065216","0.02698393166065216"
"370","0.016868768259882927","0.016868768259882927","0.016868768259882927"
"371","0.012353898957371712","0.012353898957371712","0.012353898957371712"
"372","0.01551108155399561","0.01551108155399561","0.01551108155399561"
"373","0.011866599321365356","0.011866599321365356","0.011866599321365356"
"374","0.019351951777935028","0.019351951777935028","0.019351951777935028"
"375","0.029518889263272285","0.029518889263272285","0.029518889263272285"
"376","0.006404372397810221","0.006404372397810221","0.006404372397810221"
"377","0.01544687245041132","0.01544687245041132","0.01544687245041132"
"378","0.023919356986880302","0.023919356986880302","0.023919356986880302"
"379","0.00476112263277173","0.00476112263277173","0.00476112263277173"
"380","0.03582872077822685","0.03582872077822685","0.03582872077822685"
"381","0.012095366604626179","0.012095366604626179","0.012095366604626179"
"382","0.010082881897687912","0.010082881897687912","0.010082881897687912"
"384","0.008172892965376377","0.008172892965376377","0.008172892965376377"
"385","0.006326703354716301","0.006326703354716301","0.006326703354716301"
"386","0.0369735024869442","0.0369735024869442","0.0369735024869442"
"387","0.007536357268691063","0.007536357268691063","0.007536357268691063"
"388","0.013803461566567421","0.013803461566567421","0.013803461566567421"
"389","0.01513886358588934","0.01513886358588934","0.01513886358588934"
"390","0.03590149059891701","0.03590149059891701","0.03590149059891701"
"391","0.023159487172961235","0.023159487172961235","0.023159487172961235"
"392","0.03325587883591652","0.03325587883591652","0.03325587883591652"
"393","0.02436448261141777","0.02436448261141777","0.02436448261141777"
"394","0.040582455694675446","0.040582455694675446","0.040582455694675446"
"395","0.006978896446526051","0.006978896446526051","0.006978896446526051"
"396","0.004972690716385841","0.004972690716385841","0.004972690716385841"
"397","0.013363940641283989","0.013363940641283989","0.013363940641283989"
"398","0.01195820514112711","0.01195820514112711","0.01195820514112711"
"399","0.016213951632380486","0.016213951632380486","0.016213951632380486"
"401","0.014887717552483082","0.014887717552483082","0.014887717552483082"
"402","0.014796493574976921","0.014796493574976921","0.014796493574976921"
"403","0.012210442684590816","0.012210442684590816","0.012210442684590816"
"404","0.018865816295146942","0.018865816295146942","0.018865816295146942"
"405","0.012943695299327374","0.012943695299327374","0.012943695299327374"
"406","0.014480079524219036","0.014480079524219036","0.014480079524219036"
"407","0.005532096140086651","0.005532096140086651","0.005532096140086651"
"408","0.01144643034785986","0.01144643034785986","0.01144643034785986"
"409","0.015884438529610634","0.015884438529610634","0.015884438529610634"
"410","0.012201186269521713","0.012201186269521713","0.012201186269521713"
"411","0.02158880978822708","0.02158880978822708","0.02158880978822708"
"412","0.012732362374663353","0.012732362374663353","0.012732362374663353"
"413","0.013443772681057453","0.013443772681057453","0.013443772681057453"
"414","0.020060891285538673","0.020060891285538673","0.020060891285538673"
"415","0.010684330947697163","0.010684330947697163","0.010684330947697163"
"416","0.008005339652299881","0.008005339652299881","0.008005339652299881"
"418","0.010301653295755386","0.010301653295755386","0.010301653295755386"
"419","0.013876008801162243","0.013876008801162243","0.013876008801162243"
"420","0.016157064586877823","0.016157064586877823","0.016157064586877823"
"421","0.015487805008888245","0.015487805008888245","0.015487805008888245"
"422","0.012603613547980785","0.012603613547980785","0.012603613547980785"
"423","0.020717311650514603","0.020717311650514603","0.020717311650514603"
"424","0.01399367954581976","0.01399367954581976","0.01399367954581976"
"425","0.032734185457229614","0.032734185457229614","0.032734185457229614"
"426","0.028204811736941338","0.028204811736941338","0.028204811736941338"
"427","0.01174893882125616","0.01174893882125616","0.01174893882125616"
"428","0.008615589700639248","0.008615589700639248","0.008615589700639248"
"429","0.03387708589434624","0.03387708589434624","0.03387708589434624"
"430","0.005108993966132402","0.005108993966132402","0.005108993966132402"
"431","0.010983973741531372","0.010983973741531372","0.010983973741531372"
"432","0.005022789351642132","0.005022789351642132","0.005022789351642132"
"433","0.00684378994628787","0.00684378994628787","0.00684378994628787"
"434","0.015798190608620644","0.015798190608620644","0.015798190608620644"
"435","0.01863844133913517","0.01863844133913517","0.01863844133913517"
"436","0.013653676025569439","0.013653676025569439","0.013653676025569439"
"437","0.01109114196151495","0.01109114196151495","0.01109114196151495"
"438","0.01602368988096714","0.01602368988096714","0.01602368988096714"
"439","0.024265024811029434","0.024265024811029434","0.024265024811029434"
"440","0.012403895147144794","0.012403895147144794","0.012403895147144794"
"441","0.012677496299147606","0.012677496299147606","0.012677496299147606"
"442","0.011871755123138428","0.011871755123138428","0.011871755123138428"
"443","0.013527936302125454","0.013527936302125454","0.013527936302125454"
"444","0.01296292059123516","0.01296292059123516","0.01296292059123516"
"445","0.011766342446208","0.011766342446208","0.011766342446208"
"446","0.015667634084820747","0.015667634084820747","0.015667634084820747"
"447","0.013880524784326553","0.013880524784326553","0.013880524784326553"
"448","0.008720333687961102","0.008720333687961102","0.008720333687961102"
"449","0.011056085117161274","0.011056085117161274","0.011056085117161274"
"451","0.01454768143594265","0.01454768143594265","0.01454768143594265"
"452","0.016217805445194244","0.016217805445194244","0.016217805445194244"
"453","0.007178992498666048","0.007178992498666048","0.007178992498666048"
"454","0.02462153695523739","0.02462153695523739","0.02462153695523739"
"455","0.012429481372237206","0.012429481372237206","0.012429481372237206"
"456","0.00977317988872528","0.00977317988872528","0.00977317988872528"
"457","0.008084693923592567","0.008084693923592567","0.008084693923592567"
"458","0.0066773900762200356","0.0066773900762200356","0.0066773900762200356"
"459","0.02563539519906044","0.02563539519906044","0.02563539519906044"
"460","0.023551106452941895","0.023551106452941895","0.023551106452941895"
"461","0.012281659059226513","0.012281659059226513","0.012281659059226513"
"462","0.01779908500611782","0.01779908500611782","0.01779908500611782"
"463","0.017174169421195984","0.017174169421195984","0.017174169421195984"
"464","0.008859538473188877","0.008859538473188877","0.008859538473188877"
