"Step","woven-puddle-82 - train/loss","woven-puddle-82 - train/loss__MIN","woven-puddle-82 - train/loss__MAX"
"0","1.7451369762420654","1.7451369762420654","1.7451369762420654"
"2","1.0467829704284668","1.0467829704284668","1.0467829704284668"
"3","0.8996686935424805","0.8996686935424805","0.8996686935424805"
"4","0.9417140483856201","0.9417140483856201","0.9417140483856201"
"5","0.8314422369003296","0.8314422369003296","0.8314422369003296"
"6","0.7930558323860168","0.7930558323860168","0.7930558323860168"
"7","0.8087246417999268","0.8087246417999268","0.8087246417999268"
"8","0.8569583892822266","0.8569583892822266","0.8569583892822266"
"9","0.9387674331665039","0.9387674331665039","0.9387674331665039"
"10","0.7645208835601807","0.7645208835601807","0.7645208835601807"
"12","0.6604248881340027","0.6604248881340027","0.6604248881340027"
"13","0.5723528861999512","0.5723528861999512","0.5723528861999512"
"14","0.46728765964508057","0.46728765964508057","0.46728765964508057"
"16","0.5563305616378784","0.5563305616378784","0.5563305616378784"
"17","0.3873527944087982","0.3873527944087982","0.3873527944087982"
"18","0.2849145233631134","0.2849145233631134","0.2849145233631134"
"19","0.2992708086967468","0.2992708086967468","0.2992708086967468"
"20","0.184150829911232","0.184150829911232","0.184150829911232"
"21","0.2259972244501114","0.2259972244501114","0.2259972244501114"
"22","0.23568248748779297","0.23568248748779297","0.23568248748779297"
"23","0.17801031470298767","0.17801031470298767","0.17801031470298767"
"26","0.14538201689720154","0.14538201689720154","0.14538201689720154"
"27","0.13875854015350342","0.13875854015350342","0.13875854015350342"
"28","0.1348400115966797","0.1348400115966797","0.1348400115966797"
"29","0.13785900175571442","0.13785900175571442","0.13785900175571442"
"30","0.10014715790748596","0.10014715790748596","0.10014715790748596"
"31","0.1893479973077774","0.1893479973077774","0.1893479973077774"
"32","0.09443862736225128","0.09443862736225128","0.09443862736225128"
"33","0.13764417171478271","0.13764417171478271","0.13764417171478271"
"35","0.09958980232477188","0.09958980232477188","0.09958980232477188"
"37","0.14363142848014832","0.14363142848014832","0.14363142848014832"
"38","0.11780564486980438","0.11780564486980438","0.11780564486980438"
"39","0.09739615023136139","0.09739615023136139","0.09739615023136139"
"40","0.09711770713329315","0.09711770713329315","0.09711770713329315"
"41","0.09297943115234375","0.09297943115234375","0.09297943115234375"
"42","0.12766912579536438","0.12766912579536438","0.12766912579536438"
"43","0.09022963047027588","0.09022963047027588","0.09022963047027588"
"44","0.1294574737548828","0.1294574737548828","0.1294574737548828"
"45","0.13620111346244812","0.13620111346244812","0.13620111346244812"
"46","0.06863939762115479","0.06863939762115479","0.06863939762115479"
"47","0.07965463399887085","0.07965463399887085","0.07965463399887085"
"49","0.0851922482252121","0.0851922482252121","0.0851922482252121"
"50","0.07936922460794449","0.07936922460794449","0.07936922460794449"
"51","0.08642952144145966","0.08642952144145966","0.08642952144145966"
"52","0.08105917274951935","0.08105917274951935","0.08105917274951935"
"53","0.06305939704179764","0.06305939704179764","0.06305939704179764"
"54","0.08466342091560364","0.08466342091560364","0.08466342091560364"
"55","0.0822121649980545","0.0822121649980545","0.0822121649980545"
"57","0.0956031009554863","0.0956031009554863","0.0956031009554863"
"59","0.07711096107959747","0.07711096107959747","0.07711096107959747"
"60","0.059974100440740585","0.059974100440740585","0.059974100440740585"
"61","0.06317496299743652","0.06317496299743652","0.06317496299743652"
"63","0.06716720014810562","0.06716720014810562","0.06716720014810562"
"64","0.09124763309955597","0.09124763309955597","0.09124763309955597"
"65","0.06215027719736099","0.06215027719736099","0.06215027719736099"
"66","0.05395403504371643","0.05395403504371643","0.05395403504371643"
"69","0.06367270648479462","0.06367270648479462","0.06367270648479462"
"70","0.05337519198656082","0.05337519198656082","0.05337519198656082"
"71","0.07941537350416183","0.07941537350416183","0.07941537350416183"
"75","0.06909096986055374","0.06909096986055374","0.06909096986055374"
"76","0.07935531437397003","0.07935531437397003","0.07935531437397003"
"77","0.05331972613930702","0.05331972613930702","0.05331972613930702"
"78","0.05255074054002762","0.05255074054002762","0.05255074054002762"
"79","0.04249270260334015","0.04249270260334015","0.04249270260334015"
"80","0.060984935611486435","0.060984935611486435","0.060984935611486435"
"81","0.09302571415901184","0.09302571415901184","0.09302571415901184"
"82","0.04247799515724182","0.04247799515724182","0.04247799515724182"
"83","0.04662491753697395","0.04662491753697395","0.04662491753697395"
"84","0.05199829488992691","0.05199829488992691","0.05199829488992691"
"85","0.039499808102846146","0.039499808102846146","0.039499808102846146"
"88","0.036104440689086914","0.036104440689086914","0.036104440689086914"
"89","0.055781494826078415","0.055781494826078415","0.055781494826078415"
"90","0.0699298083782196","0.0699298083782196","0.0699298083782196"
"91","0.06567364931106567","0.06567364931106567","0.06567364931106567"
"92","0.05364823341369629","0.05364823341369629","0.05364823341369629"
"103","0.05302169919013977","0.05302169919013977","0.05302169919013977"
"105","0.055751267820596695","0.055751267820596695","0.055751267820596695"
"106","0.03796132281422615","0.03796132281422615","0.03796132281422615"
"107","0.031032949686050415","0.031032949686050415","0.031032949686050415"
"108","0.04446001723408699","0.04446001723408699","0.04446001723408699"
"109","0.05066774785518646","0.05066774785518646","0.05066774785518646"
"112","0.038030676543712616","0.038030676543712616","0.038030676543712616"
"113","0.046550460159778595","0.046550460159778595","0.046550460159778595"
"114","0.030822928994894028","0.030822928994894028","0.030822928994894028"
"116","0.036510661244392395","0.036510661244392395","0.036510661244392395"
"117","0.058105356991291046","0.058105356991291046","0.058105356991291046"
"118","0.03572523593902588","0.03572523593902588","0.03572523593902588"
"119","0.032667964696884155","0.032667964696884155","0.032667964696884155"
"120","0.04468165338039398","0.04468165338039398","0.04468165338039398"
"121","0.048136286437511444","0.048136286437511444","0.048136286437511444"
"122","0.034145157784223557","0.034145157784223557","0.034145157784223557"
"123","0.032737668603658676","0.032737668603658676","0.032737668603658676"
"124","0.04078371077775955","0.04078371077775955","0.04078371077775955"
"126","0.031688105314970016","0.031688105314970016","0.031688105314970016"
"127","0.030940629541873932","0.030940629541873932","0.030940629541873932"
"129","0.06774497032165527","0.06774497032165527","0.06774497032165527"
"130","0.04130033403635025","0.04130033403635025","0.04130033403635025"
"131","0.05192206799983978","0.05192206799983978","0.05192206799983978"
"132","0.0483376607298851","0.0483376607298851","0.0483376607298851"
"133","0.057925451546907425","0.057925451546907425","0.057925451546907425"
"134","0.03539999946951866","0.03539999946951866","0.03539999946951866"
"135","0.022630637511610985","0.022630637511610985","0.022630637511610985"
"136","0.07344242930412292","0.07344242930412292","0.07344242930412292"
"137","0.025429438799619675","0.025429438799619675","0.025429438799619675"
"138","0.07195602357387543","0.07195602357387543","0.07195602357387543"
"139","0.02564166858792305","0.02564166858792305","0.02564166858792305"
"140","0.03833655267953873","0.03833655267953873","0.03833655267953873"
"141","0.03760821372270584","0.03760821372270584","0.03760821372270584"
"142","0.036428794264793396","0.036428794264793396","0.036428794264793396"
"143","0.04415912181138992","0.04415912181138992","0.04415912181138992"
"144","0.04250995069742203","0.04250995069742203","0.04250995069742203"
"145","0.0565943717956543","0.0565943717956543","0.0565943717956543"
"146","0.033938370645046234","0.033938370645046234","0.033938370645046234"
"147","0.05137127265334129","0.05137127265334129","0.05137127265334129"
"148","0.030891671776771545","0.030891671776771545","0.030891671776771545"
"149","0.020296305418014526","0.020296305418014526","0.020296305418014526"
"150","0.05754762142896652","0.05754762142896652","0.05754762142896652"
"151","0.050476424396038055","0.050476424396038055","0.050476424396038055"
"152","0.032885730266571045","0.032885730266571045","0.032885730266571045"
"153","0.03540721535682678","0.03540721535682678","0.03540721535682678"
"154","0.04655298590660095","0.04655298590660095","0.04655298590660095"
"155","0.04119172692298889","0.04119172692298889","0.04119172692298889"
"156","0.04852443188428879","0.04852443188428879","0.04852443188428879"
"157","0.0348447784781456","0.0348447784781456","0.0348447784781456"
"158","0.019083399325609207","0.019083399325609207","0.019083399325609207"
"159","0.029595764353871346","0.029595764353871346","0.029595764353871346"
"160","0.04723675921559334","0.04723675921559334","0.04723675921559334"
"161","0.0395699143409729","0.0395699143409729","0.0395699143409729"
"162","0.01618560403585434","0.01618560403585434","0.01618560403585434"
"165","0.03303349390625954","0.03303349390625954","0.03303349390625954"
"166","0.022727100178599358","0.022727100178599358","0.022727100178599358"
"167","0.05357340723276138","0.05357340723276138","0.05357340723276138"
"168","0.04550548270344734","0.04550548270344734","0.04550548270344734"
"169","0.02040906250476837","0.02040906250476837","0.02040906250476837"
"170","0.06297066062688828","0.06297066062688828","0.06297066062688828"
"171","0.02240922674536705","0.02240922674536705","0.02240922674536705"
"172","0.03757433593273163","0.03757433593273163","0.03757433593273163"
"173","0.03057376854121685","0.03057376854121685","0.03057376854121685"
"174","0.030404595658183098","0.030404595658183098","0.030404595658183098"
"175","0.017485937103629112","0.017485937103629112","0.017485937103629112"
"176","0.02626069076359272","0.02626069076359272","0.02626069076359272"
"178","0.015283193439245224","0.015283193439245224","0.015283193439245224"
"179","0.03585958480834961","0.03585958480834961","0.03585958480834961"
"180","0.020675435662269592","0.020675435662269592","0.020675435662269592"
"181","0.025100447237491608","0.025100447237491608","0.025100447237491608"
"182","0.014459007419645786","0.014459007419645786","0.014459007419645786"
"183","0.020483560860157013","0.020483560860157013","0.020483560860157013"
"185","0.032017942517995834","0.032017942517995834","0.032017942517995834"
"186","0.020662926137447357","0.020662926137447357","0.020662926137447357"
"187","0.02868444286286831","0.02868444286286831","0.02868444286286831"
"188","0.02912256121635437","0.02912256121635437","0.02912256121635437"
"189","0.017382461577653885","0.017382461577653885","0.017382461577653885"
"190","0.02953912876546383","0.02953912876546383","0.02953912876546383"
"191","0.02029801532626152","0.02029801532626152","0.02029801532626152"
"192","0.011917084455490112","0.011917084455490112","0.011917084455490112"
"193","0.03970952332019806","0.03970952332019806","0.03970952332019806"
"194","0.020698249340057373","0.020698249340057373","0.020698249340057373"
"195","0.013617515563964844","0.013617515563964844","0.013617515563964844"
"196","0.03542110323905945","0.03542110323905945","0.03542110323905945"
"197","0.03127496317028999","0.03127496317028999","0.03127496317028999"
"198","0.01585942506790161","0.01585942506790161","0.01585942506790161"
"200","0.021589195355772972","0.021589195355772972","0.021589195355772972"
"201","0.018136629834771156","0.018136629834771156","0.018136629834771156"
"203","0.0683613121509552","0.0683613121509552","0.0683613121509552"
"204","0.018731489777565002","0.018731489777565002","0.018731489777565002"
"205","0.024939846247434616","0.024939846247434616","0.024939846247434616"
"206","0.03039061650633812","0.03039061650633812","0.03039061650633812"
"208","0.024035118520259857","0.024035118520259857","0.024035118520259857"
"209","0.026623394340276718","0.026623394340276718","0.026623394340276718"
"210","0.021284669637680054","0.021284669637680054","0.021284669637680054"
"211","0.030791006982326508","0.030791006982326508","0.030791006982326508"
"212","0.02132663130760193","0.02132663130760193","0.02132663130760193"
"213","0.03530368208885193","0.03530368208885193","0.03530368208885193"
"214","0.01594402641057968","0.01594402641057968","0.01594402641057968"
"216","0.02552371844649315","0.02552371844649315","0.02552371844649315"
"217","0.02673860639333725","0.02673860639333725","0.02673860639333725"
"218","0.02079169452190399","0.02079169452190399","0.02079169452190399"
"219","0.03650667890906334","0.03650667890906334","0.03650667890906334"
"220","0.01620417647063732","0.01620417647063732","0.01620417647063732"
"222","0.02579318732023239","0.02579318732023239","0.02579318732023239"
"223","0.03942963108420372","0.03942963108420372","0.03942963108420372"
"224","0.03155284374952316","0.03155284374952316","0.03155284374952316"
"225","0.015775591135025024","0.015775591135025024","0.015775591135025024"
"226","0.021766699850559235","0.021766699850559235","0.021766699850559235"
"227","0.01830342784523964","0.01830342784523964","0.01830342784523964"
"228","0.022676659747958183","0.022676659747958183","0.022676659747958183"
"230","0.01896776631474495","0.01896776631474495","0.01896776631474495"
"232","0.01634923741221428","0.01634923741221428","0.01634923741221428"
"233","0.02652299776673317","0.02652299776673317","0.02652299776673317"
"234","0.022780343890190125","0.022780343890190125","0.022780343890190125"
"235","0.03076212853193283","0.03076212853193283","0.03076212853193283"
"236","0.01844199188053608","0.01844199188053608","0.01844199188053608"
"237","0.02828744426369667","0.02828744426369667","0.02828744426369667"
"238","0.023329075425863266","0.023329075425863266","0.023329075425863266"
"239","0.01703869178891182","0.01703869178891182","0.01703869178891182"
"240","0.018504638224840164","0.018504638224840164","0.018504638224840164"
"241","0.017177639529109","0.017177639529109","0.017177639529109"
